FG,SB,MM,TUR,XIP,THU,LPL,MPL,SPL,HAK0,HAK1,HAK2,HAK3,HAK4,MUL0,MUL1,MUL2,MUL3,TRA,PAG,DFS,DFH,DSM,DSP,DSR,MSC,MSG,MSP,RSH,RSS,SSH,SSS,ENG,SAR,EPI,CEBH,CEBS,CEPH,CEPS,DNS,DNH,DRS,DRH,ARF,PWL,SUP,Mb_O,Mb_FF,Mb_DF,Mb_C,Mb_PAR,Mb_SCA,Mb_H,Mb_GRA,Mb_SF,Mb_PF,BO,EUP,ZG,ZL,ZM,ZS,PB,BB,PS,DF,PL,MB,SG,MA,DC,SPOM,BD,1.GNS+TR_D,1.LLD longline,1.LTL trolling,1.LH hand-pole,1.MIS,1.PS+SB+SV,2.FPO traps,2.GNS+TR_D,2.LLD longline,2.MIS,2.OTB_D,2.OTB_DWS,2.OTB_MDD,2.OTM,2.PTM,2.PS+SB+SV,3.OTM,3.OTB_MDDW
Mb_O,-0.0182598,0.00521752,0.0816792,0.00324972,0.000389368,0.00937983,0.0062795,-0.000351624,-0.00658585,-0.0408689,0.0124115,-0.051126,-0.0724698,-0.0110244,-0.0646273,-0.0693049,-0.113133,0.00575697,-0.0903218,0.00624982,-0.0120615,0.00591954,-0.0111314,0.0205006,0.0400408,0.00377987,0.0261339,0.059733,0.418454,0.017951,0.00497042,0.00365122,-0.0253996,-0.000415164,0.0450001,0.0145009,0.011356,-0.000107859,-0.0105738,-0.002902,-0.0360715,-0.0695102,0.23437,0.119878,-0.0197033,-0.129365,-0.379762,-0.251614,-0.394093,0.0385573,-0.0342523,0.0843169,0.0974717,0.186298,-0.00726554,0.11783,-0.00213423,-0.00422199,-0.00114162,-0.000509343,0.00229089,0.00040636,0.00717128,0.00505277,0.0013243,0.0080684,0.0380082,0.0520031,0.0120149,-0.290821,0.00395945,-0.017584,0.00807205,-0.00334962,-0.00450605,-0.0053147,0.00709492,0.00719601,-0.0695102,-0.000978491,0.00250678,0.00718162,0.0524687,0.168213,0.0572845,0.00600096,-0.00917369,-0.00116889,0.00610332,0.0602209
Mb_FF,-0.00398103,-0.00258183,0.118763,-0.00149686,0.000309522,-0.000640226,0.0264334,-0.00610989,-0.00213693,-0.00605185,-0.00385228,-0.0152381,-0.0192634,-0.00452103,0.0912914,0.0117915,0.144226,-0.00122387,-0.00846364,9.60474e-05,-0.00308313,-0.0062766,-0.0016731,0.0247502,-0.00262173,0.00182802,-0.00187497,0.00189418,-0.0133014,0.00699234,-0.000871359,-0.00166747,-0.00589325,-0.00174504,0.00426396,-0.000674554,-0.00296034,-0.00219059,-0.00452182,-0.00446276,0.00888286,0.0515569,0.000952629,0.0433433,-0.00662494,0.0200742,-0.035987,-0.0271457,0.0231689,-0.0187672,0.0536437,-0.0330467,-0.0102409,-0.0298799,-0.0450011,-0.0126791,-0.00269826,-0.00443893,-0.00411397,-0.00422893,-0.00217235,-0.00323597,-0.00104012,-0.00763899,0.00321808,-0.0086646,-0.0531957,0.0186706,0.0114802,-0.0104988,-0.00527312,-0.0088838,0.00943916,0.00186889,0.00776944,-0.000996833,0.0193127,-0.000461141,0.0515569,-0.000921408,-0.000645662,0.0185556,0.0233695,0.0243621,0.0201702,-0.000393761,-0.00353381,4.61345e-05,-0.000386577,0.0245456
Mb_DF,-0.00596839,0.00152815,-0.0106647,-0.00705813,-0.000427965,-0.0035114,-0.00412112,0.00393089,0.000335888,0.0111639,0.00934429,-0.017685,-0.0283634,-0.00252703,0.0668738,0.216864,0.183183,-0.00198843,0.296274,-5.43528e-05,-0.00163147,-0.0171266,-0.00379026,0.0195433,-0.00956213,-0.00237951,-0.00646348,-0.0367263,-0.0404815,0.0112487,-0.00361312,0.00101106,-0.0245966,-0.00234724,-0.0185521,-0.00683611,0.0269557,-0.00176616,-0.00668766,-0.0456515,0.0453607,-0.0158068,-0.0209094,0.0571862,-0.0281082,0.00704867,-0.0813179,-0.250968,0.20198,0.0930576,0.138723,-0.330821,0.0263239,-0.153402,-0.148409,-0.0707954,-0.000426968,-0.00497702,-0.00754801,0.00468506,0.000605066,-0.00179896,-0.0364078,0.00415213,-0.00145351,0.00315851,-0.220467,-0.611674,-0.288258,-0.0141843,0.000903325,-0.0317002,-0.00569872,0.0241994,-0.00269919,0.00408348,-0.00396075,-0.00291279,-0.0158068,-0.00926543,-0.00044624,-0.0039437,0.0293985,0.0232978,0.0265812,-0.000720317,-0.0103296,-0.00367079,-0.000416106,0.0502503
Mb_C,0.000456269,0.000134855,-0.100574,5.99978e-05,-0.000403813,-0.000501672,-0.00414541,0.000836465,-0.0019335,0.00859837,0.0020446,-0.00105403,-0.00344515,0.076041,0.0610657,0.00673641,0.0652261,-0.00325523,0.0398506,0.00228884,0.000381589,0.000655757,-0.000322723,0.00557558,-0.000514261,0.000140039,0.000400978,-0.0126224,-0.0377939,-0.00565609,0.000781629,0.000724717,0.0134849,0.000831605,0.00301977,0.00215248,-0.00555447,0.00149168,0.000941241,-0.000489668,-0.0124905,-0.0107433,-0.0293263,0.0062211,0.0133638,-0.0612918,-0.113437,-0.20091,-0.0599338,-0.583783,-0.0628362,0.036974,-0.205067,-0.396265,0.155311,-0.0571084,0.00067067,0.0010819,0.00237009,-0.000552365,0.000192923,0.00102786,0.00197468,-0.000287737,-0.000208816,4.34979e-05,0.0803958,0.174791,0.0819632,-0.0448276,0.000943238,0.00563916,0.00200252,0.00477642,-0.00112435,-0.00117691,-0.00318706,-0.000392227,-0.0107433,0.00091417,0.000334889,-0.00308516,0.00585266,-0.00867238,0.00344207,0.000405585,0.00634896,0.00243629,0.000429128,0.00450499
Mb_PAR,0.000160667,-0.00014398,-0.00711741,1.59285e-05,1.90218e-05,-1.15345e-05,-0.000106001,-2.90264e-05,5.84526e-05,0.000182872,-0.000253281,0.000494163,0.000766985,-0.000174063,0.00364601,-0.00248539,0.000783708,-0.000161407,-0.00420801,-3.79328e-05,0.000265061,0.000112264,0.00022843,0.000998982,-0.000213844,-2.56773e-05,-0.000154946,-4.76646e-05,-0.00226556,-0.000164018,-3.6741e-05,4.51913e-05,0.000512219,1.9137e-06,-0.000347362,-0.000142848,-0.000943194,3.34427e-05,0.000106153,4.99618e-05,-0.000604688,0.0001826,-0.00151516,-0.0016467,0.000392581,-0.00586994,0.00241673,-0.00714615,-0.0013856,-0.000118077,-0.0156749,-0.156888,-0.0172251,-0.017679,-0.147442,-0.000655076,3.03333e-05,7.62029e-05,0.000108522,-3.7317e-05,-2.17361e-05,-1.9113e-06,0.000240946,-4.43796e-05,-3.4583e-06,-5.21113e-05,0.00274376,0.00691299,0.00355418,0.000460566,-4.74881e-05,0.000350353,9.18642e-05,-0.000151316,0.000171241,-2.42035e-05,-8.1155e-05,-5.731e-07,0.0001826,0.000155867,-4.31326e-05,-7.85134e-05,-0.000674825,-0.00157002,-0.000784497,-8.00745e-05,0.00025024,0.000139795,-8.73592e-05,-0.00108356
Mb_SCA,-0.0012722,0.00478757,-0.0272145,0.0012981,-0.000918428,-0.000797912,0.000493257,0.000402613,0.0015544,0.00181888,-0.00115741,0.00135323,0.00261401,-0.0015341,0.010632,0.000739248,0.00132188,-0.00177247,0.0635729,-0.00117707,0.000931516,-0.00291791,-0.00290452,-0.0110401,0.000432793,0.000293844,0.000871548,-0.0015719,-0.0159668,0.00142941,0.000223709,-0.000769617,-0.00422885,-0.000219186,0.00449236,-5.5086e-06,0.0354724,-0.000571836,0.00105656,0.0167683,-0.00515449,-0.00334628,-0.0135842,-0.0116952,0.000878621,-0.0368234,-0.0215278,-0.0130369,-0.015126,-0.059754,-0.0677565,-0.485217,-0.0530043,-0.049459,-0.451376,-0.00332189,0.000878892,0.000260872,0.000684477,9.51943e-05,-7.53201e-05,0.000199172,0.000864733,0.000170163,-0.000549377,7.53114e-05,0.00908772,0.0172752,0.00930645,-0.00948464,6.84022e-05,0.0012371,-0.000923564,0.00374653,-0.00233909,0.00530884,0.000153663,-0.000590716,-0.00334628,-0.00210267,0.00105971,0.000117557,-0.00274166,-0.012163,-0.00365032,-0.00118097,-0.00224598,-0.00169016,-0.000798543,-0.0034642
Mb_H,-1.2144e-06,-3.542e-07,0.000338934,-5.5323e-06,1.5823e-06,-4.0278e-06,-2.7949e-06,4.2734e-06,1.23113e-05,1.11022e-05,6.108e-07,1.11847e-05,1.84992e-05,-4.0921e-06,1.04336e-05,-5.89473e-05,-1.91373e-05,-3.3472e-06,3.26281e-05,-7.858e-06,-6.842e-06,-9.7729e-06,-3.4366e-06,0.00010351,-8.3521e-06,5.0813e-06,-4.6724e-06,-1.51897e-05,-5.45733e-05,1.8536e-06,-8.2469e-06,2.8302e-06,-2.96557e-05,-1.19371e-05,-1.7414e-05,-1.23264e-05,1.56326e-05,-2.5535e-06,-1.0587e-06,-1.5573e-05,-1.00036e-05,-5.42979e-05,-3.87932e-05,-3.76031e-05,-3.64355e-05,-0.000123655,-2.28514e-05,-0.000181753,6.31473e-05,0.00188123,0.00123723,-0.00156504,0.000973532,-0.000175933,-0.00100219,-4.22143e-05,9.939e-06,5.7004e-06,2.12e-06,4.4951e-06,1.075e-07,1.7389e-06,-2.99228e-05,4.9713e-06,-7.4841e-06,3.4305e-06,-0.000126268,-2.59728e-05,-0.00102831,2.04226e-05,1.2372e-06,1.10848e-05,-8.829e-07,1.8584e-05,2.1861e-06,2.9793e-06,-3.1192e-06,-3.978e-06,-5.42979e-05,-5.361e-07,-2.6276e-06,-3.1536e-06,-2.07544e-05,-3.75157e-05,-1.99051e-05,-6.2111e-06,-1.15635e-05,-1.0811e-06,-6.0922e-06,-2.38734e-05
Mb_GRA,0.000204669,-0.000206843,0.335839,-2.46165e-05,3.6208e-05,-2.30687e-05,-0.000201144,1.94201e-05,-2.78017e-05,0.000572022,0.000270766,0.000506075,0.000701927,8.07033e-05,-0.000502369,-0.00086246,-0.00142409,-2.9839e-06,-0.00139934,-1.99169e-05,8.62252e-05,0.000194784,0.000229772,-0.000347497,-0.000185089,-3.89031e-05,-0.000132924,-0.000844684,-0.00174933,-0.000486559,-3.99899e-05,6.06048e-05,0.000468798,1.96233e-05,-0.000348046,-4.07839e-05,-0.00152618,5.88344e-05,5.85619e-05,0.000236754,-6.96835e-05,-0.00706151,-0.0009435,-0.00112937,0.000209577,-0.00434268,-0.0036671,-0.00232279,-0.000614582,-0.0072483,-0.00560837,-0.061048,-0.153686,-0.0068187,-0.0561965,-0.000484408,1.44974e-05,5.19562e-05,5.03544e-05,1.76471e-05,5.1549e-06,2.38254e-05,5.3585e-05,1.8577e-05,-1.51392e-05,1.72311e-05,0.000784304,0.00134122,0.000498266,0.00196476,2.1865e-05,0.000151954,-0.000616083,-0.00015762,7.62496e-05,-0.000167625,-0.000154308,-1.76501e-05,-0.00706151,-0.000103132,-5.58889e-05,-0.000149329,-0.000699601,-0.00104494,-0.000619631,-1.95963e-05,0.000238666,9.74806e-05,-3.57361e-05,-0.000747109
Mb_SF,-0.000821502,-0.000213323,-0.0001209,-0.000685169,0.000209592,0.000821764,-0.000371434,-6.62529e-05,-0.000740488,-0.000206062,0.00116523,0.0024101,0.00301879,-0.000317948,-0.000309167,-0.000719289,-0.000321598,0.00342189,-7.68983e-05,0.000460053,-0.000362104,-0.000210685,-9.91154e-05,-9.52291e-05,-0.000211503,-0.00106658,-0.000616719,2.13334e-05,-0.000151576,-0.000263172,7.31619e-05,-0.00154747,-0.00118944,-3.55869e-05,-0.000286292,-0.000233391,-0.000236731,-0.000697971,0.000396985,-6.09904e-05,-0.000172114,-0.000314761,-0.000270587,-0.000928445,-0.000373051,-0.000660065,-0.00160588,-0.00186601,0.0030718,0.0012402,0.00186423,-0.00258185,0.00063203,-0.00457156,-0.00337174,-0.00214366,-3.85988e-05,0.00015213,-0.000522533,-0.000180195,-0.000224948,-0.000226941,7.11205e-05,-0.000604824,9.88566e-05,-0.000803163,-0.00947781,0.00163953,0.000993164,9.9636e-05,-0.000458814,-0.000425957,-0.000141324,-0.000232271,-0.000177388,-0.000132608,-5.76072e-05,0.000636402,-0.000314761,6.4479e-05,-0.000128517,-2.42411e-05,-0.000234653,-0.000605709,-0.00015485,0.00139218,-0.00138187,-0.000800642,0.00133673,-0.00032365
Mb_PF,-1.1144e-06,1.1667e-06,0.000153702,3.475e-07,-3.686e-07,-1.1287e-06,-4.204e-07,2.738e-07,1.913e-06,1.9416e-06,-1.2073e-06,1.651e-06,3.2366e-06,-3.9084e-06,4.1098e-06,-4.9944e-06,-2.8865e-06,-1.7965e-06,2.61439e-05,-1.5516e-06,-1.0289e-06,-3.4732e-06,-1.8329e-06,-6.9598e-06,-2.161e-06,-1.1966e-06,-9.26e-07,-1.7969e-06,-1.21289e-05,-6.186e-07,-8.866e-07,-1.049e-07,-4.1861e-06,-2.087e-07,-6.879e-07,-1.4814e-06,1.62351e-05,-1.0207e-06,-1.011e-06,7.8798e-06,-4.0282e-06,-6.0436e-06,-9.4582e-06,-9.8436e-06,-2.7582e-06,-2.95591e-05,-1.9463e-05,-2.2589e-05,-1.15092e-05,0.000761813,0.000476659,-0.000420685,0.000401688,-5.97382e-05,-0.000403464,-1.74674e-05,1.36e-06,-9.133e-07,-1.9318e-06,1.466e-07,-1.0795e-06,-2.9048e-06,5.7e-08,1.4232e-06,-8e-07,8.369e-07,-6.81698e-05,2.30859e-05,1.3528e-05,-9.049e-07,-3.9531e-06,-4.0643e-06,-2.5457e-06,6.303e-07,-1.6866e-06,1.9735e-06,-6.067e-07,-9.77e-07,-6.0436e-06,-2.5607e-06,1.277e-07,-6.265e-07,-4.2056e-06,-9.541e-06,-4.4902e-06,-1.5247e-06,-1.8876e-06,-1.2519e-06,-1.34e-06,-4.77e-06
BO,0.00220197,-0.000412027,-0.0102312,-0.000659409,0.000113672,-0.00116211,0.0022525,-0.00103894,-0.00318532,-0.0016989,0.00342012,-0.000689815,-0.00113747,0.0748835,0.023947,0.00845561,0.0102836,0.000327647,0.00708788,0.000846377,7.19724e-05,0.0366721,0.000990315,-0.011465,-0.00370358,0.00126972,-0.00306456,-0.00823472,-0.0501675,0.00955076,0.000922214,0.00034209,-0.00711476,0.00246541,0.0421277,0.00163784,-0.00459184,-0.00101715,0.00914448,0.0116428,0.027663,0.00181655,-0.006327,-0.00993055,-0.0100324,-0.0867369,0.0309836,0.0173035,0.0566717,-0.00895306,-0.000658895,-0.0117142,-0.0117412,-0.0375548,-0.00714306,-0.0502436,-0.00481284,0.00252126,-0.00212262,0.00117185,0.00051611,-0.000141541,-0.0289262,0.000456733,0.00239792,0.000537916,-0.0620353,0.00123782,0.00698603,0.0287314,-0.000675956,0.0142766,0.0212809,0.00333524,0.000720725,-0.000105381,0.00135441,-0.000815163,0.00181655,0.0221135,-0.000279841,0.00125892,0.00855646,-0.00873412,0.00535182,0.000613662,-0.00296324,-0.00128467,0.00057899,0.00283771
EUP,-0.00383294,-0.00324593,-0.00474448,-0.00721242,0.00826535,0.000224249,0.0878595,-0.148939,0.279016,0.538898,0.0532092,-0.00345581,0.0302544,-0.0617951,-0.00765227,-0.0722886,-0.0530684,-0.00316175,-0.0137093,0.0950029,0.0588909,0.0838909,0.018545,0.0352511,-0.00302654,-0.0385475,0.0349649,-0.0123604,0.0213772,-0.0343086,0.063635,-0.0214837,-0.0220734,-0.0129863,-0.0147054,-0.00614131,0.0418997,-0.000550982,-0.0124057,-0.00382665,0.0537451,-0.00641258,0.0322787,0.026174,-0.00515941,-0.0105554,-0.00370361,-0.00248084,-0.0015735,-0.00625152,-0.0102928,0.00667027,-0.00480948,-0.00278592,-0.0164256,-0.0255987,-0.158001,-0.0108161,-0.00823712,-0.131243,-0.0795831,0.0477055,-0.00477313,0.0442796,-0.446432,0.0353602,0.00608572,0.00392168,0.00474806,0.000120576,-0.0324358,-0.00893483,0.0291996,0.0182133,0.0393677,0.0242882,0.0648103,-0.00458827,-0.00641258,0.0550681,-0.00131401,0.0623596,0.0150569,0.0267942,0.0203508,0.0601715,-0.0215782,-0.0138396,0.0619287,0.0180786
ZG,-0.0119686,-0.0117853,0.000988805,0.000686946,-0.00346936,0.0210345,-0.00684173,0.0161398,0.0054245,-0.00430445,-0.00540515,-0.00561453,-0.00667982,0.00143722,2.05846e-05,-0.00123268,-0.000605301,-0.0124574,0.00354136,-0.000101565,0.0310931,-0.00141957,0.00895587,0.00231113,0.0058837,0.233005,-0.00704837,0.00139534,0.00311977,-0.00537998,0.000376908,0.00836928,-0.0030545,-0.178339,-0.00116337,-8.68595e-05,0.0046621,0.00267527,-0.00617308,-0.00392674,-0.00118793,-0.00161934,-0.00191403,-0.00167306,0.00712875,-0.00129673,-0.000568418,0.000946048,-0.00207017,0.000382544,-0.00254066,0.00149796,0.00103631,0.00373262,0.00113429,-0.0022583,0.000324296,-0.0295701,-0.0472349,0.0158066,-0.00289459,0.00381363,-0.00464983,0.00428626,-0.00569091,-0.00741124,-0.00165188,-0.000595978,0.000854492,-0.0015256,-0.00177285,0.00150801,-0.011179,0.000670658,0.00406585,0.00761934,0.000490086,0.00965555,-0.00161934,-0.0240337,0.00387559,0.00126961,-0.00690534,-0.00194335,-0.00272192,-0.00407164,0.00326553,0.00152172,-0.00381556,-0.00242195
ZL,-0.0347116,0.0903944,-0.0023762,0.0055362,-0.00649631,0.0442952,-0.00865703,0.0408281,-0.0263108,-0.0133973,0.0360926,0.0421076,0.0153818,-0.00900819,0.0251594,-0.0335337,-0.00623753,0.0415555,-0.0253839,0.0304073,0.0914474,-0.00793549,0.0104998,0.0138916,0.0164121,0.169453,-0.0216778,-0.017863,-0.0280446,-0.0211871,0.00232942,0.0235018,0.0279508,-0.562594,-0.0147027,-0.00338093,-0.00918783,0.0131697,0.0943287,-0.0176122,0.00969848,-0.00571178,0.008193,0.0795982,0.0124584,-0.00668488,-0.00480157,-0.00272422,-0.00877033,-0.000698542,-0.00487016,0.004446,-0.00410024,-0.0306888,-0.0137266,-0.0244839,-0.00701673,0.0961112,-0.212949,0.0531661,-0.0384011,0.0121073,-0.0113353,0.0324872,-0.0128669,-0.0227042,-0.0246785,0.00331324,0.0098045,-0.00348187,-0.00718386,0.000237126,-0.0368712,0.00495549,0.00515211,0.0058887,0.0052701,0.0119202,-0.00571178,-0.0716599,0.00998356,0.00675084,0.00497765,0.0511967,0.031469,0.033297,0.0253053,0.0101598,0.0327637,0.030779
ZM,0.108694,0.040937,-0.0142024,0.062568,-0.0302394,-0.0143221,0.0866213,0.47563,0.14165,-0.052951,0.000739706,0.00512352,0.00594112,0.0420093,-0.0161962,-0.0331208,-0.00937288,0.012881,-0.0140118,-0.00882118,-0.018575,-0.0274801,0.0293671,0.0191636,0.0250608,0.0924559,0.0554664,-0.0168616,-0.00295567,0.0138324,-0.0162624,0.265014,0.00799205,0.0849172,-0.0186476,-0.01115,-0.00832771,0.0145438,-0.0166482,-0.0792219,-0.0066377,-0.022115,-0.00625123,0.0091997,-0.0285045,-0.00759131,-0.0480578,-0.00138969,0.0120882,-0.0132023,0.0202115,-0.0037194,-0.0033704,-0.0504434,-0.0347192,0.0208838,-0.0941022,-0.0426195,-0.00635965,-0.301316,-0.138869,0.0547065,0.0125605,0.088805,-0.186919,-0.32927,0.0155019,0.00267705,0.0132685,0.014797,-0.0557833,-0.00843806,-0.00273897,0.0284524,0.0453464,0.02137,0.0600718,0.0229724,-0.022115,-0.00298138,0.0243075,0.0572491,-0.00250006,0.00179089,-0.000900278,-0.000274848,0.149782,0.159432,-0.000673448,-0.00293858
ZS,0.032991,0.043832,0.005766,0.0126436,-0.0106929,0.0354037,0.0125978,-0.0270703,0.12249,0.0358621,0.0652496,0.0947502,0.12457,0.059332,0.00767808,-0.00680117,0.00776024,0.153102,0.00369613,0.0090229,0.0313599,0.0462198,0.00351556,0.00946529,0.0160838,0.0759895,-0.00999445,0.00467376,-0.00262589,0.00922623,0.00746599,0.102348,-0.0499973,0.00504751,-0.0131245,-0.00622516,0.0200574,-0.0110075,0.00802213,-0.0105988,-0.000269857,0.00226973,-0.00365581,-0.0233409,-0.017716,-0.000670433,0.0400245,0.0121854,0.0204052,0.0156323,0.00585388,-0.00133128,0.00177469,0.00206905,0.115655,0.035761,0.0649516,0.0823227,0.0373223,-0.0222034,-0.414394,-0.322399,0.0386471,-0.443033,-0.0607698,-0.108836,-0.00277492,-0.00969264,0.00294972,0.00274607,0.239073,0.0130105,0.0167662,0.0203284,0.00643517,0.00710726,0.0185961,0.029211,0.00226973,0.0372563,0.0110558,0.0192338,0.00755641,-0.0138916,0.00827765,0.0559074,0.034343,0.048798,0.0535298,0.00221378
