FG,SB,MM,TUR,XIP,THU,LPL,MPL,SPL,HAK0,HAK1,HAK2,HAK3,HAK4,MUL0,MUL1,MUL2,MUL3,TRA,PAG,DFS,DFH,DSM,DSP,DSR,MSC,MSG,MSP,ENG,SAR,EPI,CEBH,CEBS,CEPH,CEPS,DNS,DNH,DRS,DRH,ARF,PWL,SUP,Mb_O,Mb_FF,Mb_DF,Mb_C,Mb_PAR,Mb_SCA,Mb_H,Mb_GRA,Mb_SF,Mb_PF,BO,EUP,ZG,ZL,ZM,ZS,PB,BB,PS,DF,PL,MB,SG,MA,Bathyraja_brachyurops,Dalatias_licha,Dipturus_oxyrinchus,Etmopterus_spinax,Galeus_melastomus,Myliobatis_aquila,RSH_C1,RSS_C1,Raja_asterias,Raja_miraletus,Raja_polystigma,SSH_C1,SSS_C1,Scyliorhinus_canicula,Torpedo_marmorata,Torpedo_torpedo,DC,SPOM,BD,1.GNS+TR_D,1.LLD longline,1.LTL trolling,1.LH hand-pole,1.MIS,1.PS+SB+SV,2.FPO traps,2.GNS+TR_D,2.LLD longline,2.MIS,2.OTB_D,2.OTB_DWS,2.OTB_MDD,2.OTM,2.PTM,2.PS+SB+SV,3.OTM,3.OTB_MDDW
BB,-0.0123417,-0.0188854,-0.0681223,0.00294723,-0.00499663,-0.0100744,-0.00447801,0.000455653,-0.00527388,0.00206236,-0.00654673,0.00213063,0.000543731,0.0414544,-0.0646904,-0.0308381,-0.0337634,-0.0139246,-0.0290742,-0.00604976,-0.0103128,0.0115575,-0.00982815,-0.0416812,-0.0617897,-0.0491627,-0.0370505,0.00892775,0.0831017,-0.0068771,0.0218452,0.0175615,-0.0100233,-0.0154154,-0.0174217,-0.0271803,-0.032954,-0.0244586,0.00776419,-0.033104,0.089407,-0.132927,-0.00324159,-0.0303281,-0.108644,0.00334093,-0.0664876,0.0522743,-0.0647131,-0.00969807,-0.0594955,0.158643,-0.0275413,-0.058008,-0.0462064,0.00941786,-0.0016152,-0.0180007,-0.383664,-0.00872339,0.0129906,-0.0156505,-0.0265815,0.0475543,-0.0113478,-0.0185463,0.0238928,-0.0209299,-0.0151026,-0.014014,-0.0792215,-0.0196439,-0.11125,-0.0155487,-0.0183422,-0.0191211,-0.0234455,0.0368284,-0.0294397,-0.00725844,-0.0165017,0.0365006,0.00143121,-0.320703,0.000317792,-0.00825119,-0.0127838,-0.010333,-0.00594993,-0.00915671,-0.0244586,0.00206493,-0.00241883,-0.00610642,-0.0130035,-0.0179148,-0.0127681,-0.00855083,0.0416237,0.0145588,-0.0168495,-0.0177418
PS,0.0722855,0.0254623,0.0247971,0.00875913,-0.00453481,0.0151419,0.0178256,-0.0101224,0.0515957,0.0596122,0.0278861,0.0326801,0.0345693,0.00695371,0.02266,0.00725284,0.0106867,0.0495597,-0.00693989,0.0207113,0.0151063,0.0245558,0.00308061,0.019424,0.0154018,0.0299144,0.00686382,0.0284562,0.0296689,0.0786738,0.0197072,0.0190454,0.0131356,0.00347809,0.0369521,0.0442784,0.0365007,0.049536,0.00187218,0.00131722,0.0532274,-0.00544873,0.10899,0.00362827,-0.0167107,0.0190947,-0.0160137,-0.00813141,0.000204435,0.0961698,0.0333398,-0.0385331,0.0878172,0.0446007,0.0391643,-0.0129747,0.16859,-0.0947764,-0.0281768,-0.140389,-0.0559808,-0.0445674,-0.0299001,-0.00237796,-0.026939,0.00378044,0.0226322,0.00672021,0.00316644,0.0310119,-0.00869416,0.00825909,-0.0214175,0.0180062,0.00960051,0.0137266,0.00279425,0.0250246,-0.00693916,-0.00121919,0.00669005,-0.0203244,0.0674861,0.0135103,0.0268296,0.0133493,0.00636188,0.00583214,0.0171198,0.0171389,0.049536,0.031843,0.00689408,0.0170447,0.016513,0.00308409,0.0138968,0.029722,0.0288356,0.0246984,0.0196788,0.0105588
DF,0.00365791,0.00105702,-0.001464,0.00101271,0.000381453,-0.000499819,0.0212028,-0.0107831,0.0612003,0.106016,0.0111459,-0.000130932,0.00629654,-0.0103533,-0.00111902,-0.0158707,-0.0110917,0.000139005,-0.00326068,0.0190678,0.0110192,0.0161522,0.00504073,0.00873097,0.000341295,-0.00382176,0.00914922,0.00649797,-0.00409594,0.000800892,-0.00328856,-0.00266242,0.00802586,0.000478922,-0.00326671,-0.00380302,0.0109875,-0.00167751,0.00616023,0.005509,-0.00220105,-0.00238049,-0.00266533,-0.000547398,0.000141029,-0.00174834,-0.00128324,0.00119853,-0.00111676,-0.00251313,-0.00446397,-0.00440172,0.164507,-0.0037293,-0.00179618,0.00169896,-0.0203869,0.0111303,-0.000373951,0.0115906,-0.0967489,-0.00631016,0.0018498,0.000882082,0.0014829,-0.000759937,0.00783279,0.00609632,-0.00793979,0.0397796,-0.00661359,-0.00358255,-0.00747259,-0.00631197,-0.0063754,-0.00558969,-0.00906418,-0.000506489,-0.00561404,-0.000539904,-0.008579,0.00055642,-0.00827552,-0.00210136,0.00613534,0.00505439,0.00658377,0.00585052,0.0154947,2.71894e-05,-0.00167751,0.0113141,0.000780853,0.0148878,0.00305998,0.00535924,0.00413545,0.0123764,0.0017817,0.00375925,0.0068088,0.00368124
PL,0.119856,0.0350225,0.0156541,0.0396361,-0.0178432,3.19532e-05,0.0691615,0.235567,0.127555,0.073476,0.0163217,0.0120756,0.0106752,0.00885935,0.0104328,-0.0176972,-0.00216241,0.0188246,-0.0163282,0.0241759,0.012077,0.00637862,0.0217523,0.0301243,0.0261836,0.0609198,0.0436066,0.147213,0.0460885,0.0721923,0.0106477,0.0142769,0.00911331,0.0144949,0.0243584,0.00231052,0.0379896,0.0357155,0.00252824,0.0147168,0.0436786,-0.0103312,0.0729707,-0.000101824,-0.0158895,0.00774722,-0.00797236,-0.00877785,-0.00216896,0.0683235,-0.0149292,-0.0389958,0.105356,0.0163881,0.0224494,0.363291,-0.0573162,0.0187284,-0.0321862,0.0209833,-0.189108,-0.195302,-0.0210616,0.00159352,-0.0198378,-0.000554016,0.0101077,0.0148437,0.00825796,0.0315913,-0.0144788,-0.00113766,-0.0215603,0.00795518,-0.000509649,-0.00894597,0.00867055,0.0121094,-0.00611995,-0.0103793,0.00548825,-0.0136492,-0.0242246,0.00579098,0.020823,0.025893,0.0292506,0.0196297,0.0509795,0.0204613,0.0357155,0.0199554,0.0177618,0.0490464,0.0131113,0.010142,0.0131208,0.022567,0.101645,0.0979982,0.0138869,0.0100258
MB,0.000563113,0.00461972,0.033731,0.00152213,-0.000833043,0.00323695,0.00275254,-0.000977188,-0.00856952,-0.00282498,0.00179938,-0.00568024,-0.0105596,0.0118407,0.0289351,0.0260273,0.0320144,0.00167036,0.0342291,0.00547048,0.00826871,0.00744661,0.00149312,0.00876515,0.00699143,0.00222897,0.00381769,-0.00285256,0.0217502,-0.0109619,0.0221421,0.00949984,0.00646882,0.00229856,0.00399159,-0.00196985,0.00618313,-0.0014668,0.0085488,0.0164929,0.0287731,0.0230825,0.0767365,0.0922012,0.0100103,0.0195775,0.0173604,0.0679461,0.0490281,0.178592,0.169347,0.163966,-0.00687068,0.00259044,0.0155725,-0.0013731,-0.000784887,-0.000320915,-0.0337066,-0.00374448,0.00459085,-0.00440172,-0.0627966,-0.0795223,-0.0521063,0.000528254,0.00750599,0.00996634,0.00356881,0.00117523,0.0118225,-0.000109405,0.0155696,-0.00146686,0.00585478,-0.00263432,0.00241387,0.014295,0.00147229,0.000982831,0.00109823,-0.0199057,-0.00116337,0.00433277,0.00978612,0.00663833,0.0021641,0.00298777,0.00287995,0.00243578,-0.0014668,0.00413798,0.00183374,0.00289349,0.013596,0.0129197,0.0124671,0.0041385,0.00805353,0.0028043,0.00472004,0.0141946
SG,-0.00167764,0.000445881,0.0187813,-0.000903613,-5.52124e-05,-8.83721e-05,-0.00037168,0.000556794,-0.000185915,-0.000687196,0.0014498,-0.00510682,-0.00735359,-0.00133415,0.00619426,0.0290033,0.0220125,-1.45926e-05,0.0399482,0.000281274,-0.000718822,-0.00235436,-0.00107559,0.00371807,0.000354922,-0.000209122,0.000202795,0.000282239,-0.004599,-0.000345822,-0.000680101,-0.000308013,0.00445772,-0.000278317,-0.00144796,-0.00730174,0.00516698,-0.00676925,0.00725521,0.0138318,-0.00478438,0.0394939,-0.0291785,0.101071,0.0126719,0.0154713,0.0191646,0.000861956,0.0506861,-0.0150843,-0.0255287,-0.00553043,-0.000176197,-0.00092268,-0.00118876,0.00065842,0.000190738,-0.000248432,-0.0053316,0.000813339,-0.000141071,0.000801185,-0.0314751,-0.0893895,-0.0428592,-0.00223454,-0.000341363,0.0102384,-6.331e-07,-0.000154815,0.0199917,-0.00153922,0.0340316,-0.00507228,0.0038322,-0.00359935,0.00259274,-0.000301711,0.00292963,-0.00110208,0.000225436,-0.0150029,0.000307317,-0.00546397,-0.000597547,0.00340932,-3.47201e-05,0.000344173,-0.000297167,-9.73824e-05,-0.00676925,-0.00152466,5.4564e-05,-0.000289244,0.00666212,0.010918,0.00650328,0.000174998,-0.00187774,-0.000585372,0.00266217,0.0103429
MA,0.000691446,0.00432615,0.0449986,0.00172778,-0.000781719,0.00135363,0.000592865,-0.00212996,-0.00504549,-0.0030115,-0.000963242,-0.00535745,-0.00781267,-0.00388666,0.00711516,0.0374577,0.0141139,0.00047757,0.0270096,0.00304539,0.00227611,-0.000858953,-0.00142452,0.0100029,0.00524827,-0.00216091,0.0036603,-0.00277433,0.012254,0.0110943,0.0104088,0.0061719,0.0219886,0.00115543,5.66452e-05,0.033327,0.000113597,0.015275,0.00856014,0.0106509,0.020352,0.0370581,-0.0246946,0.0765108,-0.00329815,0.0197241,-0.00118931,0.413927,0.0437377,-0.00680934,-0.0144727,-0.0185452,-0.00375051,-0.00319106,-0.000957495,-0.00331894,3.25517e-05,-0.000185494,-0.0196379,-0.00250946,0.00340036,-0.00111627,-0.0334107,-0.0691873,-0.0452259,0.00124494,0.00546415,0.0149192,0.00213407,0.000988393,0.0201868,0.00410838,0.0294748,0.00829234,0.0155466,0.0165102,0.00455849,0.00964075,0.00329238,-0.00397374,0.000665455,-0.0219364,-0.000218301,0.000544736,0.00615969,0.0049832,0.000458962,0.0039677,0.000792957,0.0017024,0.015275,0.00221968,0.00147092,0.00081423,0.00861616,0.00971394,0.00747548,0.00224177,0.00391988,0.00127219,0.00623185,0.0096671
Bathyraja_brachyurops,0.000146962,-0.000263058,-1.44768e-05,0.000149442,-0.000135748,-0.000227812,-0.000330843,-1.33637e-05,-3.20005e-05,0.00102901,4.59555e-05,0.00019036,-5.63672e-05,-0.00230061,-0.00534328,-0.0013584,-0.00160158,-0.000514177,-0.00153807,0.000278377,0.000219798,-0.00286715,-2.93596e-05,-0.00135095,-0.00130935,0.00020392,-0.000855677,0.00029239,0.000492973,7.17592e-05,5.5782e-06,-0.00014117,-5.36135e-05,-0.000113292,4.91183e-05,-0.000511794,0.000121994,-0.000744845,0.000839606,0.000334605,0.000342827,0.00011455,-2.614e-06,-1.61464e-05,-0.000122995,0.000101033,0.000443386,-0.000297449,5.73784e-05,8.23181e-05,-0.000218388,0.000390555,0.000427208,-9.79702e-05,-1.03164e-05,-1.6646e-06,-5.62542e-05,3.40658e-05,-0.000200342,-1.21971e-05,-0.000248904,-6.61021e-05,-0.000174807,-9.4552e-06,-0.000146242,-0.00337142,-4.36745e-05,-0.00215444,-0.000296247,-0.000163818,-0.0021393,-0.0013417,-0.00214074,-0.0030008,-0.00229313,-0.00268896,-0.000761221,-0.000162448,-0.000344229,-0.00218159,-0.000552538,-0.000159025,-2.55657e-05,8.64153e-05,-0.0010285,-0.000720574,-0.00027247,-7.22911e-05,-0.000303745,-0.000181805,-0.000744845,-0.00179349,-3.0952e-06,-0.000300863,-0.000404884,0.00051352,-0.000105607,1.3194e-05,0.000379604,0.000122977,0.00333917,-0.000283018
Dalatias_licha,-0.000430193,-0.00149622,0.000627393,0.00142233,0.000636834,0.00164068,-0.00980846,0.000319135,0.00281445,-0.0176959,-0.0201907,-0.010794,0.00573384,-0.0307215,-0.0287884,-0.00850828,-2.85682e-05,0.00244623,0.00548757,0.00396957,-0.000876605,-0.0160466,-0.0067504,-0.0370284,-0.000638452,-0.0017519,-0.00178874,0.000399852,-0.000137893,-0.00046116,-0.013796,0.042879,-0.0120735,-0.00064821,0.00247611,0.00301773,-0.0226615,0.00444512,0.00318632,0.00237285,0.000479392,0.00139983,0.000585393,0.000348153,0.00121833,0.000297964,0.00104736,-0.000296584,0.000191976,-0.00162662,5.79492e-05,0.00717762,0.00625174,0.000670629,-0.000643031,-0.000714817,-0.000590732,0.000380138,-0.000608299,0.000308777,-0.00340775,0.000105537,-0.000922778,-0.000533654,-0.000522988,-0.00499021,-0.210582,0.000710211,-0.579289,-0.237723,0.000681751,-0.00189513,0.00174937,-0.000660176,0.000776396,-0.000182354,0.130196,-0.113487,0.13587,0.12726,0.132374,0.000945682,-0.000240671,0.000143789,-0.0131946,-0.00839845,0.0181182,-0.00859589,-0.00679718,0.00101483,0.00444512,-0.01346,-0.00111622,-0.00647702,-0.00522219,0.00268714,-0.00342183,0.00332662,0.000157076,-0.00174641,0.000962509,-0.00303785
Dipturus_oxyrinchus,0.00199639,0.00190649,0.001606,0.0021521,-0.000460783,-0.00182098,0.00137108,0.00455793,-0.020028,0.138555,0.11561,0.0441934,-0.0723225,0.0276229,0.0682328,0.0155645,0.0155976,-0.0088305,0.0177459,0.000846158,0.000354336,0.00438287,-0.00942953,0.00175822,0.00115316,0.00176331,0.00154583,0.002669,0.00815051,-0.00057174,-0.00735864,-0.000883142,0.000935455,0.00678315,-0.00195216,0.0121168,8.32312e-05,0.0205457,-0.0108123,0.00098731,-0.0020771,0.00020879,-0.00136814,-0.000165415,-2.87814e-05,-0.000645217,-0.00408061,0.00287798,-0.00121247,0.00231969,0.00133254,0.000594716,-0.00293019,-0.000502223,0.000388913,-6.61279e-05,0.000442885,-0.00025941,0.00132396,-4.9407e-06,0.00173198,0.000423169,0.000923541,0.000114286,0.000689168,-0.00757113,-0.00716377,-0.0163396,0.00375691,-0.00300942,-0.00868783,-0.281858,-0.0134737,0.0068285,-0.00557,-0.00283405,0.00930096,-0.00492955,0.0080228,0.00978089,0.0161339,0.000338938,0.000199264,-0.000438688,0.00158547,0.00436039,-0.00288511,-0.00676382,0.000531527,-0.00118613,0.0205457,0.00656602,0.000519921,0.000442265,0.00365469,-0.00369666,0.00352012,-0.0022326,0.00508438,0.00204116,0.0180781,0.00491215
Etmopterus_spinax,-6.49844e-05,1.29118e-05,-5.36355e-05,-0.000245337,5.58405e-05,-7.08041e-05,0.000202019,-2.34395e-05,-0.00112269,-0.00173476,-0.000493999,-0.00079144,-0.000190334,-0.00142602,-0.00101627,-0.0011414,-0.000687853,0.000140979,-0.00130581,0.000785528,-8.47461e-05,0.004898,-2.4164e-05,-0.00138848,0.00110797,7.66647e-05,0.00135919,-0.00020398,0.000165728,1.76159e-05,-0.000167859,-0.0164901,0.000125659,0.000290535,-0.000393548,-0.000358183,0.00870479,2.58586e-05,-0.000933703,-0.000250619,0.000300874,-0.000478872,-0.000105808,-0.000147312,-0.000412718,0.00015835,0.000613537,-0.000232357,-6.48108e-05,0.000203839,-0.000371946,-0.00205419,-0.0012003,-5.4652e-06,-3.39948e-05,2.53144e-05,0.000116284,-6.94339e-05,-0.000131893,-0.000120163,0.000694117,-3.84681e-05,0.000107097,0.000202309,-1.29775e-05,0.00112601,0.192341,-0.000974617,-0.157904,-0.0658458,-0.000752544,0.000265386,-0.00125573,-0.000551899,-0.000485074,-0.000219583,0.00409518,-0.0329876,0.00395423,0.00709493,0.0036577,-0.000630718,3.82253e-05,4.90381e-05,0.0011083,0.000198554,0.000777138,-2.5783e-05,0.000130263,-5.69219e-05,2.58586e-05,0.00271895,9.94087e-05,0.000122635,0.000491508,-0.000516587,0.000345217,0.000550349,-4.06667e-05,-0.000106331,0.0010031,0.00040856
Galeus_melastomus,0.000871165,0.00269938,-0.00107143,-0.00309891,-0.0020687,-0.00322819,0.0179807,-0.000475352,-0.0122852,0.0309286,0.0349465,0.0203168,-0.0100837,0.0541849,0.0542294,0.0105393,-0.00362883,-0.00447811,-0.00900015,0.00107758,0.00119853,0.0283821,0.0125504,0.0687158,-0.00147305,0.00366326,0.000891535,-0.000489466,0.000559223,0.000581836,0.0300019,-0.0696465,0.0221002,0.00123628,-0.00563783,-0.00463378,0.0360506,-0.00816173,-0.00438251,-0.00454925,-0.000865853,-0.00194804,-0.00113129,-0.000485894,-0.00211795,-0.000539823,-0.0025038,0.000732548,-0.000312709,0.00307657,0.000122538,-0.0127577,-0.0131879,-0.0012852,0.00167991,0.00193278,0.00119236,-0.000778029,0.00115581,-0.000602181,0.0070395,-0.000415569,0.001549,0.000745207,0.000813925,0.00445635,0.177962,-0.00511495,-0.188657,-0.0886801,-0.0045984,0.00186684,-0.00691526,-0.00235587,-0.00493728,-0.00301782,-0.243457,-0.052724,-0.25472,-0.239097,-0.247139,-0.00151443,0.000493627,-0.000237063,0.0252693,0.0156264,-0.0340813,0.0159407,0.0124024,-0.0020659,-0.00816173,0.0245214,0.00289081,0.0118094,0.0100166,-0.00445963,0.00674398,-0.000725098,-2.21615e-05,0.00336994,0.00432241,0.00529786
Myliobatis_aquila,2.79291e-05,-2.05351e-05,-0.00013283,6.3581e-06,-3.30248e-05,-3.04063e-05,-2.91032e-05,1.52381e-05,-2.97793e-05,0.000513671,0.000361039,0.00021387,0.000185767,-0.00123317,-0.00296929,-0.000630806,-0.000740049,-5.5969e-05,-0.000857903,-2.08059e-05,3.51444e-05,-0.000274284,-2.77e-08,-0.000125936,-0.000117579,1.66019e-05,-7.18695e-05,8.7751e-06,8.08061e-05,7.4009e-06,-1.69123e-05,-8.318e-07,-7.4452e-06,1.26574e-05,1.65037e-05,-0.000375098,3.3144e-05,-0.000414187,-0.000143942,-8.12817e-05,6.29928e-05,-0.000791843,0.000249917,0.000234007,0.000373208,-1.59672e-05,0.000190989,-0.000176921,-7.79806e-05,-0.000180558,-7.49904e-05,-4.70148e-05,3.60534e-05,-4.4066e-06,1.3354e-06,-1.4146e-06,-5.4197e-06,2.7195e-06,-3.33941e-05,-6.5306e-06,-2.05156e-05,-1.20911e-05,-5.27928e-05,-5.18259e-05,-2.49144e-05,-0.00222188,-7.38343e-05,-0.00266588,1.52312e-05,-3.95195e-05,-0.00255841,-0.000886047,-0.00311851,-0.00255225,-0.00234372,-0.00234224,-0.000176086,-6.42809e-05,-0.000109176,-0.000257448,-0.000244956,0.000251452,-4.5053e-06,2.84156e-05,-0.000135393,-0.000132275,-4.19366e-05,-7.7434e-06,-2.94459e-05,-2.26524e-05,-0.000414187,-0.000171185,2.72663e-05,-2.94824e-05,-0.000123563,-0.000110817,-1.08228e-05,-3.1442e-05,4.05528e-05,8.0549e-06,0.00344486,-0.000166063
RSH_C1,-0.00688945,-0.00671716,-0.00444219,-0.00830285,0.00129227,0.00723837,-0.00348149,-0.00943587,0.0780519,-0.466448,-0.411323,-0.158797,0.0424653,-0.0800048,-0.206454,-0.04737,-0.0458983,0.0329445,-0.0545487,-0.00820963,0.000325175,-0.012562,0.00149838,-0.000846138,-0.00456077,-0.00680809,-0.00405028,-0.0101316,-0.0275571,0.00180513,0.00892879,0.00246242,-0.00118315,-0.0239111,0.00551501,-0.0439769,-0.00109072,-0.0563163,0.0182023,-0.00229322,0.00729903,-0.00485789,0.00577079,0.00158278,0.00177089,0.00155434,0.0155693,-0.0110187,0.00328098,-0.00890632,-0.00453633,-0.000316201,0.0079371,0.00212617,-0.000751117,0.00037524,-0.00131892,0.000759586,-0.00465866,-0.000120289,-0.00475537,-0.00148551,-0.00344849,-0.000491152,-0.00240374,-0.0559117,0.0223611,-0.0488395,-0.0121586,0.00885451,-0.054861,-0.0473518,-0.0586831,-0.0970989,-0.0625857,-0.0736001,-0.0330521,0.0143921,-0.0275007,-0.0335644,-0.0578554,0.00027927,-0.000615472,0.00167533,-0.00846121,-0.0150701,-0.00619968,0.000693184,-0.000662019,0.00534163,-0.0563163,-0.0229561,-0.00207764,-0.000362254,-0.0157812,0.00586461,-0.014129,0.00509163,-0.0178052,-0.00838288,0.0859952,-0.0195846
RSS_C1,0.00015427,0.000128289,0.000240768,2.63964e-05,2.98954e-05,-0.000120554,7.20032e-05,0.000100467,-0.00105005,0.00734268,0.00649041,0.00241702,-0.000732948,0.00344234,0.00824064,0.00217653,0.00187652,-0.000515192,0.00199381,-0.000111864,-4.7905e-06,0.00055724,0.000201783,0.000336696,9.01011e-05,7.99435e-05,5.76057e-05,0.000167407,0.0004797,-4.33911e-05,-0.000189688,-3.19885e-05,-6.8307e-06,0.000376229,-5.70953e-05,0.00180595,5.92667e-05,0.00521832,-0.00106696,-0.00057789,-0.000173911,-0.00202145,0.000579489,0.000589937,0.000894934,-0.000144745,-0.000598978,0.00023791,-0.000500739,-0.000278299,0.000230172,-0.000406,-0.000159203,-1.56994e-05,1.4176e-05,-3.3809e-06,1.97375e-05,-1.69532e-05,0.000120572,-2.1954e-06,9.425e-05,1.73006e-05,2.9544e-05,-0.000123509,1.78177e-05,-0.0229843,-0.00104022,-0.0290861,0.000567003,-0.000376999,-0.024287,-0.0149564,-0.0302684,-0.0200311,-0.0228057,-0.0223448,0.000606457,-0.000700777,0.000116718,0.000484283,0.000961429,0.000630282,2.2751e-06,-1.25765e-05,0.000594749,0.000396728,0.000218705,0.000162297,2.1358e-05,-9.23816e-05,0.00521832,0.000721943,-2.07936e-05,1.59734e-05,0.000202132,-0.000761324,0.000657527,-0.000236245,0.000304143,0.000165118,0.0410383,0.000192632
Raja_asterias,-0.000193365,-1.23908e-05,-0.00331577,7.87655e-05,3.58251e-05,-0.000162305,0.000373022,0.000188295,-0.000512299,0.00339635,0.00290512,0.000506832,4.81158e-05,-0.0300318,-0.0716534,-0.00178172,-0.00162525,-0.000406245,-0.00240616,-6.44648e-05,0.000316029,-0.000443367,-0.000704441,-0.00124757,-3.75436e-05,0.000221324,0.000132493,0.000105929,-0.00183847,4.9402e-05,0.000269986,0.000389034,0.000185029,0.000224138,1.63884e-05,-0.00142835,-1.05671e-05,-0.037556,0.000604493,0.00056664,0.00103773,0.000886057,0.00222712,-0.000327071,-7.04107e-05,0.000674312,0.0013927,-0.00115969,0.00165664,-0.000111723,-0.000984969,0.000261168,-0.000134673,-6.58998e-05,0.000108135,-4.87222e-05,-3.1227e-06,4.1012e-06,-0.000658335,-0.000114164,9.7144e-05,-0.000112196,-0.000567572,0.00010107,-0.000247368,-0.00659864,-0.000132166,-0.00510039,0.000241964,-0.000150351,-0.0058638,-0.00549652,-0.00422731,-0.0293317,-0.0105397,-0.0073091,-0.0037025,4.44068e-05,-0.000943995,-0.00113177,-0.00557704,0.000209318,-1.35984e-05,0.000231834,-0.0029096,-0.000489386,-0.000831308,-0.000514687,0.000232224,-9.53193e-05,-0.037556,-0.00145312,-3.9379e-05,0.000217254,-0.000427957,0.000558163,0.000114825,-0.000169854,-0.0007529,-0.000328312,0.00732815,-5.75631e-05
Raja_miraletus,0.000607642,-0.000762807,-0.0119075,0.000916278,-0.000811472,-0.000693862,-0.000419595,0.00181792,-0.00178974,0.0191432,0.0142913,0.00541232,0.00422581,-0.0391294,-0.0943713,-0.034683,-0.0266182,-0.00227688,-0.0305399,-0.000107164,0.00114647,-0.0103204,-0.00525619,-0.00795089,-0.00308406,0.000612851,-0.00154245,-0.000158919,0.00307298,0.000414495,-0.000661108,0.000497193,0.000592114,0.000651351,0.000202837,-0.0378383,0.000948057,-0.119423,0.00143934,0.00167201,0.00228437,-0.00655935,0.0095306,0.0016574,0.00395609,-0.000212833,0.0137381,-0.00842834,0.00400456,-0.00254485,-0.00686702,0.0032122,0.00123817,-0.000246385,3.42495e-05,-9.86859e-05,-0.000102537,9.56034e-05,-0.00132739,-0.000167117,-0.000690987,-0.000259393,-0.00182504,-0.000218683,0.000150774,-0.0619427,-0.00206161,-0.0652999,0.000655121,-0.00111717,-0.0616125,-0.0324673,-0.06594,-0.120302,-0.0762457,-0.0769692,-0.0133451,-0.0019764,-0.00295714,-0.00932145,-0.00767065,0.00461783,-5.3068e-05,0.000758965,-0.0130862,-0.00529146,-0.00489951,-0.00407703,-0.000491731,-0.000398445,-0.119423,-0.0100378,0.000541172,-0.0004994,-0.0046022,0.00139286,-0.000106195,-0.000786752,0.00127683,-0.000176671,0.0867895,-0.00454006
Raja_polystigma,3.323e-06,-3.3766e-06,-1.53149e-05,9.5937e-06,-9.1097e-06,-9.5557e-06,-3.50839e-05,2.56374e-05,-5.3443e-06,0.000260643,0.000174859,8.19031e-05,2.32666e-05,-0.000362855,-0.000905941,-0.000835019,-0.000312541,-5.22283e-05,-0.00028324,-1.39294e-05,1.14023e-05,-0.000233097,-8.0241e-06,-3.30651e-05,-1.49816e-05,9.8914e-06,-2.7165e-06,-2.19481e-05,6.78466e-05,6.9993e-06,-2.53e-07,8.18e-06,1.41454e-05,1.48643e-05,4.2393e-06,-0.0014225,1.01121e-05,-0.000152198,4.20125e-05,3.80942e-05,5.93728e-05,5.687e-07,7.894e-07,-4.5174e-06,-5.5687e-06,-1.0843e-05,0.000410556,-0.000224197,-1.29679e-05,-1.72825e-05,-0.000199034,9.97733e-05,2.89879e-05,-3.2131e-06,1.106e-07,-5.2247e-06,-7.991e-07,2.2834e-06,-3.62019e-05,-4.5421e-06,-1.52188e-05,-4.3127e-06,-3.01818e-05,3.2238e-06,-1.3723e-06,-0.00072583,-1.94422e-05,-0.000712586,1.11e-05,-6.3136e-06,-0.000657516,-0.000419912,-0.000642918,-0.000851027,-0.000796142,-0.00131637,-0.000134292,-2.36196e-05,-5.90317e-05,-0.00020595,-8.79476e-05,1.66097e-05,3.801e-07,1.6143e-05,-8.51504e-05,-5.9228e-05,-3.39768e-05,-5.1001e-06,-2.83696e-05,-6.2563e-06,-0.000152198,-0.000139323,9.3075e-06,-2.76558e-05,-4.44238e-05,3.73003e-05,5.2348e-06,-2.56357e-05,1.79701e-05,-4.0355e-06,0.000930297,-7.05035e-05
SSH_C1,-0.00370555,0.00133648,0.00493347,0.00806612,-0.00299146,0.0035528,-0.0460729,-0.0046523,0.0104826,-0.0729562,-0.0677917,-0.0405936,0.01884,-0.0463458,-0.101176,-0.0304025,0.000160813,0.00678189,0.00762725,0.00201213,0.0126359,-0.0178254,-0.0426843,-0.28819,0.00245213,-0.00285072,0.00309494,-0.000269138,-0.00716687,-0.00324987,-0.0842838,-0.000501194,0.00651945,0.0035503,0.00182382,0.00843812,-0.00183318,0.029192,0.00757166,0.0077985,0.00693024,0.00382553,0.000699891,-0.00102778,-0.000816785,0.00422318,0.00745323,0.000929099,1.38499e-05,-0.00181558,-0.0016491,0.0115863,0.00248197,0.00246237,-0.000901721,0.000120795,-0.000460472,0.000308235,-0.0049081,-0.000566504,-0.00148578,-0.001203,-0.00367174,0.000115599,-0.00308514,-0.014702,0.0178778,-0.0111348,0.00315548,0.0125478,-0.00494723,-0.00409222,-0.00558846,-0.00288625,-0.00143313,-0.00491954,-0.0755305,0.0187609,-0.018655,-0.0403082,-0.0508892,-0.00462394,-0.000309528,0.00165358,-0.0639883,-0.0548767,0.0417788,-0.038003,-0.0330207,0.00165914,0.029192,-0.0385149,0.00279628,-0.031633,-0.0195138,0.00736312,-0.0133079,0.00370479,-0.00324903,-0.0155148,0.0193376,-0.00731529
