FG,SB,MM,TUR,XIP,THU,LPL,MPL,SPL,HAK0,HAK1,HAK2,HAK3,HAK4,MUL0,MUL1,MUL2,MUL3,TRA,PAG,DFS,DFH,DSM,DSP,DSR,MSC,MSG,MSP,ENG,SAR,EPI,CEBH,CEBS,CEPH,CEPS,DNS,DNH,DRS,DRH,ARF,PWL,SUP,Mb_O,Mb_FF,Mb_DF,Mb_C,Mb_PAR,Mb_SCA,Mb_H,Mb_GRA,Mb_SF,Mb_PF,BO,EUP,ZG,ZL,ZM,ZS,PB,BB,PS,DF,PL,MB,SG,MA,Bathyraja_brachyurops,Chimaera_monstrosa,Dalatias_licha,Dipturus_oxyrinchus,Etmopterus_spinax,Galeus_melastomus,Mustelus_asterias,Mustelus_mustelus,Myliobatis_aquila,RSH_C1,RSS_C1,Raja_asterias,Raja_clavata,Raja_miraletus,Raja_polystigma,SSH_C1,SSS_C1,Scyliorhinus_canicula,Squalus_blainville,Torpedo_marmorata,Torpedo_torpedo,DC,SPOM,BD,1.GNS+TR_D,1.LLD longline,1.LTL trolling,1.LH hand-pole,1.MIS,1.PS+SB+SV,2.FPO traps,2.GNS+TR_D,2.LLD longline,2.MIS,2.OTB_D,2.OTB_DWS,2.OTB_MDD,2.OTM,2.PTM,2.PS+SB+SV,3.OTM,3.OTB_MDDW
1.GNS+TR_D,-0.000267605,0.000262637,0.000648229,0.000534318,-0.000306625,0.000440935,-0.0268305,0.015912,-2.56538e-05,4.1369e-06,-9.80206e-05,-0.00948967,-0.0140038,0.000987925,0.00223092,0.000717554,-0.0184528,0.00223005,-0.00457684,0.000545332,0.000941469,-0.00248242,-0.00845024,-0.0251995,-0.00056708,-0.000466857,-0.000145288,-0.000347754,0.000719309,-0.000156681,-0.0123426,0.000803652,0.00247872,0.000384297,0.000230105,0.00217583,-0.000432526,0.00272699,0.00164549,0.00185695,0.000845973,0.000634211,0.000103116,-0.00010832,-0.000253002,0.000357223,0.000729152,-4.42595e-05,0.000223619,-0.000325069,0.000185545,0.00166703,0.000587811,0.000217917,-0.000197599,-0.000489095,2.7547e-06,1.87158e-05,-0.000601603,-0.000113294,-0.000172661,8.47721e-05,-0.000481898,-2.95868e-05,-0.000430427,-0.000524307,0.000922786,-0.000226399,-3.95461e-05,0.000394879,-3.20135e-05,-0.00636595,-0.00603261,0.000976783,0.000521909,0.00064407,0.00211724,0.000811053,0.00135052,0.00137145,-0.00387664,-0.000374945,-9.1327e-06,-0.00148415,-0.00308983,-0.00340336,-0.000608484,-1.58056e-05,0.000205714,-0.00889808,-0.0057397,-0.0123736,-0.00676037,-0.0196577,0.000674693,0.00272699,-0.00511311,0.000156668,-0.0188951,-0.0041056,0.00168041,-0.00266572,0.00110016,0.000132651,-0.00204582,0.00080364,-0.00187182
1.LLD longline,0.000236968,-0.000304358,0.000226538,-0.169381,0.0574143,0.011668,-0.00737063,0.00475807,0.00177731,-0.00212567,-0.00338366,-0.0116542,-0.015178,0.00103854,0.000878113,0.000977667,0.00142577,-0.0041058,-0.0907874,-0.00113749,0.00172739,-0.000713418,-0.0120926,-0.0173709,0.00209652,-0.0104495,-0.00707406,0.00274743,-0.00343453,-0.00116482,0.00138047,0.00073739,0.00144088,0.00195759,0.000265304,-0.000477454,-0.000514548,0.00191664,-5.49673e-05,0.00246148,4.73575e-05,-0.00034123,9.81542e-05,0.000245403,0.000582586,-0.000161055,0.00154891,-0.000513824,-2.08361e-05,0.000474673,-0.000225236,-0.000186685,-0.000213158,0.00437512,0.000465324,-0.000396186,6.15037e-05,-1.81419e-05,-7.30843e-05,-1.94165e-05,0.000264341,0.000203024,-8.56221e-05,-0.000140268,-4.63968e-05,0.0053352,0.0015316,0.000631218,0.00158944,0.000406744,0.000583729,-0.0027872,-0.00345471,0.00499373,0.000984429,0.00155035,0.00594212,0.00473616,0.00527986,0.00490765,-0.00129931,0.000331523,0.000480771,0.000273917,-0.000852426,-0.000554139,5.44048e-05,3.02169e-05,-1.15636e-05,-0.00267078,-0.0915194,-0.00913088,-0.00946494,-0.00236322,0.00959715,0.00191664,-0.00364535,-0.0690925,-0.00183084,-0.000888714,0.00133589,-0.00141832,-0.00506784,-0.00121347,0.0012035,-0.00208166,-0.00335256
1.LTL trolling,1.25276e-05,3.89e-08,-3.1151e-06,-3.327e-06,-1.76796e-05,4.4128e-06,-0.000429642,0.000447488,-0.000105791,0.000128318,0.000109163,0.000105427,-7.8302e-06,0.000267682,0.000378163,-1.34355e-05,-3.84777e-05,-7.404e-07,2.18401e-05,9.52599e-05,6.20559e-05,5.0603e-05,-0.000884336,0.000276103,-3.68056e-05,-6.0393e-06,3.21973e-05,1.04947e-05,9.1582e-06,7.2915e-06,0.000111033,5.2306e-06,0.00011415,-2.5129e-06,-1.9638e-06,-1.02311e-05,-3.7673e-06,-3.56677e-05,5.4054e-06,-1.42435e-05,-1.41383e-05,2.8625e-06,-2.9911e-06,-7.761e-07,-1.1745e-06,-8.8454e-06,-2.77276e-05,1.36042e-05,7.234e-07,3.6248e-06,1.23301e-05,-1.86144e-05,-1.51452e-05,-1.4966e-06,1.6051e-06,-1.12981e-05,4.1731e-06,-2.2511e-06,1.02075e-05,-7.657e-07,1.27699e-05,8.1961e-06,7.36e-06,2.263e-07,5.9832e-06,6.7307e-06,-1.0891e-06,-4.91211e-05,-9.6948e-06,-4.0881e-06,-3.6696e-05,-0.000982299,-0.000978195,1.8551e-06,1.47501e-05,-3.6866e-06,1.74906e-05,1.60917e-05,-6.7009e-06,5.19e-07,-0.000987196,-7.38136e-05,-0.00099825,-1.52442e-05,-0.00100181,-0.000970992,5.3053e-06,1.7486e-06,-3.2012e-06,4.34427e-05,4.5888e-05,-0.000750899,-0.000632178,-0.00031548,2.33859e-05,-3.56677e-05,5.14936e-05,-1.2353e-06,-0.000303342,2.99743e-05,-5.2162e-06,1.70777e-05,6.14561e-05,9.9104e-06,-3.60495e-05,-2.0795e-06,1.18861e-05
1.LH hand-pole,0.000183264,-0.000354265,-1.8012e-05,4.11838e-05,-0.000343933,0.000148223,0.000296814,0.00345035,-0.00139615,-0.000365134,-0.000590628,0.000107417,0.000221619,0.000973338,0.00310644,-0.00113525,-0.00059793,-1.54628e-05,0.000319557,0.00168176,0.00109014,0.000116411,-0.0174033,0.000609181,-0.000517844,-0.000148823,0.000821261,0.000197244,0.000291522,7.5971e-05,-0.000238041,-0.000145723,-0.000557133,2.21253e-05,-1.74057e-05,1.59899e-05,2.81248e-05,-8.84692e-05,0.00028419,6.99237e-05,-7.12809e-05,8.74744e-05,-7.77114e-05,-3.15443e-05,-3.48217e-05,-9.19381e-05,5.27887e-05,-1.7263e-06,2.88758e-05,2.64495e-05,1.78059e-05,2.75411e-05,-0.000208372,2.16461e-05,4.2964e-06,-7.87825e-05,3.94449e-05,-2.22784e-05,5.44058e-05,-1.46149e-05,0.000149227,5.6805e-05,3.62687e-05,1.07978e-05,3.29409e-05,-0.000380891,-0.000280364,-0.000125253,-0.000568018,-9.5183e-05,-0.0001833,0.000203414,5.76172e-05,-0.000215477,0.000278585,-0.000364892,-2.90585e-05,-0.000185739,-0.00028231,-0.000243278,0.000274408,-3.39082e-05,0.000361733,0.000128633,0.000159281,0.000457135,-1.09932e-05,1.4837e-05,-1.24563e-05,-0.000216871,-0.000161725,-0.00914752,-0.0130535,0.000257732,0.000388192,-8.84692e-05,9.47193e-05,9.584e-07,0.000253577,-6.40508e-05,0.000159161,-9.52707e-05,0.00107666,0.000237004,-0.000588564,0.00058062,-4.52733e-05
1.MIS,1.0523e-05,3.30406e-05,6.3008e-06,1.81802e-05,0.000150529,-0.000944668,-0.00223828,0.00121591,-7.6787e-05,2.8535e-06,0.000170533,0.000335081,0.000433879,-4.47333e-05,-3.85457e-05,-3.92504e-05,-2.95683e-05,0.000524242,-1.0466e-06,6.80038e-05,-5.43499e-05,4.26303e-05,0.000188943,-4.08042e-05,-0.000225996,0.00082995,0.000397092,-0.00012561,0.000328328,0.000108249,1.90942e-05,0.000112578,0.000116776,-7.81605e-05,-1.20878e-05,1.89714e-05,-5.79567e-05,2.66333e-05,0.00010964,-0.000108422,-2.02662e-05,3.90705e-05,-9.9217e-06,-6.8157e-06,-2.7394e-06,-1.8895e-06,1.20625e-05,-4.291e-07,-1.0692e-06,-9.20803e-05,-6.7824e-06,1.34124e-05,4.79752e-05,-0.000358648,-5.38289e-05,-3.08589e-05,3.949e-07,3.611e-07,1.58032e-05,6.154e-07,-1.73384e-05,1.64622e-05,9.9955e-06,-1.1677e-06,4.1499e-06,-0.000104152,-4.24711e-05,7.20805e-05,-5.89821e-05,-1.94233e-05,1.10651e-05,-2.38128e-05,3.78263e-05,-4.16478e-05,1.57068e-05,-4.76026e-05,-3.92327e-05,-1.76342e-05,-5.48088e-05,-5.0214e-05,-6.1426e-06,2.39037e-05,-3.35177e-05,8.85812e-05,4.016e-06,6.4631e-06,-9.1342e-06,-3.253e-07,-3.4014e-06,-7.65984e-05,3.22652e-05,-0.00042192,0.000137806,-0.00189805,-0.000746467,2.66333e-05,2.26682e-05,-0.000138993,-0.00186187,8.6379e-06,-1.70984e-05,1.40831e-05,0.00021472,7.61363e-05,-0.000123869,0.000112536,-7.6934e-06
1.PS+SB+SV,0.00210653,0.00244835,-1.68201e-05,0.0138482,0.0352242,-0.233745,0.138212,-0.0549891,-0.0157306,0.000432025,0.0309683,0.064955,0.0825065,-0.00506644,-0.00199971,-0.00920003,-0.00708012,0.0989268,0.00189058,0.0151656,-0.00966127,-0.0088687,0.0150894,-0.000385349,-0.0441783,0.207006,0.111927,-0.0308615,0.0741689,0.0277739,0.00212415,0.0139476,-0.00390177,-0.0211638,-0.0028273,0.00175134,-0.00720464,0.00313035,0.0215872,-0.0197606,-0.00481079,0.00666711,-0.00442035,-0.00127515,-0.000188252,-0.000952589,0.00641744,-0.0022113,-1.8926e-05,-0.0180741,-0.00307195,0.00582949,0.00512531,-0.088822,-0.0125832,0.00314074,-0.00111911,0.00043563,0.00363713,0.000886788,-0.00409269,-0.00098924,0.00237296,-9.80602e-05,0.00119376,-0.0249913,-0.00832428,0.0173196,-0.0117671,-0.0100803,0.00168968,-0.000114864,-0.00160849,-0.00884434,0.000803342,-0.00938931,-0.00791104,-0.00697635,-0.0117678,-0.0123486,-0.00416637,0.00383251,-0.0121041,0.019803,-0.0115613,0.00207583,-0.00139464,-0.00054251,-0.000789214,0.00877006,0.00982729,0.0389464,0.0120678,0.0403825,-0.188965,0.00313035,0.00761633,-0.0313941,0.0299812,-0.00101642,-0.00251364,0.00136671,0.042052,0.0158702,-0.010361,0.0212514,-0.00311635
2.FPO traps,5.91e-08,-2e-09,-3.4208e-06,1.448e-07,5.9e-08,7.75e-08,2.168e-07,-2.29e-08,-2.398e-07,6.225e-07,6.688e-07,-4.022e-07,1.307e-07,1.0484e-06,2.9037e-06,4.836e-07,6.584e-07,7.61e-08,1.716e-07,7.58e-08,4.2e-08,2.57e-07,3.196e-07,-1.2571e-06,1.541e-07,-3.99e-08,5.36e-08,-7.39e-08,4.398e-07,6.53e-08,-1.577e-07,2.102e-07,1.408e-07,8.32e-08,-3.36e-08,5.981e-07,5.85e-08,-3.81489e-05,4.148e-07,3.916e-07,4.688e-07,8.982e-07,1.7922e-06,-3.005e-07,-4.33e-07,1.283e-07,7.41e-08,-1.598e-07,1.8638e-06,1.194e-07,-2.151e-07,6.93e-08,-1.143e-07,1.27e-08,-1.2e-08,-3.24e-08,6.6e-09,-1.3e-09,-3.01e-07,-4.87e-08,7.88e-08,-3.42e-08,-2.954e-07,8.08e-08,-4.07e-08,-4.897e-07,1.436e-06,5.12e-08,4.888e-07,1.004e-07,-1.49e-08,2.34e-08,-3.4491e-06,-1.66e-08,-3.2492e-06,1.1582e-06,-1.72113e-05,-1.0275e-06,-4.6079e-06,-4.538e-07,1.398e-07,7.56e-08,1.366e-07,1.653e-07,1.999e-07,2.304e-07,4.381e-07,-2.9e-09,1.007e-07,-2.8511e-06,-1.18e-07,-3.81e-08,2.413e-07,1.802e-07,7.17e-08,-3.8147e-05,-1.1215e-06,-4.36e-08,1.763e-07,-3.69e-07,3.874e-07,-9.14e-08,7.74e-08,1.548e-07,3.74e-08,-7.429e-07,1.726e-07
2.GNS+TR_D,-0.000168758,-3.75499e-05,6.20306e-05,2.5726e-05,-7.081e-07,0.000280373,-0.00165459,0.000942977,0.000475372,-0.000157249,9.9786e-06,-0.00727491,-0.0102688,0.000212173,0.000171481,0.000319778,0.000119283,0.00106147,-0.00235273,-0.000256403,0.000141028,-0.00103956,-0.000246254,-0.00224541,-5.8318e-06,-0.000251364,-0.00012915,-0.000370273,-0.000125312,-0.000116808,2.10376e-05,-3.6389e-06,-3.45688e-05,-0.000135484,6.29196e-05,8.77578e-05,1.3894e-06,0.000215218,0.00026334,0.000398868,7.44128e-05,1.3071e-06,8.604e-06,6.1164e-06,-1.98236e-05,3.34702e-05,4.65035e-05,4.2659e-06,6.91198e-05,-0.00018074,0.000110663,0.00012411,0.000157835,0.000135687,-4.46603e-05,1.81911e-05,-1.92276e-05,1.31969e-05,-4.89185e-05,3.0507e-06,-9.87608e-05,-2.54762e-05,-3.92967e-05,-5.8559e-06,-3.35633e-05,-0.000158504,0.000111102,0.000130293,0.000102734,-8.1002e-05,8.01865e-05,-0.000456581,-0.00052504,0.000109912,-8.84051e-05,0.000108936,0.000224965,-1.43216e-05,0.000141989,5.80404e-05,-0.000476091,-8.4411e-06,-0.000124603,-1.09436e-05,-0.000835338,-0.000375601,-4.1508e-05,-8.3288e-06,1.70772e-05,-0.000735591,-0.000988791,-0.00067795,-0.000268005,-0.0011456700000000001,0.000242549,0.000215218,-0.00148499,2.47803e-05,-0.00109156,-0.000494639,0.000322559,-0.000578266,0.00017995,-0.000258922,-0.000284202,0.000105451,-0.000545016
2.LLD longline,0.00211045,0.0099712,0.000510732,-0.42252,-0.528884,-0.10496,0.101403,-0.05243,-0.00307606,0.0114481,0.0252297,0.0350024,0.0398995,-0.00466294,-0.00443726,0.00106167,0.000923283,0.0464444,-0.00880598,0.000985679,-0.00849746,-0.00497229,0.0630306,0.00309382,-0.0233197,0.0931643,0.0582664,-0.0127787,0.0411062,0.0123282,-0.00303679,0.00649727,-0.00515318,0.0167335,-0.00193617,0.00266187,-0.00371615,0.00720065,0.0111308,-0.00955701,-0.00205978,0.00397382,-0.00285221,-0.000776128,-0.000508762,-0.000325191,0.00408697,-0.00170339,-0.00030731,-0.00831693,-0.00224481,0.00351654,0.00303192,-0.0398167,-0.0061185,0.00239388,-0.000786819,0.000341406,0.00160405,0.00056832,-0.00260613,-0.000949622,0.00102603,-5.05443e-05,0.000418432,-0.0394027,0.00507098,-0.0360876,0.00343611,0.0191403,-0.0155243,0.0190508,0.0188652,-0.030387,-0.0151926,0.00456191,-0.0278879,-0.028876,-0.0311612,-0.0316892,0.0162784,-0.0116897,0.0111679,-0.0367279,0.0128079,0.0186468,-0.00116678,-0.000358248,-0.000300235,0.00623382,-0.194996,0.060265,0.0470492,0.0471267,-0.0857488,0.00720065,0.00454025,-0.363012,0.0413561,0.000323818,-0.00100361,0.00153979,0.00835939,0.0080999,-0.00928427,-0.00230874,-0.000840584
2.MIS,1.37522e-05,3.99532e-05,7.2521e-06,3.15622e-05,0.000200548,-0.00126836,-0.00247412,0.001362,-0.000100619,3.6208e-06,0.000220321,0.000436106,0.000563467,-5.55038e-05,-4.60317e-05,-5.23221e-05,-3.95321e-05,0.000680237,2.394e-07,9.00448e-05,-6.99651e-05,4.23246e-05,0.000229674,-4.73212e-05,-0.000294556,0.00111557,0.000543514,-0.000168523,0.000435395,0.000146236,2.36359e-05,0.000140476,0.000131628,-0.000106365,-1.60986e-05,2.32167e-05,-7.23394e-05,3.31006e-05,0.000143022,-0.000140148,-2.70457e-05,5.01763e-05,-1.48462e-05,-8.8417e-06,-3.3162e-06,-2.9101e-06,1.8841e-05,-2.1988e-06,-1.2454e-06,-0.000120007,-1.01807e-05,1.99345e-05,5.9239e-05,-0.000481647,-7.16946e-05,-3.32511e-05,-3.912e-07,7.444e-07,2.10045e-05,1.3786e-06,-2.30979e-05,1.82584e-05,1.3341e-05,-1.4199e-06,5.6932e-06,-0.000139296,-5.53321e-05,9.63939e-05,-7.70167e-05,-3.01558e-05,1.40354e-05,-2.74926e-05,4.2483e-05,-5.47975e-05,1.87029e-05,-6.20676e-05,-5.13164e-05,-2.56792e-05,-7.22187e-05,-6.7372e-05,-1.02515e-05,3.04969e-05,-4.78974e-05,0.000117336,-4.2506e-06,9.0803e-06,-1.16119e-05,-7.867e-07,-4.5252e-06,-8.15512e-05,4.47325e-05,-0.000456315,0.000168335,-0.00215698,-0.00100535,3.31006e-05,3.19886e-05,-0.000184311,-0.0021233,9.1829e-06,-2.16123e-05,1.72894e-05,0.000279798,9.99199e-05,-0.000150624,0.000146042,-1.12567e-05
2.OTB_D,-0.00020426,-0.000240224,-0.00191883,-0.000217796,7.31089e-05,0.000500417,-3.67021e-05,0.000172119,0.000567587,0.00112549,0.00125999,-0.0169589,-0.0252136,0.00092809,0.00168098,-0.00129871,-0.0321785,0.0018231,-0.00702129,-0.000302221,3.72686e-05,-0.000505388,-0.000304249,0.000358851,0.000113696,-0.000422094,-3.84542e-05,-0.00051354,-0.000137622,-0.000158031,-0.00331851,0.000284127,-5.0716e-06,-0.00102739,0.00060516,0.000945214,0.000267822,0.00129095,0.00391189,-0.0148347,0.000129732,4.06454e-05,-0.000339263,9.61864e-05,0.000426689,-0.000160507,0.000221923,0.000150456,-0.00513818,-0.00260373,-0.00940079,0.00030572,0.000116337,0.000213494,4.93988e-05,6.48507e-05,-3.791e-05,2.09799e-05,-0.000119841,8.8984e-06,-8.99493e-05,-5.40566e-05,-5.6832e-05,-7.84649e-05,-0.000111201,-0.00316501,0.00290449,0.00108576,0.00268222,-0.000397977,0.000498483,-0.000734576,-0.000533499,-0.00307456,-0.00272243,0.00284003,-0.00233107,-0.0034597,-0.00283386,-0.00271229,-0.000830333,0.000296432,-0.000226033,0.000637054,-0.000783932,-0.00142249,-0.000168237,-1.56045e-05,2.72562e-05,-0.00184706,-0.00123373,-0.000253523,-0.000269333,0.000104568,0.000409707,0.00129095,-0.00192862,-8.75529e-05,0.000119587,-0.00856906,-0.00665048,-0.00864657,0.000386766,-0.000344896,-0.000172979,-0.000206885,-0.00961863
2.OTB_DWS,6.2518e-06,2.55263e-05,-7.65461e-05,4.7556e-06,-4.7987e-06,-8.5508e-06,2.21625e-05,-2.67844e-05,3.8541e-05,-9.96621e-05,-0.000182727,0.000635304,0.000993834,-7.28612e-05,-0.000162635,0.000107252,0.000466657,-7.49726e-05,0.000619142,2.07979e-05,1.90716e-05,2.64366e-05,3.11518e-05,1.1836e-05,3.07089e-05,3.07014e-05,2.88446e-05,2.74212e-05,4.22688e-05,-4.13948e-05,0.000105021,3.38887e-05,2.16249e-05,3.56172e-05,0.000104857,-6.09661e-05,8.73322e-05,-0.000135202,-0.0091644,-0.00217107,5.43601e-05,0.000570366,-0.000223121,-0.000164276,-0.000234883,2.19445e-05,-1.46193e-05,5.33189e-05,-0.000262973,-3.00698e-05,-0.000619695,0.000172079,9.70505e-05,-3.196e-06,6.26268e-05,-7.6588e-06,-1.45072e-05,8.7316e-06,-4.67019e-05,4.1595e-06,-5.38533e-05,-5.1896e-06,-1.17619e-05,3.36452e-05,-1.9263e-05,0.00040637,0.000826747,7.4297e-06,0.000453236,2.82728e-05,3.54621e-05,9.44802e-05,3.49887e-05,0.000711585,-1.78679e-05,0.000715191,0.00031081,0.000407851,0.000493546,0.000391585,6.86627e-05,2.41648e-05,7.14652e-05,1.45836e-05,6.03134e-05,5.87351e-05,-0.000129207,-4.2897e-06,3.4345e-06,4.90935e-05,8.34777e-05,3.35026e-05,3.11535e-05,1.40845e-05,-9.3767e-06,-0.000135202,7.12047e-05,9.2282e-06,1.32256e-05,-0.000523035,-0.00471604,-0.00114257,-1.05654e-05,3.38107e-05,1.82909e-05,0.000150791,-0.00158886
2.OTB_MDD,-0.00205322,0.000265621,-0.0190879,0.000481188,0.00057261,0.0060332,-0.000649027,0.00852354,-0.0118495,0.122805,0.114246,-0.256653,-0.430722,0.0462443,0.0987936,0.0287083,-0.112068,0.0197578,-0.0993819,0.00228208,0.00210124,0.00193459,-0.0147795,0.0139685,0.00306364,-0.00412732,0.000372857,-0.00647739,0.0031681,-0.00329676,-0.0220118,0.00421724,0.00152574,-0.00442006,0.0101706,0.0220525,0.00759918,0.0598713,-0.142139,-0.343514,-0.000478913,0.0205495,-0.013877,-0.00443628,-0.00201463,-0.00341177,-0.00433728,0.00774738,-0.0672369,-0.0297845,-0.120025,0.00508865,0.00189477,0.0023513,0.00378948,0.000959268,-0.000643749,0.000310784,-0.000467559,0.000507731,-0.00142898,-0.000422396,0.000890312,0.000110449,-0.000775517,-0.265153,-0.194166,0.00567809,-0.207902,-0.000654725,0.00368255,-0.0343611,-0.0304841,-0.2557,0.0303887,-0.198286,-0.231224,-0.266222,-0.254212,-0.255825,-0.0355758,0.00021576,-0.0330861,0.00255913,-0.0357188,-0.0388706,-0.00756225,-0.000165545,-0.000551176,-0.00676325,-0.0134091,-0.0138132,-0.0108794,0.00110849,0.00533162,0.0598713,-0.0202708,-0.000130876,0.00129535,-0.129527,-0.243498,-0.171678,0.00788427,-0.00215982,-0.00151903,-0.0672151,-0.18878
2.OTM,7.2143e-05,-8.0473e-06,-1.23796e-05,-0.000548474,0.000179724,-6.68832e-05,-9.3965e-06,-5.86e-07,0.0016788,0.000275877,0.000388742,-0.00035775,-0.000494332,0.000934238,9.26341e-05,0.00139108,0.000900119,-0.000400779,1.29614e-05,-0.00212485,0.000107543,-2.38213e-05,-4.97371e-05,-3.26024e-05,-7.5844e-06,5.71461e-05,2.86272e-05,0.00016232,7.91378e-05,2.1432e-06,7.80063e-05,0.0001467,-1.25002e-05,4.20243e-05,2.84218e-05,-0.000239314,-7.44946e-05,-0.000106314,-1.57755e-05,5.05738e-05,-8.167e-06,4.4688e-06,-2.9407e-06,-9.4761e-06,-1.42171e-05,-3.3973e-06,4.55023e-05,-1.46061e-05,2.6109e-06,9.01278e-05,-2.63815e-05,1.43778e-05,1.92414e-05,-2.4208e-05,2.5186e-06,-2.53366e-05,2.5392e-06,-6.576e-07,6.0328e-06,-4.4e-09,-2.4457e-06,1.36551e-05,4.3409e-06,6.9967e-06,1.10576e-05,0.000429734,0.000548684,4.8565e-06,0.000488737,7.61397e-05,2.21656e-05,4.7163e-05,4.62525e-05,0.000451611,-0.000149265,0.000531157,0.000407154,0.000393923,0.00041496,0.000339973,8.03868e-05,-3.44975e-05,8.42853e-05,-0.000268508,5.48355e-05,0.000119241,1.92561e-05,1.1485e-06,-7.012e-07,9.662e-06,-0.000367111,-1.65802e-05,-3.98341e-05,-2.45163e-05,-4.96116e-05,-0.000106314,-0.000114682,-0.000243212,-2.61238e-05,5.80124e-05,9.6836e-06,-1.45181e-05,-0.0015083,0.00012033,7.27185e-05,-0.000787592,8.52876e-05
2.PTM,-0.00505053,-0.000175022,0.00018261,-0.00566464,0.00245681,0.000232649,0.000371122,0.000949347,0.000325722,0.000610079,-0.000209741,-0.000681202,-0.000875234,-2.64754e-05,0.000435748,0.000701279,-0.000203548,-0.000969141,0.000317516,0.000425674,0.000573863,0.000253327,0.000486595,0.000929353,0.000565492,0.000260625,0.000464913,-0.00975386,-0.0139047,-0.000405244,0.000777527,0.000442826,-0.000700982,-0.00055962,0.000193622,0.00210549,-0.000193606,-0.000284464,4.66433e-05,0.000333891,0.00163998,-5.1187e-05,6.27834e-05,9.77772e-05,-0.000663125,0.000422227,-0.000773675,-5.25673e-05,0.000127143,0.000263984,0.000198195,-0.00108134,0.000478566,0.000130561,0.000941071,0.00133278,-0.000124899,1.74178e-05,-0.00106553,-0.00017091,-0.000752579,-0.000968749,-0.00067583,-8.25911e-05,-0.000774411,0.000445157,-0.000106004,0.00111177,0.000549707,-0.000219206,0.000550404,-0.000264799,-0.00054348,0.000195135,2.34892e-05,9.43826e-05,-0.000312729,-0.000114231,0.000673057,0.00120578,-0.000441382,0.000712964,-0.000491302,0.00153682,-0.000423493,-0.000687847,-0.000486296,-6.35467e-05,0.000326812,0.000391303,-0.00241193,0.000287543,0.000246941,0.000334702,0.000260977,-0.000284464,0.000145386,-0.00213901,0.00033083,0.000195369,0.000212392,0.000157727,-0.000150173,-0.0115487,-0.0068894,7.5339e-06,0.00018918
2.PS+SB+SV,-0.0219455,0.00174137,0.000820335,0.00960827,-0.104378,-0.148799,-0.00911112,0.0174012,-0.0116927,0.00150789,0.016635,0.0399185,0.0516098,-0.001201,0.00846548,-0.00507934,-0.00732057,0.0611892,0.00435279,0.0174611,-0.000420644,-0.00138789,-0.0461508,-0.0158734,-0.0303298,0.133851,0.0787151,-0.0791626,0.0165814,0.0159984,0.00256168,0.0111388,-8.98775e-05,-0.0125193,-0.00131167,0.0144826,-0.00582658,0.00415922,0.0158367,-0.0114204,-1.31383e-05,0.00501622,-0.00290119,-0.000779474,-0.00171882,0.000368636,-0.000232697,0.000464957,0.000284867,-0.0110484,-0.000306527,0.000535338,0.00765663,-0.0564561,-0.00421318,0.00879014,-0.0011123,0.000232646,0.0003351,0.000138976,-0.00760757,-0.00490617,0.000269182,-0.000247057,-0.000852704,-0.0147833,-0.00690992,0.0122153,-0.007985,-0.00614914,0.0021919,-0.00267236,-0.00350626,-0.00434506,0.00365293,-0.00725016,-0.0030903,-0.00310398,-0.00449135,-0.000569974,-0.00270769,0.00371254,-0.00601901,0.0157601,-0.00532429,0.00134278,-0.00237372,-0.000519492,5.65682e-05,-0.000237735,0.00345152,-0.0282204,-0.0347951,-0.0458509,-0.11936,0.00415922,0.00384381,-0.0507726,-0.049757,0.000215802,-7.29165e-05,0.00132617,0.0312462,-0.0361648,-0.0497555,0.0167964,-0.000959191
3.OTM,0.00345148,0.0036865,0.00880143,0.00271052,0.000304225,-0.00401739,0.00198599,0.00258849,-0.0363398,0.226716,0.205116,0.0790914,0.0154922,0.0575212,0.138726,0.03396,0.0263073,-0.0181775,0.0296156,0.000210436,-0.000554766,0.00868076,0.008249,0.00528586,0.00314967,0.00373204,0.00218257,0.00608501,0.0123751,-0.000974377,0.000813974,-0.000260975,0.000521114,0.0119743,-0.00244806,0.0345455,-0.000351341,0.0934159,-0.00534099,0.00103522,-0.00464455,0.00703587,-0.00874369,-0.00191259,-0.00340385,-0.000620443,-0.0130869,0.0089293,-0.00383096,0.00635294,0.00493861,-0.00126103,-0.00380969,-0.00124001,0.000245238,-0.000268791,0.000660516,-0.000384556,0.00291317,0.000164574,0.00231277,0.000904157,0.00262479,0.000359386,0.00110381,-0.473239,-0.579485,-0.0248822,-0.579634,0.0139713,-0.00930944,0.00850789,0.0156907,-0.472255,0.171295,-0.579594,-0.421301,-0.460825,-0.461497,-0.458934,0.0119582,-0.0075695,0.00571613,-0.0253315,0.01039,0.0239174,-0.00315739,0.000323382,-0.00120606,0.0119243,0.00844383,0.00721054,0.006496,0.000407021,-0.00313357,0.0934159,0.0155436,6.95676e-05,0.000239145,0.0104972,-0.00149172,0.00710549,-0.00563494,0.00883321,0.00493615,-0.147258,0.0117471
