FG,SB,MM,TUR,XIP,THU,LPL,MPL,SPL,HAK0,HAK1,HAK2,HAK3,HAK4,MUL0,MUL1,MUL2,MUL3,TRA,PAG,DFS,DFH,DSM,DSP,DSR,MSC,MSG,MSP,ENG,SAR,EPI,CEBH,CEBS,CEPH,CEPS,DNS,DNH,DRS,DRH,ARF,PWL,SUP,Mb_O,Mb_FF,Mb_DF,Mb_C,Mb_PAR,Mb_SCA,Mb_H,Mb_GRA,Mb_SF,Mb_PF,BO,EUP,ZG,ZL,ZM,ZS,PB,BB,PS,DF,PL,MB,SG,MA,Bathyraja_brachyurops,Dalatias_licha,Dipturus_oxyrinchus,Myliobatis_aquila,RSH_C1,RSS_C1,Raja_asterias,Raja_polystigma,SSH_C1,SSS_C1,SSS_C2,Scyliorhinus_canicula,Torpedo_marmorata,DC,SPOM,BD,1.GNS+TR_D,1.LLD longline,1.LTL trolling,1.LH hand-pole,1.MIS,1.PS+SB+SV,2.FPO traps,2.GNS+TR_D,2.LLD longline,2.MIS,2.OTB_D,2.OTB_DWS,2.OTB_MDD,2.OTM,2.PTM,2.PS+SB+SV,3.OTM,3.OTB_MDDW
RSS_C1,0.000181085,0.000148373,0.000200757,5.86794e-05,2.09135e-05,-0.000149669,8.61488e-05,0.000140312,-0.00132832,0.00903897,0.00797523,0.00299578,-0.000862367,0.00356018,0.00853902,0.0021814,0.00190905,-0.000640846,0.00203711,-8.45447e-05,4.458e-07,0.000556757,0.000175244,0.000315275,9.00486e-05,0.000107287,6.37296e-05,0.000201911,0.000587987,-4.71816e-05,-0.000212931,-4.62879e-05,6.1972e-06,0.000460919,-7.64658e-05,0.00178002,7.13884e-05,0.00485767,-0.00112312,-0.000563926,-0.000188837,-0.00203526,0.00060342,0.000592146,0.000906788,-0.000151324,-0.000589972,0.000237307,-0.000493533,-0.000258604,0.000214268,-0.000392404,-0.000183662,-2.46737e-05,1.74936e-05,-4.6554e-06,2.40411e-05,-1.92904e-05,0.00013084,-2.6434e-06,0.000108934,2.11391e-05,3.33012e-05,-0.000122786,2.69916e-05,-0.0230788,-0.00122047,-0.0292211,-0.0243846,-0.0183438,-0.0303733,-0.0202535,-0.0224494,0.00060972,-8.9954e-05,-0.000749759,0.000118301,0.000479001,0.000650661,4.2536e-06,-1.49211e-05,0.000569156,0.000426728,0.000204251,0.00014494,2.41256e-05,-0.000113291,0.00485767,0.000758704,-1.03483e-05,1.75313e-05,0.000237591,-0.000776111,0.000707209,-0.000258249,0.000371195,0.000193819,0.0411453,0.000239862
Raja_asterias,-0.000177212,8.235e-07,-0.00334029,9.75103e-05,3.11094e-05,-0.000179221,0.000385102,0.00021645,-0.000685441,0.00445173,0.00383086,0.000851236,-2.91299e-05,-0.029994,-0.0715134,-0.00177264,-0.00159818,-0.000480238,-0.00237352,-4.73201e-05,0.000316281,-0.00044251,-0.000717776,-0.00122522,-3.65478e-05,0.000237322,0.000135782,0.0001251,-0.00176963,4.55411e-05,0.000247069,0.00038419,0.000192433,0.000278472,4.8999e-06,-0.0014393,-4.7585e-06,-0.0377768,0.0005691,0.000577638,0.00102837,0.000877603,0.00224198,-0.00032578,-6.29077e-05,0.00067024,0.00139751,-0.0011606,0.00166101,-0.000100377,-0.000994403,0.000270746,-0.000149108,-7.0589e-05,0.000109789,-4.92634e-05,-4.908e-07,2.6891e-06,-0.000651964,-0.000114396,0.00010573,-0.000109954,-0.000565239,0.000101565,-0.000241687,-0.00665314,-0.000238391,-0.00518171,-0.0059211,-0.00772029,-0.00428859,-0.0294689,-0.00736847,-0.00380258,-5.63165e-05,1.51515e-05,-0.000921322,-0.00111182,0.000221976,-1.23888e-05,0.000230377,-0.00292324,-0.000464126,-0.000826796,-0.000522481,0.000236678,-0.000107264,-0.0377768,-0.00142816,-3.33195e-05,0.000220897,-0.000406648,0.000550091,0.000145131,-0.000182098,-0.000711809,-0.000309433,0.00738945,-2.76364e-05
Raja_polystigma,4.6191e-06,-2.4353e-06,-1.72276e-05,1.11955e-05,-9.5362e-06,-1.09551e-05,-3.45945e-05,2.75208e-05,-1.87405e-05,0.000342468,0.000246418,0.000109952,1.70265e-05,-0.000357081,-0.000891167,-0.00083492,-0.000310995,-5.83269e-05,-0.000281117,-1.25986e-05,1.16832e-05,-0.000233247,-9.4532e-06,-3.52124e-05,-1.49535e-05,1.1199e-05,-2.3852e-06,-2.0245e-05,7.3065e-05,6.8312e-06,-1.5239e-06,7.6427e-06,1.45966e-05,1.89389e-05,3.3323e-06,-0.00142372,1.06155e-05,-0.00016942,3.93114e-05,3.87689e-05,5.86611e-05,-8.43e-08,1.9382e-06,-4.4117e-06,-4.9952e-06,-1.11531e-05,0.000411013,-0.000224214,-1.26235e-05,-1.63328e-05,-0.000199808,0.000100472,2.78757e-05,-3.6488e-06,2.616e-07,-5.3059e-06,-5.974e-07,2.1745e-06,-3.57149e-05,-4.5618e-06,-1.4543e-05,-4.1216e-06,-3.00072e-05,3.2569e-06,-9.352e-07,-0.000730362,-2.52395e-05,-0.000719015,-0.000662148,-0.000582333,-0.000647892,-0.00086158,-0.00132161,-0.000130481,-6.863e-07,-2.63298e-05,-5.69501e-05,-0.000204271,1.75865e-05,4.73e-07,1.60312e-05,-8.65897e-05,-5.79871e-05,-3.45418e-05,-6.1137e-06,-2.8377e-05,-7.2667e-06,-0.00016942,-0.0001377,9.7959e-06,-2.7716e-05,-4.27621e-05,3.6592e-05,7.5999e-06,-2.67009e-05,2.12237e-05,-2.6908e-06,0.000935379,-6.82507e-05
SSH_C1,-0.00460329,0.00149735,0.00538675,0.00729418,-0.00274247,0.0047078,-0.0469535,-0.00391163,0.0154845,-0.105031,-0.0950352,-0.059912,0.0237844,-0.0687972,-0.138701,-0.0310356,0.00124618,0.0111608,0.00802072,0.00172904,0.012015,-0.0180566,-0.0431938,-0.286397,0.00280396,-0.00382392,0.00279886,-0.00204665,-0.00862502,-0.00408605,-0.0922416,-0.000378673,0.00738223,0.00317362,0.00234684,0.00954455,-0.00187468,0.0317288,0.0087817,0.0091122,0.00768944,0.00393583,0.000832523,-0.00108861,-0.000849027,0.00457999,0.00806672,0.00027602,5.74997e-05,-0.0027567,-0.0016331,0.0124009,0.00301985,0.00315065,-0.00114262,0.00035396,-0.000549004,0.000365543,-0.00543833,-0.000602162,-0.00188231,-0.00145299,-0.004027,0.000140448,-0.00341586,-0.0154559,0.0215298,-0.0122555,-0.00573563,-0.00373757,-0.00636788,-0.00585055,-0.00532012,-0.0773917,0.011053,0.0209435,-0.0209679,-0.0430208,-0.00504858,-0.000358657,0.00183604,-0.0663167,-0.0553752,0.0495619,-0.038232,-0.0333659,0.00254861,0.0317288,-0.0403263,0.00273339,-0.0319212,-0.0216444,0.00857608,-0.0150789,0.00493573,-0.00487565,-0.0163853,0.0214188,-0.00842044
SSS_C1,0.000773159,0.00259109,-0.00111174,-0.0031916,-0.00190145,-0.00316262,0.0172841,-0.000435059,-0.0131728,0.028804,0.0338531,0.0188153,-0.00987828,0.0497186,0.0503675,0.00868756,-0.00418602,-0.0041825,-0.00997809,0.00194683,0.0010365,0.032517,0.0118437,0.0635508,-0.000119535,0.00358025,0.00241142,-0.000672386,0.000818994,0.00056504,0.0281885,-0.0849335,0.0210895,0.00158323,-0.00580864,-0.00481534,0.044163,-0.00801846,-0.00527536,-0.00458026,-0.000487634,-0.00240806,-0.00117173,-0.000627758,-0.00246974,-0.000335139,-0.00165956,0.000424804,-0.000364417,0.00316404,-0.000324885,-0.0144317,-0.0138917,-0.00122982,0.00155425,0.00185924,0.00126682,-0.000818769,0.000952248,-0.00070884,0.00747778,-0.00043475,0.00159367,0.000939204,0.00076418,0.00543886,0.389261,-0.00608162,-0.0053024,-0.00115956,-0.00808092,-0.00306503,-0.00319476,-0.226121,-0.212245,-0.087861,-0.236698,-0.218293,-0.00214136,0.000513226,-0.00017024,0.0251922,0.0150705,-0.0313763,0.0150612,0.0119063,-0.00203867,-0.00801846,0.0263899,0.00286084,0.0113346,0.0100829,-0.00482901,0.00682777,-7.16188e-05,-9.7649e-06,0.00309747,0.00533406,0.0055308
SSS_C2,0.00162059,0.00543931,-0.00214445,-0.00239993,-0.000730151,-0.00468542,0.033153,-0.00137854,0.00856314,0.0760002,0.0766262,0.0416692,-0.019208,0.117512,0.102889,0.0436233,0.0101314,-0.00942269,-0.012531,-0.0306143,0.0040452,0.0273011,0.0231814,0.135201,0.0021344,0.0043152,0.00359296,-0.000752354,-0.00177013,0.00221914,0.0414423,-0.0606305,0.040871,0.000694619,-0.00265423,-0.00971131,0.0313284,-0.0159503,-0.00893831,-0.00632825,-0.00424703,-0.0032058,-0.00106772,-0.000455358,-0.00130302,-0.00222763,-0.00679743,0.0024502,-0.000396913,0.00369567,0.00189753,-0.0125723,-0.0087257,-0.00235704,0.00100523,0.000652462,0.00096969,-0.000633324,0.00320246,-9.55641e-05,0.00487213,0.000557835,0.00305064,0.000965385,0.00243157,0.0190488,0.0222627,0.0100646,0.0078527,0.00695005,0.00770173,0.0115115,0.00773333,-0.467949,-0.0481487,-0.0427933,-0.484844,-0.474055,0.00079055,0.000441436,-0.00103525,0.0372302,0.0276566,-0.0658996,0.0295426,0.023201,-0.00266136,-0.0159503,0.0303427,0.00174215,0.0221429,0.0144082,-0.00728615,0.00898117,-0.0226633,-0.00117158,0.0062277,-0.0198251,0.00830001
Scyliorhinus_canicula,0.001216,-0.0108363,-0.00128094,-0.00629256,0.00153871,0.00215299,-0.0126583,0.00585707,0.0101168,-0.0329718,-0.0283552,-0.0209885,0.00770444,-0.129564,-0.0506447,-0.0117074,0.0037244,0.00674692,0.00436928,-0.00460064,-0.0172407,-0.00222303,-0.000609518,0.027957,-0.00211165,-0.00214225,-0.00194187,0.00169367,0.0128022,-0.000102897,-0.0139282,-0.00105913,-0.081752,0.000715898,-0.0013471,0.0023387,0.00122302,0.00255267,0.00321244,0.00195731,0.00157926,-0.000215331,-0.000390583,3.25141e-05,-3.51901e-05,-1.81464e-05,0.0124737,-0.0079455,0.000178692,-0.00173387,-0.00566847,0.00231043,0.00421169,0.000727593,-0.000159735,-0.000807956,-0.000450855,0.000312755,-0.0010063,6.44677e-05,-0.00217636,2.15409e-05,-0.000764914,1.3704e-06,-0.000606642,-0.00754591,0.0174889,-0.00840864,-0.00680775,-0.00500128,-0.00793102,-0.00995228,-0.0058805,-0.0156492,0.00784174,0.019602,-0.0378315,-0.018319,-0.000821225,-0.000177864,0.000413654,-0.00293824,0.00179245,0.0716179,-0.0172749,-0.0087627,0.00101121,0.00255267,-0.00149359,-0.00200921,-0.00834853,-0.00481054,0.00222761,-0.00269045,-0.00118408,0.0064583,0.00374901,0.0124552,-0.00235754
Torpedo_marmorata,-6.53197e-05,-0.000132531,0.000239886,3.44119e-05,4.7256e-06,0.000166591,-0.00184501,0.000885522,0.00124109,-0.00253256,-0.00368569,-0.00152422,0.0014048,-0.00107153,-0.00505253,-0.00101669,0.000448881,0.000570094,0.000356066,-0.000258438,0.000351376,-0.00896718,8.16098e-05,0.00150266,0.000184899,-0.000212766,0.000133967,-0.00029671,0.000444543,8.85859e-05,-0.00373947,-0.000757222,-0.000256469,0.000171148,5.87952e-05,0.00101022,0.000504915,0.00114377,0.000583377,0.000809352,0.000628819,1.97151e-05,-2.56846e-05,-3.22657e-05,-0.000230404,0.000133438,7.98254e-05,-0.000263679,9.81096e-05,-3.39392e-05,0.000125046,0.00169379,0.00109188,3.62893e-05,-7.14994e-05,-0.000273774,-0.000104104,7.41828e-05,-0.000430322,-2.67868e-05,-0.000541902,-4.6785e-06,-0.000367844,1.82538e-05,-0.000287775,-0.00326578,0.00187377,-0.000658092,-0.000945338,-0.000869234,-0.000682111,-0.000827304,-0.00129823,-0.00325569,0.000940318,0.00134118,-0.00247484,-0.00856197,-0.000281084,-4.5313e-05,0.000146715,-0.00331933,-0.000959294,0.0077268,-9.6523e-06,-0.00131593,0.000163799,0.00114377,-0.00535228,2.51363e-05,-0.00125968,-0.00162495,0.000672346,-0.000906061,2.04477e-05,3.30587e-05,-4.69962e-05,0.00144398,-0.000835135
DC,0.0403998,0.00616992,0.00985927,-0.0035556,0.00141943,0.0126634,-0.00631835,-0.00529218,-0.00767006,-0.0533966,-0.019328,-0.00771533,0.00479918,-0.015079,-0.0426031,0.0228018,-0.032851,0.0445811,-0.0182017,0.00340139,0.0148428,-0.00791859,0.0358682,0.0180003,0.00707636,-0.00874783,-0.0069293,-0.0178656,-0.00623751,0.000215757,0.0216391,0.0409362,0.0120261,0.00124712,-0.0118253,0.101412,0.146876,0.155577,0.160184,0.0456779,0.0141339,0.12664,-0.0986542,-0.0764392,0.0396684,0.0227131,0.179452,-0.0995956,-0.0331119,-0.0341721,-0.0960676,-0.0237621,-0.0182726,0.00392916,-0.000289171,0.00289911,0.00118445,-0.000372216,-0.00677295,-0.00198813,0.00969884,-0.00243234,0.0178327,0.0400193,0.00817564,0.0274936,0.015817,0.0277058,0.0951728,0.0773466,0.0891973,0.0939969,0.0785148,0.0179825,0.00258392,0.0186405,0.00672543,-0.0092947,0.0,0.000806086,0.000933638,0.0184471,0.000521933,0.0207544,0.0296599,-0.00132589,0.0105401,0.155577,0.00137515,0.00174355,-0.000795089,0.022794,0.0882029,0.0321472,0.0167107,-0.0125978,-0.00523713,0.0338785,0.0379105
SPOM,0.0343541,0.0419528,0.0216502,0.0103295,-0.00755584,0.0166913,0.0152086,0.0240898,0.0252994,-0.019447,0.0258777,0.0365861,0.0373188,0.0102185,0.0061694,0.0296978,0.0382836,0.063722,0.00762882,0.00730838,0.0730281,0.0880153,0.0259131,0.0317281,-0.00609133,0.0976031,-0.0214662,0.0595264,0.00410531,0.0874714,-0.0165251,0.00407883,0.00596535,0.0138068,0.0492034,0.0704472,0.00589583,0.0658404,0.00543399,0.00150047,-0.00114781,-0.0214,0.22023,0.00900213,-0.000271499,0.0476218,-0.0223862,-0.0136788,-0.0132641,0.19611,0.295013,0.0157389,-0.0234735,0.00806062,0.122822,0.0546946,0.15786,0.429207,-0.00954993,-0.126904,-0.0138525,-0.0654867,-0.0223523,-0.00354432,-0.00411725,0.017615,-0.0124235,-0.0171017,-0.0110602,0.014944,-0.0375,0.0275017,0.033007,0.0368994,-0.000869352,0.00034546,0.0398137,0.0681294,0.00203805,0.0,-0.0482437,0.0416973,0.027036,0.0262774,0.0213262,0.0155986,0.0235844,0.0658404,0.070747,0.00791286,0.01564,0.0228671,0.00477379,0.018064,0.0257953,0.034645,0.0393713,0.0171564,0.0180616
BD,0.0546528,0.0663944,0.172033,0.0199309,0.00492521,0.0417082,0.0241805,-0.0216098,-0.0694857,-0.020982,0.0300971,-0.00610949,-0.0394209,0.273979,0.238094,0.0826421,0.0763665,0.0209139,0.0748632,0.0498688,0.0837672,0.124119,0.0416248,0.116391,0.218251,0.0639071,0.141118,-0.0559942,0.108386,0.0563344,0.12603,0.0727775,0.0623822,0.0674414,0.141048,0.112754,0.0319198,0.0354314,-0.0276382,0.0497689,0.178216,0.177031,0.0353128,0.152515,0.170912,0.0893347,0.0897781,0.0231841,0.145096,-0.0300684,0.0764105,0.188254,-0.0187997,0.119795,0.0404639,-0.0518108,0.0019713,0.0172246,0.474529,-0.0257468,0.029521,-0.00306755,-0.154535,-0.156972,-0.162885,0.0949153,0.0261425,0.0777332,0.0978952,0.0645652,0.118708,0.0390861,0.0676397,0.0417823,0.0566908,0.0771348,0.0430782,0.0595164,-0.149496,-0.0302822,0.0,0.0989836,0.0588779,0.0409214,0.0482216,0.0287905,0.0402683,0.0354314,0.0953063,0.022776,0.0292807,0.0783162,0.0256362,0.0624457,0.0400984,0.0172638,0.00319738,0.0525645,0.0560469
1.GNS+TR_D,-0.000267698,0.00026181,0.000651341,0.000540543,-0.000309789,0.000439899,-0.0268419,0.0158969,-1.9308e-05,5.5645e-06,-9.9786e-05,-0.00946677,-0.0140087,0.00105648,0.00231219,0.00072847,-0.018458,0.00222303,-0.00457658,0.000537953,0.000952022,-0.0024843,-0.00848035,-0.0253749,-0.000569027,-0.000465753,-0.000144187,-0.0003423,0.000713448,-0.000156445,-0.0123465,0.000824277,0.00247788,0.000383227,0.000230421,0.00217673,-0.000445343,0.0027527,0.00164836,0.00185425,0.000846354,0.000638311,0.000101385,-0.000108869,-0.000253809,0.000358381,0.000729323,-4.00162e-05,0.000223047,-0.000323392,0.000185657,0.00166901,0.000587742,0.000217445,-0.000197175,-0.000488901,2.6302e-06,1.87581e-05,-0.000601967,-0.000113231,-0.000172682,8.4669e-05,-0.000482249,-2.98629e-05,-0.000430867,-0.0005165,-0.000301656,-2.33269e-05,0.000989952,0.000973558,0.000879594,0.00214638,0.00138289,-0.00531253,0.000104629,-0.000971147,7.66662e-05,-0.00300931,-0.00060971,-1.58667e-05,0.000205759,-0.00891894,-0.005771,-0.0123921,-0.00678703,-0.0196664,0.000673024,0.0027527,-0.00512587,0.0001587,-0.0189035,-0.0041074,0.00168005,-0.00266779,0.00109322,0.000133108,-0.0020532,0.000788978,-0.00187235
1.LLD longline,0.00024406,-0.00029945,0.000236653,-0.169364,0.0574105,0.0116567,-0.00737204,0.00474867,0.00169539,-0.00163472,-0.00296117,-0.0114628,-0.0152329,0.00110566,0.000966177,0.000992171,0.00141254,-0.00415487,-0.0907883,-0.00112609,0.00173976,-0.000713421,-0.0121234,-0.0175427,0.0020941,-0.0104389,-0.00707059,0.0027664,-0.0034188,-0.00116588,0.00137777,0.00074382,0.0014451,0.00198029,0.000260665,-0.000447391,-0.000520252,0.00202144,-6.69471e-05,0.00246447,4.46944e-05,-0.000332669,8.96346e-05,0.000243671,0.000580037,-0.000159639,0.00154019,-0.000503647,-2.60481e-05,0.000486057,-0.000223829,-0.000185434,-0.000220049,0.00437141,0.000466656,-0.000396704,6.25353e-05,-1.87456e-05,-7.13692e-05,-1.96822e-05,0.000268544,0.000203885,-8.42789e-05,-0.000140337,-4.62894e-05,0.00539724,0.000604153,0.00169682,0.00506426,0.00392503,0.00161911,0.00606332,0.00498791,-0.00268065,0.000490577,0.000279773,0.000543417,-0.000795885,4.99346e-05,3.06612e-05,-1.22583e-05,-0.00268177,-0.0915399,-0.00915179,-0.00949079,-0.00236723,0.00958777,0.00202144,-0.0036394,-0.0690898,-0.00183512,-0.000877184,0.00133291,-0.00140621,-0.00507598,-0.00119596,0.00120497,-0.00219453,-0.00333846
1.LTL trolling,1.26608e-05,2.219e-07,-3.3095e-06,-3.2823e-06,-1.76778e-05,4.2087e-06,-0.000428696,0.000447613,-0.000107408,0.000135126,0.000115224,0.000108306,-8.7166e-06,0.000270667,0.000381727,-1.32184e-05,-3.87429e-05,-1.378e-06,2.16164e-05,9.58324e-05,6.21003e-05,5.14482e-05,-0.00088365,0.000280131,-3.68215e-05,-5.8459e-06,3.22333e-05,1.06026e-05,9.4375e-06,7.3439e-06,0.000112832,3.8988e-06,0.000115305,-2.3409e-06,-2.1198e-06,-1.05521e-05,-3.0544e-06,-3.73251e-05,5.0195e-06,-1.44115e-05,-1.43014e-05,2.7271e-06,-2.9349e-06,-7.586e-07,-1.1531e-06,-8.9232e-06,-2.7958e-05,1.36891e-05,7.354e-07,3.7718e-06,1.23563e-05,-1.90096e-05,-1.54957e-05,-1.5856e-06,1.6526e-06,-1.12737e-05,4.2153e-06,-2.2776e-06,1.03302e-05,-7.704e-07,1.2966e-05,8.2201e-06,7.4538e-06,2.37e-07,6.0694e-06,6.8143e-06,-5.19531e-05,-9.9338e-06,1.6044e-06,6.5801e-06,-1.9266e-06,1.68922e-05,2.669e-07,-0.000993667,-2.9248e-05,-4.12879e-05,-0.00101235,-0.00101551,5.4089e-06,1.7679e-06,-3.2385e-06,4.46465e-05,4.68846e-05,-0.000752866,-0.000631311,-0.000314836,2.32589e-05,-3.73251e-05,5.25779e-05,-1.2231e-06,-0.000302731,3.05637e-05,-5.4625e-06,1.756e-05,6.16236e-05,1.00946e-05,-3.57572e-05,-2.0608e-06,1.22164e-05
1.LH hand-pole,0.000182935,-0.000354508,-1.97298e-05,4.10444e-05,-0.000344135,0.00014864,0.000298371,0.0034476,-0.00139269,-0.000393519,-0.000615021,0.00010212,0.000223837,0.000991319,0.00313117,-0.0011353,-0.000598512,-1.38229e-05,0.000319849,0.00168218,0.00109133,0.000119634,-0.0174063,0.000596788,-0.000517615,-0.000149186,0.000821795,0.000196796,0.000289853,7.62227e-05,-0.000233124,-0.00014937,-0.000554765,2.00454e-05,-1.74228e-05,1.12153e-05,2.9873e-05,-0.000106198,0.000284521,6.83689e-05,-7.14079e-05,8.67474e-05,-7.65079e-05,-3.13893e-05,-3.45833e-05,-9.2084e-05,5.34753e-05,-1.7339e-06,2.96054e-05,2.60101e-05,1.74928e-05,2.62777e-05,-0.000208899,2.17204e-05,4.3649e-06,-7.86043e-05,3.94562e-05,-2.2296e-05,5.45254e-05,-1.45982e-05,0.000149473,5.67659e-05,3.63368e-05,1.07991e-05,3.316e-05,-0.000387677,-0.000128919,-0.000580978,-0.000223528,-9.74919e-05,-0.000307712,-4.26303e-05,-0.0002529,0.0001158,-0.000160956,5.84562e-05,0.000338332,0.000137328,-1.03001e-05,1.48422e-05,-1.24841e-05,-0.000217329,-0.000163866,-0.00915505,-0.0130556,0.000258989,0.000388463,-0.000106198,9.48162e-05,1.0679e-06,0.000254802,-6.38075e-05,0.000158423,-9.5348e-05,0.00107745,0.000236022,-0.000589573,0.000593502,-4.57821e-05
1.MIS,1.05614e-05,3.30485e-05,5.991e-06,1.81136e-05,0.000150621,-0.000944654,-0.00223843,0.00121641,-7.73069e-05,3.8379e-06,0.000171354,0.000335182,0.00043398,-4.56938e-05,-3.944e-05,-4.00805e-05,-2.97398e-05,0.000524283,-1.1892e-06,6.85052e-05,-5.4548e-05,4.26391e-05,0.000189607,-3.77724e-05,-0.000225949,0.000829921,0.000397073,-0.000125689,0.000328586,0.000108292,1.93769e-05,0.000112384,0.000116817,-7.81628e-05,-1.20706e-05,1.83024e-05,-5.77882e-05,2.37479e-05,0.000109526,-0.000108402,-2.02951e-05,3.88463e-05,-9.7013e-06,-6.7682e-06,-2.6289e-06,-1.9404e-06,1.22292e-05,-5.985e-07,-9.834e-07,-9.21585e-05,-6.8813e-06,1.34001e-05,4.80483e-05,-0.000358654,-5.38454e-05,-3.0893e-05,3.947e-07,3.627e-07,1.58247e-05,6.186e-07,-1.73693e-05,1.64811e-05,9.9969e-06,-1.1669e-06,4.1884e-06,-0.000105335,7.38743e-05,-6.07414e-05,-4.30029e-05,-2.13245e-05,-4.50674e-05,-4.18358e-05,-5.17709e-05,2.03288e-05,-4.7977e-06,5.83095e-05,-3.55596e-05,2.0624e-06,-8.9752e-06,-3.248e-07,-3.4036e-06,-7.63678e-05,3.28404e-05,-0.000421744,0.000138377,-0.00189817,-0.000746433,2.37479e-05,2.28576e-05,-0.000139074,-0.00186197,8.6762e-06,-1.71304e-05,1.4186e-05,0.000215055,7.62063e-05,-0.00012371,0.000114369,-7.7116e-06
1.PS+SB+SV,0.00210687,0.00244207,-7.08403e-05,0.0138497,0.0352411,-0.233736,0.138232,-0.0549861,-0.0158061,0.000245141,0.0307873,0.0649218,0.0825407,-0.00504087,-0.00186919,-0.00936835,-0.00715358,0.0989431,0.00186852,0.015302,-0.00967026,-0.00882718,0.015097,-0.000293155,-0.0441579,0.206995,0.111944,-0.03087,0.0741737,0.0277811,0.00223576,0.0138662,-0.00388838,-0.0211938,-0.00281837,0.00163005,-0.00715664,0.00261123,0.0215722,-0.0197756,-0.00481499,0.00663361,-0.00438122,-0.0012674,-0.00017221,-0.000958162,0.00644288,-0.00222782,-1.3778e-06,-0.0180891,-0.00308682,0.00580697,0.00514127,-0.0888208,-0.0125876,0.00313553,-0.00112008,0.000436334,0.00364024,0.000887798,-0.00410021,-0.000986537,0.00237401,-9.84836e-05,0.00120004,-0.0251789,0.0184099,-0.0120735,-0.00906927,-0.00641516,-0.00880529,-0.00834057,-0.01261,-0.00222023,-0.00309174,0.0122405,-0.0124059,-0.0118308,-0.00137041,-0.000542885,-0.000790062,0.0087861,0.00985422,0.0388921,0.0120794,0.0403994,-0.188957,0.00261123,0.0076372,-0.0314129,0.0299978,-0.0010084,-0.00252695,0.00138012,0.042145,0.0158676,-0.010358,0.0215702,-0.00312769
2.FPO traps,7.62e-08,1.05e-08,-3.4381e-06,1.772e-07,4.99e-08,5.58e-08,2.368e-07,-3.24e-08,-4.314e-07,1.7621e-06,1.66e-06,1.78e-08,3.08e-08,1.1983e-06,3.1534e-06,4.92e-07,6.496e-07,-2.12e-08,1.843e-07,1.007e-07,6.22e-08,2.63e-07,2.492e-07,-1.518e-06,1.523e-07,-1.91e-08,6.21e-08,-4.18e-08,4.968e-07,6.16e-08,-1.618e-07,2.049e-07,1.564e-07,1.37e-07,-4.6e-08,5.918e-07,6.04e-08,-3.83062e-05,3.805e-07,3.973e-07,4.604e-07,8.974e-07,1.802e-06,-3.003e-07,-4.283e-07,1.268e-07,7.65e-08,-1.522e-07,1.866e-06,1.365e-07,-2.24e-07,7.48e-08,-1.323e-07,6.3e-09,-9.3e-09,-3.23e-08,9.3e-09,-2.9e-09,-2.952e-07,-4.91e-08,8.93e-08,-3.23e-08,-2.932e-07,8.08e-08,-3.61e-08,-5.121e-07,-2.58e-08,4.729e-07,-3.47e-08,-3.0795e-06,1.3634e-06,-1.72761e-05,-4.749e-07,-2.1766e-06,-3.7e-09,9.08e-08,1.829e-07,2.388e-07,4.462e-07,-1.7e-09,9.92e-08,-2.8861e-06,-1.408e-07,-8.74e-08,1.867e-07,1.892e-07,5.44e-08,-3.83258e-05,-1.1069e-06,-3.56e-08,1.841e-07,-3.446e-07,3.77e-07,-5.93e-08,6.29e-08,1.979e-07,4.58e-08,-7.375e-07,2.038e-07
2.GNS+TR_D,-0.000169071,-3.7896e-05,6.30737e-05,2.57219e-05,-5.914e-07,0.000280688,-0.00165542,0.000941815,0.000478282,-0.000175644,-6.5127e-06,-0.00728042,-0.0102677,0.000211474,0.000170031,0.00031965,0.000118653,0.0010625,-0.00235288,-0.000256342,0.000141262,-0.00103989,-0.000247277,-0.0022534,-5.6896e-06,-0.00025168,-0.000128993,-0.000370322,-0.000126832,-0.000116759,2.05555e-05,-2.609e-06,-3.55711e-05,-0.000136447,6.32736e-05,8.94051e-05,7.059e-07,0.000225047,0.000264044,0.000398728,7.46246e-05,1.8461e-06,7.9372e-06,6.0235e-06,-2.01002e-05,3.36505e-05,4.61479e-05,4.6097e-06,6.88521e-05,-0.000180834,0.000110991,0.000124067,0.000158384,0.000135778,-4.47382e-05,1.8133e-05,-1.93034e-05,1.32398e-05,-4.90813e-05,3.0634e-06,-9.90606e-05,-2.55024e-05,-3.93461e-05,-5.8761e-06,-3.3741e-05,-0.000154958,0.000148757,0.000108055,0.000113847,2.76124e-05,0.000115041,0.000232846,6.24707e-05,-0.000489411,3.51645e-05,-1.34842e-05,-0.000112962,-0.000823862,-4.20124e-05,-8.3639e-06,1.71011e-05,-0.000736195,-0.000990543,-0.000677206,-0.00026917,-0.0011462,0.000242722,0.000225047,-0.00148588,2.45841e-05,-0.00109206,-0.000495184,0.000322776,-0.000578991,0.000180311,-0.000259622,-0.000284836,0.000100249,-0.000545577
