ESSESH,SB,MM,TUR,XIP,THU,LPL,MPL,SPL,HAK,HAK1,HAK2,HAK3,HAK4,MUL,MUL1,MUL2,MUL3,TRA,PAG,DFS,DFH,DSM,DSP,DSR,MSC,MSG,MSP,ENG,SAR,EPI,CEBH,CEBS,CEPH,CEPS,DNS,DNH,DRS,DRH,ARF,PWL,SUP,MbO,MbFF,MbDF,MbC,MbPAR,MbSCA,MbH,MbGRA,MbSF,MbPF,BO,EUP,ZG,ZL,ZM,ZS,PL,PB,MB,BB,PS,SG,DF,MA,ESH,ESS,DC,SPOM,BD
SB,0.0,0.0121818,0.0149135,0.00932109,0.0156843,0.0154455,0.0183547,0.0349816,0.00876343,0.016058,0.0141985,0.0140652,0.00890882,0.0106312,0.0242863,0.0192411,0.023873,0.0190939,0.0182678,0.0217826,0.349741,0.0834178,0.12256,0.492461,0.0199317,0.0217803,0.0186548,1.92729,1.12752,0.154032,0.0237038,0.0226234,0.0247799,0.0181056,0.0183163,0.109076,0.0168764,0.0336275,0.0186204,0.0139725,0.0614824,0.0246814,0.0211786,0.0218989,0.0278282,0.0229625,0.0257323,0.0198712,0.0153361,0.020214,0.014738,0.0219255,0.0855423,0.0417493,0.0510936,0.128387,0.0409741,0.0466576,0.0160374,0.0399459,0.0192276,0.0312841,0.0355087,0.0978827,0.0399274,0.0251457,0.021748,0.14554,0.0262773,0.0408435
MM,-0.0121818,0.0,-0.000488598,-0.000107604,0.000219662,4.16777e-05,0.000145085,0.00277829,0.000334573,0.000329584,0.000472783,-6.64637e-05,-0.00286308,0.000748848,0.00191024,0.00169649,0.00219301,0.0220606,0.0407278,0.0170035,0.00498912,0.00708315,0.0480759,0.00647944,0.0116065,0.000253045,0.0481838,0.00719786,0.00306616,0.00224983,0.00568964,0.00652932,0.138932,0.192369,0.00353788,0.00103655,0.00136218,0.00115466,-0.000171996,0.000381804,0.0013309,0.000816924,0.000469862,0.000720573,0.000436777,9.12672e-05,0.00385244,0.000447953,0.000130016,0.000659302,-0.00152733,0.000941788,0.00167399,0.000791967,0.00714153,0.00185784,0.000704207,0.000881867,0.000164198,0.00140147,0.000342356,0.000687518,0.001085,0.00174971,0.00126648,8.18317e-05,0.00629398,-0.000658177,0.000402671,0.00105863
TUR,-0.0149135,0.000488598,0.0,0.000242126,0.000897998,0.000670526,0.000913289,0.000886609,0.000524401,0.000805792,0.000527612,0.000472116,-0.00325436,0.000300466,0.000946095,0.000746268,0.000858211,0.00134169,0.000563767,0.00125558,0.00113792,0.00176004,0.00123591,0.0028419,0.000950194,0.00118337,0.000824292,0.000937912,0.000999188,0.000822508,0.000717024,0.000959108,0.0480201,0.000877868,0.000870143,0.00032533,6.72124e-05,0.119408,0.000326869,0.000508212,0.00286774,0.0123278,0.0285826,0.00678404,0.00587015,0.0112289,0.00658643,0.0386759,3.33473,0.00359288,0.063587,0.00161562,0.000904321,0.00079148,0.000433991,0.000669067,0.000438132,0.00144706,0.000106719,0.0086327,0.000903015,0.00136328,0.00433148,0.000892219,0.00750338,0.00101389,0.000982015,0.00561049,0.000613579,0.00422211
XIP,-0.00932109,0.000107604,-0.000242126,0.0,0.00030662,0.000168323,0.0721543,0.0139206,0.00146939,0.00111434,0.00156925,7.82243e-05,-0.00206363,0.000696858,0.00086223,0.0020837,0.0100926,0.00812505,0.000320869,0.0194839,0.00410711,0.00527321,0.00840369,0.00835761,0.0129251,0.00038601,0.00696248,0.0589286,0.0282781,0.000793346,0.0184045,0.00750761,0.143795,0.254259,0.00290139,0.00351651,0.00196197,0.00100328,0.000102379,0.000216439,0.00242771,0.00136947,0.000787711,0.000886515,0.000844523,0.00034078,0.00447831,0.000632718,0.00027834,0.000592462,-0.000851766,0.00150931,0.00275268,0.000506733,0.00277752,0.00349855,0.000988355,0.00125195,0.000279251,0.00182287,0.000673147,0.000853415,0.00133181,0.00296131,0.00164391,0.000327821,0.00845823,0.000457187,0.000578446,0.00141914
THU,-0.0156843,-0.000219662,-0.000897998,-0.00030662,0.0,-0.000224853,0.0258728,0.014156,2.92624e-05,-7.83642e-06,-1.37613e-05,-0.000348098,-0.00393594,0.000403099,0.00220917,0.000558614,0.00086358,0.012999,-0.000339652,0.00951633,0.00183632,0.00127124,0.0728132,0.00738474,0.00580596,3.86481e-05,0.033488,0.00433732,0.00383448,0.000118638,0.00114524,0.000267305,0.00263449,0.0507471,0.000877827,0.000125726,-0.000489213,-0.000432486,-0.000718733,-0.000184611,0.000323965,-0.000323673,5.69645e-05,5.82073e-05,-0.000406834,-0.000479739,-0.000653102,-0.000186794,-0.000234902,0.00016779,-0.00295341,4.41878e-05,0.000806984,7.81422e-05,0.000528259,0.000633397,6.46299e-05,0.0002966,-0.000187606,0.000461371,-7.43716e-05,0.000213666,0.000372119,0.000791347,0.000418178,-0.000427312,0.0013664,-0.00269732,-0.000113975,0.000169206
LPL,-0.0154455,-4.16777e-05,-0.000670526,-0.000168323,0.000224853,0.0,0.0473473,0.0265182,0.000188095,0.000220352,0.000184323,-0.000142793,-0.00376467,0.000131772,0.000495753,0.000777256,0.00104096,0.129405,-0.000271073,0.0095448,0.00210393,0.0014539,0.00960494,0.00061142,0.0103886,0.0650267,0.104481,0.00927346,0.024906,0.000797546,0.00128361,0.0062931,0.00947111,0.0141059,0.00112752,0.00236175,0.000498109,-0.000227906,-0.00036586,0.00297541,0.00156856,0.000764739,0.000512825,0.000453749,0.000138492,7.35749e-05,1.92908e-05,8.86604e-05,7.20846e-06,0.00202485,-0.00264138,0.000369323,0.00186802,0.00965615,0.00435681,0.00196958,0.000839606,0.000906502,0.000123108,0.00136811,0.000315928,0.000707159,0.00104162,0.0019284,0.00118318,-7.48755e-05,0.000491405,-0.000932381,0.000347156,0.000949433
MPL,-0.0183547,-0.000145085,-0.000913289,-0.0721543,-0.0258728,-0.0473473,0.0,0.212443,5.50674e-05,5.43448e-05,-0.00010226,-0.000279871,-0.00454672,-0.000216707,-2.06198e-05,0.000110601,0.000119436,0.0327553,-0.000437353,0.00414231,0.00108579,0.0228478,0.00126943,0.00279128,0.00984045,0.000122627,0.000256469,0.00686381,0.00458352,0.000217376,0.00155459,0.00332564,0.0395739,0.0097624,0.000420771,0.00411356,-0.000292543,0.000181557,-0.000618297,0.000367164,0.0010976,0.000797603,0.00287321,0.000396524,-9.44169e-05,-0.00034047,0.000594351,2.49097e-05,-0.000102017,0.000619432,-0.00316043,0.00126987,0.00580991,0.00115811,0.00100239,0.00287274,0.000590605,0.00100794,-1.64842e-05,0.00130944,0.000206197,0.000633634,0.00094428,0.00455719,0.00107733,-0.00438708,1.14686e-05,-0.00223078,0.000217997,0.000774156
SPL,-0.0349816,-0.00277829,-0.000886609,-0.0139206,-0.014156,-0.0265182,-0.212443,0.0,-4.06676e-05,-8.1023e-05,-0.000286234,-0.000387703,-0.00493424,-0.000336843,-0.000231628,-0.000305103,-0.000390748,-0.00029218,-0.000560685,2.86795e-05,-0.000124944,-0.000158611,-0.095645,-0.000264422,0.0105171,-2.46793e-05,-0.000138335,-3.84009e-07,-0.000163739,2.25905e-05,-0.000251421,-0.000301926,-0.000548181,-0.0026148,-3.79079e-05,-0.000499476,-0.000808217,-0.000677498,-0.000606276,-0.000506919,0.000223855,-0.000230526,0.000927007,7.28315e-05,-0.000442394,-0.000501984,-0.000679153,-0.000183446,-0.000207162,1.68996e-05,-0.00293543,-0.000112001,0.000320566,0.000988087,6.01217e-05,0.00847452,0.000392351,0.00151243,-8.55144e-06,0.000471076,-6.79544e-05,0.000467316,0.000511436,0.00330042,0.00048891,-0.00875602,-0.000789515,-0.00297612,0.000223322,0.000238082
HAK,-0.00876343,-0.000334573,-0.000524401,-0.00146939,-2.92624e-05,-0.000188095,-5.50674e-05,4.06676e-05,0.0,-4.26319e-05,-0.0153447,-0.000362958,-0.325798,-0.000311161,-0.0001256,-8.21514e-05,-0.000219451,-1.02717e-05,-0.000229605,-0.0129775,-7.95664e-05,-8.78312e-05,-0.00106699,-6.29903e-05,-0.000134284,2.5938e-05,-0.000127675,9.29903e-05,-5.90032e-05,7.36625e-05,-8.9276e-05,-1.77714e-05,-0.000163597,-0.000601495,-4.54273e-05,-0.000102454,-5.15729e-05,-8.30988e-05,-4.14498e-05,-0.000136982,-0.000118404,-0.000108884,-2.40178e-05,-2.04509e-05,-0.000129017,-0.000127462,-0.000146277,-0.000344321,-0.00013601,5.88684e-05,-0.00352134,-0.000124839,0.0295846,2.73256e-05,3.77076e-05,0.00703639,0.0025234,0.00207808,0.000579423,0.000245406,-0.000294142,0.00113537,0.000645375,0.0200349,0.000496878,-0.000180408,-0.000510845,-7.74004e-05,0.000770307,6.72453e-05
HAK1,-0.016058,-0.000329584,-0.000805792,-0.00111434,7.83642e-06,-0.000220352,-5.43448e-05,8.1023e-05,4.26319e-05,0.0,-0.0099154,-0.000433001,-0.212025,-0.000261897,-0.000125181,-0.000256802,-0.000337693,-0.000146579,-0.000463631,-0.0106725,0.0130178,0.000320427,-0.00104612,-0.000152665,0.00346279,0.000100974,-8.01461e-05,8.56784e-05,-8.3682e-05,0.002333,0.000101344,-0.000185192,-0.000151473,-0.000519553,0.00491968,-4.53431e-05,-0.00063252,-0.000450141,-0.000598753,-0.000405943,0.00132506,-0.000395736,0.000133642,0.000244529,-0.000194935,-0.000280517,-0.000611007,-7.35765e-05,-0.000110705,0.000217398,-0.00290275,0.000314671,0.0301872,0.000555007,0.000611517,0.00148688,0.00109566,0.00126783,0.000152389,0.000988745,0.000243,0.000872491,0.000945558,0.0183422,0.00100972,-0.0268992,-0.00170242,-0.0024846,0.000345521,0.000839529
HAK2,-0.0141985,-0.000472783,-0.000527612,-0.00156925,1.37613e-05,-0.000184323,0.00010226,0.000286234,0.0153447,0.0099154,0.0,-0.000325822,-0.1412,2.04294e-05,0.000256419,0.00050275,0.000642715,0.14638,-0.000156335,-0.0226028,0.00247033,0.0204047,-0.00187032,0.000748902,0.00766731,0.00036531,0.000240674,0.00613301,0.00209409,0.000662719,0.00334143,0.000141691,0.0134892,0.00496997,0.0179197,0.00292879,-9.0509e-07,6.16993e-05,0.00332395,0.01576,0.00125171,0.00232491,0.000733495,0.000807357,0.000540251,7.04471e-05,0.00024745,0.000206402,0.000120163,0.0026021,-0.002305,0.00202188,0.00518554,0.000429699,0.00410906,0.00124973,0.000896055,0.000927547,0.000162077,0.00157788,0.000420611,0.000791128,0.00126071,0.00361078,0.00136128,-0.0390754,-0.0041308,0.000138736,0.000418913,0.00122164
HAK3,-0.0140652,6.64637e-05,-0.000472116,-7.82243e-05,0.000348098,0.000142793,0.000279871,0.000387703,0.000362958,0.000433001,0.000325822,0.0,-0.134167,9.63103e-05,0.000364057,0.000785588,0.00102116,0.254557,-0.000105611,0.00789864,0.00834491,0.000849495,0.000583843,0.000669263,0.00357667,0.000426564,0.000592598,0.0105316,0.00523398,0.000823922,0.00260147,0.000335132,0.0100526,0.0138605,0.0203027,0.0047959,0.000722016,0.0113669,-0.000218354,0.0231521,0.00114391,0.000818346,0.000800229,0.00075828,0.000467337,7.05449e-05,0.000221708,0.000237594,0.000147499,0.00412483,-0.00228666,0.00124232,0.00251999,0.000525332,0.00582106,0.00145912,0.00120781,0.000967611,0.000263307,0.00141912,0.000349224,0.000860181,0.00117025,0.00214191,0.00125517,-0.0404944,-0.00304221,0.000719221,0.000538497,0.00107041
HAK4,-0.00890882,0.00286308,0.00325436,0.00206363,0.00393594,0.00376467,0.00454672,0.00493424,0.325798,0.212025,0.1412,0.134167,0.0,0.0226179,0.0170819,0.0663689,0.0886613,2.95031,0.00438226,0.645139,0.0748962,0.026885,0.0120356,0.00960714,0.0432009,0.00545974,0.00790309,0.121547,0.039114,0.00847658,0.0445839,0.0103906,0.0882111,0.130663,0.0243562,0.0603941,0.0107617,0.00681295,0.00499513,0.182771,0.0121462,0.0154969,0.00729632,0.0073845,0.00922913,0.00596639,0.0114618,0.00496766,0.00396903,0.0452084,0.00280012,0.00881642,0.0463536,0.00576802,0.0451874,0.0168453,0.0148719,0.00912137,0.00519277,0.0117288,0.0043024,0.00791166,0.00954153,0.0339751,0.0104059,0.00614146,-0.0277918,0.0339753,0.00726822,0.0102357
MUL,-0.0106312,-0.000748848,-0.000300466,-0.000696858,-0.000403099,-0.000131772,0.000216707,0.000336843,0.000311161,0.000261897,-2.04294e-05,-9.63103e-05,-0.0226179,0.0,0.000272106,0.000265326,0.000203688,0.000325988,8.39954e-05,-0.029429,0.000201124,0.000236033,-0.0184653,0.000299603,0.000165903,0.000456073,0.000139401,0.000351898,0.000173951,0.000391078,0.000242765,0.000410149,-5.23433e-05,-0.00107309,0.000316413,0.000164591,0.0002299,0.000205136,0.000324876,0.000337964,0.0020271,0.00263268,0.00103729,0.0014157,0.0134201,0.00215285,0.00021672,0.00040374,0.00094376,0.000933374,-0.00337648,0.0186912,0.000451727,0.000409971,0.000173612,0.0017668,0.000734873,0.00121043,0.000112088,0.00323037,0.00190698,0.00106329,0.00254012,0.00104662,0.00239477,-0.0208465,-0.0016542,0.00242504,0.000427311,0.00290217
MUL1,-0.0242863,-0.00191024,-0.000946095,-0.00086223,-0.00220917,-0.000495753,2.06198e-05,0.000231628,0.0001256,0.000125181,-0.000256419,-0.000364057,-0.0170819,-0.000272106,0.0,-0.000225394,-0.000310504,-5.65489e-05,-0.00046438,-0.0172935,-4.37131e-05,4.00084e-05,-0.0754062,-5.50311e-05,4.14193e-05,0.00031121,2.27938e-05,0.000184578,-4.16386e-05,0.000282249,-0.000133578,-9.35392e-05,-0.000447273,-0.00113684,0.000149518,-0.000493048,-0.000842977,-0.00078298,-0.000711652,-0.000336305,0.00223625,0.00212609,0.00921164,0.00307519,0.0103673,0.0138496,0.0090847,0.0014211,0.000820297,0.000770257,-0.00175646,0.00361823,0.000319803,0.00027232,0.000963258,0.000279929,0.000103532,0.000779931,-0.000170865,0.00332721,0.000492121,0.000737274,0.00199054,0.000420386,0.00227954,-0.0865119,-0.0045506,-0.00151563,9.48901e-05,0.00204293
MUL2,-0.0192411,-0.00169649,-0.000746268,-0.0020837,-0.000558614,-0.000777256,-0.000110601,0.000305103,8.21514e-05,0.000256802,-0.00050275,-0.000785588,-0.0663689,-0.000265326,0.000225394,0.0,-2.96306e-05,4.98434e-05,-0.000240604,-0.0902562,9.32037e-05,0.00101235,-0.00859765,7.86124e-05,-9.06739e-05,0.000512408,-7.58124e-05,0.00023591,2.82217e-05,0.000271774,1.80005e-05,-5.78573e-05,-0.00152036,-0.00381731,0.00088568,0.0948164,-0.000547967,-0.000553482,-0.000466901,-0.000209476,0.00104306,0.00286079,0.00301816,0.00808045,0.00925708,0.00132295,0.00449661,0.000852241,0.000736369,0.000835664,-0.0024436,0.00188483,0.000362884,0.000232979,0.000129639,0.00024511,9.74369e-05,0.000686104,-0.000164831,0.00379795,0.000309387,0.000642919,0.00200969,0.000419887,0.00325164,-0.012999,-0.00363909,0.00141017,0.000148094,0.00151117
MUL3,-0.023873,-0.00219301,-0.000858211,-0.0100926,-0.00086358,-0.00104096,-0.000119436,0.000390748,0.000219451,0.000337693,-0.000642715,-0.00102116,-0.0886613,-0.000203688,0.000310504,2.96306e-05,0.0,8.47134e-05,-0.00027025,-0.121386,0.000181393,0.00799692,-0.0144546,0.00013096,-0.000125869,0.000665143,-0.000103996,0.000360715,0.000102953,0.000644782,7.46889e-05,-2.75891e-05,-0.00106224,-0.00510743,0.027362,0.0153068,-0.000573865,-0.000433962,-0.000462965,-0.000180183,0.000958819,0.00618201,0.0230008,0.0116463,0.027223,0.0158505,0.0111123,0.00229068,0.00203396,0.00203538,-0.00159406,0.00272702,0.000716483,0.000533637,0.00310478,0.000476308,0.000262335,0.00110811,-0.000100228,0.0065872,0.000488895,0.00103934,0.00316296,0.000746362,0.00405198,-0.0239408,-0.00518016,0.000986846,0.00037881,0.00259296
TRA,-0.0190939,-0.0220606,-0.00134169,-0.00812505,-0.012999,-0.129405,-0.0327553,0.00029218,1.02717e-05,0.000146579,-0.14638,-0.254557,-2.95031,-0.000325988,5.65489e-05,-4.98434e-05,-8.47134e-05,0.0,-0.000389738,-0.00491117,0.0040292,0.000409203,-0.000771546,0.000284174,0.00429525,0.000301877,0.000427378,0.0135951,0.00404662,0.000645502,0.00147583,4.27589e-05,-0.00129323,0.0112485,0.0019372,0.00566713,-0.000123451,-0.000536877,-0.000594781,0.00805162,0.000653867,0.000401763,0.00039458,0.000454687,-6.75853e-05,-0.000279332,-0.00022013,5.57005e-05,-2.4513e-05,0.00481378,-0.0033097,0.000301709,0.0024232,0.000359358,0.0046293,0.00160488,0.00136031,0.000863607,0.000202065,0.00105299,3.32213e-05,0.000770824,0.000881022,0.00217136,0.000949504,-0.0101279,-0.000716184,-0.000493713,0.00039518,0.000579918
PAG,-0.0182678,-0.0407278,-0.000563767,-0.000320869,0.000339652,0.000271073,0.000437353,0.000560685,0.000229605,0.000463631,0.000156335,0.000105611,-0.00438226,-8.39954e-05,0.00046438,0.000240604,0.00027025,0.000389738,0.0,0.000652578,0.0075306,0.00482359,-0.00723704,0.000966461,0.00092643,0.000740091,0.000582581,0.000397328,0.000184542,0.000508613,0.0247646,0.0210744,-0.000648799,0.000949269,0.00478318,0.00555671,0.002239,0.00379721,-0.000208423,1.91106e-05,0.00156076,0.00599626,0.00311814,0.0147148,0.022066,0.00460751,0.0611205,0.00585893,0.00259119,0.00179601,0.00564875,0.00241456,0.000957339,0.000444093,0.000666077,0.000463971,0.000215628,0.000886115,-7.65028e-05,0.00630524,0.000579492,0.000839536,0.00318061,0.000849929,0.00441729,-0.00914274,7.90654e-05,0.00281205,0.000266906,0.0024656
DFS,-0.0217826,-0.0170035,-0.00125558,-0.0194839,-0.00951633,-0.0095448,-0.00414231,-2.86795e-05,0.0129775,0.0106725,0.0226028,-0.00789864,-0.645139,0.029429,0.0172935,0.0902562,0.121386,0.00491117,-0.000652578,0.0,0.0117208,0.00761834,-0.0700822,-0.00064534,-0.00213275,0.000203053,-0.00267036,0.000594995,6.13902e-05,0.000307338,0.0066049,0.00339315,-0.00879124,-0.0316506,0.00402919,0.00279297,0.000588296,-0.000112409,-0.00050603,-4.40123e-05,0.00200596,0.00093535,0.000599674,0.000722337,0.000628274,5.01693e-05,-0.000133464,4.79626e-05,-5.05922e-06,0.000928446,-0.00296098,0.00110632,0.00557754,0.000222936,0.00198547,0.000956161,0.000308778,0.000776403,-7.41974e-05,0.00165227,0.000417438,0.000611433,0.0011776,0.0037211,0.00138922,-0.00584082,-0.0343112,-0.00132951,0.000136183,0.00117102
DFH,-0.349741,-0.00498912,-0.00113792,-0.00410711,-0.00183632,-0.00210393,-0.00108579,0.000124944,7.95664e-05,-0.0130178,-0.00247033,-0.00834491,-0.0748962,-0.000201124,4.37131e-05,-9.32037e-05,-0.000181393,-0.0040292,-0.0075306,-0.0117208,0.0,0.00209042,-0.0453804,-0.0077732,-0.000232398,0.000155251,-0.000232276,0.000155384,-7.81083e-06,-0.00121147,-5.72262e-05,-0.000406319,-0.00977202,-0.00438352,0.000450218,0.0022436,-1.19837e-05,0.000712203,-0.000475559,-0.000286005,0.00214344,-5.5666e-05,0.000399202,0.00068381,0.000207964,0.000677188,0.000709162,0.000165594,4.19189e-05,0.000304957,-0.00253904,0.000840634,0.00414458,-9.21396e-05,-2.05766e-05,0.000833703,0.000245802,0.00078819,-7.29689e-05,0.00149689,0.000443233,0.000649105,0.00112709,0.00282909,0.00132569,-0.00743987,-0.00118746,-0.000766517,0.000382943,0.00105925
DSM,-0.0834178,-0.00708315,-0.00176004,-0.00527321,-0.00127124,-0.0014539,-0.0228478,0.000158611,8.78312e-05,-0.000320427,-0.0204047,-0.000849495,-0.026885,-0.000236033,-4.00084e-05,-0.00101235,-0.00799692,-0.000409203,-0.00482359,-0.00761834,-0.00209042,0.0,-0.0107182,-0.00530248,6.90171e-06,0.00020446,-5.84581e-06,0.000143776,-3.7851e-05,0.000127833,-0.0015649,-0.0202517,-0.0203866,-0.00228939,0.000116124,0.00147741,-0.000681856,-0.000632418,-0.000590629,-0.000315126,0.00198038,0.000346434,0.000255862,0.000323241,2.14195e-06,-0.000286833,-0.000789119,-2.18379e-05,-4.51765e-05,0.000251735,-0.00306842,0.00739332,0.00482889,0.000161992,5.94768e-05,0.00038956,0.000244404,0.000767413,-9.08561e-05,0.00180764,0.000781514,0.00068422,0.00126088,0.0030808,0.001363,-0.0219944,-0.00998174,-0.00177649,0.000357027,0.00126607
DSP,-0.12256,-0.0480759,-0.00123591,-0.00840369,-0.0728132,-0.00960494,-0.00126943,0.095645,0.00106699,0.00104612,0.00187032,-0.000583843,-0.0120356,0.0184653,0.0754062,0.00859765,0.0144546,0.000771546,0.00723704,0.0700822,0.0453804,0.0107182,0.0,0.0102445,0.00480991,0.000353045,0.0354853,0.00231867,0.00274579,0.00131796,0.000570656,0.000729017,-0.00352565,-0.0102968,0.000828474,0.00258045,-0.00035626,0.000297112,-0.00057157,-0.000293399,0.00173935,0.000630733,0.000739989,0.000737962,0.00035006,0.000432308,0.000308434,0.000194513,3.88688e-05,0.000443513,-0.003325,0.0010483,0.00315048,0.000489954,0.000361832,0.00177307,0.000251998,0.000880418,-0.000128697,0.00153766,0.000320214,0.000638417,0.0011749,0.00260452,0.00136728,-0.00633099,-0.00420584,-0.000137982,0.000217984,0.00105252
DSR,-0.492461,-0.00647944,-0.0028419,-0.00835761,-0.00738474,-0.00061142,-0.00279128,0.000264422,6.29903e-05,0.000152665,-0.000748902,-0.000669263,-0.00960714,-0.000299603,5.50311e-05,-7.86124e-05,-0.00013096,-0.000284174,-0.000966461,0.00064534,0.0077732,0.00530248,-0.0102445,0.0,0.000229317,0.000330859,0.000102692,0.000599435,9.62778e-05,0.000731147,-0.00512808,-2.43763e-05,-0.0271849,-0.00202886,0.00047666,0.00521705,-0.00073759,0.0297634,-0.00066361,-0.000344856,0.00181303,0.00259728,0.00313468,0.00197189,0.0025493,0.00385941,0.00288336,0.00438487,0.000327824,0.000483591,-0.00288008,0.000948004,0.00243914,0.000274169,7.38834e-05,0.00104129,0.00016318,0.000798224,-0.000161812,0.00223016,0.000329998,0.000643497,0.00146782,0.0019265,0.0020742,-0.0370468,-0.00181312,-0.000532164,0.000141819,0.00134364
MSC,-0.0199317,-0.0116065,-0.000950194,-0.0129251,-0.00580596,-0.0103886,-0.00984045,-0.0105171,0.000134284,-0.00346279,-0.00766731,-0.00357667,-0.0432009,-0.000165903,-4.14193e-05,9.06739e-05,0.000125869,-0.00429525,-0.00092643,0.00213275,0.000232398,-6.90171e-06,-0.00480991,-0.000229317,0.0,0.000164222,-0.0421433,0.000118087,-9.48511e-05,0.000157505,9.07e-05,-0.00448501,-0.000263005,-0.0164119,0.000332396,-0.000336331,-0.000815219,-0.000335738,-1.68813e-06,-0.000358798,0.00182799,0.001608,0.000407932,0.000544024,4.15294e-05,-0.000291067,0.000478193,4.25131e-05,-7.04175e-05,0.000240197,-0.00334601,0.000165591,0.00148686,0.000169778,0.000451816,0.00188318,0.000288503,0.000874791,-0.000109378,0.00155833,0.000426211,0.000642368,0.00149444,0.00166969,0.00156628,-0.00378604,-0.00716982,-0.00237503,3.19356e-05,0.00164496
MSG,-0.0217803,-0.000253045,-0.00118337,-0.00038601,-3.86481e-05,-0.0650267,-0.000122627,2.46793e-05,-2.5938e-05,-0.000100974,-0.00036531,-0.000426564,-0.00545974,-0.000456073,-0.00031121,-0.000512408,-0.000665143,-0.000301877,-0.000740091,-0.000203053,-0.000155251,-0.00020446,-0.000353045,-0.000330859,-0.000164222,0.0,-0.000163065,3.50867e-05,-0.000190995,0.00247063,-0.000342108,-0.000393432,-0.000255034,-0.00018857,3.21904e-05,-0.000718019,-0.00110248,-0.00104509,-0.00102442,-0.000680585,-0.000126992,-0.000373212,0.000446588,8.93211e-05,-0.000662632,-0.000688869,-0.00137657,-0.000258707,-0.000271077,5.88357e-05,-0.00410708,-0.000141951,0.000141533,0.0660929,0.00991982,0.00246214,0.000823817,0.000983207,8.22265e-05,0.000716618,-0.000219168,0.000746332,0.000894217,0.00112772,0.000742622,-0.000514582,-0.000292606,-0.00426396,0.000445725,0.000565067
MSP,-0.0186548,-0.0481838,-0.000824292,-0.00696248,-0.033488,-0.104481,-0.000256469,0.000138335,0.000127675,8.01461e-05,-0.000240674,-0.000592598,-0.00790309,-0.000139401,-2.27938e-05,7.58124e-05,0.000103996,-0.000427378,-0.000582581,0.00267036,0.000232276,5.84581e-06,-0.0354853,-0.000102692,0.0421433,0.000163065,0.0,0.000117624,-7.03805e-05,0.000155871,5.22329e-05,-0.00142833,-0.000187339,-0.0158376,0.000294641,-0.000294153,-0.000709082,-0.000306124,-2.21047e-05,-0.000308415,0.00188941,0.00132355,0.000362988,0.000484104,7.4317e-05,-0.000246569,0.000357338,4.78678e-05,-4.90729e-05,0.000229722,-0.00294573,0.000171524,0.00305137,0.00016527,0.000392188,0.00224555,0.000340658,0.000921248,-6.30093e-05,0.00147926,0.000443219,0.000628162,0.00135572,0.00270229,0.00145233,-0.000449977,-0.000411104,-0.00205086,8.33881e-05,0.00148834
ENG,-1.92729,-0.00719786,-0.000937912,-0.0589286,-0.00433732,-0.00927346,-0.00686381,3.84009e-07,-9.29903e-05,-8.56784e-05,-0.00613301,-0.0105316,-0.121547,-0.000351898,-0.000184578,-0.00023591,-0.000360715,-0.0135951,-0.000397328,-0.000594995,-0.000155384,-0.000143776,-0.00231867,-0.000599435,-0.000118087,-3.50867e-05,-0.000117624,0.0,-0.000125567,0.000122246,-0.000377473,-0.000163946,-0.00576451,-0.0139542,-8.92236e-05,0.00537321,-0.000421837,-0.000427754,-0.000398298,-0.000338668,-8.99807e-05,-9.42855e-05,4.83118e-05,1.38698e-05,-0.00027169,-0.000303295,-0.000241597,-0.000231845,-0.000163421,-6.5514e-06,-0.00352601,-6.05375e-05,0.00277267,3.47813e-05,0.00179523,0.00549192,0.00132503,0.00124478,0.000183433,0.000294436,-0.000212015,0.000649244,0.000411995,0.00374623,0.000389811,-0.000962951,-0.000217677,-0.00131943,0.000392804,-5.4517e-05
SAR,-1.12752,-0.00306616,-0.000999188,-0.0282781,-0.00383448,-0.024906,-0.00458352,0.000163739,5.90032e-05,8.3682e-05,-0.00209409,-0.00523398,-0.039114,-0.000173951,4.16386e-05,-2.82217e-05,-0.000102953,-0.00404662,-0.000184542,-6.13902e-05,7.81083e-06,3.7851e-05,-0.00274579,-9.62778e-05,9.48511e-05,0.000190995,7.03805e-05,0.000125567,0.0,0.000289305,-0.000113744,9.604e-05,-0.0107161,-0.00225626,0.000101523,-0.000155071,-0.000230518,-0.000230026,-0.000162666,-6.03241e-05,0.00547175,-0.000140043,0.000151133,0.000266327,0.000646981,-2.26408e-05,-0.000355843,-3.75546e-05,4.23379e-05,0.000235899,-0.00327283,0.00035539,0.000278927,0.000229841,0.00207701,0.000896543,0.000151378,0.00084319,-0.000127901,0.00263572,0.00117576,0.000682392,0.00123922,0.000598769,0.00190173,-0.00287207,-4.79419e-05,0.000327318,0.000141595,0.00133702
