ESSESH,SB,MM,TUR,XIP,THU,LPL,MPL,SPL,HAK,HAK1,HAK2,HAK3,HAK4,MUL,MUL1,MUL2,MUL3,TRA,PAG,DFS,DFH,DSM,DSP,DSR,MSC,MSG,MSP,ENG,SAR,EPI,CEBH,CEBS,CEPH,CEPS,DNS,DNH,DRS,DRH,ARF,PWL,SUP,MbO,MbFF,MbDF,MbC,MbPAR,MbSCA,MbH,MbGRA,MbSF,MbPF,BO,EUP,ZG,ZL,ZM,ZS,PL,PB,MB,BB,PS,SG,DF,MA,ESH,ESS,DC,SPOM,BD
MB,-0.0399459,-0.00140147,-0.0086327,-0.00182287,-0.000461371,-0.00136811,-0.00130944,-0.000471076,-0.000245406,-0.000988745,-0.00157788,-0.00141912,-0.0117288,-0.00323037,-0.00332721,-0.00379795,-0.0065872,-0.00105299,-0.00630524,-0.00165227,-0.00149689,-0.00180764,-0.00153766,-0.00223016,-0.00155833,-0.000716618,-0.00147926,-0.000294436,-0.00263572,-0.000479454,-0.00315316,-0.00254331,-0.00193135,-0.00150305,-0.00121771,-0.00169864,-0.00249037,-0.00210376,-0.00312959,-0.00325904,-0.00301527,-0.00406514,-0.00484116,-0.00650345,-0.00339317,-0.00359946,-0.00351162,-0.0197287,-0.00542402,-0.00925475,-0.124446,-0.0098722,-0.000141839,-0.000434368,-0.00139205,-8.76315e-05,-0.00018489,0.0,-0.000326066,0.0,-0.000747249,0.0,0.0,0.0,0.0,-0.00240192,-0.0022901,-0.00311657,-0.00029312,-0.000776238
BB,-0.0192276,-0.000342356,-0.000903015,-0.000673147,7.43716e-05,-0.000315928,-0.000206197,6.79544e-05,0.000294142,-0.000243,-0.000420611,-0.000349224,-0.0043024,-0.00190698,-0.000492121,-0.000309387,-0.000488895,-3.32213e-05,-0.000579492,-0.000417438,-0.000443233,-0.000781514,-0.000320214,-0.000329998,-0.000426211,0.000219168,-0.000443219,0.000212015,-0.00117576,0.000180379,-0.000915165,-0.000673774,-0.000337622,-0.000297055,-0.000381097,-0.000454568,-0.000291466,-0.000362563,-0.000398439,-5.63242e-05,-0.0011906,-2.48731e-05,0.000212242,-1.37542e-05,-0.000174525,-0.000172041,-0.00025196,-0.00218689,-7.05349e-05,0.000303296,-0.00233825,-0.00184129,0.00033456,0.0003292,0.000118978,0.000325544,0.000206945,0.000715036,-1.80389e-07,0.000747249,0.0,0.000719899,0.00212563,0.000404386,0.00156863,-0.000359649,-0.000562485,-0.000300037,0.000144672,0.002824
PS,-0.0312841,-0.000687518,-0.00136328,-0.000853415,-0.000213666,-0.000707159,-0.000633634,-0.000467316,-0.00113537,-0.000872491,-0.000791128,-0.000860181,-0.00791166,-0.00106329,-0.000737274,-0.000642919,-0.00103934,-0.000770824,-0.000839536,-0.000611433,-0.000649105,-0.00068422,-0.000638417,-0.000643497,-0.000642368,-0.000746332,-0.000628162,-0.000649244,-0.000682392,-0.000800267,-0.000649988,-0.000652636,-0.000598568,-0.000637011,-0.000675146,-0.000712062,-0.000632934,-0.000703803,-0.000626668,-0.000613621,-0.000686819,-0.0005656,-0.00073787,-0.000435384,-0.000605488,-0.000615885,-0.000601519,-0.000893204,-0.000553928,-0.000667001,-0.00876104,-0.000575556,-0.000590076,-0.000796262,-0.00077757,-0.000392971,-0.00103944,0.0,-0.000880309,0.0,-0.000719899,0.0,0.0,0.0,0.0,-0.000662809,-0.000642603,-0.000640471,-0.000892859,-0.000708858
SG,-0.0355087,-0.001085,-0.00433148,-0.00133181,-0.000372119,-0.00104162,-0.00094428,-0.000511436,-0.000645375,-0.000945558,-0.00126071,-0.00117025,-0.00954153,-0.00254012,-0.00199054,-0.00200969,-0.00316296,-0.000881022,-0.00318061,-0.0011776,-0.00112709,-0.00126088,-0.0011749,-0.00146782,-0.00149444,-0.000894217,-0.00135572,-0.000411995,-0.00123922,-0.000821515,-0.0015227,-0.00139359,-0.00124394,-0.00118629,-0.00119774,-0.0012995,-0.00135756,-0.00132816,-0.00161853,-0.00163287,-0.00136764,-0.00225919,-0.000957221,-0.00278631,-0.00222414,-0.00221565,-0.00207001,-0.00444963,-0.00258414,-0.000735796,-0.0136981,-0.00159228,-0.000384782,-0.000948876,-0.000839417,-0.000221079,-0.000470866,0.0,-0.00083338,0.0,-0.00212563,0.0,0.0,0.0,0.0,-0.00148559,-0.00137202,-0.00156517,-0.000732298,-0.00221457
DF,-0.0978827,-0.00174971,-0.000892219,-0.00296131,-0.000791347,-0.0019284,-0.00455719,-0.00330042,-0.0200349,-0.0183422,-0.00361078,-0.00214191,-0.0339751,-0.00104662,-0.000420386,-0.000419887,-0.000746362,-0.00217136,-0.000849929,-0.0037211,-0.00282909,-0.0030808,-0.00260452,-0.0019265,-0.00166969,-0.00112772,-0.00270229,-0.00374623,-0.000598769,-0.0011076,-0.000490322,-0.001239,-0.00226052,-0.00157711,-0.000385326,-0.000455748,-0.00202083,-0.000467725,-0.00176656,-0.00176163,-0.000367293,-0.000460365,-0.000270361,-0.000242211,-0.000442888,-0.000435087,-0.000531902,-0.000508697,-0.000331477,-0.000229717,-0.00408723,-0.000326192,-0.0194133,-0.000857165,-0.000592638,-0.00390287,-0.000386991,0.0,-0.000373472,0.0,-0.000404386,0.0,0.0,0.0,0.0,-0.00135946,-0.00305884,-0.00107448,-0.000371054,-0.000406514
MA,-0.0399274,-0.00126648,-0.00750338,-0.00164391,-0.000418178,-0.00118318,-0.00107733,-0.00048891,-0.000496878,-0.00100972,-0.00136128,-0.00125517,-0.0104059,-0.00239477,-0.00227954,-0.00325164,-0.00405198,-0.000949504,-0.00441729,-0.00138922,-0.00132569,-0.001363,-0.00136728,-0.0020742,-0.00156628,-0.000742622,-0.00145233,-0.000389811,-0.00190173,-0.000992437,-0.00206988,-0.00187766,-0.00214899,-0.00132402,-0.00108215,-0.00258816,-0.00167774,-0.00227312,-0.00218764,-0.00211743,-0.00217181,-0.00311931,-0.000721513,-0.00425921,-0.00255331,-0.00273823,-0.00253245,-0.0458396,-0.0039266,-0.000558364,-0.0103624,-0.00132377,-0.000291266,-0.000788807,-0.000672091,-0.000174177,-0.000369022,0.0,-0.000651828,0.0,-0.00156863,0.0,0.0,0.0,0.0,-0.00205595,-0.00179796,-0.00219247,-0.000580114,-0.00163173
ESH,-0.0251457,-8.18317e-05,-0.00101389,-0.000327821,0.000427312,7.48755e-05,0.00438708,0.00875602,0.000180408,0.0268992,0.0390754,0.0404944,-0.00614146,0.0208465,0.0865119,0.012999,0.0239408,0.0101279,0.00914274,0.00584082,0.00743987,0.0219944,0.00633099,0.0370468,0.00378604,0.000514582,0.000449977,0.000962951,0.00287207,0.000980645,0.0152395,0.000147985,0.0300847,0.00525899,0.00176144,0.0203268,-0.000194197,0.0378042,-0.000711893,0.00244605,0.00191192,0.00482444,0.00228264,0.00141634,0.0010196,0.000467546,0.00167567,0.000483447,0.000134755,0.000703952,-0.00403539,0.00235302,0.00167622,0.000350782,0.000424843,0.000619713,0.000130634,0.000763269,-0.000251875,0.00240192,0.000359649,0.000662809,0.00148559,0.00135946,0.00205595,0.0,-0.0327705,0.00104409,4.67213e-05,0.00126663
ESS,-0.021748,-0.00629398,-0.000982015,-0.00845823,-0.0013664,-0.000491405,-1.14686e-05,0.000789515,0.000510845,0.00170242,0.0041308,0.00304221,0.0277918,0.0016542,0.0045506,0.00363909,0.00518016,0.000716184,-7.90654e-05,0.0343112,0.00118746,0.00998174,0.00420584,0.00181312,0.00716982,0.000292606,0.000411104,0.000217677,4.79419e-05,0.000236744,0.00931574,0.0420909,0.00168693,-0.0186665,0.00517914,0.00226758,0.00662707,0.00203471,-0.000153462,-0.000267826,0.00271834,0.00340828,0.000875501,0.00101606,0.00069093,-0.000102271,-7.90854e-05,7.98277e-05,-4.27761e-06,0.000452549,-0.00378776,0.00149439,0.0045926,0.000190681,0.000709466,0.000648508,0.00020087,0.000777988,-0.000187478,0.0022901,0.000562485,0.000642603,0.00137202,0.00305884,0.00179796,0.0327705,0.0,-0.00089042,1.39123e-05,0.00128736
DC,-0.14554,0.000658177,-0.00561049,-0.000457187,0.00269732,0.000932381,0.00223078,0.00297612,7.74004e-05,0.0024846,-0.000138736,-0.000719221,-0.0339753,-0.00242504,0.00151563,-0.00141017,-0.000986846,0.000493713,-0.00281205,0.00132951,0.000766517,0.00177649,0.000137982,0.000532164,0.00237503,0.00426396,0.00205086,0.00131943,-0.000327318,0.0015994,-0.000431034,-0.000998155,0.000215791,0.00114747,0.00209903,-0.00462546,-0.00939427,-0.008218,-0.00804613,-0.00451053,0.000913048,-0.00731533,0.00306099,0.00328276,-0.00395742,-0.00434489,-0.0118196,0.00248252,0.000358026,0.0036724,-0.00199869,0.000130792,0.00122672,0.0009741,0.000527404,0.000600809,0.000159909,0.000738875,-0.000151503,0.00311657,0.000300037,0.000640471,0.00156517,0.00107448,0.00219247,-0.00104409,0.00089042,0.0,0.000113781,0.00101316
SPOM,-0.0262773,-0.000402671,-0.000613579,-0.000578446,0.000113975,-0.000347156,-0.000217997,-0.000223322,-0.000770307,-0.000345521,-0.000418913,-0.000538497,-0.00726822,-0.000427311,-9.48901e-05,-0.000148094,-0.00037881,-0.00039518,-0.000266906,-0.000136183,-0.000382943,-0.000357027,-0.000217984,-0.000141819,-3.19356e-05,-0.000445725,-8.33881e-05,-0.000392804,-0.000141595,-0.000398541,-5.29586e-05,2.69299e-05,-0.000135907,-0.000176201,-0.000231134,-0.000356937,-9.01572e-05,-0.000254587,-4.3201e-05,-0.000314334,-0.000187942,4.62874e-05,-0.000514408,0.000120015,2.49688e-05,-0.000117827,-5.48915e-05,-3.92287e-05,-1.00743e-05,-0.000430774,-0.0136916,-0.00014835,-0.000107908,-0.000355743,-0.00048104,-7.02214e-05,-0.000646708,0.000908232,-0.00154781,0.00029312,-0.000144672,0.000892859,0.000732298,0.000371054,0.000580114,-4.67213e-05,-1.39123e-05,-0.000113781,0.0,-7.69272e-06
BD,-0.0408435,-0.00105863,-0.00422211,-0.00141914,-0.000169206,-0.000949433,-0.000774156,-0.000238082,-6.72453e-05,-0.000839529,-0.00122164,-0.00107041,-0.0102357,-0.00290217,-0.00204293,-0.00151117,-0.00259296,-0.000579918,-0.0024656,-0.00117102,-0.00105925,-0.00126607,-0.00105252,-0.00134364,-0.00164496,-0.000565067,-0.00148834,5.4517e-05,-0.00133702,-0.000435066,-0.00159435,-0.00125398,-0.00106508,-0.00108879,-0.00114245,-0.00125395,-0.0011496,-0.00126035,-0.00135688,-0.00112371,-0.00130964,-0.00184143,-0.000701199,-0.00139416,-0.00201171,-0.00181855,-0.00186548,-0.00367179,-0.00191349,-0.000309233,-0.0145671,-0.00163266,2.74598e-06,-0.000602132,-0.000592041,0.000286644,8.40389e-05,0.000702703,-0.000242541,0.000776238,-0.002824,0.000708858,0.00221457,0.000406514,0.00163173,-0.00126663,-0.00128736,-0.00101316,7.69272e-06,0.0
