CUT3,SB,MM,TUR,XIP,THU,LPL,MPL,SPL,HAK,HAK1,HAK2,HAK3,HAK4,MUL,MUL1,MUL2,MUL3,TRA,PAG,DFS,DFH,DSM,DSP,DSR,MSC,MSG,MSP,ENG,SAR,EPI,CEBH,CEBS,CEPH,CEPS,DNS,DNH,DRS,DRH,ARF,PWL,SUP,MbO,MbFF,MbDF,MbC,MbPAR,MbSCA,MbH,MbGRA,MbSF,MbPF,BO,EUP,ZG,ZL,ZM,ZS,PB,BB,PS,DF,PL,MB,SG,MA,Bathyrajabrachyurops,Dalatiaslicha,Dipturusoxyrinchus,Etmopterusspinax,Galeusmelastomus,Myliobatisaquila,RSHC1,RSSC1,Rajaasterias,Rajamiraletus,Rajapolystigma,SSHC1,SSSC1,Scyliorhinuscanicula,Torpedomarmorata,Torpedotorpedo,DC,SPOM,BD
EPI,-0.154072,-0.00225229,-0.000822677,-0.000793874,-0.000118703,-0.0007977,-0.000217588,-2.29487e-05,-7.36443e-05,-0.00233364,-0.000663452,-0.000824856,-0.00847928,-0.000391104,-0.000281907,-0.000271993,-0.000644729,-0.000645809,-0.000508597,-0.000307794,0.00121152,-0.000128208,-0.0013186,-0.000733163,-0.000157418,-0.00247083,-0.000155859,-0.000122236,-0.000289348,0.0,-0.00044429,-0.000189097,-0.000442252,-0.000912554,-0.00065356,-0.00033322,-0.000541572,-0.000457402,-0.000574771,-0.000787347,0.000261893,-0.000402206,-6.78136e-05,1.13115e-05,-0.00030273,-0.000347436,-0.000600508,-0.00030921,-0.000190207,9.84597e-06,-0.00465802,-0.000107261,0.00047351,-0.000299539,-0.00280089,0.00186624,0.000425587,-7.01709e-05,-0.000180368,0.000800337,0.00110771,0.00094959,0.000479506,0.000821593,0.000992533,-0.00278867,-0.00767138,-0.00128388,-0.00323963,-0.000333632,-0.00584251,-0.000396957,-0.00309599,-0.00221261,-0.000276061,-0.0176287,-0.00304593,-0.000489213,-0.000472804,-0.00244529,-0.0367765,-0.0016018,0.000398601,0.000435137
CEBH,-0.0236548,-0.00569106,-0.000713773,-0.0184087,-0.00114424,-0.00128247,-0.00155413,0.000251178,8.99751e-05,-0.000101363,-0.00334225,-0.00260214,-0.0445861,-0.000240919,0.000135931,-1.64802e-05,-7.19522e-05,-0.00147495,-0.0247704,-0.0066062,5.84175e-05,0.00156565,-0.000570202,0.00512682,-8.92002e-05,0.000342973,-5.11757e-05,0.000378081,0.000114786,0.00044429,0.0,0.0005069,0.00970991,-0.00897122,0.000448351,0.00454591,-0.000437677,0.00963709,-0.000428029,-0.000185859,0.00385187,0.00268371,0.00147543,0.000943523,0.00168474,0.000284254,0.00471848,0.00051039,0.000207092,0.0004463,-0.00265526,0.00986373,0.000470594,0.000237228,8.38933e-05,0.000269818,7.6047e-05,-0.000169922,0.000916459,0.000650136,0.000490542,0.000714978,0.00315386,0.00152305,0.00207034,-0.0217162,-0.0564252,-0.0466596,-0.0132989,-0.00207412,-0.0126218,-0.00216584,-0.00910227,-0.00475957,-0.000645142,-0.0629145,-0.050542,-0.024296,-0.0185655,-0.13709,-0.403141,0.000439079,5.40357e-05,0.00159581
CEBS,-0.0226412,-0.0065696,-0.00096019,-0.00755583,-0.000276214,-0.00629712,-0.00332861,0.000300928,1.76761e-05,0.000184111,-0.000144611,-0.000339776,-0.0104197,-0.000410534,9.42835e-05,5.69931e-05,2.75659e-05,-4.58544e-05,-0.0210819,-0.00339681,0.000406002,0.0202554,-0.000730868,1.90888e-05,0.00448608,0.000393449,0.00142848,0.000163897,-9.63334e-05,0.000189097,-0.0005069,0.0,-4.31509e-05,-0.00503498,0.00254186,-3.40317e-05,0.0287276,-0.000652493,-0.00056875,-0.000345684,0.00346587,0.00159028,0.000858494,0.001048,0.00134611,-2.64213e-05,0.00163147,0.00018685,8.9974e-05,0.000484668,-0.00419502,0.00228598,0.00160126,0.000135489,0.000423106,0.000419889,6.8634e-05,-0.000266746,0.000673791,0.000652797,0.00123935,0.000754861,0.00254395,0.00139394,0.00187815,-0.0039402,-0.91201,-0.00400366,-0.862128,-0.0711603,-0.0100335,-0.000425042,-0.00543673,-0.00345389,-0.000143182,-0.0295555,-0.000102736,-0.0511812,-2.22268e-05,-0.00210328,-0.00334633,0.000990478,-2.70884e-05,0.00125416
CEPH,-0.0247693,-0.13908,-0.0480352,-0.143883,-0.00263669,-0.00947328,-0.039582,0.000547766,0.000163854,0.000151085,-0.0134937,-0.010057,-0.0882417,5.29531e-05,0.000448523,0.00152091,0.00106352,0.00129282,0.000649703,0.00879224,0.00977423,0.0203903,0.00352577,0.0271871,0.000263565,0.000255359,0.000187708,0.00576583,0.0107185,0.000442252,-0.00970991,4.31509e-05,0.0,-0.0206361,0.000254873,0.000841591,-0.000513199,0.000772899,-0.000508154,-1.29616e-05,0.00178704,0.0016526,0.000790069,0.00184372,0.000993548,0.000675983,0.0245026,0.00212164,0.000446999,0.000577074,0.000102882,0.00120114,0.00312337,0.000191292,0.000370943,0.000852988,0.000389201,-8.45836e-05,0.000338044,0.000598689,0.00226101,0.0007091,0.00193175,0.0012442,0.00214944,-0.00605919,-0.0697526,-0.00390039,-0.0213582,-0.00441343,-0.00801749,-0.00699668,-0.0042538,-0.00309812,-0.0002176,-0.024487,-0.0131138,-0.00759714,-0.215246,-0.0175657,-0.0349756,-0.000216189,0.000136283,0.00106566
CEPS,-0.018105,-0.192563,-0.000877533,-0.254399,-0.0507601,-0.0141085,-0.0097617,0.00262275,0.000603082,0.000517923,-0.0049862,-0.0138784,-0.130984,0.00108131,0.00113945,0.00382641,0.00511167,-0.0112499,-0.000951709,0.0317239,0.00439736,0.00230617,0.0103038,0.00204932,0.0164756,0.000189166,0.0158794,0.01399,0.00226272,0.000912554,0.00897122,0.00503498,0.0206361,0.0,0.00595546,0.00112356,0.0029135,0.000263861,-0.000341712,-0.00027532,0.00161291,0.000712824,0.000425639,0.000575676,0.000306744,-0.00017748,0.000668952,2.62315e-05,-4.35312e-05,0.000383835,-0.00343725,0.00113398,0.00156038,0.00036002,0.00332013,0.00151862,0.000356888,-7.58496e-05,0.00029909,0.000638802,0.00158817,0.000826009,0.00150479,0.00118861,0.00132594,-0.00638252,0.00710353,-0.00887411,0.0312464,0.0307224,-0.00845893,-0.0161395,-0.00515597,-0.00342882,-0.000314867,-0.0250975,-0.00119,0.0159624,-8.03154e-05,-0.00478176,-0.0148266,-0.00115207,0.000177798,0.00109227
DNS,-0.0183242,-0.003545,-0.000870663,-0.00290747,-0.000878981,-0.00112808,-0.000421323,3.74091e-05,4.54015e-05,-0.00492079,-0.0179254,-0.0203104,-0.0243679,-0.000316579,-0.000149171,-0.00088633,-0.0273702,-0.00193822,-0.00478484,-0.00403082,-0.000450466,-0.000116706,-0.000829271,-0.000479311,-0.000332409,-3.22114e-05,-0.000294739,8.92071e-05,-0.000101644,0.00065356,-0.000448351,-0.00254186,-0.000254873,-0.00595546,0.0,7.29994e-05,-0.00383893,-0.000126051,-0.00259665,-0.00505862,0.000625663,-0.000528939,0.000270823,0.000538739,-5.39344e-05,-0.000387232,-0.000717969,-0.000154039,-0.000125409,0.00115104,-0.00353582,0.00248451,0.000231444,0.000427075,0.00755583,0.00035026,0.000216475,-7.34318e-05,0.000381089,0.000675232,0.000385401,0.000739473,0.00121787,0.0011979,0.0010823,-0.00418087,-0.0737618,-0.0113957,-0.0375711,-0.0121026,-0.00829467,-0.00330022,-0.00528684,-0.00311141,-0.000423302,-0.0250577,-0.000613984,-0.00360927,-0.00434387,-0.00247713,-0.00951767,-0.00210438,0.000231111,0.00114255
DNH,-0.109125,-0.00103371,-0.000326623,-0.00351289,-0.000124621,-0.00236226,-0.00411497,0.000498221,0.000102283,4.39132e-05,-0.00293183,-0.00479996,-0.0604175,-0.00016512,0.000494028,-0.0948483,-0.0153115,-0.00566916,-0.00555898,-0.00279499,-0.00224454,-0.00147919,-0.00258261,-0.00522498,0.000336402,0.00071805,0.000293983,-0.00537366,0.000154672,0.00033322,-0.00454591,3.40317e-05,-0.000841591,-0.00112356,-7.29994e-05,0.0,-0.000620418,-0.000128322,-3.45046e-05,-8.97874e-06,0.00170536,0.00144025,0.000929607,0.000878105,0.000915284,0.000449942,0.00988205,0.00113253,0.000485044,0.000722572,-0.00118704,0.00319297,0.000424588,0.000278819,0.000142104,0.000283234,0.000164534,-9.47436e-05,0.000454404,0.000712275,0.000455945,0.000783456,0.00169917,0.0012999,0.00258895,-0.0820418,-0.0148149,-0.0320927,-0.00580202,-7.20342e-05,-0.126466,-0.028839,-0.0063239,-0.0776714,-0.0304173,-2.8728,-0.0117087,-0.00137019,-0.00565081,-0.0224775,-0.0211127,0.00461961,0.000356748,0.00125404
DRS,-0.0168809,-0.00136809,-6.71107e-05,-0.00196851,0.000488446,-0.000498288,0.000291792,0.000806788,5.16392e-05,0.000631067,-1.8811e-06,-0.00072577,-0.0107694,-0.000229757,0.000845311,0.000547521,0.000575216,0.000122586,-0.00223898,-0.000590347,1.18505e-05,0.000680376,0.000355052,0.000728895,0.000816031,0.00110307,0.00070949,0.000422036,0.000230523,0.000541572,0.000437677,-0.0287276,0.000513199,-0.0029135,0.00383893,0.000620418,0.0,9.08399e-05,-0.000288144,-0.00536574,0.0013507,0.00259576,0.00242998,0.00286859,0.00291888,0.000749646,-0.000154026,0.000607995,0.000620593,0.00107584,-0.00260511,0.00512971,0.00294647,0.000360942,0.00123924,0.000512807,0.000216814,-0.000111198,0.000291699,0.000633215,0.00202179,0.000756546,0.00249151,0.00135818,0.00167852,-0.00189691,-0.230995,-0.00554378,-0.118595,-0.0101269,-0.0057029,-0.000321672,-0.00313365,-0.00130403,0.000988368,-0.0210934,-0.000889183,-0.00908303,0.000767199,-0.0004828,-0.00174041,0.00939549,9.02937e-05,0.00115024
DRH,-0.0336956,-0.00115353,-0.119452,-0.00100019,0.000433395,0.000227215,-0.00018299,0.000675599,8.2472e-05,0.000447854,-6.56627e-05,-0.011375,-0.00682918,-0.000206907,0.000783589,0.000550975,0.000432562,0.000535166,-0.0038004,0.000109802,-0.00071374,0.000629794,-0.000300025,-0.0297799,0.000335296,0.00104485,0.000305392,0.000427394,0.000228892,0.000457402,-0.00963709,0.000652493,-0.000772899,-0.000263861,0.000126051,0.000128322,-9.08399e-05,0.0,0.000137022,0.000145555,0.00199495,0.00191818,0.00600686,0.00101456,0.000803774,0.00037993,-0.000281847,0.000511314,0.000464583,0.000921221,-0.00271692,0.00123973,0.000429002,0.000333007,0.000149839,0.000292872,9.60365e-05,-0.000142615,0.000361704,0.000704097,0.000468003,0.000793222,0.00210467,0.00132873,0.00227411,-0.0911854,-0.0209165,-0.0180126,-0.00690135,-0.00018531,-0.14439,-0.0292436,-0.00477955,-0.821951,-0.0670756,-0.532104,-0.034359,-0.00174389,-0.000952912,-0.00737735,-0.0219985,0.00820533,0.000253697,0.00125989
ARF,-0.0186256,0.000173025,-0.000326865,-0.000100814,0.00071945,0.000366263,0.000617897,0.000604864,4.15295e-05,0.000597324,-0.0033274,0.000215331,-0.00499741,-0.000324755,0.000713921,0.00046644,0.000464263,0.000594418,0.000209278,0.000504521,0.000475505,0.000589164,0.000570528,0.000655047,2.39088e-06,0.001025,2.24257e-05,0.000398504,0.000162667,0.000574771,0.000428029,0.00056875,0.000508154,0.000341712,0.00259665,3.45046e-05,0.000288144,-0.000137022,0.0,8.57008e-05,0.00214792,0.0108521,0.00231097,0.00187234,0.00180579,0.000855615,-0.000461155,0.000474086,0.000469216,0.000971197,-0.00346518,0.00418227,0.00238752,0.000378826,0.00202647,0.000655908,0.000154669,-0.00017347,0.000398746,0.00062695,0.00176742,0.000734692,0.00313102,0.00161928,0.00218866,-0.0038559,-0.00762164,-0.0116817,-0.00352725,0.000742556,-0.00772958,0.000458106,-0.00483441,-0.00209757,0.000770549,-0.0248595,0.000709571,0.000474383,0.000862503,-0.000842325,-0.00173586,0.00804602,4.33399e-05,0.00135765
PWL,-0.0139729,-0.000382138,-0.00050817,-0.000216118,0.000184811,-0.00297591,-0.00036766,0.000505911,0.000137075,0.000404936,-0.0157659,-0.0231615,-0.182834,-0.000337825,0.000337781,0.000209145,0.000181047,-0.00805392,-1.85334e-05,4.28735e-05,0.000285956,0.000314098,0.000292645,0.000339021,0.00035928,0.000680904,0.000308637,0.000338798,6.03404e-05,0.000787347,0.000185859,0.000345684,1.29616e-05,0.00027532,0.00505862,8.97874e-06,0.00536574,-0.000145555,-8.57008e-05,0.0,0.000944286,0.00849368,0.00606642,0.00385121,0.00721608,0.00137866,-0.00038799,0.000263447,0.000552862,0.000931829,-0.00240168,0.00217277,0.0023422,0.000500803,0.00606115,0.000835921,0.000341812,8.83432e-05,5.64902e-05,0.00061381,0.00176223,0.000724867,0.00326006,0.00163339,0.0021181,-0.00373752,-0.00633726,-0.00150711,-0.00253231,0.000510374,-0.00638711,-0.00750265,-0.00327709,-0.00202257,0.000412829,-0.0194034,-0.00169702,0.000118527,0.000218474,-0.00184946,-0.00837359,0.00450963,0.000314518,0.00112422
SUP,-0.0614995,-0.00133261,-0.00286874,-0.0024293,-0.000324118,-0.00156893,-0.00109814,-0.000224471,0.000118423,-0.00132584,-0.00125304,-0.00114547,-0.012151,-0.00202756,-0.0022362,-0.00104373,-0.00095884,-0.000654353,-0.00156113,-0.00200708,-0.00214392,-0.0019813,-0.00174038,-0.00181656,-0.00182811,0.00012704,-0.00188965,8.9995e-05,-0.00547254,-0.000261893,-0.00385187,-0.00346587,-0.00178704,-0.00161291,-0.000625663,-0.00170536,-0.0013507,-0.00199495,-0.00214792,-0.000944286,0.0,-0.000566955,0.000161575,0.000176872,0.000415868,-0.000335991,-0.00090506,-0.000320813,-0.000153329,0.000275829,-0.00338427,0.000260892,0.00031121,4.48594e-05,-2.521e-05,0.000234333,0.000117593,-6.71934e-05,0.00119078,0.000686917,0.000367377,0.000775168,0.00301571,0.00136784,0.00217214,-0.0123902,-0.05058,-0.00641503,-0.0213417,-0.00252399,-0.0128289,-0.00164745,-0.00507451,-0.00870882,-0.00229862,-0.0626286,-0.00221566,-0.00523447,-0.00228661,-0.0114371,-0.01431,-0.000917425,0.000187973,0.00130985
MbO,-0.024699,-0.00081178,-0.0123326,-0.00136184,0.00032556,-0.000764489,-0.000798213,0.000229043,0.000108835,0.000394173,-0.00232807,-0.000821455,-0.0155019,-0.00263348,-0.00212503,-0.00286273,-0.00618334,-0.000402283,-0.0059981,-0.000937045,5.52704e-05,-0.000348201,-0.000632316,-0.00260631,-0.00160783,0.000373482,-0.00132368,9.43297e-05,0.000139809,0.000402206,-0.00268371,-0.00159028,-0.0016526,-0.000712824,0.000528939,-0.00144025,-0.00259576,-0.00191818,-0.0108521,-0.00849368,0.000566955,0.0,0.0036914,0.00348185,0.00169176,-0.00211258,-0.00466702,0.000557881,-0.00404171,0.000972463,-0.00296567,-0.00248181,0.000415037,0.000332801,0.000100267,0.000275762,7.53449e-05,-0.000169475,2.47726e-05,0.000565818,0.00046062,0.000586174,0.00406672,0.00226007,0.00312054,-0.0257432,-0.0255921,-0.0304978,-0.0144305,-0.000687518,-0.187535,-0.00593975,-0.142838,-0.0168051,-0.00869502,-0.172759,-0.00205931,-0.00128834,-0.00199946,-0.00804337,-0.0106933,0.0073123,-4.6418e-05,0.00184204
MbFF,-0.0211865,-0.000469699,-0.0285924,-0.000787158,-5.68052e-05,-0.00051294,-0.00287397,-0.00092747,2.39925e-05,-0.000134086,-0.000734347,-0.000801235,-0.00729914,-0.00103761,-0.00921362,-0.00301942,-0.0230076,-0.00039488,-0.0031192,-0.000600242,-0.000399405,-0.000256351,-0.000740594,-0.00313738,-0.00040796,-0.000446652,-0.00036308,-4.83366e-05,-0.000151242,6.78136e-05,-0.00147543,-0.000858494,-0.000790069,-0.000425639,-0.000270823,-0.000929607,-0.00242998,-0.00600686,-0.00231097,-0.00606642,-0.000161575,-0.0036914,0.0,4.24854e-05,-0.00416632,-0.00231927,-0.0065221,-0.000239161,-0.00616432,8.06067e-05,-0.00363525,-0.000395832,0.000133457,7.03392e-05,1.99585e-05,0.000205911,6.83249e-05,-0.000166724,-0.000212313,0.000737936,0.000270407,0.00082601,0.0048416,0.000957312,0.000721588,-0.0104196,-0.012194,-0.00508203,-0.00605037,-0.000565175,-0.0561258,-0.0026174,-0.0190615,-0.0189481,-0.00292891,-0.0667221,-0.00209432,-0.000914501,-0.00117208,-0.00442039,-0.00970643,-0.00306634,0.000514405,0.000701216
MbDF,-0.0219056,-0.000720738,-0.0067864,-0.000886132,-5.80681e-05,-0.000453831,-0.000396761,-7.31787e-05,2.04393e-05,-0.000244915,-0.000808115,-0.000759144,-0.00738704,-0.00141608,-0.00307567,-0.00808328,-0.0116496,-0.000454949,-0.0147198,-0.000722854,-0.000684018,-0.00032366,-0.000738485,-0.00197404,-0.000544055,-8.93358e-05,-0.00048419,-1.38819e-05,-0.000266421,-1.13115e-05,-0.000943523,-0.001048,-0.00184372,-0.000575676,-0.000538739,-0.000878105,-0.00286859,-0.00101456,-0.00187234,-0.00385121,-0.000176872,-0.00348185,-4.24854e-05,0.0,-0.0070445,-0.00794602,-0.00621026,-0.000302156,-0.00575558,3.70792e-05,-0.00396594,-0.000361564,0.000126209,4.34652e-05,-8.53783e-05,0.000129536,-1.05497e-05,-0.00023551,1.37215e-05,0.000435419,0.000242248,0.000432864,0.00650395,0.00278653,0.00425955,-0.00659386,-0.0139616,-0.00531772,-0.00692391,-0.000742956,-0.0266815,-0.00144736,-0.0180353,-0.00586865,-0.00162697,-0.043734,-0.00155779,-0.00124499,-0.00151466,-0.0036867,-0.00629858,-0.00328825,-0.000120053,0.00139424
MbC,-0.0278371,-0.000436873,-0.0058722,-0.000844108,0.00040719,-0.000138404,9.38971e-05,0.000441204,0.000129075,0.000193693,-0.000542495,-0.000469997,-0.00923324,-0.0134232,-0.0103685,-0.00926069,-0.0272305,6.70578e-05,-0.0220731,-0.000629785,-0.000208209,-3.4542e-06,-0.000351234,-0.00255669,-4.11279e-05,0.000662929,-7.4202e-05,0.000271791,-0.000647147,0.00030273,-0.00168474,-0.00134611,-0.000993548,-0.000306744,5.39344e-05,-0.000915284,-0.00291888,-0.000803774,-0.00180579,-0.00721608,-0.000415868,-0.00169176,0.00416632,0.0070445,0.0,0.00781444,-0.00421182,0.00334382,0.00155209,0.00408356,-0.00244563,0.00180161,0.000378929,0.000298289,7.64221e-05,0.000276422,8.71224e-05,-0.000162532,0.000174632,0.000605683,0.000443096,0.000621531,0.00339427,0.00222486,0.00255416,-0.00847938,-0.0211517,-0.00567113,-0.0106336,-0.000302524,-0.0326134,-0.0012406,-0.0209044,-0.00927131,-0.00132888,-0.0610591,-0.00105615,-0.00109424,-0.000646271,-0.00455897,-0.0109712,0.00395382,-2.49329e-05,0.00201242
MbPAR,-0.0229693,-9.12003e-05,-0.0112326,-0.000340373,0.000480105,-7.34257e-05,0.000340079,0.000500898,0.000127553,0.000279392,-7.24401e-05,-7.29464e-05,-0.00596929,-0.00215322,-0.0138515,-0.00132389,-0.0158544,0.000278939,-0.00460855,-5.14533e-05,-0.000677434,0.000285676,-0.000433384,-0.00386676,0.00029158,0.000689246,0.000246795,0.000303442,2.26165e-05,0.000347436,-0.000284254,2.64213e-05,-0.000675983,0.00017748,0.000387232,-0.000449942,-0.000749646,-0.00037993,-0.000855615,-0.00137866,0.000335991,0.00211258,0.00231927,0.00794602,-0.00781444,0.0,-0.00247362,0.0619176,0.00188411,0.00458353,0.104976,0.00082704,0.000368591,0.000305467,0.000102808,0.000284911,0.000102132,-0.000142991,0.000172197,0.000616131,0.000435324,0.000630885,0.00360091,0.00221655,0.00273934,-0.00563806,-0.00922675,-0.00298799,-0.0042904,0.000410669,-0.0207324,-0.000553709,-0.0124645,-0.00808603,-0.000448924,-0.0421523,-0.000726936,-5.29587e-05,-0.000418727,-0.00248017,-0.00943751,0.00434306,0.000117953,0.00181938
MbSCA,-0.0257381,-0.0038571,-0.00658833,-0.0044812,0.000653523,-1.89185e-05,-0.000595063,0.000677536,0.000146419,0.000609369,-0.00025059,-0.000225554,-0.0114673,-0.000216456,-0.00908425,-0.00449865,-0.011114,0.000219585,-0.0611402,0.000131554,-0.000709316,0.000787472,-0.000309854,-0.00289441,-0.000477262,0.00137745,-0.000356874,0.000241894,0.000355941,0.000600508,-0.00471848,-0.00163147,-0.0245026,-0.000668952,0.000717969,-0.00988205,0.000154026,0.000281847,0.000461155,0.00038799,0.00090506,0.00466702,0.0065221,0.00621026,0.00421182,0.00247362,0.0,0.0412346,0.00314426,0.00376544,0.0678945,0.000963001,0.000523474,0.000457044,0.000197074,0.000332715,0.000120174,-0.000115056,0.000252242,0.00060184,0.000532286,0.000633845,0.00351351,0.00207113,0.00253383,-0.0105103,-0.0213123,-0.00297727,-0.0141218,-0.000110361,-0.0143197,-0.00128508,-0.00255701,-0.00900195,-0.000622413,-0.183846,-0.00236396,-0.00062612,-0.00581575,-0.00524148,-0.0162651,0.0118235,5.50594e-05,0.00186665
MbH,-0.0198765,-0.000448566,-0.038689,-0.000633023,0.000186815,-8.87087e-05,-2.52907e-05,0.000182757,0.000344342,7.28626e-05,-0.000207599,-0.00023903,-0.00496992,-0.000403872,-0.0014208,-0.00085291,-0.0022911,-5.60957e-05,-0.00586077,-4.87733e-05,-0.000165794,2.10931e-05,-0.000195211,-0.00438938,-4.23999e-05,0.000258742,-4.78903e-05,0.000231853,3.74688e-05,0.00030921,-0.00051039,-0.00018685,-0.00212164,-2.62315e-05,0.000154039,-0.00113253,-0.000607995,-0.000511314,-0.000474086,-0.000263447,0.000320813,-0.000557881,0.000239161,0.000302156,-0.00334382,-0.0619176,-0.0412346,0.0,-0.0434389,0.000355601,-0.00339898,0.000279461,0.000412315,0.000416258,0.000121072,0.000387383,0.000222749,-5.86199e-05,0.00218706,0.000893282,0.000508779,0.000886106,0.0197304,0.00445001,0.0458435,-0.00401315,-0.00779933,-0.00156359,-0.00391919,-2.63835e-05,-0.00926334,-0.000443725,-0.00463441,-0.00358862,-0.000369182,-0.0364764,-0.0009415,-0.000293543,-0.000591226,-0.00199507,-0.00360825,-0.00248725,3.92234e-05,0.0036721
MbGRA,-0.0153408,-0.000130227,-3.33585,-0.000278375,0.00023499,-7.20256e-06,0.000101722,0.000206544,0.000136047,0.000110064,-0.000121258,-0.000148819,-0.00397099,-0.00094396,-0.000819835,-0.00073695,-0.00203427,2.41959e-05,-0.00259189,4.33674e-06,-4.20614e-05,4.4505e-05,-3.94534e-05,-0.000331281,7.05828e-05,0.000271167,4.91018e-05,0.000163457,-4.23996e-05,0.000190207,-0.000207092,-8.9974e-05,-0.000446999,4.35312e-05,0.000125409,-0.000485044,-0.000620593,-0.000464583,-0.000469216,-0.000552862,0.000153329,0.00404171,0.00616432,0.00575558,-0.00155209,-0.00188411,-0.00314426,0.0434389,0.0,0.0030679,0.0724043,0.000662146,0.000254253,0.000216185,4.02417e-05,0.000223446,8.67564e-05,-0.000123159,7.0567e-05,0.000554045,0.000331581,0.000561954,0.00542516,0.00258469,0.00392743,-0.00288183,-0.00610005,-0.00129434,-0.00289076,9.72209e-05,-0.00811873,-0.000238462,-0.0044117,-0.00276628,-0.000199494,-0.023942,-0.000124358,-0.000149261,-7.51368e-05,-0.00144506,-0.00236501,-0.000361833,1.00941e-05,0.00191392
MbSF,-0.0202201,-0.000659953,-0.00359415,-0.000592642,-0.000167825,-0.00202531,-0.000619733,-1.72359e-05,-5.88817e-05,-0.000217772,-0.00260333,-0.00412678,-0.0452242,-0.000933618,-0.000770153,-0.000836136,-0.00203588,-0.0048151,-0.00179657,-0.000929024,-0.000305098,-0.000252133,-0.000443951,-0.0004854,-0.000240182,-5.88426e-05,-0.000229768,6.54446e-06,-0.000235983,-9.84597e-06,-0.0004463,-0.000484668,-0.000577074,-0.000383835,-0.00115104,-0.000722572,-0.00107584,-0.000921221,-0.000971197,-0.000931829,-0.000275829,-0.000972463,-8.06067e-05,-3.70792e-05,-0.00408356,-0.00458353,-0.00376544,-0.000355601,-0.0030679,0.0,-0.00429237,-0.000215087,7.40145e-05,-2.04182e-05,-4.80349e-05,0.000151132,2.04654e-06,-0.000246407,-0.000303348,0.000667057,0.000229755,0.000755747,0.00925552,0.000735863,0.00055842,-0.00466232,-0.00871738,-0.00216016,-0.00421232,-0.00047962,-0.0101922,-0.00103025,-0.00564246,-0.00393063,-0.00070859,-0.028159,-0.000575235,-0.000625568,-0.000554533,-0.00233888,-0.00409811,-0.00367821,0.000430787,0.000309238
MbPF,-0.0147425,0.00152697,-0.0636088,0.000851683,0.00295404,0.00264193,0.00315818,0.00293003,0.0035219,0.00289732,0.00229625,0.00227614,-0.00280651,0.00337748,0.00176272,0.0024414,0.00159716,0.00330754,-0.00564904,0.00295516,0.00253825,0.00306289,0.00332085,0.00285097,0.0033478,0.00410796,0.00294629,0.00352654,0.00327281,0.00465802,0.00265526,0.00419502,-0.000102882,0.00343725,0.00353582,0.00118704,0.00260511,0.00271692,0.00346518,0.00240168,0.00338427,0.00296567,0.00363525,0.00396594,0.00244563,-0.104976,-0.0678945,0.00339898,-0.0724043,0.00429237,0.0,0.00361709,0.00352259,0.00450799,0.00392761,0.00459274,0.00395286,0.00247196,0.00233868,0.00876266,0.00408832,0.00884031,0.124469,0.0137007,0.0103645,0.000218852,-0.00427452,0.00180163,-0.000649595,0.00451363,-0.00304376,0.00389323,0.000677413,0.00142413,0.00466959,-0.038357,0.00340072,0.00331125,0.00355853,0.002144,0.000428333,0.00199614,0.0136941,0.0145699
BO,-0.0219288,-0.000943048,-0.00161603,-0.00151036,-4.4255e-05,-0.000369375,-0.00127036,0.000111487,0.000124891,-0.00031523,-0.00202325,-0.00124372,-0.00881932,-0.0186956,-0.00361852,-0.00188564,-0.00272748,-0.000302014,-0.00241512,-0.00110713,-0.000840834,-0.0073949,-0.00104901,-0.000950959,-0.00016545,0.000142028,-0.000171496,6.05741e-05,-0.000355441,0.000107261,-0.00986373,-0.00228598,-0.00120114,-0.00113398,-0.00248451,-0.00319297,-0.00512971,-0.00123973,-0.00418227,-0.00217277,-0.000260892,0.00248181,0.000395832,0.000361564,-0.00180161,-0.00082704,-0.000963001,-0.000279461,-0.000662146,0.000215087,-0.00361709,0.0,0.000218396,0.000143536,7.70676e-06,0.000236673,0.000103867,-0.000111248,0.00184157,0.000575631,0.000326264,0.000576028,0.00987348,0.00159249,0.00132395,-0.0188425,-0.0260365,-0.00421862,-0.0132272,-0.00144751,-0.0129458,-0.00186865,-0.0035878,-0.00817608,-0.00143072,-0.0987224,-0.00406887,-0.00299706,-0.0027997,-0.0340182,-0.0255184,-0.000132307,0.000148424,0.00163294
