CUT3,SB,MM,TUR,XIP,THU,LPL,MPL,SPL,HAK,HAK1,HAK2,HAK3,HAK4,MUL,MUL1,MUL2,MUL3,TRA,PAG,DFS,DFH,DSM,DSP,DSR,MSC,MSG,MSP,ENG,SAR,EPI,CEBH,CEBS,CEPH,CEPS,DNS,DNH,DRS,DRH,ARF,PWL,SUP,MbO,MbFF,MbDF,MbC,MbPAR,MbSCA,MbH,MbGRA,MbSF,MbPF,BO,EUP,ZG,ZL,ZM,ZS,PB,BB,PS,DF,PL,MB,SG,MA,Bathyrajabrachyurops,Dalatiaslicha,Dipturusoxyrinchus,Etmopterusspinax,Galeusmelastomus,Myliobatisaquila,RSHC1,RSSC1,Rajaasterias,Rajamiraletus,Rajapolystigma,SSHC1,SSSC1,Scyliorhinuscanicula,Torpedomarmorata,Torpedotorpedo,DC,SPOM,BD
EUP,-0.08557,-0.00167941,-0.000904823,-0.00275906,-0.000808195,-0.00186879,-0.00581145,-0.000320786,-0.0295873,-0.0301914,-0.00518743,-0.00252148,-0.0463733,-0.00045193399999999997,-0.000319808,-0.000363196,-0.000716767,-0.00242422,-0.000957774,-0.00557924,-0.0041454,-0.00482988,-0.00315169,-0.00244062,-0.00148711,-0.000141587,-0.00305188,-0.00277292,-0.000279045,-0.00047351,-0.000470594,-0.00160126,-0.00312337,-0.00156038,-0.000231444,-0.000424588,-0.00294647,-0.000429002,-0.00238752,-0.0023422,-0.00031121,-0.000415037,-0.000133457,-0.000126209,-0.000378929,-0.000368591,-0.000523474,-0.000412315,-0.000254253,-7.40145e-05,-0.00352259,-0.000218396,0.0,-0.000178915,-0.000147532,0.00111432,0.000993506,6.31053e-05,-0.000334661,0.000590099,0.019414,0.000955121,0.000141849,0.0003848,0.000291282,-0.0137791,-0.0489604,-0.00884979,-0.00978758,-0.0127843,-0.00775236,-0.00168252,-0.00337878,-0.00320285,-0.000774785,-0.0368341,-0.00198825,-0.0021463,-0.00352351,-0.0188776,-0.0124659,-0.00122929,0.000107837,-2.83159e-06
ZG,-0.0417606,-0.000792885,-0.000791767,-0.000507028,-7.81851e-05,-0.00965831,-0.00115853,-0.000988516,-2.73281e-05,-0.000555449,-0.000430405,-0.000526205,-0.00577024,-0.000410071,-0.000272039,-0.000233252,-0.000533644,-0.000359638,-0.000444148,-0.000223399,9.20474e-05,-0.000162403,-0.00049042,-0.000276101,-0.000169734,-0.0660993,-0.000165297,-3.47843e-05,-0.000229914,0.000299539,-0.000237228,-0.000135489,-0.000191292,-0.00036002,-0.000427075,-0.000278819,-0.000360942,-0.000333007,-0.000378826,-0.000500803,-4.48594e-05,-0.000332801,-7.03392e-05,-4.34652e-05,-0.000298289,-0.000305467,-0.000457044,-0.000416258,-0.000216185,2.04182e-05,-0.00450799,-0.000143536,0.000178915,0.0,0.000275042,0.00161687,0.000856127,3.38237e-05,-0.000329245,0.000796332,0.00085726,0.000936144,0.000434415,0.000948965,0.000788886,-0.00244011,-0.0150289,-0.00104435,-0.00264829,-0.000210138,-0.00488963,-0.000263282,-0.00260789,-0.00176729,-0.000190258,-0.014891,-0.000770481,-0.000334793,-0.000396838,-0.0017693,-0.00884427,-0.000975896,0.000355765,0.000602174
ZL,-0.051108,-0.00714934,-0.000434186,-0.00277962,-0.000528532,-0.00435783,-0.00100281,-6.05026e-05,-3.7715e-05,-0.000611979,-0.00411078,-0.00582366,-0.0452036,-0.000173667,-0.000963152,-0.000129897,-0.00310557,-0.00463063,-0.000666226,-0.00198635,2.04739e-05,-5.98891e-05,-0.000362287,-7.5828e-05,-0.000451817,-0.00992077,-0.000392251,-0.00179535,-0.00207734,0.00280089,-8.38933e-05,-0.000423106,-0.000370943,-0.00332013,-0.00755583,-0.000142104,-0.00123924,-0.000149839,-0.00202647,-0.00606115,2.521e-05,-0.000100267,-1.99585e-05,8.53783e-05,-7.64221e-05,-0.000102808,-0.000197074,-0.000121072,-4.02417e-05,4.80349e-05,-0.00392761,-7.70676e-06,0.000147532,-0.000275042,0.0,0.000948743,0.000717093,0.000248529,-0.000119002,0.000777641,0.000592714,0.000845829,0.00139219,0.0008395,0.000672164,-0.00323182,-0.0132124,-0.00200756,-0.00659858,-0.00150593,-0.00327941,-0.000904627,-0.00159282,-0.00188128,-3.28285e-05,-0.0113168,-0.000305571,-0.000721893,-0.000658459,-0.00137877,-0.0040895,-0.000528581,0.000481067,0.000592089
ZM,-0.128423,-0.00186004,-0.000669295,-0.00350083,-0.000633646,-0.00197004,-0.00287339,-0.00847522,-0.00703694,-0.00148722,-0.00125032,-0.0014599,-0.0168513,-0.00176722,-0.000279851,-0.000245273,-0.000476385,-0.00160536,-0.000464087,-0.000956555,-0.000833874,-0.000389782,-0.0017737,-0.00104231,-0.00188341,-0.00246238,-0.00224586,-0.00549228,-0.000896682,-0.00186624,-0.000269818,-0.000419889,-0.000852988,-0.00151862,-0.00035026,-0.000283234,-0.000512807,-0.000292872,-0.000655908,-0.000835921,-0.000234333,-0.000275762,-0.000205911,-0.000129536,-0.000276422,-0.000284911,-0.000332715,-0.000387383,-0.000223446,-0.000151132,-0.00459274,-0.000236673,-0.00111432,-0.00161687,-0.000948743,0.0,0.00030272,-0.00017453,-0.000325586,0.000392986,0.00390302,0.00173422,8.76394e-05,0.00022109,0.000174189,-0.00569701,-0.00978675,-0.00203997,-0.00496703,-0.00125031,-0.00411604,-0.000717085,-0.00189029,-0.00180488,-0.00032114,-0.0138093,-0.000906298,-0.000634211,-0.000838194,-0.00217902,-0.00504487,-0.000601732,7.01878e-05,-0.000286681
ZS,-0.0409856,-0.00070519,-0.000438323,-0.000989138,-6.47131e-05,-0.000839824,-0.000590904,-0.000392697,-0.0025236,-0.00109612,-0.000896819,-0.00120882,-0.0148774,-0.000735058,-0.00010327,-9.76534e-05,-0.000262302,-0.00136083,-0.000215637,-0.000309219,-0.000245925,-0.000244782,-0.000252368,-0.000164842,-0.000288494,-0.000823896,-0.000340716,-0.00132512,-0.000151445,-0.000425587,-7.6047e-05,-6.8634e-05,-0.000389201,-0.000356888,-0.000216475,-0.000164534,-0.000216814,-9.60365e-05,-0.000154669,-0.000341812,-0.000117593,-7.53449e-05,-6.83249e-05,1.05497e-05,-8.71224e-05,-0.000102132,-0.000120174,-0.000222749,-8.67564e-05,-2.04654e-06,-0.00395286,-0.000103867,-0.000993506,-0.000856127,-0.000717093,-0.00030272,0.0,0.000629636,-0.00020698,0.00103952,0.000387039,0.000692498,0.000184913,0.000470906,0.000369059,-0.00232523,-0.00532449,-0.000849949,-0.00206366,-0.000528476,-0.00247931,-0.000197719,-0.00115196,-0.000949343,-1.06751e-05,-0.00986185,-0.000201801,-0.000214359,-0.000254006,-0.00168062,-0.00246239,-0.000160377,0.000646733,-8.40582e-05
PB,-0.0160419,-0.000164609,-0.000106811,-0.000279534,0.000187611,-0.00012316,1.61968e-05,8.01273e-06,-0.000579464,-0.000152964,-0.000163011,-0.000264459,-0.0051951,-0.000112113,0.000171429,0.000164584,0.000100477,-0.000202411,7.66617e-05,7.35906e-05,7.28514e-05,9.02929e-05,0.000128237,0.000159047,0.000109496,-8.22123e-05,6.30143e-05,-0.000183437,0.000127856,7.01709e-05,0.000169922,0.000266746,8.45836e-05,7.58496e-05,7.34318e-05,9.47436e-05,0.000111198,0.000142615,0.00017347,-8.83432e-05,6.71934e-05,0.000169475,0.000166724,0.00023551,0.000162532,0.000142991,0.000115056,5.86199e-05,0.000123159,0.000246407,-0.00247196,0.000111248,-6.31053e-05,-3.38237e-05,-0.000248529,0.00017453,-0.000629636,0.0,1.78439e-07,0.00088042,0.000373551,0.000894328,0.000326123,0.000833494,0.000651926,-0.000917171,-0.00254996,-0.000212995,-0.000922548,0.000130297,-0.00116074,0.000220336,-0.000424962,-0.000223432,0.000338785,-0.00545789,0.00016867,0.000126204,0.000199523,-0.000605831,-0.00101038,0.000151348,0.001548,0.00024258
BB,-0.0192329,-0.000342968,-0.000903368,-0.000673672,7.43417e-05,-0.000316021,-0.000206531,6.74114e-05,0.000294178,-0.000243593,-0.000421628,-0.000350421,-0.00430443,-0.00190744,-0.000491709,-0.000309789,-0.000488813,-3.35316e-05,-0.000579549,-0.00041816,-0.000443432,-0.00078221,-0.000320805,-0.000332913,-0.00042616,0.000219213,-0.000443279,0.000212037,-0.00117597,0.000180368,-0.000916459,-0.000673791,-0.000338044,-0.00029909,-0.000381089,-0.000454404,-0.000291699,-0.000361704,-0.000398746,-5.64902e-05,-0.00119078,-2.47726e-05,0.000212313,-1.37215e-05,-0.000174632,-0.000172197,-0.000252242,-0.00218706,-7.0567e-05,0.000303348,-0.00233868,-0.00184157,0.000334661,0.000329245,0.000119002,0.000325586,0.00020698,-1.78439e-07,0.0,0.000719992,0.000404468,0.000715128,0.000747358,0.00212591,0.00156884,-0.00458022,-0.0147719,-0.00178582,-0.00637712,-0.000537363,-0.00459845,-0.000312263,-0.00175733,-0.00252168,-0.0003771,-0.0234036,-0.000511078,-0.0012655,-0.000500802,-0.00468114,-0.00451755,-0.000301309,0.000144692,0.00282437
PS,-0.031293,-0.000688271,-0.00136374,-0.000853956,-0.000213737,-0.000707322,-0.000633762,-0.000467347,-0.00113546,-0.000872596,-0.000791341,-0.000860459,-0.00791443,-0.00106354,-0.00073746,-0.00064313,-0.00103966,-0.000771011,-0.000839827,-0.000611567,-0.000649211,-0.000684319,-0.000638597,-0.000643635,-0.000642457,-0.000746405,-0.000628248,-0.000649287,-0.000682484,-0.000800337,-0.000650136,-0.000652797,-0.000598689,-0.000638802,-0.000675232,-0.000712275,-0.000633215,-0.000704097,-0.00062695,-0.00061381,-0.000686917,-0.000565818,-0.000737936,-0.000435419,-0.000605683,-0.000616131,-0.00060184,-0.000893282,-0.000554045,-0.000667057,-0.00876266,-0.000575631,-0.000590099,-0.000796332,-0.000777641,-0.000392986,-0.00103952,-0.00088042,-0.000719992,0.0,0.0,0.0,0.0,0.0,0.0,-0.0038095,-0.00888014,-0.00165666,-0.00402037,-0.000856351,-0.00561427,-0.000679808,-0.00288711,-0.002636,-0.000676605,-0.0200408,-0.00070536,-0.000854128,-0.000765882,-0.00317781,-0.00400787,-0.000641437,-0.000892971,-0.00070895
DF,-0.0979117,-0.00175372,-0.000892616,-0.00296588,-0.00079215,-0.00192902,-0.00455822,-0.00330065,-0.0200365,-0.0183444,-0.00361184,-0.00214278,-0.0339886,-0.00104692,-0.000420533,-0.000420076,-0.000746654,-0.00217207,-0.000850294,-0.00372204,-0.00282957,-0.00308127,-0.00260532,-0.00192695,-0.00166995,-0.00112785,-0.00270269,-0.00374649,-0.000598879,-0.00110771,-0.000490542,-0.00123935,-0.00226101,-0.00158817,-0.000385401,-0.000455945,-0.00202179,-0.000468003,-0.00176742,-0.00176223,-0.000367377,-0.00046062,-0.000270407,-0.000242248,-0.000443096,-0.000435324,-0.000532286,-0.000508779,-0.000331581,-0.000229755,-0.00408832,-0.000326264,-0.019414,-0.00085726,-0.000592714,-0.00390302,-0.000387039,-0.000373551,-0.000404468,0.0,0.0,0.0,0.0,0.0,0.0,-0.0103688,-0.0325714,-0.00606715,-0.00774134,-0.00810519,-0.00636264,-0.00139797,-0.00289009,-0.00275378,-0.000739297,-0.0272999,-0.00162813,-0.00161636,-0.00252427,-0.0120684,-0.00939028,-0.00107637,-0.000371133,-0.000406596
PL,-0.0466707,-0.000882876,-0.00144755,-0.00125279,-0.000296709,-0.000906713,-0.00100815,-0.00151253,-0.00207825,-0.00126798,-0.000927797,-0.000967927,-0.00912459,-0.00121072,-0.000780127,-0.00068633,-0.00110845,-0.00086382,-0.000886422,-0.000776576,-0.000788318,-0.000767524,-0.000880665,-0.000798395,-0.000874911,-0.000983303,-0.000921372,-0.00124486,-0.000843303,-0.00094959,-0.000714978,-0.000754861,-0.0007091,-0.000826009,-0.000739473,-0.000783456,-0.000756546,-0.000793222,-0.000734692,-0.000724867,-0.000775168,-0.000586174,-0.00082601,-0.000432864,-0.000621531,-0.000630885,-0.000633845,-0.000886106,-0.000561954,-0.000755747,-0.00884031,-0.000576028,-0.000955121,-0.000936144,-0.000845829,-0.00173422,-0.000692498,-0.000894328,-0.000715128,0.0,0.0,0.0,0.0,0.0,0.0,-0.00454111,-0.0106707,-0.00198206,-0.00478804,-0.00111974,-0.00604568,-0.000785736,-0.00302183,-0.00296335,-0.000749978,-0.0222408,-0.000836957,-0.000987261,-0.000898537,-0.00355657,-0.00460258,-0.000739985,-0.000908346,-0.000702794
MB,-0.0399579,-0.00140225,-0.00863565,-0.00182302,-0.000461324,-0.00136838,-0.00130967,-0.000471114,-0.000245435,-0.000988875,-0.00157829,-0.00141955,-0.0117326,-0.00323117,-0.00332806,-0.00379921,-0.00658921,-0.00105321,-0.00630743,-0.0016526,-0.00149714,-0.00180791,-0.0015381,-0.00223066,-0.00155855,-0.000716698,-0.00147947,-0.000294464,-0.00263608,-0.000479506,-0.00315386,-0.00254395,-0.00193175,-0.00150479,-0.00121787,-0.00169917,-0.00249151,-0.00210467,-0.00313102,-0.00326006,-0.00301571,-0.00406672,-0.0048416,-0.00650395,-0.00339427,-0.00360091,-0.00351351,-0.0197304,-0.00542516,-0.00925552,-0.124469,-0.00987348,-0.000141849,-0.000434415,-0.00139219,-8.76394e-05,-0.000184913,-0.000326123,-0.000747358,0.0,0.0,0.0,0.0,0.0,0.0,-0.0118085,-0.0304526,-0.00756615,-0.0139756,-0.00203982,-0.0326185,-0.00239029,-0.0202413,-0.00912431,-0.00293,-0.0649398,-0.00239606,-0.00329415,-0.00235242,-0.00960608,-0.0116944,-0.00312135,-0.000293173,-0.00077635
SG,-0.0355192,-0.00108589,-0.00433297,-0.00133226,-0.000372162,-0.00104184,-0.000944462,-0.000511474,-0.000645432,-0.000945678,-0.00126105,-0.00117062,-0.00954479,-0.00254074,-0.00199105,-0.00201036,-0.00316393,-0.000881228,-0.00318172,-0.00117785,-0.00112728,-0.00126107,-0.00117523,-0.00146815,-0.00149465,-0.00089431,-0.00135591,-0.000412027,-0.0012394,-0.000821593,-0.00152305,-0.00139394,-0.0012442,-0.00118861,-0.0011979,-0.0012999,-0.00135818,-0.00132873,-0.00161928,-0.00163339,-0.00136784,-0.00226007,-0.000957312,-0.00278653,-0.00222486,-0.00221655,-0.00207113,-0.00445001,-0.00258469,-0.000735863,-0.0137007,-0.00159249,-0.0003848,-0.000948965,-0.0008395,-0.00022109,-0.000470906,-0.000833494,-0.00212591,0.0,0.0,0.0,0.0,0.0,0.0,-0.00842743,-0.017898,-0.00425905,-0.00863262,-0.0015098,-0.0182081,-0.00153974,-0.0112533,-0.00566762,-0.00169198,-0.0432673,-0.00145479,-0.00179881,-0.00157263,-0.00621609,-0.00744598,-0.0015676,-0.000732398,-0.00221486
MA,-0.0399395,-0.00126732,-0.00750596,-0.00164423,-0.000418173,-0.00118343,-0.00107753,-0.000488949,-0.000496927,-0.00100985,-0.00136164,-0.00125556,-0.0104094,-0.00239537,-0.00228013,-0.00325273,-0.00405324,-0.000949718,-0.00441883,-0.00138951,-0.00132592,-0.00136321,-0.00136768,-0.00207466,-0.00156651,-0.000742706,-0.00145253,-0.000389845,-0.001902,-0.000992533,-0.00207034,-0.00187815,-0.00214944,-0.00132594,-0.0010823,-0.00258895,-0.00167852,-0.00227411,-0.00218866,-0.0021181,-0.00217214,-0.00312054,-0.000721588,-0.00425955,-0.00255416,-0.00273934,-0.00253383,-0.0458435,-0.00392743,-0.00055842,-0.0103645,-0.00132395,-0.000291282,-0.000788886,-0.000672164,-0.000174189,-0.000369059,-0.000651926,-0.00156884,0.0,0.0,0.0,0.0,0.0,0.0,-0.0102465,-0.0235345,-0.00597111,-0.0109586,-0.0017454,-0.0250683,-0.00209522,-0.0155499,-0.00859103,-0.00252042,-0.0696865,-0.00196049,-0.00246322,-0.0020433,-0.00716367,-0.00923184,-0.0021959,-0.000580203,-0.00163195
Bathyrajabrachyurops,-0.0209579,0.00197425,0.00157642,0.00132573,0.00292001,0.00257509,0.00322092,0.00291184,0.00159404,0.00290869,0.00245036,0.00213961,-0.00363672,0.059756,0.346244,0.0499209,0.15904,0.0600651,0.0687313,0.0113206,0.00601876,0.286948,0.00378405,0.0748589,0.101958,0.00396546,0.00305344,0.00445284,0.00376685,0.00278867,0.0217162,0.0039402,0.00605919,0.00638252,0.00418087,0.0820418,0.00189691,0.0911854,0.0038559,0.00373752,0.0123902,0.0257432,0.0104196,0.00659386,0.00847938,0.00563806,0.0105103,0.00401315,0.00288183,0.00466232,-0.000218852,0.0188425,0.0137791,0.00244011,0.00323182,0.00569701,0.00232523,0.000917171,0.00458022,0.0038095,0.0103688,0.00454111,0.0118085,0.00842743,0.0102465,0.0,-0.00440634,0.00147677,-4.39396e-05,0.00462554,-0.00558867,0.003795,-0.00132663,0.000986231,0.00447638,-0.0265785,0.003632,0.00332935,0.00429016,0.00209458,0.00189874,0.0256957,0.0025402,0.0100184
Dalatiaslicha,-0.0148037,-0.00117739,0.00431204,-0.00391137,0.00405438,0.00475404,0.0136009,0.0171887,0.00531305,0.0203052,0.0278062,0.0347987,-0.00407177,0.0323153,0.0677173,0.029822,0.0261322,0.0125149,0.00594518,0.129411,0.0229421,0.125928,0.0171079,0.0696603,0.114298,0.00747324,0.0112645,0.00502313,0.0060753,0.00767138,0.0564252,0.91201,0.0697526,-0.00710353,0.0737618,0.0148149,0.230995,0.0209165,0.00762164,0.00633726,0.05058,0.0255921,0.012194,0.0139616,0.0211517,0.00922675,0.0213123,0.00779933,0.00610005,0.00871738,0.00427452,0.0260365,0.0489604,0.0150289,0.0132124,0.00978675,0.00532449,0.00254996,0.0147719,0.00888014,0.0325714,0.0106707,0.0304526,0.017898,0.0235345,0.00440634,0.0,0.00463768,194.794,26.1147,0.00145907,0.00750373,0.00397957,0.0063829,0.00923121,-0.0167542,1.31857,6.14278,1.73932,1.52671,1.83445,0.0463722,0.00541556,0.0228823
Dipturusoxyrinchus,-0.0177065,0.000809328,0.00028068,0.000463046,0.00136148,0.0010869,0.00142864,0.00486664,0.001621,0.00371251,0.0416935,0.0435089,0.782641,0.00297446,0.00756316,0.00669845,0.00961246,0.0132857,0.00164203,0.054891,0.00781963,0.00315941,0.0835188,0.00296047,0.00343534,0.00181506,0.00276572,0.00162501,0.00109381,0.00128388,0.0466596,0.00400366,0.00390039,0.00887411,0.0113957,0.0320927,0.00554378,0.0180126,0.0116817,0.00150711,0.00641503,0.0304978,0.00508203,0.00531772,0.00567113,0.00298799,0.00297727,0.00156359,0.00129434,0.00216016,-0.00180163,0.00421862,0.00884979,0.00104435,0.00200756,0.00203997,0.000849949,0.000212995,0.00178582,0.00165666,0.00606715,0.00198206,0.00756615,0.00425905,0.00597111,-0.00147677,-0.00463768,0.0,-0.00100847,0.00233546,-0.00649714,0.0624701,-0.00274157,-0.00103813,0.00178786,-0.0231251,0.00154493,0.00153268,0.00187611,0.000219396,-7.98956e-05,0.0117418,0.000730954,0.00442046
Etmopterusspinax,-0.0176319,-0.0091706,0.00148878,-0.013263,-0.000274061,0.00153632,0.0046186,0.00607256,0.00192388,0.00681128,0.00823885,0.0102511,-0.0101706,0.00951196,0.0209559,0.00855573,0.00725138,0.00396163,0.00240241,0.0270101,0.00884889,0.0853337,0.00585193,0.0215623,0.0817957,0.00357546,0.00769141,0.00220795,0.00234326,0.00323963,0.0132989,0.862128,0.0213582,-0.0312464,0.0375711,0.00580202,0.118595,0.00690135,0.00352725,0.00253231,0.0213417,0.0144305,0.00605037,0.00692391,0.0106336,0.0042904,0.0141218,0.00391919,0.00289076,0.00421232,0.000649595,0.0132272,0.00978758,0.00264829,0.00659858,0.00496703,0.00206366,0.000922548,0.00637712,0.00402037,0.00774134,0.00478804,0.0139756,0.00863262,0.0109586,4.39396e-05,-194.794,0.00100847,0.0,0.00407424,-0.0044186,0.00256235,-0.000897241,0.00110231,0.00407807,-0.0222974,0.391482,0.00287497,0.51635,0.452006,0.542423,0.0216241,0.00228054,0.0107924
Galeusmelastomus,-0.0257052,-0.0098333,-0.00124334,-0.0131167,-0.00231601,-0.000835259,0.000103964,0.0010351,8.34136e-05,0.00106745,0.000966951,0.00116453,-0.0127032,0.00144678,0.00414797,0.000884177,0.000238266,-0.000395969,-0.000694295,0.00403273,0.00114102,0.008251,0.000377126,0.00433228,0.0170897,0.000225765,0.000401378,0.000166216,-2.88274e-06,0.000333632,0.00207412,0.0711603,0.00441343,-0.0307224,0.0121026,7.20342e-05,0.0101269,0.00018531,-0.000742556,-0.000510374,0.00252399,0.000687518,0.000565175,0.000742956,0.000302524,-0.000410669,0.000110361,2.63835e-05,-9.72209e-05,0.00047962,-0.00451363,0.00144751,0.0127843,0.000210138,0.00150593,0.00125031,0.000528476,-0.000130297,0.000537363,0.000856351,0.00810519,0.00111974,0.00203982,0.0015098,0.0017454,-0.00462554,-26.1147,-0.00233546,-0.00407424,0.0,-0.012213,-0.00134739,-0.00655334,-0.00446075,-0.000532723,-0.0346596,0.0942267,-0.00039593,0.124619,0.107215,0.128247,-0.00246204,9.75551e-05,0.00145105
Myliobatisaquila,-0.0251977,0.00562302,0.00587338,0.00408028,0.0076944,0.00721602,0.00876455,0.00765829,0.00266098,0.0076579,0.00642792,0.00630941,-0.00200275,0.0959266,0.558489,0.0825945,0.257795,0.0121804,0.113784,0.00960743,0.00777331,0.0926063,0.00968888,0.0266868,0.0294191,0.0105774,0.00811788,0.00502227,0.00640333,0.00584251,0.0126218,0.0100335,0.00801749,0.00845893,0.00829467,0.126466,0.0057029,0.14439,0.00772958,0.00638711,0.0128289,0.187535,0.0561258,0.0266815,0.0326134,0.0207324,0.0143197,0.00926334,0.00811873,0.0101922,0.00304376,0.0129458,0.00775236,0.00488963,0.00327941,0.00411604,0.00247931,0.00116074,0.00459845,0.00561427,0.00636264,0.00604568,0.0326185,0.0182081,0.0250683,0.00558867,-0.00145907,0.00649714,0.0044186,0.012213,0.0,0.0110888,0.00453855,0.0082677,0.0129282,-0.0294197,0.0102046,0.00925236,0.01187,0.00846848,0.00875637,0.0882204,0.00303169,0.0184976
RSHC1,-0.0244734,9.89013e-05,-0.000860455,-0.000140266,0.00056887,0.000209341,0.000442893,0.00614366,0.000450871,0.0664487,0.0971925,0.0844956,-0.00585589,0.0170572,0.101159,0.0145813,0.0462521,0.0225822,0.0188926,0.0126757,0.0041211,0.0177141,0.000752411,0.00379038,0.00729587,0.000685494,0.000776516,0.00173448,0.00538014,0.000396957,0.00216584,0.000425042,0.00699668,0.0161395,0.00330022,0.028839,0.000321672,0.0292436,-0.000458106,0.00750265,0.00164745,0.00593975,0.0026174,0.00144736,0.0012406,0.000553709,0.00128508,0.000443725,0.000238462,0.00103025,-0.00389323,0.00186865,0.00168252,0.000263282,0.000904627,0.000717085,0.000197719,-0.000220336,0.000312263,0.000679808,0.00139797,0.000785736,0.00239029,0.00153974,0.00209522,-0.003795,-0.00750373,-0.0624701,-0.00256235,0.00134739,-0.0110888,0.0,-0.0127043,-0.00365736,0.000102948,-0.0327587,0.000902688,0.000590528,0.00127792,-0.000869043,-0.00130631,0.00289999,6.4672e-05,0.00132915
RSSC1,-0.0230013,0.00293807,0.00267443,0.0020452,0.00419783,0.00380416,0.00469622,0.00455256,0.00150116,0.00437765,0.00802471,0.00818054,0.087715,0.00148501,0.00588381,0.00500947,0.00629972,0.00603997,0.00401985,0.0103388,0.00441709,0.00436345,0.0142169,0.00502036,0.00513832,0.00573121,0.00448651,0.00268291,0.00225316,0.00309599,0.00910227,0.00543673,0.0042538,0.00515597,0.00528684,0.0063239,0.00313365,0.00477955,0.00483441,0.00327709,0.00507451,0.142838,0.0190615,0.0180353,0.0209044,0.0124645,0.00255701,0.00463441,0.0044117,0.00564246,-0.000677413,0.0035878,0.00337878,0.00260789,0.00159282,0.00189029,0.00115196,0.000424962,0.00175733,0.00288711,0.00289009,0.00302183,0.0202413,0.0112533,0.0155499,0.00132663,-0.00397957,0.00274157,0.000897241,0.00655334,-0.00453855,0.0127043,0.0,0.0027635,0.00670415,-0.028568,0.00537155,0.00484106,0.00630124,0.00371083,0.00362004,0.047068,0.0010544,0.0107243
Rajaasterias,-0.0265578,0.00192834,0.00129563,0.00124119,0.00296194,0.00253609,0.00321822,0.00291746,0.000841556,0.00281787,0.002148,0.00205174,-0.00502663,0.279566,1.64031,0.0343476,0.108691,0.0142014,0.0474687,0.00358954,0.0028864,0.0388104,0.00341936,0.0106601,0.0120514,0.00399978,0.00295233,0.00226314,0.0282292,0.00221261,0.00475957,0.00345389,0.00309812,0.00342882,0.00311141,0.0776714,0.00130403,0.821951,0.00209757,0.00202257,0.00870882,0.0168051,0.0189481,0.00586865,0.00927131,0.00808603,0.00900195,0.00358862,0.00276628,0.00393063,-0.00142413,0.00817608,0.00320285,0.00176729,0.00188128,0.00180488,0.000949343,0.000223432,0.00252168,0.002636,0.00275378,0.00296335,0.00912431,0.00566762,0.00859103,-0.000986231,-0.0063829,0.00103813,-0.00110231,0.00446075,-0.0082677,0.00365736,-0.0027635,0.0,0.00434078,-0.0341278,0.00356758,0.00316148,0.00424585,0.0015988,0.00125717,0.0311482,0.00151704,0.00626524
Rajamiraletus,-0.028299,6.31029e-05,-0.00105771,-0.000201413,0.000591797,0.000177072,0.000430683,0.000633455,-1.89313e-05,0.000385447,-1.66236e-05,-0.000104336,-0.00680864,0.0104328,0.0648422,0.00872242,0.0291931,0.000590959,0.0121709,0.000548442,0.000279135,0.0116691,0.00256547,0.00227335,0.00278805,0.000701,0.000373699,0.00027551,0.000181568,0.000276061,0.000645142,0.000143182,0.0002176,0.000314867,0.000423302,0.0304173,-0.000988368,0.0670756,-0.000770549,-0.000412829,0.00229862,0.00869502,0.00292891,0.00162697,0.00132888,0.000448924,0.000622413,0.000369182,0.000199494,0.00070859,-0.00466959,0.00143072,0.000774785,0.000190258,3.28285e-05,0.00032114,1.06751e-05,-0.000338785,0.0003771,0.000676605,0.000739297,0.000749978,0.00293,0.00169198,0.00252042,-0.00447638,-0.00923121,-0.00178786,-0.00407807,0.000532723,-0.0129282,-0.000102948,-0.00670415,-0.00434078,0.0,-0.0379194,0.000220265,6.82838e-05,0.000406336,-0.00194687,-0.00263238,0.00273538,-5.85278e-05,0.00141607
Rajapolystigma,-0.00950898,0.0163492,0.019634,0.0124261,0.0212216,0.0207622,0.024727,0.0212582,0.00872868,0.0216,0.0189323,0.0187435,0.00961967,0.318949,1.84586,0.272027,0.85527,0.0361025,0.376945,0.028298,0.0249359,0.691419,0.0282977,0.0851959,0.0930595,0.0294292,0.0230755,0.014927,0.0201608,0.0176287,0.0629145,0.0295555,0.024487,0.0250975,0.0250577,2.8728,0.0210934,0.532104,0.0248595,0.0194034,0.0626286,0.172759,0.0667221,0.043734,0.0610591,0.0421523,0.183846,0.0364764,0.023942,0.028159,0.038357,0.0987224,0.0368341,0.014891,0.0113168,0.0138093,0.00986185,0.00545789,0.0234036,0.0200408,0.0272999,0.0222408,0.0649398,0.0432673,0.0696865,0.0265785,0.0167542,0.0231251,0.0222974,0.0346596,0.0294197,0.0327587,0.028568,0.0341278,0.0379194,0.0,0.0294308,0.0270116,0.0338923,0.0292703,0.0316749,0.238562,0.0162119,0.0506297
