SHKRAY,SB,MM,TUR,XIP,THU,LPL,MPL,SPL,HAK,HAK1,HAK2,HAK3,HAK4,MUL,MUL1,MUL2,MUL3,TRA,PAG,DFS,DFH,DSM,DSP,DSR,MSC,MSG,MSP,ENG,SAR,EPI,CEBH,CEBS,CEPH,CEPS,DNS,DNH,DRS,DRH,ARF,PWL,SUP,MbO,MbFF,MbDF,MbC,MbPAR,MbSCA,MbH,MbGRA,MbSF,MbPF,BO,EUP,ZG,ZL,ZM,ZS,PB,BB,PS,DF,PL,MB,SG,MA,RAY,SHK,DC,SPOM,BD
PWL,-0.0139733,-0.000383136,-0.000508253,-0.000218291,0.000184245,-0.00297549,-0.000367989,0.000505789,0.000136976,0.000405691,-0.01576,-0.0231532,-0.182766,-0.000339357,0.000333753,0.000208723,0.000181026,-0.00805181,-1.87135e-05,4.45347e-05,0.000284956,0.000313359,0.000292701,0.00033846,0.000358954,0.00068058,0.000308403,0.000338627,6.02127e-05,0.000786984,0.000185566,0.000345625,8.58319e-06,0.000270865,0.00505685,8.38703e-06,0.00536401,-0.000147886,-8.57562e-05,0.0,0.000943819,0.00849073,0.00606436,0.00384986,0.00721361,0.00137807,-0.000388093,0.000263104,0.000552541,0.000931448,-0.00240217,0.0021719,0.00234143,0.000500535,0.00605916,0.000835613,0.000341616,8.82545e-05,5.63028e-05,0.000613605,0.00176158,0.000724625,0.003259,0.00163285,0.0021174,-0.00326252,-0.000316015,0.00451054,0.000314287,0.00112367
SUP,-0.0614819,-0.00132974,-0.0028677,-0.0024261,-0.000323689,-0.00156845,-0.00109791,-0.000224421,0.000118416,-0.00132517,-0.00125175,-0.0011445,-0.0121437,-0.00202787,-0.0022375,-0.0010434,-0.00095834,-0.000653854,-0.0015605,-0.00200557,-0.00214394,-0.00198125,-0.00173963,-0.00181625,-0.00182788,0.000127005,-0.00188938,8.99714e-05,-0.00547177,-0.000261898,-0.00385093,-0.0034648,-0.00178883,-0.00160397,-0.000625615,-0.00170498,-0.00134992,-0.00199513,-0.00214675,-0.000943819,0.0,-0.000566672,0.000161507,0.000176807,0.000415962,-0.000335725,-0.000904483,-0.000320825,-0.000153272,0.000275778,-0.00338354,0.000260825,0.000311076,4.48308e-05,-2.52137e-05,0.000234291,0.000117558,-6.71022e-05,0.00119059,0.000686809,0.000367282,0.000775046,0.00301524,0.00136763,0.0021718,-0.00184365,-0.00228236,-0.000912733,0.000187934,0.00130963
MbO,-0.0246889,-0.000811802,-0.0123283,-0.00136272,0.000324987,-0.000764501,-0.000798485,0.000228916,0.0001088,0.000395295,-0.00232518,-0.000820071,-0.015491,-0.00263477,-0.00212977,-0.00286202,-0.00618112,-0.000401798,-0.00599595,-0.000934377,5.40839e-05,-0.000348997,-0.000631754,-0.00260625,-0.00160789,0.000373121,-0.00132367,9.41718e-05,0.000139765,0.00040198,-0.00268322,-0.00158964,-0.00165814,-0.000713013,0.000528602,-0.0014403,-0.00259423,-0.00192021,-0.0108468,-0.00849073,0.000566672,0.0,0.00368984,0.00348042,0.00169103,-0.00211158,-0.00466435,0.000557562,-0.00404096,0.000972049,-0.00296468,-0.00248167,0.000414622,0.000332622,0.000100197,0.000275622,7.52554e-05,-0.000169336,2.47151e-05,0.00056558,0.000460301,0.000585925,0.00406509,0.00225916,0.00311928,-0.00755419,-0.00119053,0.00731395,-4.64746e-05,0.00184125
MbFF,-0.0211789,-0.000470411,-0.0285826,-0.000788426,-5.71228e-05,-0.000512866,-0.00287344,-0.000927362,2.40171e-05,-0.000133718,-0.000733571,-0.000800696,-0.00729572,-0.00103784,-0.00921237,-0.00301837,-0.0230004,-0.000394674,-0.003118,-0.000599516,-0.000399532,-0.000256419,-0.000740204,-0.00313668,-0.000407881,-0.000446587,-0.000362989,-4.83242e-05,-0.000151172,6.78179e-05,-0.00147507,-0.000858078,-0.000791228,-0.000428305,-0.00027077,-0.000929344,-0.00242869,-0.00600487,-0.0023097,-0.00606436,-0.000161507,-0.00368984,0.0,4.2487e-05,-0.00416485,-0.00231819,-0.00651842,-0.00023911,-0.00616294,8.06143e-05,-0.00363422,-0.000395752,0.000133394,7.03482e-05,1.99789e-05,0.000205893,6.83121e-05,-0.000166558,-0.000212245,0.000737864,0.000270369,0.000825929,0.00484114,0.000957215,0.000721508,-0.00273248,-0.00112497,-0.0030609,0.000514368,0.000701187
MbDF,-0.0218987,-0.000720614,-0.00678403,-0.000886596,-5.82415e-05,-0.000453748,-0.000396727,-7.31361e-05,2.04558e-05,-0.000244587,-0.000807396,-0.000758641,-0.00738361,-0.00141619,-0.00307585,-0.00808057,-0.011646,-0.000454729,-0.0147146,-0.000722172,-0.000684084,-0.000323712,-0.000738128,-0.00197362,-0.000543969,-8.93149e-05,-0.000484096,-1.38762e-05,-0.000266351,-1.13058e-05,-0.000943294,-0.00104758,-0.00184451,-0.000576184,-0.000538661,-0.00087788,-0.00286716,-0.00101463,-0.00187133,-0.00384986,-0.000176807,-0.00348042,-4.2487e-05,0.0,-0.00704213,-0.00794269,-0.00620681,-0.000302115,-0.00575431,3.70847e-05,-0.00396503,-0.000361497,0.000126151,4.34704e-05,-8.53568e-05,0.000129524,-1.05637e-05,-0.000235343,1.37603e-05,0.000435381,0.000242212,0.000432826,0.00650342,0.0027863,0.0042592,-0.00153982,-0.00106912,-0.00328257,-0.000120045,0.00139416
MbC,-0.0278285,-0.000436425,-0.00587016,-0.000844071,0.000406903,-0.000138467,9.35778e-05,0.000441115,0.000129019,0.000194659,-0.000540468,-0.000468875,-0.00922545,-0.0134216,-0.0103702,-0.00925782,-0.027222,6.74243e-05,-0.0220654,-0.000627565,-0.000209139,-4.1369e-06,-0.000350798,-0.00255653,-4.1337e-05,0.000662636,-7.43166e-05,0.000271651,-0.000647094,0.000302545,-0.00168445,-0.00134556,-0.000998207,-0.000305255,5.37211e-05,-0.000915442,-0.00291734,-0.000805835,-0.00180474,-0.00721361,-0.000415962,-0.00169103,0.00416485,0.00704213,0.0,0.0078125,-0.00420933,0.00334261,0.00155103,0.00408219,-0.00244523,0.00180085,0.000378586,0.000298128,7.63499e-05,0.000276297,8.70236e-05,-0.000162425,0.000174506,0.000605472,0.000442841,0.000621312,0.00339313,0.00222411,0.00255329,-0.00128619,-0.000555841,0.00395762,-2.50182e-05,0.00201167
MbPAR,-0.0229621,-9.18264e-05,-0.0112289,-0.000341535,0.000479576,-7.36035e-05,0.000339619,0.00050075,0.00012747,0.000280256,-7.06744e-05,-7.20847e-05,-0.00596325,-0.00215437,-0.0138523,-0.00132373,-0.0158495,0.000279127,-0.00460699,-4.95243e-05,-0.000678311,0.000284911,-0.000433018,-0.00386638,0.00029126,0.000688877,0.000246576,0.000303261,2.25396e-05,0.0003472,-0.000284362,2.65405e-05,-0.000680612,0.000175562,0.000386921,-0.000450277,-0.00074913,-0.000382149,-0.000855075,-0.00137807,0.000335725,0.00211158,0.00231819,0.00794269,-0.0078125,0.0,-0.00247112,0.0618922,0.00188101,0.00458161,0.104932,0.000826522,0.00036822,0.000305265,0.000102703,0.000284753,0.000102007,-0.000142909,0.000172034,0.000615866,0.000435041,0.000630611,0.00359941,0.00221561,0.00273819,-0.000516726,-0.000140929,0.00434518,0.000117788,0.00181852
MbSCA,-0.0257274,-0.00385606,-0.00658612,-0.00448329,0.000651973,-1.94985e-05,-0.000595832,0.000677165,0.000146344,0.000610635,-0.000247827,-0.000224356,-0.0114578,-0.00021893,-0.00908908,-0.00449771,-0.0111105,0.000219665,-0.0611192,0.000134432,-0.000710913,0.000786052,-0.000309535,-0.00289469,-0.000477794,0.00137664,-0.000357252,0.000241583,0.000355763,0.000600094,-0.00471783,-0.00163101,-0.0245054,-0.000676829,0.000717347,-0.00987986,0.000154249,0.000277838,0.000461149,0.000388093,0.000904483,0.00466435,0.00651842,0.00620681,0.00420933,0.00247112,0.0,0.0412122,0.00314047,0.00376336,0.0678575,0.000962341,0.000522861,0.00045673,0.000196921,0.000332493,0.000120035,-0.00011496,0.000252028,0.000601491,0.000531812,0.000633474,0.00351156,0.00206996,0.0025324,-0.000816143,-0.00174048,0.0118208,5.49303e-05,0.00186553
MbH,-0.0198704,-0.000448617,-0.0386758,-0.000633619,0.000186599,-8.86928e-05,-2.53597e-05,0.000182813,0.000344335,7.34596e-05,-0.000206505,-0.000238395,-0.00496615,-0.000404759,-0.00142249,-0.000852617,-0.00229013,-5.58178e-05,-0.00585862,-4.76492e-05,-0.000166165,2.08563e-05,-0.000194873,-0.00438846,-4.23982e-05,0.000258723,-4.785e-05,0.000231835,3.75092e-05,0.000309174,-0.00051025,-0.00018649,-0.00212366,-2.7472e-05,0.000154015,-0.00113232,-0.000607471,-0.000512223,-0.000473605,-0.000263104,0.000320825,-0.000557562,0.00023911,0.000302115,-0.00334261,-0.0618922,-0.0412122,0.0,-0.0434295,0.000355573,-0.0033982,0.000279439,0.000412178,0.000416222,0.000121072,0.000387344,0.000222711,-5.84833e-05,0.00218691,0.000893201,0.000508699,0.000886024,0.0197287,0.00444962,0.0458396,-0.000379794,-0.000395337,-0.00248218,3.92114e-05,0.0036718
MbGRA,-0.0153362,-0.000129989,-3.33473,-0.000278314,0.000234899,-7.20591e-06,0.000101604,0.000206543,0.000136011,0.000110575,-0.000120268,-0.000148252,-0.00396733,-0.00094463,-0.000821679,-0.000736764,-0.00203347,2.44273e-05,-0.00259094,5.38865e-06,-4.24892e-05,4.42103e-05,-3.92301e-05,-0.000331342,7.05113e-05,0.00027108,4.90738e-05,0.000163402,-4.23956e-05,0.00019013,-0.000207057,-8.97736e-05,-0.000449277,4.41374e-05,0.000125329,-0.000485083,-0.000620159,-0.00046553,-0.000468846,-0.000552541,0.000153272,0.00404096,0.00616294,0.00575431,-0.00155103,-0.00188101,-0.00314047,0.0434295,0.0,0.00306722,0.0723887,0.000661957,0.000254089,0.00021611,4.02123e-05,0.00022338,8.66965e-05,-0.000123062,7.05297e-05,0.000553919,0.000331465,0.000561825,0.00542398,0.00258412,0.00392657,-0.000204516,8.99079e-06,-0.00035789,1.00412e-05,0.00191347
MbSF,-0.0202142,-0.000659163,-0.00359289,-0.000592336,-0.000167769,-0.00202482,-0.000619627,-1.72051e-05,-5.8868e-05,-0.000217462,-0.00260212,-0.00412512,-0.0452069,-0.000933831,-0.000770936,-0.000835858,-0.00203514,-0.00481378,-0.00179589,-0.000928274,-0.000305239,-0.000252211,-0.000443689,-0.000485325,-0.000240151,-5.88345e-05,-0.000229722,6.54144e-06,-0.000235931,-9.85046e-06,-0.00044618,-0.000484416,-0.000578109,-0.000382523,-0.0011509,-0.000722422,-0.00107526,-0.000921371,-0.000970643,-0.000931448,-0.000275778,-0.000972049,-8.06143e-05,-3.70847e-05,-0.00408219,-0.00458161,-0.00376336,-0.000355573,-0.00306722,0.0,-0.00429152,-0.000215058,7.39562e-05,-2.04172e-05,-4.80257e-05,0.000151113,2.02175e-06,-0.000246241,-0.000303297,0.000666996,0.000229725,0.000755677,0.00925472,0.000735791,0.00055836,-0.00083967,-0.000428847,-0.00367228,0.000430732,0.000309225
MbPF,-0.0147374,0.00152691,-0.0635869,0.000851172,0.00295328,0.00264137,0.0031568,0.00293004,0.00352137,0.00290164,0.00230409,0.00228005,-0.0027857,0.00336834,0.00174441,0.00244012,0.00159835,0.00330894,-0.00564659,0.00296381,0.00253407,0.00306,0.00332183,0.00284934,0.00334684,0.00410712,0.00294575,0.00352586,0.0032723,0.00465698,0.00265458,0.00419575,-0.000123758,0.00343784,0.00353487,0.00118508,0.00260537,0.00270573,0.00346505,0.00240217,0.00338354,0.00296468,0.00363422,0.00396503,0.00244523,-0.104932,-0.0678575,0.0033982,-0.0723887,0.00429152,0.0,0.00361619,0.00352109,0.00450707,0.00392687,0.00459184,0.00395208,0.00247159,0.0023382,0.00876101,0.00408738,0.00883864,0.124446,0.013698,0.0103624,0.00422996,0.00366164,0.0019994,0.0136915,0.0145671
BO,-0.0219215,-0.000944449,-0.00161536,-0.00151282,-4.49182e-05,-0.000369441,-0.00127027,0.000111522,0.000124891,-0.000314718,-0.00202193,-0.00124301,-0.00881576,-0.0186918,-0.00361923,-0.001885,-0.00272643,-0.000301874,-0.00241418,-0.0011061,-0.000841013,-0.007394,-0.00104852,-0.000950798,-0.000165436,0.00014201,-0.000171451,6.05611e-05,-0.000355357,0.000107237,-0.0098615,-0.00228519,-0.00120283,-0.00113855,-0.0024842,-0.0031921,-0.00512721,-0.00124007,-0.00418015,-0.0021719,-0.000260825,0.00248167,0.000395752,0.000361497,-0.00180085,-0.000826522,-0.000962341,-0.000279439,-0.000661957,0.000215058,-0.00361619,0.0,0.000218284,0.000143513,7.71115e-06,0.000236636,0.000103837,-0.000111122,0.00184135,0.000575549,0.000326188,0.000575945,0.00987215,0.00159227,0.00132376,-0.00160293,-0.00269331,-0.000129786,0.000148396,0.00163273
