SHKRAY,SB,MM,TUR,XIP,THU,LPL,MPL,SPL,HAK,HAK1,HAK2,HAK3,HAK4,MUL,MUL1,MUL2,MUL3,TRA,PAG,DFS,DFH,DSM,DSP,DSR,MSC,MSG,MSP,ENG,SAR,EPI,CEBH,CEBS,CEPH,CEPS,DNS,DNH,DRS,DRH,ARF,PWL,SUP,MbO,MbFF,MbDF,MbC,MbPAR,MbSCA,MbH,MbGRA,MbSF,MbPF,BO,EUP,ZG,ZL,ZM,ZS,PB,BB,PS,DF,PL,MB,SG,MA,RAY,SHK,DC,SPOM,BD
HAK2,-0.0141937,-0.000499818,-0.000527312,-0.00160486,6.58872e-06,-0.000186209,0.000100954,0.000286314,0.0153445,0.00991588,0.0,-0.000326948,-0.141215,2.09002e-05,0.000258108,0.000503015,0.000643398,0.146377,-0.000155948,-0.0226047,0.00247041,0.0204045,-0.00187064,0.000749108,0.00766714,0.00036537,0.000240721,0.006133,0.00209421,0.000662773,0.00334046,0.000140557,0.0134892,0.00488338,0.0179195,0.00292939,-8.16057e-07,6.28137e-05,0.00332419,0.01576,0.00125175,0.00232518,0.000733571,0.000807396,0.000540468,7.06744e-05,0.000247827,0.000206505,0.000120268,0.00260212,-0.00230409,0.00202193,0.00518586,0.000429748,0.00410906,0.00124973,0.000896073,0.000162239,0.000420678,0.000791113,0.00361067,0.000927528,0.00157784,0.00126068,0.00136125,-0.0456533,-0.0156986,0.000139974,0.000418967,0.00122169
HAK3,-0.0140315,1.89506e-05,-0.000469994,-0.000141059,0.000335543,0.000139968,0.000278517,0.000388878,0.000363314,0.000434844,0.000326948,0.0,-0.134192,9.91922e-05,0.000370273,0.000787495,0.0010231,0.25455,-0.000103985,0.00789419,0.00834623,0.000851367,0.000584369,0.000674895,0.00357678,0.000427,0.000593127,0.0105318,0.00523472,0.000824424,0.00260201,0.000332832,0.0100569,0.0137072,0.0203025,0.00479798,0.000723522,0.0113704,-0.00021638,0.0231532,0.0011445,0.000820071,0.000800696,0.000758641,0.000468875,7.20847e-05,0.000224356,0.000238395,0.000148252,0.00412512,-0.00228005,0.00124301,0.0025201,0.000525749,0.00582133,0.00145926,0.00120812,0.000263996,0.000349818,0.000860159,0.00214174,0.000967584,0.00141906,0.00117021,0.00125513,-0.0397837,-0.0236244,0.000726785,0.000539081,0.00107098
HAK4,-0.00898354,0.00294877,0.00324959,0.00217699,0.00395849,0.00376944,0.00455502,0.00494218,0.325792,0.212034,0.141215,0.134192,0.0,0.0226322,0.0171291,0.0663722,0.0886607,2.95027,0.00438154,0.645109,0.0749007,0.0268946,0.0120377,0.00964954,0.0431953,0.00545868,0.00790181,0.121545,0.0391138,0.00847644,0.0445954,0.0103564,0.0882444,0.130939,0.0243518,0.0603966,0.0107519,0.00682459,0.00498996,0.182766,0.0121437,0.015491,0.00729572,0.00738361,0.00922545,0.00596325,0.0114578,0.00496615,0.00396733,0.0452069,0.0027857,0.00881576,0.0463544,0.00576719,0.0451855,0.0168446,0.0148708,0.00519137,0.00430078,0.00791149,0.0339734,0.00912115,0.0117283,0.00954124,0.0104056,-0.00940909,0.007355,0.0339585,0.00726676,0.0102339
MUL,-0.0105962,-0.000787517,-0.000298154,-0.0007481,-0.000413291,-0.000133885,0.000214728,0.000336275,0.000311644,0.000262277,-2.09002e-05,-9.91922e-05,-0.0226322,0.0,0.000271152,0.000265977,0.000206019,0.000323963,8.58256e-05,-0.0294295,0.000201098,0.000235418,-0.0184652,0.000295527,0.000166745,0.00045662,0.00014006,0.000352232,0.00017461,0.00039149,0.000240655,0.000411886,-5.56197e-05,-0.00119822,0.000317105,0.000166308,0.000231936,0.00020717,0.000326878,0.000339357,0.00202787,0.00263477,0.00103784,0.00141619,0.0134216,0.00215437,0.00021893,0.000404759,0.00094463,0.000933831,-0.00336834,0.0186918,0.000451909,0.000410462,0.000174133,0.00176698,0.000735268,0.000112916,0.0019078,0.00106328,0.00104661,0.00121042,0.00323036,0.00254011,0.00239476,-0.0146159,-0.0183498,0.00243185,0.000427996,0.00290299
MUL1,-0.0242244,-0.00200808,-0.000942179,-0.000991899,-0.00223496,-0.000501714,1.60871e-05,0.00023137,0.000126333,0.000125897,-0.000258108,-0.000370273,-0.0171291,-0.000271152,0.0,-0.0002237,-0.000307155,-6.20867e-05,-0.000461612,-0.0172969,-4.30859e-05,4.00742e-05,-0.0754055,-5.7586e-05,4.25676e-05,0.000312031,2.37665e-05,0.000185131,-4.05217e-05,0.000282938,-0.000136594,-9.10099e-05,-0.000449456,-0.00145243,0.000150552,-0.000490155,-0.000839092,-0.000779207,-0.000707856,-0.000333753,0.0022375,0.00212977,0.00921237,0.00307585,0.0103702,0.0138523,0.00908908,0.00142249,0.000821679,0.000770936,-0.00174441,0.00361923,0.000320104,0.000273052,0.000964026,0.000280236,0.000104159,-0.000169612,0.00049325,0.000737263,0.000420372,0.000779918,0.00332719,0.00199053,0.00227952,-0.0879236,-0.0465358,-0.00150159,9.59802e-05,0.00204404
MUL2,-0.0192233,-0.00171338,-0.000745136,-0.00210611,-0.000563093,-0.000778149,-0.000111836,0.000304282,8.23661e-05,0.000256849,-0.000503015,-0.000787495,-0.0663722,-0.000265977,0.0002237,0.0,-2.80809e-05,4.89288e-05,-0.000239482,-0.0902552,9.2696e-05,0.00101119,-0.00859787,7.36096e-05,-9.02078e-05,0.000512649,-7.55135e-05,0.000236048,2.84779e-05,0.000271891,1.59571e-05,-5.66659e-05,-0.00152424,-0.00387205,0.000886005,0.0948166,-0.000546794,-0.000552286,-0.000465774,-0.000208723,0.0010434,0.00286202,0.00301837,0.00808057,0.00925782,0.00132373,0.00449771,0.000852617,0.000736764,0.000835858,-0.00244012,0.001885,0.000362933,0.000233171,0.000129863,0.00024518,9.75976e-05,-0.000164397,0.000309707,0.000642904,0.000419857,0.000686088,0.00379791,0.00200967,0.00325161,-0.0106498,-0.0109763,0.00141434,0.000148377,0.00151147
MUL3,-0.0238948,-0.00219084,-0.000859579,-0.0100886,-0.000863065,-0.00104123,-0.0001205,0.000389338,0.0002192,0.000337124,-0.000643398,-0.0010231,-0.0886607,-0.000206019,0.000307155,2.80809e-05,0.0,8.4154e-05,-0.000270736,-0.121384,0.000179797,0.00799455,-0.0144557,0.000123379,-0.000126092,0.000664866,-0.000104373,0.000360479,0.000102427,0.000644373,7.16438e-05,-2.75295e-05,-0.00106817,-0.00509974,0.0273617,0.0153062,-0.00057508,-0.000435047,-0.000464193,-0.000181026,0.00095834,0.00618112,0.0230004,0.011646,0.027222,0.0158495,0.0111105,0.00229013,0.00203347,0.00203514,-0.00159835,0.00272643,0.000716319,0.000533338,0.0031045,0.000476167,0.000262072,-0.000100495,0.000488479,0.00103933,0.000746335,0.0011081,0.00658718,0.00316294,0.00405197,-0.0342936,-0.00414244,0.000982388,0.00037836,0.00259253
TRA,-0.0190903,-0.0220656,-0.00134146,-0.0081351,-0.0130006,-0.129404,-0.0327546,0.000293185,1.0282e-05,0.000148013,-0.146377,-0.25455,-2.95027,-0.000323963,6.20867e-05,-4.89288e-05,-8.4154e-05,0.0,-0.000389361,-0.00491395,0.00403008,0.000410596,-0.000771195,0.000289369,0.00429487,0.000301923,0.000427434,0.013595,0.00404685,0.000645647,0.00147699,3.9448e-05,-0.00128905,0.0112215,0.00193693,0.00566794,-0.000123773,-0.000534927,-0.000594615,0.00805181,0.000653854,0.000401798,0.000394674,0.000454729,-6.74243e-05,-0.000279127,-0.000219665,5.58178e-05,-2.44273e-05,0.00481378,-0.00330894,0.000301874,0.00242317,0.000359419,0.00462927,0.00160488,0.00136031,0.000202237,3.32732e-05,0.000770811,0.00217121,0.00086359,0.00105294,0.000880999,0.000949477,-0.0112077,-0.00456764,-0.000492777,0.000395216,0.000579955
PAG,-0.0182786,-0.040721,-0.000564443,-0.000320363,0.000339735,0.000270897,0.000436421,0.000559431,0.000229481,0.000463282,0.000155948,0.000103985,-0.00438154,-8.58256e-05,0.000461612,0.000239482,0.000270736,0.000389361,0.0,0.000652937,0.00752927,0.00482154,-0.00723793,0.000959522,0.00092639,0.000739957,0.000582393,0.000397198,0.000184238,0.00050835,0.0247618,0.0210745,-0.000654193,0.000950859,0.00478303,0.00555663,0.00223841,0.00379682,-0.000209004,1.87135e-05,0.0015605,0.00599595,0.003118,0.0147146,0.0220654,0.00460699,0.0611192,0.00585862,0.00259094,0.00179589,0.00564659,0.00241418,0.000957249,0.00044393,0.000665941,0.000463887,0.000215485,-7.65987e-05,0.000579278,0.000839522,0.000849889,0.000886099,0.00630521,0.00318059,0.00441727,-0.0140301,0.000312086,0.00280995,0.000266664,0.00246538
DFS,-0.0217975,-0.0169609,-0.00125652,-0.0194281,-0.00950527,-0.00954205,-0.00414003,-2.80959e-05,0.0129772,0.0106732,0.0226047,-0.00789419,-0.645109,0.0294295,0.0172969,0.0902552,0.121384,0.00491395,-0.000652937,0.0,0.0117209,0.0076189,-0.0700809,-0.000642093,-0.00213326,0.000202857,-0.00267056,0.000594898,6.12542e-05,0.000307225,0.00660664,0.00339009,-0.00878848,-0.0315148,0.00402868,0.00279281,0.00058696,-0.000112018,-0.000506977,-4.45347e-05,0.00200557,0.000934377,0.000599516,0.000722172,0.000627565,4.95243e-05,-0.000134432,4.76492e-05,-5.38865e-06,0.000928274,-0.00296381,0.0011061,0.00557775,0.000222768,0.00198524,0.000956071,0.000308596,-7.43711e-05,0.000417154,0.000611422,0.00372097,0.000776389,0.00165222,0.00117758,0.00138919,-0.00719146,-0.0168197,-0.00133277,0.000135886,0.00117072
DFH,-0.349716,-0.00500879,-0.00113632,-0.00413359,-0.0018416,-0.00210491,-0.00108681,0.000124563,7.98693e-05,-0.0130175,-0.00247041,-0.00834623,-0.0749007,-0.000201098,4.30859e-05,-9.2696e-05,-0.000179797,-0.00403008,-0.00752927,-0.0117209,0.0,0.00209,-0.0453798,-0.0077758,-0.000231849,0.000155592,-0.000231846,0.000155603,-7.378e-06,-0.00121121,-5.84105e-05,-0.000405109,-0.00977404,-0.00444905,0.000450654,0.00224486,-1.03868e-05,0.000713779,-0.000474,-0.000284956,0.00214394,-5.40839e-05,0.000399532,0.000684084,0.000209139,0.000678311,0.000710913,0.000166165,4.24892e-05,0.000305239,-0.00253407,0.000841013,0.00414505,-9.18439e-05,-2.02571e-05,0.00083382,0.000246049,-7.24143e-05,0.000443698,0.000649097,0.00282907,0.00078818,0.00149688,0.00112708,0.00132568,-0.00216614,-0.0100107,-0.000760758,0.000383374,0.00105971
DSM,-0.0833751,-0.00711543,-0.00175732,-0.00531663,-0.00127996,-0.00145549,-0.0228488,0.000158415,8.83425e-05,-0.000319928,-0.0204045,-0.000851367,-0.0268946,-0.000235418,-4.00742e-05,-0.00101119,-0.00799455,-0.000410596,-0.00482154,-0.0076189,-0.00209,0.0,-0.0107177,-0.00530438,7.7629e-06,0.000205034,-5.12071e-06,0.00014416,-3.70776e-05,0.00012831,-0.00156594,-0.0202498,-0.020388,-0.00239733,0.000116847,0.00147941,-0.000679171,-0.000629807,-0.000588004,-0.000313359,0.00198125,0.000348997,0.000256419,0.000323712,4.1369e-06,-0.000284911,-0.000786052,-2.08563e-05,-4.42103e-05,0.000252211,-0.00306,0.007394,0.00482953,0.000162503,6.00173e-05,0.000389772,0.000244837,-8.99701e-05,0.000782304,0.000684212,0.00308078,0.000767404,0.00180762,0.00126087,0.00136299,-0.0141261,-0.0243544,-0.0017668,0.00035778,0.00126685
DSP,-0.122545,-0.0480789,-0.0012349,-0.00841655,-0.0728121,-0.00960528,-0.00126999,0.0956435,0.00106716,0.00104651,0.00187064,-0.000584369,-0.0120377,0.0184652,0.0754055,0.00859787,0.0144557,0.000771195,0.00723793,0.0700809,0.0453798,0.0107177,0.0,0.0102423,0.00481015,0.00035326,0.0354851,0.00231878,0.00274606,0.0013181,0.000569745,0.000729178,-0.00352716,-0.0103291,0.000828686,0.00258145,-0.000355349,0.000298518,-0.000570583,-0.000292701,0.00173963,0.000631754,0.000740204,0.000738128,0.000350798,0.000433018,0.000309535,0.000194873,3.92301e-05,0.000443689,-0.00332183,0.00104852,0.00315074,0.000490134,0.000362023,0.00177312,0.000252138,-0.000128289,0.0003205,0.000638402,0.00260445,0.000880399,0.00153763,0.00117488,0.00136726,-0.00295294,-0.00876177,-0.000134258,0.000218236,0.00105279
DSR,-0.492306,-0.00660408,-0.00283198,-0.00852266,-0.00741741,-0.000617557,-0.00279568,0.00026495,6.48506e-05,0.000154742,-0.000749108,-0.000674895,-0.00964954,-0.000295527,5.7586e-05,-7.36096e-05,-0.000123379,-0.000289369,-0.000959522,0.000642093,0.0077758,0.00530438,-0.0102423,0.0,0.000232259,0.000332943,0.000105327,0.000600869,9.92169e-05,0.000733028,-0.0051294,-1.87116e-05,-0.0271847,-0.00243599,0.000479233,0.00522394,-0.000727936,0.0297725,-0.000654137,-0.00033846,0.00181625,0.00260625,0.00313668,0.00197362,0.00255653,0.00386638,0.00289469,0.00438846,0.000331342,0.000485325,-0.00284934,0.000950798,0.00244017,0.00027607,7.58539e-05,0.00104209,0.000164814,-0.000158819,0.000332903,0.000643485,0.00192647,0.00079821,0.00223014,0.00146781,0.00207418,-0.0029968,-0.0562353,-0.000497299,0.000144653,0.00134654
MSC,-0.019936,-0.0115975,-0.000950463,-0.0129138,-0.00580377,-0.010388,-0.00984035,-0.0105176,0.000134235,-0.00346292,-0.00766714,-0.00357678,-0.0431953,-0.000166745,-4.25676e-05,9.02078e-05,0.000126092,-0.00429487,-0.00092639,0.00213326,0.000231849,-7.7629e-06,-0.00481015,-0.000232259,0.0,0.000164169,-0.0421432,0.000118034,-9.49759e-05,0.000157395,8.97674e-05,-0.00448486,-0.000265313,-0.0163859,0.000332343,-0.000336338,-0.000815445,-0.000335875,-1.91643e-06,-0.000358954,0.00182788,0.00160789,0.000407881,0.000543969,4.1337e-05,-0.00029126,0.000477794,4.23982e-05,-7.05113e-05,0.000240151,-0.00334684,0.000165436,0.00148692,0.000169712,0.000451761,0.00188313,0.000288432,-0.000109345,0.000426128,0.000642361,0.00166967,0.000874781,0.00155832,0.00149443,0.00156627,-0.00495591,-0.00394343,-0.00237581,3.18206e-05,0.00164487
MSG,-0.0217806,-0.000252906,-0.00118339,-0.000385835,-3.86159e-05,-0.0650258,-0.000122867,2.4312e-05,-2.59387e-05,-0.000101052,-0.00036537,-0.000427,-0.00545868,-0.00045662,-0.000312031,-0.000512649,-0.000664866,-0.000301923,-0.000739957,-0.000202857,-0.000155592,-0.000205034,-0.00035326,-0.000332943,-0.000164169,0.0,-0.000163067,3.50738e-05,-0.000191035,0.00247057,-0.000342871,-0.000393197,-0.000256687,-0.000188194,3.22044e-05,-0.000717914,-0.00110245,-0.00104505,-0.0010244,-0.00068058,-0.000127005,-0.000373121,0.000446587,8.93149e-05,-0.000662636,-0.000688877,-0.00137664,-0.000258723,-0.00027108,5.88345e-05,-0.00410712,-0.00014201,0.000141513,0.0660927,0.00991978,0.00246212,0.000823787,8.23461e-05,-0.000219171,0.000746326,0.00112773,0.0009832,0.000716613,0.000894211,0.000742618,-0.000662975,-0.000243731,-0.00426384,0.00044568,0.000565056
MSP,-0.018655,-0.0481762,-0.000824298,-0.00696145,-0.0334862,-0.10448,-0.000256776,0.000137873,0.000127675,8.00711e-05,-0.000240721,-0.000593127,-0.00790181,-0.00014006,-2.37665e-05,7.55135e-05,0.000104373,-0.000427434,-0.000582393,0.00267056,0.000231846,5.12071e-06,-0.0354851,-0.000105327,0.0421432,0.000163067,0.0,0.00011761,-7.04231e-05,0.000155816,5.12579e-05,-0.00142807,-0.000189418,-0.0158347,0.000294655,-0.000293995,-0.000709053,-0.000306028,-2.20841e-05,-0.000308403,0.00188938,0.00132367,0.000362989,0.000484096,7.43166e-05,-0.000246576,0.000357252,4.785e-05,-4.90738e-05,0.000229722,-0.00294575,0.000171451,0.00305161,0.000165256,0.000392185,0.00224553,0.000340634,-6.29135e-05,0.000443213,0.000628155,0.00270227,0.000921238,0.00147925,0.00135571,0.00145232,-0.000563704,-0.000296945,-0.00205073,8.33529e-05,0.00148833
ENG,-1.9273,-0.00719788,-0.000937864,-0.0589209,-0.0043374,-0.00927341,-0.00686394,1.33978e-07,-9.29796e-05,-8.57208e-05,-0.006133,-0.0105318,-0.121545,-0.000352232,-0.000185131,-0.000236048,-0.000360479,-0.013595,-0.000397198,-0.000594898,-0.000155603,-0.00014416,-0.00231878,-0.000600869,-0.000118034,-3.50738e-05,-0.00011761,0.0,-0.000125577,0.000122226,-0.000378018,-0.000163754,-0.0057656,-0.0139553,-8.91984e-05,0.00537331,-0.000421767,-0.000427672,-0.000398237,-0.000338627,-8.99714e-05,-9.41718e-05,4.83242e-05,1.38762e-05,-0.000271651,-0.000303261,-0.000241583,-0.000231835,-0.000163402,-6.54144e-06,-0.00352586,-6.05611e-05,0.00277292,3.47841e-05,0.00179523,0.0054919,0.00132501,0.000183555,-0.000212,0.000649241,0.00374623,0.00124478,0.000294434,0.000411992,0.000389808,-0.000961035,-0.000607925,-0.00131919,0.000392783,-5.45071e-05
SAR,-1.12753,-0.00306939,-0.000999031,-0.0282786,-0.00383526,-0.0249059,-0.00458396,0.000163232,5.90378e-05,8.36087e-05,-0.00209421,-0.00523472,-0.0391138,-0.00017461,4.05217e-05,-2.84779e-05,-0.000102427,-0.00404685,-0.000184238,-6.12542e-05,7.378e-06,3.70776e-05,-0.00274606,-9.92169e-05,9.49759e-05,0.000191035,7.04231e-05,0.000125577,0.0,0.000289278,-0.00011489,9.64611e-05,-0.0107183,-0.00226778,0.00010159,-0.000154806,-0.00023033,-0.000229812,-0.000162495,-6.02127e-05,0.00547177,-0.000139765,0.000151172,0.000266351,0.000647094,-2.25396e-05,-0.000355763,-3.75092e-05,4.23956e-05,0.000235931,-0.0032723,0.000355357,0.00027892,0.000229859,0.00207704,0.000896542,0.000151384,-0.000127747,0.0011758,0.000682385,0.000598761,0.000843181,0.0026357,0.00123922,0.00190172,-0.0027978,-0.00162205,0.000327925,0.000141609,0.00133706
EPI,-0.154029,-0.00225198,-0.000822316,-0.000796556,-0.000119288,-0.000797658,-0.000217683,-2.29105e-05,-7.36221e-05,-0.00233303,-0.000662773,-0.000824424,-0.00847644,-0.00039149,-0.000282938,-0.000271891,-0.000644373,-0.000645647,-0.00050835,-0.000307225,0.00121121,-0.00012831,-0.0013181,-0.000733028,-0.000157395,-0.00247057,-0.000155816,-0.000122226,-0.000289278,0.0,-0.000444229,-0.000188892,-0.000443466,-0.000917304,-0.000653473,-0.000333174,-0.00054119,-0.000457796,-0.000574365,-0.000786984,0.000261898,-0.00040198,-6.78179e-05,1.13058e-05,-0.000302545,-0.0003472,-0.000600094,-0.000309174,-0.00019013,9.85046e-06,-0.00465698,-0.000107237,0.000473445,-0.000299508,-0.00280062,0.00186607,0.000425526,-6.99886e-05,-0.000180319,0.000800262,0.0011076,0.000949501,0.00047945,0.00082151,0.000992431,-0.000323308,-0.00131282,-0.00159868,0.000398554,0.000435118
CEBH,-0.0236476,-0.00572696,-0.000713444,-0.0184522,-0.00115522,-0.00128529,-0.00155564,0.000251895,8.99421e-05,-9.99946e-05,-0.00334046,-0.00260201,-0.0445954,-0.000240655,0.000136594,-1.59571e-05,-7.16438e-05,-0.00147699,-0.0247618,-0.00660664,5.84105e-05,0.00156594,-0.000569745,0.0051294,-8.97674e-05,0.000342871,-5.12579e-05,0.000378018,0.00011489,0.000444229,0.0,0.000504172,0.00970776,-0.0090667,0.000447935,0.00454504,-0.000437678,0.00963444,-0.000427653,-0.000185566,0.00385093,0.00268322,0.00147507,0.000943294,0.00168445,0.000284362,0.00471783,0.00051025,0.000207057,0.00044618,-0.00265458,0.0098615,0.000470166,0.000237163,8.38299e-05,0.000269735,7.59796e-05,-0.000169794,0.000916229,0.000649977,0.000490248,0.0007148,0.00315312,0.00152268,0.00206985,-0.00223981,-0.0258535,0.00044341,5.39741e-05,0.00159541
CEBS,-0.0226405,-0.00647386,-0.000960202,-0.00743454,-0.000252882,-0.00628938,-0.0033237,0.000300878,1.75603e-05,0.000184751,-0.000140557,-0.000332832,-0.0103564,-0.000411886,9.10099e-05,5.66659e-05,2.75295e-05,-3.9448e-05,-0.0210745,-0.00339009,0.000405109,0.0202498,-0.000729178,1.87116e-05,0.00448486,0.000393197,0.00142807,0.000163754,-9.64611e-05,0.000188892,-0.000504172,0.0,-4.65007e-05,-0.00473921,0.00254101,-3.45374e-05,0.0287205,-0.000654239,-0.000568618,-0.000345625,0.0034648,0.00158964,0.000858078,0.00104758,0.00134556,-2.65405e-05,0.00163101,0.00018649,8.97736e-05,0.000484416,-0.00419575,0.00228519,0.00160077,0.000135303,0.00042286,0.000419713,6.8465e-05,-0.000266722,0.00067341,0.000652623,0.00123896,0.000754661,0.00254329,0.00139357,0.00187765,-0.000304458,-0.0184694,0.000994782,-2.73104e-05,0.0012536
CEPH,-0.0246585,-0.13901,-0.0480123,-0.143905,-0.00266062,-0.00947591,-0.0395769,0.000548623,0.000165068,0.000153164,-0.0134892,-0.0100569,-0.0882444,5.56197e-05,0.000449456,0.00152424,0.00106817,0.00128905,0.000654193,0.00878848,0.00977404,0.020388,0.00352716,0.0271847,0.000265313,0.000256687,0.000189418,0.0057656,0.0107183,0.000443466,-0.00970776,4.65007e-05,0.0,-0.0208818,0.000256464,0.00084571,-0.000506566,0.000777798,-0.000501597,-8.58319e-06,0.00178883,0.00165814,0.000791228,0.00184451,0.000998207,0.000680612,0.0245054,0.00212366,0.000449277,0.000578109,0.000123758,0.00120283,0.00312344,0.000192534,0.00037218,0.000853347,0.000390196,-8.254e-05,0.00033996,0.000598558,0.00226049,0.000708944,0.00193133,0.00124392,0.00214897,-0.00338581,-0.0447626,-0.00018923,0.000138139,0.00106741
CEPS,-0.0181102,-0.192338,-0.000878374,-0.25422,-0.0507447,-0.014106,-0.00971484,0.00268964,0.000599699,0.000588469,-0.00488338,-0.0137072,-0.130939,0.00119822,0.00145243,0.00387205,0.00509974,-0.0112215,-0.000950859,0.0315148,0.00444905,0.00239733,0.0103291,0.00243599,0.0163859,0.000188194,0.0158347,0.0139553,0.00226778,0.000917304,0.0090667,0.00473921,0.0208818,0.0,0.00591233,0.00115487,0.00286237,0.000344816,-0.000344026,-0.000270865,0.00160397,0.000713013,0.000428305,0.000576184,0.000305255,-0.000175562,0.000676829,2.7472e-05,-4.41374e-05,0.000382523,-0.00343784,0.00113855,0.00153494,0.000360074,0.00330769,0.001514,0.00035476,-7.67504e-05,0.000296435,0.000636954,0.00157153,0.000823401,0.00150136,0.00118561,0.00132311,-0.007763,0.00787807,-0.00115201,0.000176633,0.00108778
DNS,-0.0183176,-0.00353251,-0.000870222,-0.00289461,-0.000876506,-0.00112717,-0.000420838,3.74516e-05,4.54136e-05,-0.00491978,-0.0179195,-0.0203025,-0.0243518,-0.000317105,-0.000150552,-0.000886005,-0.0273617,-0.00193693,-0.00478303,-0.00402868,-0.000450654,-0.000116847,-0.000828686,-0.000479233,-0.000332343,-3.22044e-05,-0.000294655,8.91984e-05,-0.00010159,0.000653473,-0.000447935,-0.00254101,-0.000256464,-0.00591233,0.0,7.3025e-05,-0.00383689,-0.000126568,-0.0025952,-0.00505685,0.000625615,-0.000528602,0.00027077,0.000538661,-5.37211e-05,-0.000386921,-0.000717347,-0.000154015,-0.000125329,0.0011509,-0.00353487,0.0024842,0.000231349,0.000427022,0.00755486,0.00035021,0.00021643,-7.32893e-05,0.000381068,0.000675139,0.000385324,0.000739372,0.0012177,0.00119773,0.00108215,-0.00192894,-0.00304126,-0.00209915,0.000231074,0.00114241
DNH,-0.109085,-0.00104338,-0.000325863,-0.00352524,-0.00012757,-0.00236239,-0.00411478,0.000498222,0.000102359,4.49683e-05,-0.00292939,-0.00479798,-0.0603966,-0.000166308,0.000490155,-0.0948166,-0.0153062,-0.00566794,-0.00555663,-0.00279281,-0.00224486,-0.00147941,-0.00258145,-0.00522394,0.000336338,0.000717914,0.000293995,-0.00537331,0.000154806,0.000333174,-0.00454504,3.45374e-05,-0.00084571,-0.00115487,-7.3025e-05,0.0,-0.000619334,-0.000129943,-3.37229e-05,-8.38703e-06,0.00170498,0.0014403,0.000929344,0.00087788,0.000915442,0.000450277,0.00987986,0.00113232,0.000485083,0.000722422,-0.00118508,0.0031921,0.000424322,0.000278803,0.000142146,0.000283169,0.000164528,-9.44929e-05,0.000454397,0.000712046,0.000455708,0.000783203,0.00169862,0.00129948,0.00258813,-0.0266881,-0.00512523,0.00462378,0.000356738,0.00125377
DRS,-0.0168785,-0.00135338,-6.7344e-05,-0.00195039,0.00049148,-0.000497511,0.000291819,0.00080651,5.15525e-05,0.000632122,8.16057e-07,-0.000723522,-0.0107519,-0.000231936,0.000839092,0.000546794,0.00057508,0.000123773,-0.00223841,-0.00058696,1.03868e-05,0.000679171,0.000355349,0.000727936,0.000815445,0.00110245,0.000709053,0.000421767,0.00023033,0.00054119,0.000437678,-0.0287205,0.000506566,-0.00286237,0.00383689,0.000619334,0.0,8.73274e-05,-0.000288061,-0.00536401,0.00134992,0.00259423,0.00242869,0.00286716,0.00291734,0.00074913,-0.000154249,0.000607471,0.000620159,0.00107526,-0.00260537,0.00512721,0.00294507,0.000360655,0.00123858,0.000512513,0.000216592,-0.000111201,0.000291399,0.000632912,0.00202074,0.000756185,0.00249034,0.00135753,0.00167771,0.000269354,-0.0028832,0.00939406,9.00648e-05,0.00114952
DRH,-0.0336316,-0.00117743,-0.119408,-0.00103351,0.000426394,0.000226158,-0.000183869,0.000675834,8.30613e-05,0.000449732,-6.28137e-05,-0.0113704,-0.00682459,-0.00020717,0.000779207,0.000552286,0.000435047,0.000534927,-0.00379682,0.000112018,-0.000713779,0.000629807,-0.000298518,-0.0297725,0.000335875,0.00104505,0.000306028,0.000427672,0.000229812,0.000457796,-0.00963444,0.000654239,-0.000777798,-0.000344816,0.000126568,0.000129943,-8.73274e-05,0.0,0.000140336,0.000147886,0.00199513,0.00192021,0.00600487,0.00101463,0.000805835,0.000382149,-0.000277838,0.000512223,0.00046553,0.000921371,-0.00270573,0.00124007,0.000428849,0.000333458,0.000150399,0.000292987,9.64861e-05,-0.000141537,0.000362478,0.00070378,0.00046766,0.000792863,0.00210373,0.00132813,0.00227309,-0.0466668,-0.0116901,0.00821728,0.000254466,0.00126025
ARF,-0.0186217,0.000173432,-0.00032695,-0.000100494,0.0007191,0.000365942,0.000617234,0.0006046,4.14397e-05,0.000598371,-0.00332419,0.00021638,-0.00498996,-0.000326878,0.000707856,0.000465774,0.000464193,0.000594615,0.000209004,0.000506977,0.000474,0.000588004,0.000570583,0.000654137,1.91643e-06,0.0010244,2.20841e-05,0.000398237,0.000162495,0.000574365,0.000427653,0.000568618,0.000501597,0.000344026,0.0025952,3.37229e-05,0.000288061,-0.000140336,0.0,8.57562e-05,0.00214675,0.0108468,0.0023097,0.00187133,0.00180474,0.000855075,-0.000461149,0.000473605,0.000468846,0.000970643,-0.00346505,0.00418015,0.00238629,0.000378522,0.00202543,0.00065554,0.000154462,-0.000173425,0.00039839,0.000626644,0.00176647,0.000734334,0.00312954,0.0016185,0.00218761,0.000400994,0.000787481,0.00804607,4.31185e-05,0.00135682
