ORI,SB,MM,TUR,XIP,THU,LPL,MPL,SPL,HAK,HAK1,HAK2,HAK3,HAK4,MUL,MUL1,MUL2,MUL3,TRA,PAG,DFS,DFH,DSM,DSP,DSR,MSC,MSG,MSP,RSH,RSS,SSH,SSS,ENG,SAR,EPI,CEBH,CEBS,CEPH,CEPS,DNS,DNH,DRS,DRH,ARF,PWL,SUP,MbO,MbFF,MbDF,MbC,MbPAR,MbSCA,MbH,MbGRA,MbSF,MbPF,BO,EUP,ZG,ZL,ZM,ZS,PB,BB,PS,DF,PL,MB,SG,MA,DC,SPOM,BD
RSS,-0.0203995,0.00062075,-5.85244e-05,0.000294925,0.00116687,0.000856628,0.00117639,0.00297704,0.000922109,0.00191123,0.0217616,0.0227806,0.414502,0.00144015,0.00436486,0.00375853,0.0052752,0.00728152,0.000925831,0.0294947,0.00439107,0.00197989,0.0448317,0.00191974,0.00222438,0.00153326,0.00183184,0.0178109,0.0,0.00138191,0.00136053,0.0010847,0.000652896,0.000939259,0.0250782,0.00246045,0.00230396,0.00496149,0.0064033,0.0170637,0.00274122,0.00972717,0.00614835,0.000786669,0.00377877,0.0329011,0.00486983,0.00487865,0.00512186,0.00270577,0.00124302,0.00118196,0.00102394,0.00171773,-0.00267742,0.00246939,0.00495199,0.000757791,0.00112516,0.00124342,0.000491801,7.21941e-06,0.000984788,0.0012136,0.00349702,0.00139869,0.00641212,0.00359131,0.0050083,0.0100314,0.000353325,0.00345207
SSH,-0.0232977,-0.00033748,-0.00107053,-0.000589845,0.000217081,-7.7681e-05,0.0106071,0.0172345,0.000139911,0.0170969,0.0247492,0.0383196,-0.00587222,0.0289191,0.0741954,0.0156137,0.0039849,0.00754534,-0.00036485,0.00469229,0.0156798,0.0327402,0.014049,0.0900525,0.00148491,0.000285293,0.000300058,-0.000723652,-0.00138191,0.0,-0.0993959,0.000910014,0.00267774,0.00201412,0.0368531,-1.40048e-05,0.0715406,0.000628105,0.00165029,0.00825664,5.79899e-05,0.0189933,-0.00083373,0.000789048,0.00201466,0.0016656,0.00154793,0.00133477,0.000719409,0.000448381,0.00291697,0.000647924,3.99595e-05,0.000487675,-0.00362692,0.00347096,0.0023716,0.000521946,0.000356464,0.000777149,0.000179708,-0.000203816,0.00043494,0.000667842,0.0018128,0.000786362,0.00217122,0.00136692,0.0018029,-0.001325,0.000128885,0.00119369
SSS,-0.0201711,-0.00759014,-0.000943659,-0.0101451,-0.00175866,-0.00061546,0.000237608,0.0010937,0.000562116,0.00140077,0.00201629,0.0012207,-0.00988569,0.0023764,0.00449008,0.00425689,0.00484316,4.64788e-05,-0.000511935,0.0383307,0.00146185,0.0124753,0.000768028,0.00477658,0.00839129,0.00022376,0.000358247,-0.000653774,-0.00136053,0.0993959,0.0,0.000177956,4.97376e-05,0.000283592,0.00976986,0.0507904,0.00398048,-0.0231728,0.00563331,0.000452976,0.00796994,0.000673369,-0.000625434,-0.000340253,0.00296421,0.000638988,0.000544689,0.000740138,0.000443584,-0.00024702,0.000111657,6.51477e-05,-3.63585e-05,0.000390504,-0.00351443,0.00166918,0.00508183,0.000172078,0.000781715,0.000678425,0.000233303,-0.000154106,0.000649826,0.000646418,0.00334752,0.000791128,0.00206601,0.00126596,0.00162137,-0.00148489,5.3631e-05,0.00125327
ENG,-1.92744,-0.00719885,-0.000938021,-0.058935,-0.00433749,-0.00927374,-0.00686413,2.5131e-07,-9.29951e-05,-8.53146e-05,-0.00613281,-0.010532,-0.121558,-0.000352072,-0.000184454,-0.000235999,-0.000360465,-0.0135954,-0.000397202,-0.000595048,-0.000155526,-0.000143989,-0.00231891,-0.000600336,-0.000118075,-3.50871e-05,-0.00011763,-0.00099953,-0.0010847,-0.000910014,-0.000177956,0.0,-0.000125573,0.000122227,-0.000377858,-0.000164074,-0.00576535,-0.0139574,-8.92355e-05,0.00537342,-0.000421913,-0.000427531,-0.000398353,-0.000338579,-8.99995e-05,-9.42794e-05,4.83202e-05,1.38681e-05,-0.000271721,-0.000303342,-0.000241693,-0.00023186,-0.000163437,-6.55074e-06,-0.00352623,-6.05664e-05,0.00277309,3.47851e-05,0.00179524,0.00549196,0.00132504,0.000183427,-0.000212026,0.000649249,0.00374627,0.00124479,0.000294439,0.000411999,0.000389815,-0.00131985,0.000392799,-5.45249e-05
SAR,-1.12761,-0.00306658,-0.000999317,-0.0282812,-0.00383464,-0.0249068,-0.00458388,0.000163473,5.90026e-05,8.4446e-05,-0.00209309,-0.0052337,-0.0391174,-0.000174273,4.19266e-05,-2.8364e-05,-0.000102379,-0.00404662,-0.000184219,-6.14672e-05,7.53262e-06,3.7426e-05,-0.00274619,-9.80891e-05,9.48897e-05,0.000191006,7.03812e-05,-0.00301812,-0.000652896,-0.00267774,-4.97376e-05,0.000125573,0.0,0.000289275,-0.000114516,9.58026e-05,-0.0107178,-0.0022565,0.000101512,-0.000154724,-0.000230617,-0.000229511,-0.000162718,-5.97561e-05,0.00547183,-0.000139983,0.000151161,0.000266335,0.000646971,-2.26847e-05,-0.000355971,-3.7568e-05,4.23274e-05,0.000235911,-0.00327306,0.000355347,0.000278881,0.000229857,0.00207705,0.000896552,0.000151378,-0.00012791,0.00117577,0.000682403,0.000598766,0.000843203,0.00263577,0.00123925,0.00190177,0.000326974,0.000141591,0.00133704
EPI,-0.154041,-0.00225019,-0.000822486,-0.000793443,-0.000118644,-0.000797539,-0.000217499,-2.2753e-05,-7.36427e-05,-0.00233254,-0.00066198,-0.00082352,-0.00847686,-0.000391249,-0.000282026,-0.000271819,-0.000644363,-0.000645405,-0.000508347,-0.000307366,0.00121134,-0.000128078,-0.00131815,-0.000732306,-0.000157449,-0.00247063,-0.000155842,-0.000322786,-0.000939259,-0.00201412,-0.000283592,-0.000122227,-0.000289275,0.0,-0.00044398,-0.000189311,-0.00044285,-0.000909621,-0.000653532,-0.000333111,-0.000541373,-0.000457591,-0.000574516,-0.00078681,0.000261868,-0.000402115,-6.78246e-05,1.12948e-05,-0.000302629,-0.000347298,-0.000600225,-0.00030921,-0.000190174,9.83763e-06,-0.00465749,-0.000107243,0.000473445,-0.000299502,-0.00280068,0.00186609,0.000425546,-7.01621e-05,-0.000180353,0.000800276,0.00110762,0.000949517,0.00047946,0.000821525,0.00099245,-0.00159944,0.000398575,0.000435101
CEBH,-0.0236662,-0.00569021,-0.000714613,-0.0184062,-0.00114514,-0.00128286,-0.00155427,0.000251407,8.97521e-05,-9.97094e-05,-0.00333919,-0.00259979,-0.0445806,-0.000241874,0.000135062,-1.6762e-05,-7.21184e-05,-0.00147477,-0.0247644,-0.00660422,5.77276e-05,0.0015653,-0.00057022,0.00512696,-8.97946e-05,0.000342656,-5.15181e-05,-0.00143583,-0.0250782,-0.0368531,-0.00976986,0.000377858,0.000114516,0.00044398,0.0,0.000505115,0.00970613,-0.00894943,0.000447793,0.00454444,-0.000438497,0.00963367,-0.000428718,-0.000185535,0.00385075,0.00268227,0.00147488,0.00094311,0.00168372,0.000283567,0.00471667,0.000509822,0.000206664,0.000446006,-0.00265831,0.0098615,0.00047017,0.000236961,8.36309e-05,0.000269655,7.58219e-05,-0.000170229,0.000915924,0.000650004,0.000490317,0.000714832,0.00315324,0.00152274,0.00206993,0.00043923,5.36867e-05,0.00159513
CEBS,-0.0226123,-0.00654716,-0.000958435,-0.00753068,-0.000271739,-0.00629426,-0.00332677,0.00030157,1.7907e-05,0.000186693,-0.000139975,-0.000334908,-0.0103993,-0.00041031,9.4384e-05,5.81037e-05,2.9183e-05,-4.34063e-05,-0.0210749,-0.00339401,0.000406133,0.0202519,-0.000729389,2.16188e-05,0.00448543,0.000393617,0.00142857,-0.00025802,-0.00246045,1.40048e-05,-0.0507904,0.000164074,-9.58026e-05,0.000189311,-0.000505115,0.0,-4.43649e-05,-0.00496994,0.00254153,-3.28677e-05,0.0287233,-0.000651639,-0.000566875,-0.0003436,0.00346556,0.00159132,0.000858531,0.00104795,0.00134702,-2.52106e-05,0.00163333,0.000187176,9.04364e-05,0.000484776,-0.00419036,0.00228588,0.00160102,0.000135689,0.00042325,0.000419895,6.88121e-05,-0.000266332,0.00067396,0.000652655,0.00123899,0.000754697,0.00254341,0.00139364,0.00187774,0.00100091,-2.67208e-05,0.00125419
CEPH,-0.0247106,-0.138957,-0.0480196,-0.143816,-0.00263547,-0.00947027,-0.0395744,0.000548488,0.000164457,0.000153427,-0.013487,-0.0100509,-0.0882041,5.43099e-05,0.000449579,0.00152275,0.00106616,0.00129485,0.000652367,0.00879257,0.00977353,0.0203881,0.00352727,0.0271854,0.000264457,0.000256012,0.000188633,-0.00356134,-0.00230396,-0.0715406,-0.00398048,0.00576535,0.0107178,0.00044285,-0.00970613,4.43649e-05,0.0,-0.0205822,0.000255605,0.00084383,-0.0005097,0.000775415,-0.000504647,-1.00358e-05,0.00178783,0.00165534,0.000790601,0.00184399,0.000995923,0.000678372,0.0245027,0.00212249,0.00044813,0.00057756,0.000113348,0.00120194,0.00312341,0.000191916,0.000371541,0.000853113,0.000389684,-8.35992e-05,0.000338971,0.000598584,0.00226056,0.000708974,0.00193141,0.00124398,0.00214906,-0.000200618,0.000137229,0.00106645
CEPS,-0.0181156,-0.192398,-0.000878956,-0.254287,-0.0507497,-0.0141069,-0.00976097,0.00261713,0.000601699,0.000517706,-0.00498523,-0.0138746,-0.130954,0.00107734,0.00113558,0.00382126,0.00510506,-0.0112531,-0.000953054,0.0316839,0.00438575,0.00230531,0.0102737,0.00204814,0.0164235,0.000187817,0.0158412,-0.00818465,-0.00496149,-0.000628105,0.0231728,0.0139574,0.0022565,0.000909621,0.00894943,0.00496994,0.0205822,0.0,0.00593238,0.00111931,0.00289836,0.000260949,-0.00034405,-0.000276103,0.00160856,0.000707768,0.000423737,0.000573541,0.000303481,-0.00017941,0.000663279,2.45637e-05,-4.47864e-05,0.000382084,-0.0034409,0.00113051,0.00154769,0.00035819,0.00331077,0.00151407,0.000355034,-7.68741e-05,0.000297297,0.000637081,0.001579,0.000823716,0.00150138,0.00118556,0.00132274,-0.00115699,0.000176175,0.00108823
DNS,-0.0183172,-0.00353907,-0.000870207,-0.00290255,-0.000878035,-0.00112759,-0.000420992,3.76859e-05,4.54351e-05,-0.00491915,-0.0179198,-0.0203035,-0.0243586,-0.000316681,-0.000149267,-0.000885827,-0.0273635,-0.00193719,-0.00478324,-0.0040294,-0.000450448,-0.000116474,-0.000828732,-0.000478186,-0.00033236,-3.2177e-05,-0.000294638,-0.00182788,-0.0064033,-0.00165029,-0.00563331,8.92355e-05,-0.000101512,0.000653532,-0.000447793,-0.00254153,-0.000255605,-0.00593238,0.0,7.32655e-05,-0.00383716,-0.00012609,-0.00259534,-0.00505656,0.000625661,-0.000528581,0.000270818,0.000538698,-5.36589e-05,-0.000386888,-0.000717267,-0.000153977,-0.000125304,0.00115095,-0.00353471,0.00248431,0.00023134,0.000427082,0.00755504,0.000350233,0.000216478,-7.33629e-05,0.000381101,0.000675156,0.000385329,0.00073939,0.00121773,0.00119776,0.00108217,-0.00209951,0.000231147,0.00114247
DNH,-0.109104,-0.00103264,-0.000326638,-0.00351145,-0.000124651,-0.00236188,-0.00411424,0.000498751,0.000102233,4.67832e-05,-0.0029268,-0.00479505,-0.0604013,-0.00016585,0.000493224,-0.0948233,-0.0153074,-0.0056672,-0.00555722,-0.00279334,-0.00224465,-0.00147874,-0.00258161,-0.0052217,0.000336084,0.000717826,0.000293847,-0.0282724,-0.0170637,-0.00825664,-0.000452976,-0.00537342,0.000154724,0.000333111,-0.00454444,3.28677e-05,-0.00084383,-0.00111931,-7.32655e-05,0.0,-0.0006203,-0.000129529,-3.448e-05,-7.97604e-06,0.00170484,0.00143964,0.000929304,0.000877829,0.000914973,0.000449791,0.00987957,0.00113216,0.000484863,0.00072236,-0.00118735,0.00319213,0.00042421,0.000278706,0.000142023,0.000283137,0.000164441,-9.47882e-05,0.00045422,0.000712088,0.000455697,0.000783249,0.00169872,0.00129956,0.00258828,0.00462104,0.000356589,0.00125364
DRS,-0.0168755,-0.00136473,-6.70797e-05,-0.00196523,0.000488684,-0.000498184,0.000291862,0.00080746,5.16146e-05,0.000635049,4.48585e-06,-0.000720122,-0.0107632,-0.000230695,0.000844089,0.000547755,0.000575987,0.000123806,-0.00223788,-0.000588569,1.12306e-05,0.000680628,0.000355561,0.000732059,0.000815472,0.00110264,0.000709207,0.000357809,-0.00274122,-5.79899e-05,-0.00796994,0.000421913,0.000230617,0.000541373,0.000438497,-0.0287233,0.0005097,-0.00289836,0.00383716,0.0006203,0.0,8.9206e-05,-0.000287861,-0.00536294,0.00135012,0.00259457,0.00242901,0.00286746,0.0029178,0.000749422,-0.000153782,0.000607676,0.000620329,0.00107543,-0.00260464,0.00512779,0.00294535,0.000360754,0.00123874,0.000512594,0.000216687,-0.000111209,0.000291513,0.000632968,0.00202082,0.00075625,0.00249055,0.00135765,0.00167786,0.00939552,9.0208e-05,0.00114971
DRH,-0.0336603,-0.00115192,-0.11942,-0.000999444,0.000433293,0.000227609,-0.000182472,0.0006765,8.27672e-05,0.00045211,-5.8897e-05,-0.0113663,-0.00681857,-0.00020692,0.000783184,0.000552145,0.000434558,0.000536809,-0.0037977,0.000111837,-0.000713634,0.000630605,-0.000298644,-0.0297705,0.000335368,0.00104482,0.000305676,-0.0502596,-0.00972717,-0.0189933,-0.000673369,0.000427531,0.000229511,0.000457591,-0.00963367,0.000651639,-0.000775415,-0.000260949,0.00012609,0.000129529,-8.9206e-05,0.0,0.00013872,0.000147974,0.00199474,0.00191878,0.00600504,0.00101447,0.000804728,0.000381041,-0.000279641,0.000511724,0.000465008,0.000921193,-0.00271091,0.0012398,0.000428634,0.000333191,0.000150103,0.000292891,9.6251e-05,-0.000142107,0.000362044,0.000703839,0.000467639,0.000792929,0.0021039,0.00132824,0.00227327,0.00821174,0.000254063,0.00125989
ARF,-0.0186225,0.000173347,-0.000326922,-0.000100595,0.000719181,0.000366029,0.000617784,0.000605512,4.14663e-05,0.000601209,-0.00332055,0.000220466,-0.0049944,-0.000325738,0.000712677,0.000466595,0.000464933,0.000595336,0.000209604,0.000505938,0.000474775,0.000589375,0.000570875,0.000658098,1.88781e-06,0.00102454,2.2182e-05,0.000628737,-0.00614835,0.00083373,0.000625434,0.000398353,0.000162718,0.000574516,0.000428718,0.000566875,0.000504647,0.00034405,0.00259534,3.448e-05,0.000287861,-0.00013872,0.0,8.70184e-05,0.00214697,0.0108476,0.00230999,0.00187154,0.00180497,0.000855218,-0.000460985,0.000473745,0.000468937,0.000970779,-0.00346498,0.00418063,0.0023865,0.000378596,0.00202563,0.000655618,0.000154526,-0.000173519,0.000398467,0.000626703,0.00176655,0.000734401,0.0031298,0.00161864,0.0021878,0.00804648,4.32087e-05,0.00135699
PWL,-0.0139948,-0.000382045,-0.00051011,-0.000216624,0.000184554,-0.00297596,-0.000368015,0.000506202,0.000136818,0.000407199,-0.0157591,-0.0231529,-0.182792,-0.000339707,0.000336092,0.000208375,0.000180251,-0.00805207,-1.95532e-05,4.33284e-05,0.000284919,0.000313693,0.00029223,0.000340377,0.000358236,0.000680334,0.000307838,-0.00285267,-0.000786669,-0.000789048,0.000340253,0.000338579,5.97561e-05,0.00078681,0.000185535,0.0003436,1.00358e-05,0.000276103,0.00505656,7.97604e-06,0.00536294,-0.000147974,-8.70184e-05,0.0,0.000943213,0.00848985,0.00606441,0.00384957,0.00721285,0.00137708,-0.000389532,0.000261983,0.000551804,0.000931291,-0.0024068,0.00217141,0.00234148,0.00050025,0.00605923,0.000835634,0.000341564,8.80483e-05,5.54111e-05,0.000613645,0.00176164,0.000724671,0.00325919,0.00163295,0.00211753,0.00450693,0.000314226,0.0011228
SUP,-0.0614864,-0.00133141,-0.00286797,-0.00242836,-0.000324053,-0.00156861,-0.00109787,-0.000224136,0.000118421,-0.00132426,-0.00125056,-0.0011433,-0.0121472,-0.00202751,-0.00223602,-0.00104324,-0.000958212,-0.000653756,-0.00156047,-0.0020061,-0.00214376,-0.00198086,-0.0017397,-0.00181501,-0.00182797,0.000127019,-0.00188942,-0.00186259,-0.00377877,-0.00201466,-0.00296421,8.99995e-05,-0.00547183,-0.000261868,-0.00385075,-0.00346556,-0.00178783,-0.00160856,-0.000625661,-0.00170484,-0.00135012,-0.00199474,-0.00214697,-0.000943213,0.0,-0.000566765,0.000161541,0.000176825,0.000415956,-0.000335771,-0.000904536,-0.000320822,-0.000153286,0.000275797,-0.0033837,0.000260872,0.000311055,4.48666e-05,-2.52057e-05,0.000234305,0.000117581,-6.71705e-05,0.00119062,0.000686831,0.000367281,0.00077507,0.00301532,0.00136767,0.00217186,-0.000913444,0.000187967,0.00130967
MbO,-0.0246891,-0.000810398,-0.0123292,-0.00136078,0.000325493,-0.000764332,-0.000797944,0.000229757,0.000108837,0.000397936,-0.00232167,-0.000816207,-0.0154949,-0.00263379,-0.00212543,-0.00286148,-0.0061809,-0.00040103,-0.00599588,-0.000935304,5.4804e-05,-0.000347736,-0.000631514,-0.00260267,-0.00160795,0.000373238,-0.0013236,-0.0069016,-0.0329011,-0.0016656,-0.000638988,9.42794e-05,0.000139983,0.000402115,-0.00268227,-0.00159132,-0.00165534,-0.000707768,0.000528581,-0.00143964,-0.00259457,-0.00191878,-0.0108476,-0.00848985,0.000566765,0.0,0.00369018,0.00348071,0.00169128,-0.00211169,-0.00466452,0.000557701,-0.00404107,0.000972173,-0.00296442,-0.00248155,0.000414563,0.000332699,0.000100248,0.00027567,7.5316e-05,-0.000169401,2.47675e-05,0.000565625,0.000460279,0.000585971,0.00406537,0.00225931,0.00311949,0.0073144,-4.63832e-05,0.00184143
MbFF,-0.0211817,-0.000469109,-0.0285851,-0.000786689,-5.67496e-05,-0.000512808,-0.00287342,-0.000927208,2.40039e-05,-0.00013315,-0.00073279,-0.000799838,-0.0072967,-0.00103761,-0.00921193,-0.00301849,-0.0230021,-0.000394489,-0.00311822,-0.000599727,-0.000399426,-0.000256179,-0.000740234,-0.00313603,-0.00040794,-0.000446607,-0.000363018,-0.00277132,-0.00486983,-0.00154793,-0.000544689,-4.83202e-05,-0.000151161,6.78246e-05,-0.00147488,-0.000858531,-0.000790601,-0.000423737,-0.000270818,-0.000929304,-0.00242901,-0.00600504,-0.00230999,-0.00606441,-0.000161541,-0.00369018,0.0,4.24793e-05,-0.00416513,-0.00231845,-0.00651909,-0.000239139,-0.00616326,8.06071e-05,-0.00363461,-0.00039576,0.000133367,7.03637e-05,1.99686e-05,0.000205896,6.83255e-05,-0.000166686,-0.000212275,0.000737878,0.000270375,0.000825944,0.00484122,0.000957233,0.000721523,-0.00306202,0.000514391,0.000701179
MbDF,-0.0219008,-0.00071996,-0.00678465,-0.000885642,-5.80178e-05,-0.000453716,-0.000396631,-7.29915e-05,2.045e-05,-0.000244092,-0.000806733,-0.00075792,-0.00738469,-0.00141598,-0.00307518,-0.00808105,-0.0116468,-0.000454589,-0.0147158,-0.00072237,-0.000683991,-0.000323497,-0.000738152,-0.00197301,-0.000544015,-8.93211e-05,-0.000484116,-0.00147813,-0.00487865,-0.00133477,-0.000740138,-1.38681e-05,-0.000266335,-1.12948e-05,-0.00094311,-0.00104795,-0.00184399,-0.000573541,-0.000538698,-0.000877829,-0.00286746,-0.00101447,-0.00187154,-0.00384957,-0.000176825,-0.00348071,-4.24793e-05,0.0,-0.00704253,-0.00794338,-0.0062074,-0.00030213,-0.00575459,3.70837e-05,-0.0039653,-0.000361494,0.000126132,4.34963e-05,-8.53589e-05,0.000129528,-1.05436e-05,-0.000235469,1.37468e-05,0.000435389,0.000242214,0.000432834,0.0065035,0.00278634,0.00425925,-0.00328362,-0.000120019,0.00139417
MbC,-0.0278311,-0.00043606,-0.00587072,-0.000843538,0.000407094,-0.000138416,9.39718e-05,0.000441785,0.000129029,0.000196796,-0.000537561,-0.000465794,-0.00922929,-0.0134215,-0.0103671,-0.00925795,-0.0272235,6.79547e-05,-0.0220669,-0.000628411,-0.000208604,-3.1386e-06,-0.000350671,-0.00255367,-4.14069e-05,0.0006627,-7.4287e-05,-0.00122308,-0.00512186,-0.000719409,-0.000443584,0.000271721,-0.000646971,0.000302629,-0.00168372,-0.00134702,-0.000995923,-0.000303481,5.36589e-05,-0.000914973,-0.0029178,-0.000804728,-0.00180497,-0.00721285,-0.000415956,-0.00169128,0.00416513,0.00704253,0.0,0.0078127,-0.00420968,0.00334282,0.00155115,0.00408243,-0.00244538,0.00180104,0.000378525,0.000298178,7.63673e-05,0.000276326,8.70581e-05,-0.000162534,0.000174519,0.000605511,0.000442826,0.000621353,0.00339333,0.00222424,0.00255344,0.00395707,-2.49713e-05,0.00201179
MbPAR,-0.0229645,-9.07622e-05,-0.0112299,-0.000340098,0.000479947,-7.34906e-05,0.000340063,0.000501417,0.000127486,0.000282347,-6.7798e-05,-6.90152e-05,-0.00596632,-0.0021536,-0.0138495,-0.00132328,-0.0158501,0.000279711,-0.004607,-5.02694e-05,-0.000677789,0.000285904,-0.00043287,-0.00386364,0.000291224,0.000688966,0.000246634,-0.000490459,-0.00270577,-0.000448381,0.00024702,0.000303342,2.26847e-05,0.000347298,-0.000283567,2.52106e-05,-0.000678372,0.00017941,0.000386888,-0.000449791,-0.000749422,-0.000381041,-0.000855218,-0.00137708,0.000335771,0.00211169,0.00231845,0.00794338,-0.0078127,0.0,-0.00247135,0.0618974,0.00188161,0.00458201,0.104941,0.000826697,0.000368174,0.000305328,0.000102728,0.000284792,0.000102047,-0.000143012,0.000172063,0.000615924,0.000435041,0.000630671,0.00359972,0.00221581,0.00273843,0.00434498,0.000117847,0.0018187
MbSCA,-0.0257322,-0.0038531,-0.00658683,-0.00447885,0.000653208,-1.91548e-05,-0.000595044,0.000678259,0.000146335,0.000614048,-0.000243082,-0.0002192,-0.0114618,-0.000217663,-0.00908385,-0.00449718,-0.0111106,0.000220756,-0.0611238,0.000133317,-0.00071007,0.000787663,-0.000309258,-0.00289009,-0.000477889,0.00137678,-0.000357188,-0.000900683,-0.00124302,-0.00291697,-0.000111657,0.000241693,0.000355971,0.000600225,-0.00471667,-0.00163333,-0.0245027,-0.000663279,0.000717267,-0.00987957,0.000153782,0.000279641,0.000460985,0.000389532,0.000904536,0.00466452,0.00651909,0.0062074,0.00420968,0.00247135,0.0,0.0412159,0.00314101,0.00376373,0.0678632,0.000962537,0.000522767,0.000456769,0.00019693,0.000332534,0.000120053,-0.000115093,0.000252027,0.000601557,0.000531789,0.000633543,0.0035119,0.00207017,0.00253266,0.0118212,5.49468e-05,0.00186569
MbH,-0.0198726,-0.000447897,-0.0386792,-0.000632595,0.000186841,-8.86475e-05,-2.51631e-05,0.000183124,0.000344336,7.45182e-05,-0.000205036,-0.000236828,-0.00496787,-0.000404152,-0.0014208,-0.000852447,-0.00229011,-5.55421e-05,-0.00585896,-4.8041e-05,-0.000165926,2.13351e-05,-0.00019484,-0.0043872,-4.24564e-05,0.000258726,-4.78591e-05,-0.000384916,-0.00118196,-0.000647924,-6.51477e-05,0.00023186,3.7568e-05,0.00030921,-0.000509822,-0.000187176,-0.00212249,-2.45637e-05,0.000153977,-0.00113216,-0.000607676,-0.000511724,-0.000473745,-0.000261983,0.000320822,-0.000557701,0.000239139,0.00030213,-0.00334282,-0.0618974,-0.0412159,0.0,-0.0434315,0.000355582,-0.00339847,0.000279482,0.000412146,0.000416292,0.000121079,0.000387358,0.000222735,-5.85995e-05,0.00218694,0.000893224,0.000508706,0.000886048,0.0197291,0.00444972,0.0458405,-0.00248317,3.92382e-05,0.00367188
MbGRA,-0.0153376,-0.000129879,-3.33501,-0.000278141,0.000234968,-7.18922e-06,0.000101786,0.000206861,0.00013602,0.000111612,-0.000118852,-0.00014676,-0.00396922,-0.000944162,-0.000819986,-0.000736563,-0.0020334,2.4672e-05,-0.00259098,4.98836e-06,-4.22329e-05,4.46926e-05,-3.91705e-05,-0.000329934,7.04767e-05,0.000271105,4.90864e-05,-0.000200367,-0.00102394,-3.99595e-05,3.63585e-05,0.000163437,-4.23274e-05,0.000190174,-0.000206664,-9.04364e-05,-0.00044813,4.47864e-05,0.000125304,-0.000484863,-0.000620329,-0.000465008,-0.000468937,-0.000551804,0.000153286,0.00404107,0.00616326,0.00575459,-0.00155115,-0.00188161,-0.00314101,0.0434315,0.0,0.00306737,0.072392,0.000662037,0.000254064,0.000216159,4.02249e-05,0.000223399,8.67245e-05,-0.000123153,7.05396e-05,0.000553949,0.000331468,0.000561856,0.00542423,0.00258425,0.00392676,-0.00035853,1.0078e-05,0.00191358
MbSF,-0.0202162,-0.000659206,-0.00359323,-0.000592252,-0.000167746,-0.00202491,-0.000619575,-1.70593e-05,-5.88735e-05,-0.00021697,-0.0026016,-0.00412474,-0.0452124,-0.000933621,-0.000770143,-0.000835815,-0.00203521,-0.00481386,-0.00179598,-0.000928517,-0.000305134,-0.000251993,-0.000443703,-0.000484665,-0.000240188,-5.88382e-05,-0.000229734,-0.000848264,-0.00171773,-0.000487675,-0.000390504,6.55074e-06,-0.000235911,-9.83763e-06,-0.000446006,-0.000484776,-0.00057756,-0.000382084,-0.00115095,-0.00072236,-0.00107543,-0.000921193,-0.000970779,-0.000931291,-0.000275797,-0.000972173,-8.06071e-05,-3.70837e-05,-0.00408243,-0.00458201,-0.00376373,-0.000355582,-0.00306737,0.0,-0.00429178,-0.000215049,7.39365e-05,-2.0398e-05,-4.80277e-05,0.000151118,2.04496e-06,-0.000246374,-0.000303311,0.000667008,0.000229731,0.000755691,0.00925485,0.000735804,0.000558372,-0.00367338,0.00043077,0.000309228
MbPF,-0.0147392,0.00152749,-0.0635925,0.000851959,0.00295363,0.00264156,0.00315843,0.0029328,0.00352153,0.00291076,0.00231669,0.00229334,-0.00279922,0.00337359,0.00175968,0.00244257,0.00160044,0.00331115,-0.00564544,0.00296042,0.0025364,0.00306429,0.00332258,0.00286183,0.00334661,0.00410734,0.00294592,0.00429042,0.00267742,0.00362692,0.00351443,0.00352623,0.00327306,0.00465749,0.00265831,0.00419036,-0.000113348,0.0034409,0.00353471,0.00118735,0.00260464,0.00271091,0.00346498,0.0024068,0.0033837,0.00296442,0.00363461,0.0039653,0.00244538,-0.104941,-0.0678632,0.00339847,-0.072392,0.00429178,0.0,0.00361674,0.0035209,0.0045077,0.00392709,0.00459212,0.00395231,0.00247162,0.00233833,0.00876145,0.00408761,0.00883909,0.124452,0.0136987,0.010363,0.00199891,0.0136922,0.0145678
BO,-0.021925,-0.00094213,-0.00161563,-0.00150972,-4.42342e-05,-0.000369302,-0.00127009,0.000111762,0.00012487,-0.000313904,-0.00202086,-0.00124174,-0.00881668,-0.0186924,-0.00361806,-0.001885,-0.00272654,-0.000301559,-0.00241431,-0.00110639,-0.000840867,-0.00739382,-0.00104855,-0.000949719,-0.00016551,0.000141993,-0.000171484,-0.00165136,-0.00246939,-0.00347096,-0.00166918,6.05664e-05,-0.000355347,0.000107243,-0.0098615,-0.00228588,-0.00120194,-0.00113051,-0.00248431,-0.00319213,-0.00512779,-0.0012398,-0.00418063,-0.00217141,-0.000260872,0.00248155,0.00039576,0.000361494,-0.00180104,-0.000826697,-0.000962537,-0.000279482,-0.000662037,0.000215049,-0.00361674,0.0,0.000218247,0.00014353,7.69407e-06,0.000236637,0.00010384,-0.000111249,0.00184135,0.000575565,0.000326189,0.000575961,0.00987236,0.0015923,0.00132379,-0.000130549,0.000148395,0.00163273
