CUT2,SB,MM,TUR,XIP,THU,LPL,MPL,SPL,HAK,HAK1,HAK2,HAK3,HAK4,MUL,MUL1,MUL2,MUL3,TRA,PAG,DFS,DFH,DSM,DSP,DSR,MSC,MSG,MSP,ENG,SAR,EPI,CEBH,CEBS,CEPH,CEPS,DNS,DNH,DRS,DRH,ARF,PWL,SUP,MbO,MbFF,MbDF,MbC,MbPAR,MbSCA,MbH,MbGRA,MbSF,MbPF,BO,EUP,ZG,ZL,ZM,ZS,PB,BB,PS,DF,PL,MB,SG,MA,Bathyrajabrachyurops,Dalatiaslicha,Dipturusoxyrinchus,Myliobatisaquila,RSHC1,RSSC1,Rajaasterias,Rajapolystigma,SSHC1,SSSC1,SSSC2,Scyliorhinuscanicula,Torpedomarmorata,DC,SPOM,BD
MbGRA,-0.0153397,-0.000130155,-3.33556,-0.000278332,0.00023498,-7.20325e-06,0.000101731,0.000206663,0.000136041,0.000110973,-0.000119894,-0.000147748,-0.00397065,-0.000943911,-0.000819648,-0.000736783,-0.00203382,2.45336e-05,-0.00259155,4.52829e-06,-4.20291e-05,4.46264e-05,-3.94362e-05,-0.000331006,7.06421e-05,0.000271147,4.90992e-05,0.000163467,-4.2325e-05,0.000190187,-0.000207098,-8.97965e-05,-0.000446868,4.39997e-05,0.000125433,-0.000485027,-0.000620489,-0.000465084,-0.000469157,-0.0005527,0.000153304,0.00404149,0.00616402,0.0057553,-0.00155195,-0.00188349,-0.00314361,0.0434368,0.0,0.00306775,0.0724008,0.000662113,0.000254234,0.000216168,4.02455e-05,0.000223438,8.67482e-05,-0.000123159,7.05541e-05,0.000554018,0.000331566,0.000561927,0.00542489,0.00258457,0.00392724,-0.00288151,-0.00464664,-0.00129307,-0.00811735,-0.000202767,-0.00441069,-0.00276576,-0.0239385,-0.000108796,8.26367e-05,-0.000147832,-7.51259e-05,-0.00144494,-0.000361154,1.00872e-05,0.00191382
MbSF,-0.0202188,-0.000659797,-0.00359384,-0.000592576,-0.000167811,-0.00202522,-0.000619698,-1.71721e-05,-5.88793e-05,-0.000217312,-0.0026025,-0.00412596,-0.0452205,-0.000933565,-0.000770038,-0.000836019,-0.00203558,-0.00481471,-0.00179636,-0.000928887,-0.000305073,-0.000252064,-0.000443915,-0.00048525,-0.000240143,-5.8844e-05,-0.000229761,6.55276e-06,-0.000235939,-9.85059e-06,-0.000446288,-0.000484559,-0.000576994,-0.000383355,-0.001151,-0.000722541,-0.00107573,-0.000921421,-0.000971109,-0.000931715,-0.000275829,-0.000972417,-8.06101e-05,-3.70824e-05,-0.00408332,-0.00458313,-0.00376507,-0.000355597,-0.00306775,0.0,-0.00429221,-0.000215081,7.40098e-05,-2.04207e-05,-4.80306e-05,0.000151131,2.04452e-06,-0.000246403,-0.000303345,0.000667046,0.000229752,0.000755735,0.00925537,0.00073585,0.000558408,-0.00466186,-0.00694438,-0.00215462,-0.0101907,-0.000860444,-0.00564088,-0.00392999,-0.0281552,-0.000565021,-0.000467671,-0.000623473,-0.000554489,-0.00233873,-0.0036772,0.000430779,0.000309232
MbPF,-0.0147414,0.00152704,-0.0636032,0.000851702,0.0029539,0.0026418,0.00315817,0.00293106,0.00352178,0.00290524,0.00230801,0.00228527,-0.00280619,0.00337723,0.00176383,0.0024422,0.00159963,0.00331036,-0.0056475,0.00295672,0.00253845,0.00306389,0.00332078,0.00285314,0.00334825,0.00410776,0.00294621,0.00352656,0.00327336,0.00465775,0.00265502,0.00419635,-0.000101883,0.00343959,0.00353597,0.0011869,0.00260537,0.002712,0.00346507,0.00240266,0.00338403,0.00296518,0.00363504,0.00396574,0.00244551,-0.104966,-0.0678875,0.00339882,-0.0724008,0.00429221,0.0,0.00361698,0.0035224,0.00450777,0.00392752,0.00459257,0.00395269,0.00247184,0.00233855,0.00876225,0.00408815,0.00883991,0.124463,0.0137,0.010364,0.00021908,-0.00234668,0.00180366,-0.00304256,0.00426419,0.000678186,0.00142455,-0.038351,0.00346603,0.00438152,0.00331292,0.00355834,0.00214391,0.0019967,0.0136935,0.0145692
BO,-0.0219275,-0.00094281,-0.00161589,-0.00151018,-4.42427e-05,-0.000369358,-0.0012703,0.000111591,0.000124889,-0.00031446,-0.002022,-0.00124275,-0.00881865,-0.0186945,-0.00361819,-0.00188541,-0.00272704,-0.000301717,-0.00241482,-0.00110692,-0.000840784,-0.0073946,-0.00104894,-0.000950702,-0.000165392,0.000142019,-0.000171491,6.05858e-05,-0.000355372,0.000107249,-0.00986332,-0.00228573,-0.001201,-0.00113285,-0.00248443,-0.00319281,-0.00512927,-0.00124009,-0.00418191,-0.00217254,-0.000260898,0.00248173,0.000395814,0.000361547,-0.00180149,-0.00082695,-0.000962897,-0.000279462,-0.000662113,0.000215081,-0.00361698,0.0,0.000218386,0.000143526,7.71103e-06,0.000236669,0.000103861,-0.00011125,0.00184152,0.000575617,0.000326257,0.000576015,0.00987324,0.00159245,0.00132392,-0.0188406,-0.0200612,-0.00420982,-0.0129438,-0.00162508,-0.00358654,-0.00817476,-0.0987087,-0.00404697,-0.00146895,-0.00298845,-0.0027995,-0.0340158,-0.000131965,0.000148415,0.00163289
EUP,-0.0855639,-0.00167923,-0.000904732,-0.002759,-0.000808193,-0.00186871,-0.00581122,-0.000320748,-0.0295868,-0.0301904,-0.00518678,-0.00252104,-0.0463696,-0.0004519,-0.000319747,-0.000363133,-0.00071663,-0.00242403,-0.000957654,-0.00557896,-0.00414527,-0.00482972,-0.00315149,-0.00244045,-0.00148705,-0.000141581,-0.0030518,-0.00277288,-0.000279014,-0.000473502,-0.000470576,-0.00160114,-0.00312322,-0.00155986,-0.000231426,-0.000424559,-0.00294622,-0.000429092,-0.0023873,-0.00234203,-0.0003112,-0.000415006,-0.000133454,-0.000126206,-0.000378896,-0.000368546,-0.000523403,-0.000412302,-0.000254234,-7.40098e-05,-0.0035224,-0.000218386,0.0,-0.00017891,-0.000147524,0.00111432,0.000993502,6.3112e-05,-0.000334651,0.000590095,0.0194139,0.000955114,0.000141846,0.000384797,0.000291279,-0.0137777,-0.0586518,-0.00883072,-0.00775104,-0.00124568,-0.00337686,-0.00320229,-0.0368287,-0.00198273,-0.0109526,-0.00214051,-0.00352326,-0.0188762,-0.00122889,0.000107843,-2.82309e-06
ZG,-0.0417576,-0.000792697,-0.000791684,-0.000506965,-7.81737e-05,-0.00965787,-0.00115847,-0.000988431,-2.7323e-05,-0.000554925,-0.000429628,-0.00052558,-0.00576975,-0.000410041,-0.000271938,-0.000233165,-0.000533433,-0.000359428,-0.000444035,-0.000223277,9.2072e-05,-0.000162324,-0.000490374,-0.000275938,-0.000169689,-0.0660981,-0.000165286,-3.47722e-05,-0.000229862,0.000299531,-0.000237218,-0.000135377,-0.000191214,-0.000359521,-0.000427043,-0.000278801,-0.000360875,-0.000333268,-0.000378773,-0.000500696,-4.48595e-05,-0.000332787,-7.034e-05,-4.34659e-05,-0.000298261,-0.000305424,-0.000456975,-0.000416247,-0.000216168,2.04207e-05,-0.00450777,-0.000143526,0.00017891,0.0,0.000275045,0.00161684,0.000856114,3.3827e-05,-0.000329237,0.000796319,0.000857247,0.00093613,0.000434405,0.000948949,0.000788871,-0.00243983,-0.0123834,-0.00104272,-0.00488878,-0.000218213,-0.00260721,-0.00176695,-0.0148888,-0.000797714,-0.000200418,-0.000332746,-0.000396797,-0.00176916,-0.000975535,0.000355763,0.000602168
ZL,-0.0511049,-0.00714791,-0.000434169,-0.00277935,-0.000528503,-0.00435764,-0.00100276,-6.04322e-05,-3.77164e-05,-0.000611451,-0.00410977,-0.00582265,-0.0451999,-0.000173669,-0.000963024,-0.000129836,-0.00310519,-0.00463024,-0.000666118,-0.00198616,2.04869e-05,-5.98228e-05,-0.000362265,-7.5685e-05,-0.000451774,-0.0099206,-0.000392245,-0.00179532,-0.00207725,0.00280084,-8.39055e-05,-0.000422998,-0.000370869,-0.00331793,-0.00755564,-0.000142118,-0.00123914,-0.000150153,-0.00202631,-0.00606074,2.51955e-05,-0.000100302,-1.99675e-05,8.53694e-05,-7.64334e-05,-0.000102807,-0.000197071,-0.000121081,-4.02455e-05,4.80306e-05,-0.00392752,-7.71103e-06,0.000147524,-0.000275045,0.0,0.000948726,0.000717076,0.000248518,-0.000119009,0.000777629,0.000592705,0.000845815,0.00139216,0.000839485,0.00067215,-0.00323157,-0.0115868,-0.00199619,-0.0032791,-0.000496446,-0.00159152,-0.00188104,-0.0113159,-0.000311375,-0.00138108,-0.000719266,-0.000658416,-0.00137872,-0.000528475,0.000481052,0.00059207
ZM,-0.128414,-0.00185967,-0.000669247,-0.0035005,-0.000633613,-0.00196996,-0.00287327,-0.00847508,-0.00703681,-0.00148696,-0.00124993,-0.00145955,-0.01685,-0.00176712,-0.000279805,-0.000245233,-0.000476286,-0.00160521,-0.000464026,-0.000956471,-0.000833844,-0.000389744,-0.0017736,-0.00104221,-0.00188335,-0.00246233,-0.0022458,-0.00549221,-0.000896644,-0.00186621,-0.000269813,-0.000419833,-0.00085293,-0.00151763,-0.000350246,-0.000283228,-0.000512765,-0.000292986,-0.000655858,-0.000835851,-0.000234334,-0.000275761,-0.000205911,-0.000129537,-0.000276413,-0.000284891,-0.000332691,-0.000387379,-0.000223438,-0.000151131,-0.00459257,-0.000236669,-0.00111432,-0.00161684,-0.000948726,0.0,0.000302717,-0.000174526,-0.000325582,0.000392984,0.003903,0.0017342,8.76374e-05,0.000221088,0.000174186,-0.00569646,-0.00864438,-0.00203362,-0.00411548,-0.000525233,-0.00188944,-0.00180462,-0.0138077,-0.000892707,-0.00115084,-0.000632449,-0.000838137,-0.00217889,-0.0006016,7.01901e-05,-0.000286678
ZS,-0.0409827,-0.000705031,-0.000438278,-0.00098904,-6.47053e-05,-0.000839783,-0.000590868,-0.000392629,-0.00252355,-0.00109565,-0.000896119,-0.00120823,-0.0148762,-0.000735014,-0.000103193,-9.7589e-05,-0.000262137,-0.0013606,-0.000215559,-0.000309111,-0.000245899,-0.000244713,-0.000252341,-0.000164707,-0.000288452,-0.000823881,-0.000340703,-0.0013251,-0.000151402,-0.000425583,-7.60463e-05,-6.85426e-05,-0.000389127,-0.000356458,-0.000216452,-0.000164528,-0.00021677,-9.62811e-05,-0.000154643,-0.000341732,-0.000117595,-7.53531e-05,-6.83261e-05,1.0548e-05,-8.71131e-05,-0.000102113,-0.000120149,-0.000222744,-8.67482e-05,-2.04452e-06,-0.00395269,-0.000103861,-0.000993502,-0.000856114,-0.000717076,-0.000302717,0.0,0.000629631,-0.000206976,0.0010395,0.000387035,0.000692489,0.000184908,0.000470899,0.000369052,-0.00232498,-0.00493322,-0.000847249,-0.0024789,-0.000105326,-0.00115149,-0.00094916,-0.00986051,-0.000199592,-0.000459782,-0.000213227,-0.000253979,-0.0016805,-0.0001603,0.000646727,-8.4056e-05
PB,-0.0160408,-0.000164537,-0.000106785,-0.000279496,0.000187609,-0.000123149,1.62147e-05,8.11872e-06,-0.000579449,-0.000152205,-0.000161884,-0.000263566,-0.00519466,-0.000112105,0.00017154,0.000164671,0.000100721,-0.000202117,7.67615e-05,7.37514e-05,7.2881e-05,9.03979e-05,0.000128249,0.000159262,0.000109551,-8.22137e-05,6.30188e-05,-0.00018342,0.000127919,7.01624e-05,0.00016991,0.000266886,8.46807e-05,7.62091e-05,7.34596e-05,9.47366e-05,0.000111239,0.00014217,0.000173479,-8.8231e-05,6.71843e-05,0.000169443,0.000166715,0.000235501,0.000162531,0.000142998,0.000115073,5.86184e-05,0.000123159,0.000246403,-0.00247184,0.00011125,-6.3112e-05,-3.3827e-05,-0.000248518,0.000174526,-0.000629631,0.0,1.7664e-07,0.0008804,0.000373544,0.000894307,0.00032611,0.000833473,0.000651907,-0.000917048,-0.00218968,-0.000211894,-0.00116049,0.000278219,-0.00042472,-0.000223327,-0.00545708,0.000173296,0.000144293,0.000126861,0.000199524,-0.000605774,0.000151387,0.00154796,0.000242573
BB,-0.0192315,-0.000342851,-0.000903268,-0.000673583,7.4348e-05,-0.000315999,-0.000206502,6.75194e-05,0.000294176,-0.000242817,-0.000420462,-0.000349503,-0.00430404,-0.00190732,-0.000491554,-0.000309662,-0.000488516,-3.32368e-05,-0.000579388,-0.000417973,-0.000443385,-0.000782078,-0.000320762,-0.00033267,-0.000426088,0.000219208,-0.00044326,0.00021205,-0.00117587,0.000180359,-0.000916422,-0.000673603,-0.000337926,-0.00029846,-0.000381049,-0.000454376,-0.000291617,-0.000362111,-0.00039868,-5.63633e-05,-0.00119075,-2.47847e-05,0.000212304,-1.3726e-05,-0.000174607,-0.000172156,-0.000252179,-0.00218701,-7.05541e-05,0.000303345,-0.00233855,-0.00184152,0.000334651,0.000329237,0.000119009,0.000325582,0.000206976,-1.7664e-07,0.0,0.000719976,0.00040446,0.000715112,0.000747335,0.00212586,0.0015688,-0.0045797,-0.0115863,-0.00178509,-0.0045976,-0.000322488,-0.00175701,-0.00252119,-0.0234001,-0.000498554,-0.00054336,-0.00126141,-0.000500749,-0.00468078,-0.000301042,0.000144691,0.00282431
PS,-0.0312907,-0.000688134,-0.00136362,-0.000853872,-0.000213726,-0.000707291,-0.000633736,-0.000467341,-0.00113544,-0.000872571,-0.000791292,-0.000860397,-0.00791378,-0.00106348,-0.000737417,-0.000643082,-0.00103958,-0.000770976,-0.000839756,-0.000611541,-0.000649192,-0.000684302,-0.000638558,-0.000643609,-0.000642441,-0.000746392,-0.000628232,-0.00064928,-0.000682468,-0.000800325,-0.000650109,-0.000652768,-0.000598666,-0.000638427,-0.000675216,-0.000712236,-0.000633164,-0.000704044,-0.000626897,-0.000613775,-0.0006869,-0.000565779,-0.000737924,-0.000435413,-0.000605648,-0.000616078,-0.000601781,-0.000893264,-0.000554018,-0.000667046,-0.00876225,-0.000575617,-0.000590095,-0.000796319,-0.000777629,-0.000392984,-0.0010395,-0.0008804,-0.000719976,0.0,0.0,0.0,0.0,0.0,0.0,-0.00380911,-0.00740595,-0.00165489,-0.00561337,-0.000663429,-0.00288647,-0.00263558,-0.0200379,-0.000701751,-0.000813727,-0.000851985,-0.00076583,-0.00317758,-0.000641265,-0.000892951,-0.000708934
DF,-0.0979047,-0.00175346,-0.000892542,-0.00296571,-0.000792135,-0.00192894,-0.00455803,-0.00330061,-0.0200361,-0.0183439,-0.00361162,-0.00214264,-0.0339858,-0.00104686,-0.000420509,-0.000420046,-0.0007466,-0.00217197,-0.000850224,-0.00372189,-0.00282949,-0.00308119,-0.00260516,-0.00192687,-0.0016699,-0.00112784,-0.00270262,-0.00374645,-0.000598865,-0.0011077,-0.000490526,-0.00123929,-0.00226092,-0.00158755,-0.000385393,-0.000455922,-0.00202163,-0.000467969,-0.00176728,-0.00176213,-0.000367368,-0.00046059,-0.000270404,-0.000242245,-0.000443071,-0.000435288,-0.000532236,-0.000508769,-0.000331566,-0.000229752,-0.00408815,-0.000326257,-0.0194139,-0.000857247,-0.000592705,-0.003903,-0.000387035,-0.000373544,-0.00040446,0.0,0.0,0.0,0.0,0.0,0.0,-0.0103678,-0.0378036,-0.00605358,-0.00636164,-0.00107952,-0.00288864,-0.00275335,-0.0272961,-0.00162134,-0.00699082,-0.00161228,-0.0025241,-0.0120676,-0.00107609,-0.000371126,-0.000406588
PL,-0.0466674,-0.000882702,-0.00144743,-0.00125267,-0.000296694,-0.000906673,-0.00100811,-0.00151251,-0.00207821,-0.00126794,-0.000927741,-0.000967857,-0.00912384,-0.00121065,-0.000780082,-0.000686279,-0.00110837,-0.000863781,-0.000886348,-0.000776543,-0.000788295,-0.000767504,-0.000880613,-0.000798363,-0.000874889,-0.000983286,-0.000921349,-0.00124485,-0.000843283,-0.000949576,-0.000714949,-0.000754828,-0.000709072,-0.00082553,-0.000739457,-0.000783415,-0.000756487,-0.000793162,-0.000734631,-0.000724826,-0.000775149,-0.000586135,-0.000825996,-0.000432858,-0.000621496,-0.000630832,-0.000633784,-0.000886087,-0.000561927,-0.000755735,-0.00883991,-0.000576015,-0.000955114,-0.00093613,-0.000845815,-0.0017342,-0.000692489,-0.000894307,-0.000715112,0.0,0.0,0.0,0.0,0.0,0.0,-0.00454065,-0.00906351,-0.00197958,-0.00604472,-0.000752807,-0.00302114,-0.00296288,-0.0222376,-0.000830981,-0.00105303,-0.000984809,-0.000898476,-0.00355632,-0.00073979,-0.000908326,-0.000702778
MB,-0.0399547,-0.00140195,-0.00863489,-0.00182282,-0.000461295,-0.00136831,-0.00130962,-0.000471105,-0.000245427,-0.000988842,-0.00157819,-0.00141944,-0.0117315,-0.00323097,-0.00332786,-0.00379891,-0.0065887,-0.00105315,-0.00630689,-0.00165252,-0.00149709,-0.00180786,-0.001538,-0.00223056,-0.00155851,-0.000716681,-0.00147943,-0.000294457,-0.00263601,-0.000479495,-0.00315372,-0.00254383,-0.00193167,-0.00150386,-0.00121784,-0.00169907,-0.00249129,-0.00210449,-0.00313073,-0.00325985,-0.00301562,-0.00406642,-0.00484152,-0.00650386,-0.00339406,-0.00360059,-0.00351315,-0.0197299,-0.00542489,-0.00925537,-0.124463,-0.00987324,-0.000141846,-0.000434405,-0.00139216,-8.76374e-05,-0.000184908,-0.00032611,-0.000747335,0.0,0.0,0.0,0.0,0.0,0.0,-0.0118072,-0.0238623,-0.00756414,-0.0326131,-0.0025733,-0.0202375,-0.00912279,-0.0649302,-0.00236254,-0.00204168,-0.00328621,-0.00235225,-0.00960535,-0.00312045,-0.000293161,-0.000776327
SG,-0.0355166,-0.00108567,-0.00433259,-0.00133212,-0.000372141,-0.00104179,-0.000944421,-0.000511467,-0.000645418,-0.00094565,-0.00126097,-0.00117053,-0.00954398,-0.00254059,-0.00199093,-0.00201021,-0.00316369,-0.000881185,-0.00318145,-0.0011778,-0.00112725,-0.00126103,-0.00117516,-0.00146809,-0.00149461,-0.000894293,-0.00135587,-0.000412022,-0.00123937,-0.000821579,-0.00152298,-0.00139388,-0.00124415,-0.0011879,-0.00119787,-0.00129983,-0.00135807,-0.00132863,-0.00161913,-0.00163329,-0.00136781,-0.00225991,-0.000957296,-0.00278649,-0.00222473,-0.00221635,-0.00207092,-0.00444992,-0.00258457,-0.00073585,-0.0137,-0.00159245,-0.000384797,-0.000948949,-0.000839485,-0.000221088,-0.000470899,-0.000833473,-0.00212586,0.0,0.0,0.0,0.0,0.0,0.0,-0.00842655,-0.0143843,-0.00425625,-0.0182051,-0.00157229,-0.011251,-0.0056667,-0.043261,-0.00143827,-0.00147097,-0.00179443,-0.00157252,-0.00621563,-0.00156716,-0.00073238,-0.00221481
MA,-0.0399364,-0.00126706,-0.0075053,-0.00164405,-0.000418148,-0.00118337,-0.00107748,-0.000488941,-0.000496915,-0.00100982,-0.00136155,-0.00125546,-0.0104085,-0.00239522,-0.00227999,-0.00325248,-0.00405292,-0.000949668,-0.00441845,-0.00138944,-0.00132588,-0.00136317,-0.00136759,-0.00207457,-0.00156646,-0.000742689,-0.00145249,-0.000389838,-0.00190195,-0.000992515,-0.00207025,-0.00187805,-0.00214935,-0.00132513,-0.00108227,-0.0025888,-0.00167837,-0.00227392,-0.00218846,-0.00211797,-0.00217208,-0.00312031,-0.000721573,-0.00425948,-0.002554,-0.0027391,-0.00253357,-0.0458425,-0.00392724,-0.000558408,-0.010364,-0.00132392,-0.000291279,-0.000788871,-0.00067215,-0.000174186,-0.000369052,-0.000651907,-0.0015688,0.0,0.0,0.0,0.0,0.0,0.0,-0.0102454,-0.0186626,-0.0059695,-0.0250642,-0.00223473,-0.015547,-0.0085896,-0.0696763,-0.00192933,-0.00172356,-0.00245736,-0.00204315,-0.00716313,-0.00219526,-0.000580186,-0.00163191
Bathyrajabrachyurops,-0.0209565,0.00197409,0.00157623,0.00132559,0.0029197,0.00257479,0.0032207,0.00291268,0.00159391,0.0029163,0.00246177,0.00214845,-0.00363646,0.0597498,0.34621,0.0499167,0.159026,0.0600618,0.0687252,0.0113211,0.00601843,0.28692,0.00378371,0.0748535,0.101948,0.00396502,0.00305315,0.00445256,0.00376713,0.00278832,0.0217139,0.00394123,0.00605954,0.00638427,0.00418073,0.0820333,0.00189704,0.0911713,0.0038555,0.00373817,0.0123888,0.0257402,0.0104185,0.00659314,0.00847844,0.00563746,0.0105093,0.0040127,0.00288151,0.00466186,-0.00021908,0.0188406,0.0137777,0.00243983,0.00323157,0.00569646,0.00232498,0.000917048,0.0045797,0.00380911,0.0103678,0.00454065,0.0118072,0.00842655,0.0102454,0.0,-0.00256547,0.00147796,-0.0055874,0.00412464,-0.00132582,0.000986408,-0.0265745,0.0036936,0.00450247,0.00333082,0.00428964,0.00209425,0.0256939,0.00253991,0.0100173
Dalatiaslicha,-0.016,-0.00213402,0.0030916,-0.00465406,0.00284294,0.00354383,0.0111037,0.014433,0.00428323,0.0162016,0.0222342,0.027729,-0.00505962,0.0265402,0.0547742,0.0245446,0.0211895,0.00999133,0.00447386,0.106591,0.0185188,0.0892739,0.014131,0.0598127,0.0951856,0.00578573,0.00794637,0.00399328,0.00486774,0.00619886,0.0469835,0.573687,0.0588649,-0.0090467,0.0687255,0.0118957,0.169704,0.0174765,0.00583594,0.00488218,0.0395563,0.0192176,0.00940528,0.0108099,0.0159015,0.00696089,0.0153425,0.00594642,0.00464664,0.00694438,0.00234668,0.0200612,0.0586518,0.0123834,0.0115868,0.00864438,0.00493322,0.00218968,0.0115863,0.00740595,0.0378036,0.00906351,0.0238623,0.0143843,0.0186626,0.00256547,0.0,0.00317269,-0.00107246,0.00623664,0.00188463,0.00410664,-0.0191046,1.14725,37.8917,5.14531,1.47782,1.29688,0.0341633,0.00447737,0.0183018
Dipturusoxyrinchus,-0.0177061,0.000808585,0.000279741,0.000462459,0.00136045,0.00108589,0.00142746,0.00480156,0.00161444,0.0029842,0.0405844,0.0425359,0.781826,0.00289864,0.00715358,0.00662782,0.00941551,0.0130314,0.00156725,0.0547016,0.00776978,0.00309003,0.083453,0.00294233,0.00338269,0.00181362,0.00275883,0.00160753,0.0010361,0.00128147,0.046595,0.00399782,0.00382258,0.00869212,0.0113526,0.0320767,0.00552521,0.0184078,0.0116676,0.00141972,0.00641592,0.0304974,0.00508036,0.00531438,0.00566723,0.00298477,0.00296863,0.00156166,0.00129307,0.00215462,-0.00180366,0.00420982,0.00883072,0.00104272,0.00199619,0.00203362,0.000847249,0.000211894,0.00178509,0.00165489,0.00605358,0.00197958,0.00756414,0.00425625,0.0059695,-0.00147796,-0.00317269,0.0,-0.00649777,0.0353065,-0.00274228,-0.00103946,-0.0231234,0.00157116,0.00227044,0.00152754,0.0018652,0.000209838,0.0117337,0.000729254,0.0044172
Myliobatisaquila,-0.0251965,0.00562215,0.00587228,0.00407958,0.00769314,0.00721478,0.00876343,0.00765999,0.00266064,0.00767703,0.00645685,0.00633167,-0.00200307,0.0959109,0.558403,0.0825834,0.25776,0.0121859,0.113768,0.00961011,0.00777281,0.0925943,0.00968744,0.0266883,0.0294159,0.0105757,0.00811666,0.00502192,0.00640401,0.00584143,0.0126193,0.0100357,0.00801871,0.0084634,0.00829409,0.126445,0.00570274,0.144354,0.00772824,0.00638871,0.0128266,0.187504,0.0561167,0.0266771,0.0326079,0.0207289,0.0143175,0.00926178,0.00811735,0.0101907,0.00304256,0.0129438,0.00775104,0.00488878,0.0032791,0.00411548,0.0024789,0.00116049,0.0045976,0.00561337,0.00636164,0.00604472,0.0326131,0.0182051,0.0250642,0.0055874,0.00107246,0.00649777,0.0,0.0119444,0.00453822,0.00826637,-0.0294157,0.0103455,0.0118871,0.00925337,0.0118678,0.00846669,0.088207,0.00303114,0.0184945
RSHC1,-0.0261994,6.98035e-05,-0.000965361,-0.000177791,0.000562453,0.000178264,0.000417803,0.0035972,0.000228672,0.036127,0.052586,0.045673,-0.00629515,0.0137689,0.0830535,0.0116807,0.0377571,0.0124663,0.0155143,0.00708893,0.00233962,0.0146722,0.00151083,0.00302889,0.00515502,0.000669197,0.000572777,0.00105359,0.00298,0.00032785,0.0014376,0.000273011,0.00386855,0.00886156,0.00196147,0.0288673,-0.000293667,0.0450849,-0.000620079,0.00385666,0.00188307,0.00697877,0.00268799,0.00148718,0.00122433,0.000469188,0.000924028,0.000387338,0.000202767,0.000860444,-0.00426419,0.00162508,0.00124568,0.000218213,0.000496446,0.000525233,0.000105326,-0.000278219,0.000322488,0.000663429,0.00107952,0.000752807,0.0025733,0.00157229,0.00223473,-0.00412464,-0.00623664,-0.0353065,-0.0119444,0.0,-0.0100465,-0.00399359,-0.0350946,0.00060194,0.000924481,0.000331931,0.000851445,-0.00138474,0.00263456,-1.55064e-06,0.0013266
RSSC1,-0.0230002,0.00293747,0.00267368,0.00204472,0.00419694,0.00380329,0.00469538,0.00454623,0.00150031,0.00430441,0.00791663,0.00808468,0.0876951,0.00147615,0.00583796,0.00500219,0.00628014,0.00601501,0.00401177,0.0103236,0.00441172,0.0043564,0.0142163,0.00502059,0.00513235,0.00572997,0.0044851,0.00268075,0.00224707,0.00309511,0.00909821,0.00543735,0.00424573,0.0051382,0.0052825,0.00632427,0.00313188,0.00481941,0.00483306,0.00326792,0.00507411,0.14281,0.0190577,0.0180315,0.0209,0.0124617,0.00255584,0.00463331,0.00441069,0.00564088,-0.000678186,0.00358654,0.00337686,0.00260721,0.00159152,0.00188944,0.00115149,0.00042472,0.00175701,0.00288647,0.00288864,0.00302114,0.0202375,0.011251,0.015547,0.00132582,-0.00188463,0.00274228,-0.00453822,0.0100465,0.0,0.0027627,-0.0285645,0.00545371,0.00637294,0.00484147,0.00629871,0.00370869,0.0470589,0.00105401,0.0107221
Rajaasterias,-0.0265562,0.00192806,0.00129528,0.00124095,0.00296144,0.00253561,0.00321778,0.00291814,0.000841428,0.00282551,0.00215957,0.00206065,-0.0050264,0.279521,1.64004,0.0343429,0.108676,0.0142021,0.0474619,0.00359061,0.00288618,0.0388053,0.00341881,0.0106607,0.01205,0.00399907,0.00295185,0.00226293,0.0282253,0.00221216,0.0047586,0.00345477,0.00309858,0.00343075,0.00311117,0.0776587,0.00130404,0.821814,0.00209711,0.00202323,0.00870726,0.0168019,0.0189449,0.00586765,0.00926966,0.00808463,0.00900046,0.00358796,0.00276576,0.00392999,-0.00142455,0.00817476,0.00320229,0.00176695,0.00188104,0.00180462,0.00094916,0.000223327,0.00252119,0.00263558,0.00275335,0.00296288,0.00912279,0.0056667,0.0085896,-0.000986408,-0.00410664,0.00103946,-0.00826637,0.00399359,-0.0027627,0.0,-0.034123,0.00363334,0.00433231,0.00316313,0.00424503,0.00159821,0.0311439,0.00151673,0.00626415
Rajapolystigma,-0.00950978,0.0163469,0.0196311,0.0124243,0.0212185,0.0207592,0.0247244,0.0212632,0.00872778,0.0216522,0.0190109,0.0188039,0.00961783,0.318903,1.84561,0.271994,0.855165,0.0361176,0.376898,0.0283055,0.0249346,0.691329,0.0282941,0.0851996,0.0930505,0.0294249,0.0230726,0.0149262,0.0201627,0.0176259,0.0629047,0.0295617,0.0244905,0.0251092,0.0250563,2.87239,0.0210928,0.531995,0.024856,0.019408,0.0626191,0.172732,0.0667123,0.0437276,0.0610501,0.0421462,0.18382,0.0364712,0.0239385,0.0281552,0.038351,0.0987087,0.0368287,0.0148888,0.0113159,0.0138077,0.00986051,0.00545708,0.0234001,0.0200379,0.0272961,0.0222376,0.0649302,0.043261,0.0696763,0.0265745,0.0191046,0.0231234,0.0294157,0.0350946,0.0285645,0.034123,0.0,0.029779,0.0337741,0.0270104,0.033887,0.0292655,0.238529,0.0162096,0.0506223
