TOT,SB,MM,TUR,XIP,THU,LPL,MPL,SPL,HAK,HAK1,HAK2,HAK3,HAK4,MUL,MUL1,MUL2,MUL3,TRA,PAG,DFS,DFH,DSM,DSP,DSR,MSC,MSG,MSP,ENG,SAR,EPI,CEBH,CEBS,CEPH,CEPS,DNS,DNH,DRS,DRH,ARF,PWL,SUP,MbO,MbFF,MbDF,MbC,MbPAR,MbSCA,MbH,MbGRA,MbSF,MbPF,BO,EUP,ZG,ZL,ZM,ZS,PB,BB,PS,DF,PL,MB,SG,MA,Bathyrajabrachyurops,Chimaeramonstrosa,Dalatiaslicha,Dipturusoxyrinchus,Etmopterusspinax,Galeusmelastomus,Mustelusasterias,Mustelusmustelus,Myliobatisaquila,RSH,RSS,Rajaasterias,Rajaclavata,Rajamiraletus,Rajapolystigma,SSH,SSS,Scyliorhinuscanicula,Squalusblainville,Torpedomarmorata,Torpedotorpedo,DC,SPOM,BD
HAK2,-0.0141767,-0.000467706,-0.000526157,-0.00156255,1.54022e-05,-0.000183398,0.000102723,0.000285852,0.0153505,0.00991888,0.0,-0.000325947,-0.141255,2.14194e-05,0.000257861,0.000503543,0.000644439,0.146433,-0.000155001,-0.0226088,0.0024717,0.0204118,-0.00187112,0.000746177,0.00767092,0.000365849,0.000241306,0.00613546,0.00209532,0.000663276,0.00334215,0.000143625,0.0134945,0.00498499,0.0179267,0.00293122,5.55761e-07,6.43513e-05,0.00332645,0.0157665,0.00125277,0.00232713,0.000734169,0.00080798,0.000541619,7.15448e-05,0.000249048,0.000207186,0.000120841,0.00260336,-0.00230014,0.00202309,0.0051878,0.000430215,0.00411091,0.00125034,0.000896704,0.00016268,0.000421315,0.000791412,0.00361216,0.000927881,0.00157844,0.00126116,0.00136177,-0.0024544,-0.00426659,-0.0281414,-0.0394217,-0.00829943,-0.000981387,-0.104369,-0.0193062,-0.00643877,-0.00043262,-0.113446,-0.00215231,-0.146783,1.56144e-05,-0.0189614,-0.0743669,-0.00671247,-0.0206619,-0.00779856,-0.0705192,-0.771257,0.000139012,0.000419606,0.00122263
HAK3,-0.0140317,7.12782e-05,-0.000469882,-7.17675e-05,0.000349643,0.000144001,0.000280537,0.000387409,0.000363611,0.000433237,0.000325947,0.0,-0.13422,9.77937e-05,0.000365938,0.000786931,0.00102358,0.254664,-0.000103723,0.00790232,0.00834917,0.000850138,0.00058395,0.000666657,0.00357952,0.000427313,0.000593594,0.0105364,0.00523689,0.000824742,0.00260214,0.000338771,0.0100577,0.0138798,0.0203122,0.0047997,0.000724677,0.011375,-0.00021642,0.0231633,0.00114526,0.000820558,0.000801112,0.000759048,0.000469258,7.21865e-05,0.000224231,0.000238694,0.000148473,0.00412703,-0.00227947,0.00124356,0.00252166,0.000526068,0.00582406,0.00145996,0.00120879,0.000264196,0.000350162,0.000860547,0.00214301,0.000968025,0.0014197,0.00117074,0.00125569,-0.00214305,-0.0042004,-0.0371785,-0.0415547,-0.0103325,-0.00118464,-0.160939,-0.0299255,-0.00631882,-0.000348186,-0.119003,-0.00205545,-0.127641,0.000103486,-0.0187687,-0.115466,-0.0073198,-0.0315634,-0.00235975,-0.10906,-1.19866,0.000722407,0.0005395,0.00107165
HAK4,-0.00888397,0.00295188,0.00325757,0.00218035,0.00396098,0.00377331,0.00455043,0.00492921,0.325941,0.212114,0.141255,0.13422,0.0,0.0226301,0.0170961,0.066396,0.0887036,2.95161,0.00438756,0.64542,0.0749285,0.0268925,0.012031,0.00957601,0.0432255,0.00546257,0.00790714,0.1216,0.039131,0.0084801,0.044592,0.0104163,0.0882502,0.130997,0.0243701,0.060423,0.0107698,0.00682882,0.00499797,0.182852,0.0121523,0.0155034,0.00729985,0.00738779,0.00923421,0.00596994,0.0114684,0.00497047,0.00397144,0.0452286,0.0028075,0.00882029,0.0463778,0.00577083,0.0452079,0.0168529,0.0148789,0.00519566,0.00430492,0.00791519,0.0339918,0.00912546,0.0117337,0.00954569,0.0104104,0.00363762,0.00310459,0.00392156,-0.785042,0.0101631,0.0127029,0.00360577,0.00538101,0.00200395,0.00526751,-2.00297,0.0050275,0.00599493,0.00680938,-0.00961742,0.00528247,0.00706855,0.00635094,0.0093892,0.00490454,0.00519125,0.0339912,0.00727201,0.0102408
MUL,-0.010637,-0.000751489,-0.000300767,-0.000699132,-0.000403577,-0.000131928,0.000216242,0.000335994,0.000311278,0.000261433,-2.14194e-05,-9.77937e-05,-0.0226301,0.0,0.000272948,0.000264941,0.000204145,0.000325603,8.41948e-05,-0.0294382,0.000200991,0.000235161,-0.0184733,0.000294647,0.00016612,0.000456255,0.00013946,0.000352008,0.00017392,0.000391143,0.00024106,0.00041022,-5.29261e-05,-0.00108272,0.000316603,0.000165083,0.000229692,0.000206757,0.000324746,0.000337886,0.00202773,0.00263365,0.0010377,0.00141621,0.0134242,0.00215336,0.000216413,0.000403939,0.000944038,0.000933702,-0.0033776,0.018697,0.000451982,0.000410115,0.000173693,0.00176736,0.000735126,0.000112132,0.00190761,0.00106363,0.001047,0.00121081,0.00323142,0.00254094,0.00239555,-0.0597631,-0.00159722,-0.0328929,-0.00312455,-0.00957638,-0.00146313,-0.0429356,-0.00777615,-0.0959442,-0.0302069,-0.0154973,-0.279618,-0.0152377,-0.0104347,-0.319,-0.0617954,-0.00796421,-0.0602459,-0.00861342,-0.0299694,-0.478931,0.00242447,0.000427453,0.00290312
MUL1,-0.0243203,-0.00191267,-0.000948138,-0.000862384,-0.00220985,-0.000496347,1.98972e-05,0.000230725,0.000125398,0.000124449,-0.000257861,-0.000365938,-0.0170961,-0.000272948,0.0,-0.000226728,-0.000311351,-5.74372e-05,-0.000465499,-0.0172994,-4.4374e-05,3.87874e-05,-0.0754367,-5.99008e-05,4.11365e-05,0.000311051,2.24137e-05,0.000184441,-4.21508e-05,0.000282016,-0.000135685,-9.43971e-05,-0.000448403,-0.00114011,0.000149281,-0.000493905,-0.000845233,-0.000783569,-0.000713789,-0.000337584,0.00223653,0.00212543,0.00921453,0.00307602,0.0103696,0.013853,0.00908524,0.00142109,0.000820042,0.000770299,-0.00176159,0.00361896,0.000319882,0.000272147,0.000963324,0.000279914,0.000103353,-0.000171326,0.000491874,0.000737526,0.000420573,0.000780197,0.00332836,0.00199123,0.00228033,-0.346284,-0.00663975,-0.0713847,-0.00845637,-0.0211012,-0.00418492,-0.320212,-0.0613473,-0.558589,-0.179967,-0.0414395,-1.64061,-0.0894353,-0.0648533,-1.84615,-0.225149,-0.0158565,-0.06379,-0.00948614,-0.216976,-1.95451,-0.00153015,9.45196e-05,0.00204322
MUL2,-0.0192371,-0.00169867,-0.00074588,-0.00208471,-0.000558612,-0.00077717,-0.000110814,0.000304366,8.23909e-05,0.000256559,-0.000503543,-0.000786931,-0.066396,-0.000264941,0.000226728,0.0,-2.85488e-05,4.98536e-05,-0.000239865,-0.0902833,9.33822e-05,0.0010121,-0.00860148,7.36432e-05,-9.01508e-05,0.00051288,-7.54782e-05,0.000236164,2.84443e-05,0.000272025,1.65691e-05,-5.7386e-05,-0.00152103,-0.00383119,0.000886424,0.0948596,-0.000547828,-0.000551355,-0.000466678,-0.000209193,0.00104385,0.00286292,0.00301978,0.00808426,0.00926172,0.00132396,0.00449891,0.00085302,0.000737025,0.00083624,-0.00244173,0.00188587,0.000363249,0.00023328,0.000129915,0.000245305,9.7668e-05,-0.000164608,0.000309823,0.000643208,0.00042013,0.000686413,0.00379967,0.0020106,0.00325312,-0.0499271,-0.00565359,-0.0268382,-0.00678646,-0.0086063,-0.000895627,-0.0828095,-0.0151576,-0.0826105,-0.0230374,-0.035541,-0.0343543,-0.0140366,-0.00872407,-0.272073,-0.0516183,-0.00904583,-0.017111,-0.0209202,-0.0550961,-0.0712412,0.0014061,0.000148455,0.00151216
MUL3,-0.0238977,-0.00219377,-0.000859619,-0.0100961,-0.000863159,-0.00104133,-0.000120115,0.000389517,0.000219421,0.000336916,-0.000644439,-0.00102358,-0.0887036,-0.000204145,0.000311351,2.85488e-05,0.0,8.41112e-05,-0.000270676,-0.121422,0.000180959,0.00799855,-0.0144617,0.000123758,-0.000125827,0.000665296,-0.000104146,0.000360751,0.000102656,0.000644803,7.21021e-05,-2.80356e-05,-0.00106356,-0.00511818,0.0273728,0.0153129,-0.0005755,-0.000432927,-0.000464462,-0.000181042,0.000958951,0.00618381,0.0230098,0.0116508,0.027233,0.0158559,0.0111148,0.00229135,0.00203447,0.00203609,-0.00159712,0.00272777,0.000716852,0.000533711,0.00310588,0.000476439,0.000262342,-0.00010047,0.000488877,0.00103976,0.000746729,0.00110856,0.00658983,0.00316423,0.00405362,-0.159059,-0.00693311,-0.0210856,-0.00991313,-0.00727296,-0.000241925,-0.00387408,-0.0110226,-0.257843,-0.0757284,-0.0477481,-0.108711,-0.0433303,-0.0291983,-0.855408,-0.000338932,-0.00887936,-0.00129809,-0.0268742,-0.00158332,-0.0025311,0.000974684,0.000378756,0.00259379
TRA,-0.0190902,-0.0220876,-0.00134164,-0.00812827,-0.0130029,-0.129445,-0.0327641,0.000291666,1.04431e-05,0.000146323,-0.146433,-0.254664,-2.95161,-0.000325603,5.74372e-05,-4.98536e-05,-8.41112e-05,0.0,-0.000389309,-0.00491289,0.00403072,0.000409137,-0.0007728,0.000281007,0.00429749,0.000302171,0.000427758,0.0135998,0.00404816,0.000645846,0.00147518,4.52844e-05,-0.00129288,0.0112492,0.00193835,0.00566953,-0.000122993,-0.000535623,-0.000594789,0.0080546,0.00065437,0.000402054,0.00039489,0.000454973,-6.72573e-05,-0.000279162,-0.000220049,5.60581e-05,-2.42612e-05,0.00481556,-0.00330833,0.000302005,0.00242446,0.000359649,0.00463107,0.00160551,0.00136094,0.000202387,3.34905e-05,0.000771088,0.00217229,0.000863907,0.00105332,0.000881315,0.000949813,-0.0600728,-0.00597237,-0.0128582,-0.0129221,-0.00398632,0.00039086,-0.0847308,-0.00972991,-0.0121843,-0.00839307,-0.050879,-0.0142048,-0.0312543,-0.000591277,-0.0361127,-0.0182413,-0.00202439,-0.00604688,-0.00176126,-0.0143615,-0.0805295,-0.00049936,0.000395566,0.000580371
PAG,-0.0182846,-0.04078,-0.000564635,-0.000319901,0.000340102,0.000271146,0.000436879,0.000559556,0.000229656,0.000462993,0.000155001,0.000103723,-0.00438756,-8.41948e-05,0.000465499,0.000239865,0.000270676,0.000389309,0.0,0.000652269,0.00753362,0.00482437,-0.00724119,0.000959783,0.000926964,0.00074039,0.000582746,0.000397452,0.0001844,0.000508679,0.0247733,0.0210837,-0.000649654,0.000951673,0.00478538,0.00555956,0.00223911,0.0038006,-0.000209345,1.86192e-05,0.00156134,0.00599874,0.00311957,0.0147214,0.0220755,0.00460906,0.0611468,0.00586147,0.00259222,0.00179679,0.00565008,0.00241543,0.000957902,0.000444225,0.00066633,0.000464152,0.000215688,-7.6633e-05,0.000579652,0.00083992,0.000850392,0.00088652,0.00630813,0.00318207,0.00441932,-0.0687393,-0.00515021,-0.0061813,-0.00178226,-0.00241509,0.000692236,-0.00266966,-0.000406254,-0.113804,-0.0323998,-0.022763,-0.0474774,-0.017285,-0.0121731,-0.377005,-2.73443e-05,-0.000208195,0.000155544,0.000156235,-0.000965997,-0.0014131,0.00280427,0.00026693,0.00246664
DFS,-0.0217792,-0.0170209,-0.00125545,-0.0194908,-0.00951825,-0.0095472,-0.00414323,-2.89563e-05,0.0129816,0.0106755,0.0226088,-0.00790232,-0.64542,0.0294382,0.0172994,0.0902833,0.121422,0.00491289,-0.000652269,0.0,0.0117245,0.0076205,-0.0701103,-0.000648014,-0.00213231,0.000203302,-0.00267056,0.000595295,6.16032e-05,0.000307566,0.00660615,0.00339598,-0.0087935,-0.0317729,0.00403082,0.00279428,0.000588957,-0.000111214,-0.000505923,-4.37251e-05,0.00200683,0.000935877,0.000600031,0.000722692,0.000628834,5.04768e-05,-0.000133273,4.8311e-05,-4.80142e-06,0.000928882,-0.00295941,0.00110685,0.00557961,0.000223171,0.00198627,0.000956534,0.000309034,-7.39713e-05,0.000417815,0.00061162,0.00372236,0.000776643,0.00165274,0.00117795,0.00138963,-0.0113261,-0.00534574,-0.0875203,-0.0547706,-0.0271275,-0.00405687,-0.00641549,-0.00188086,-0.00961962,-0.00140152,-0.15319,-0.00359441,-0.0187343,-0.000549615,-0.0283307,-0.00151979,-0.0607721,-0.0133515,-0.204881,-0.00207598,-0.00554426,-0.00133443,0.000136471,0.00117162
DFH,-0.349862,-0.00499624,-0.00113813,-0.00411051,-0.00183706,-0.00210453,-0.00108633,0.0001244,7.96724e-05,-0.0130201,-0.0024717,-0.00834917,-0.0749285,-0.000200991,4.4374e-05,-9.33822e-05,-0.000180959,-0.00403072,-0.00753362,-0.0117245,0.0,0.00209043,-0.0453984,-0.0077788,-0.000232221,0.000155403,-0.000232207,0.000155483,-7.75138e-06,-0.00121157,-5.84171e-05,-0.00040632,-0.00977511,-0.00440107,0.000450484,0.00224461,-1.206e-05,0.000713547,-0.000475711,-0.000286023,0.00214407,-5.54153e-05,0.000399428,0.000684067,0.000208131,0.000677387,0.000709116,0.000165804,4.20438e-05,0.000305118,-0.00253855,0.000840889,0.00414571,-9.20486e-05,-2.04745e-05,0.000833936,0.000245942,-7.2868e-05,0.000443455,0.00064926,0.00282979,0.000788377,0.00149726,0.00112737,0.00132602,-0.00601966,-0.00466944,-0.0235858,-0.00775636,-0.00889294,-0.0011505,-0.0173168,-0.00373681,-0.00777525,-0.000921787,-0.0339416,-0.00288718,-0.00598483,-0.00027929,-0.0249412,-0.019242,-0.00496727,-0.0407428,-0.00463263,-0.00736611,-0.109721,-0.00077179,0.00038315,0.00105963
DSM,-0.0834191,-0.0070959,-0.00175904,-0.00528131,-0.00127254,-0.00145406,-0.0228539,0.000158307,8.82143e-05,-0.000320387,-0.0204118,-0.000850138,-0.0268925,-0.000235161,-3.87874e-05,-0.0010121,-0.00799855,-0.000409137,-0.00482437,-0.0076205,-0.00209043,0.0,-0.0107222,-0.00530643,7.55709e-06,0.000204918,-5.32479e-06,0.000144086,-3.73483e-05,0.000128199,-0.00156581,-0.020258,-0.0203921,-0.00231007,0.000116681,0.00147914,-0.000680712,-0.000630155,-0.000589455,-0.000314217,0.0019814,0.000348009,0.000256348,0.000323667,3.30314e-06,-0.00028585,-0.000787882,-2.11206e-05,-4.45538e-05,0.000252136,-0.00306341,0.00739536,0.0048302,0.000162397,5.98765e-05,0.000389802,0.000244785,-9.033e-05,0.000782231,0.000684365,0.00308147,0.000767575,0.00180803,0.00126115,0.0013633,-0.286982,-0.00529227,-0.125082,-0.00326217,-0.0857056,-0.00829734,-0.153632,-0.0290811,-0.0926243,-0.0284341,-0.0241661,-0.0388181,-0.0168072,-0.0116713,-0.691534,-0.0894474,-0.0278614,-0.0299423,-0.0406477,-0.559683,-0.109313,-0.00177763,0.000357646,0.0012669
