TOT,SB,MM,TUR,XIP,THU,LPL,MPL,SPL,HAK,HAK1,HAK2,HAK3,HAK4,MUL,MUL1,MUL2,MUL3,TRA,PAG,DFS,DFH,DSM,DSP,DSR,MSC,MSG,MSP,ENG,SAR,EPI,CEBH,CEBS,CEPH,CEPS,DNS,DNH,DRS,DRH,ARF,PWL,SUP,MbO,MbFF,MbDF,MbC,MbPAR,MbSCA,MbH,MbGRA,MbSF,MbPF,BO,EUP,ZG,ZL,ZM,ZS,PB,BB,PS,DF,PL,MB,SG,MA,Bathyrajabrachyurops,Chimaeramonstrosa,Dalatiaslicha,Dipturusoxyrinchus,Etmopterusspinax,Galeusmelastomus,Mustelusasterias,Mustelusmustelus,Myliobatisaquila,RSH,RSS,Rajaasterias,Rajaclavata,Rajamiraletus,Rajapolystigma,SSH,SSS,Scyliorhinuscanicula,Squalusblainville,Torpedomarmorata,Torpedotorpedo,DC,SPOM,BD
DSP,-0.12258,-0.0481294,-0.00123488,-0.00839767,-0.0728353,-0.00960674,-0.00126924,0.0956813,0.00106776,0.00104645,0.00187112,-0.00058395,-0.012031,0.0184733,0.0754367,0.00860148,0.0144617,0.0007728,0.00724119,0.0701103,0.0453984,0.0107222,0.0,0.0102449,0.00481256,0.000353595,0.0354995,0.00231983,0.00274733,0.00131878,0.000570441,0.000730664,-0.00352592,-0.0103139,0.000829389,0.00258289,-0.000355179,0.000299917,-0.000570623,-0.000292607,0.00174062,0.000632377,0.000740707,0.000738597,0.000351296,0.000433446,0.000309785,0.000195303,3.95018e-05,0.000444031,-0.00332073,0.00104918,0.00315205,0.000490507,0.000362362,0.00177391,0.000252426,-0.000128207,0.000320885,0.000638666,0.00260561,0.000880761,0.00153827,0.00117536,0.00136783,-0.00378424,-0.00615864,-0.0175676,-0.0837671,-0.00583783,-0.000373034,-0.00621852,-0.0390835,-0.00969006,-0.000843679,-0.228472,-0.00341979,-0.000948763,-0.0025659,-0.0283005,-0.00129338,-0.00321824,-0.0019105,-0.00250027,-0.00240727,-0.0044045,-0.000140321,0.000218606,0.00105348
DSR,-0.492485,-0.00649021,-0.00283341,-0.00836638,-0.00738755,-0.000608766,-0.00279005,0.00026502,6.48911e-05,0.000154507,-0.000746177,-0.000666657,-0.00957601,-0.000294647,5.99008e-05,-7.36432e-05,-0.000123758,-0.000281007,-0.000959783,0.000648014,0.0077788,0.00530643,-0.0102449,0.0,0.000232549,0.000333078,0.000105532,0.000601086,9.92453e-05,0.000733299,-0.00512711,-1.92347e-05,-0.0271893,-0.00205016,0.000479432,0.00522559,-0.000728882,0.0297827,-0.000654984,-0.000338876,0.00181684,0.0026067,0.00313774,0.00197429,0.00255708,0.00386727,0.00289478,0.00438994,0.000331417,0.000485508,-0.00285023,0.000951147,0.00244089,0.000276193,7.59044e-05,0.00104244,0.000164917,-0.000158969,0.00033304,0.000643697,0.00192714,0.000798472,0.00223087,0.00146829,0.00207486,-0.0748669,-0.00620268,-0.0734687,-0.0029905,-0.0215255,-0.00432515,-0.897716,-0.212098,-0.0266896,-0.0063073,-0.0266715,-0.0106613,-0.00360696,-0.0022736,-0.0852039,-0.10291,-0.0158113,-0.0128806,-0.00707006,-0.0189115,-0.0293855,-0.000506562,0.00014475,0.00134701
MSC,-0.0199435,-0.0116276,-0.000950963,-0.0129417,-0.00580951,-0.0103924,-0.00984375,-0.0105186,0.000134275,-0.00346372,-0.00767092,-0.00357952,-0.0432255,-0.00016612,-4.11365e-05,9.01508e-05,0.000125827,-0.00429749,-0.000926964,0.00213231,0.000232221,-7.55709e-06,-0.00481256,-0.000232549,0.0,0.00016422,-0.0421516,0.000118078,-9.5008e-05,0.000157448,8.93049e-05,-0.00448678,-0.000263548,-0.0164874,0.000332447,-0.000336456,-0.000816209,-0.000335475,-2.4812e-06,-0.000359285,0.00182826,0.00160787,0.000408005,0.00054411,4.11102e-05,-0.000291628,0.000477122,4.24494e-05,-7.05654e-05,0.000240218,-0.00334772,0.000165488,0.00148722,0.000169766,0.000451868,0.00188354,0.000288532,-0.000109477,0.000426213,0.000642498,0.00167005,0.000874966,0.00155865,0.00149475,0.00156661,-0.10197,-0.00626019,-0.121533,-0.00342314,-0.0821328,-0.0171731,-0.00704959,-0.00103091,-0.0294239,-0.00853939,-0.0270619,-0.0120534,-0.00808487,-0.00278854,-0.0930729,-0.00120542,-0.0165554,-0.00359879,-0.00264713,-0.00212613,-0.00461533,-0.00238488,3.18644e-05,0.00164521
MSG,-0.0217888,-0.000253372,-0.00118398,-0.000386089,-3.86481e-05,-0.0650469,-0.000122878,2.42849e-05,-2.59406e-05,-0.000101232,-0.000365849,-0.000427313,-0.00546257,-0.000456255,-0.000311051,-0.00051288,-0.000665296,-0.000302171,-0.00074039,-0.000203302,-0.000155403,-0.000204918,-0.000353595,-0.000333078,-0.00016422,0.0,-0.000163119,3.50893e-05,-0.000191091,0.00247094,-0.000342968,-0.000393657,-0.000255378,-0.000189459,3.22044e-05,-0.000718185,-0.00110336,-0.00104514,-0.00102525,-0.000680998,-0.000127053,-0.000373664,0.000446671,8.93423e-05,-0.000663063,-0.000689388,-0.00137783,-0.000258744,-0.000271195,5.88476e-05,-0.00410818,-0.000142039,0.000141599,0.0661023,0.00992122,0.00246249,0.000823936,8.22109e-05,-0.000219229,0.000746439,0.00112791,0.000983347,0.00071673,0.00089435,0.000742739,-0.00396594,-0.00725913,-0.00773306,-0.00182542,-0.00359121,-0.000228468,-0.00378194,-0.000445127,-0.0105794,-0.00124202,-0.0250182,-0.00400057,-0.000649238,-0.000701172,-0.0294339,-0.000814686,-0.000912527,-0.000311536,-0.000681621,-0.00205251,-0.0026291,-0.00427443,0.000445761,0.000565124
MSP,-0.0186616,-0.0482463,-0.000824714,-0.0069671,-0.0334993,-0.104514,-0.000256807,0.000137836,0.000127716,7.98592e-05,-0.000241306,-0.000593594,-0.00790714,-0.00013946,-2.24137e-05,7.54782e-05,0.000104146,-0.000427758,-0.000582746,0.00267056,0.000232207,5.32479e-06,-0.0354995,-0.000105532,0.0421516,0.000163119,0.0,0.000117655,-7.0442e-05,0.000155872,5.12261e-05,-0.00142886,-0.000187716,-0.015892,0.000294752,-0.000294079,-0.000709715,-0.00030562,-2.25745e-05,-0.000308685,0.00188977,0.00132364,0.000363105,0.000484225,7.41363e-05,-0.000246886,0.000356663,4.79073e-05,-4.91112e-05,0.000229788,-0.00294645,0.00017151,0.00305208,0.000165311,0.000392281,0.002246,0.000340742,-6.30171e-05,0.000443308,0.000628286,0.00270285,0.000921429,0.00147957,0.00135599,0.00145262,-0.00305382,-0.00550543,-0.0117556,-0.00276812,-0.00772391,-0.000405391,-0.0032295,-0.000824231,-0.00811943,-0.00081192,-0.0232742,-0.00295294,-0.000956536,-0.000373824,-0.0230792,-0.000570562,-0.00145442,-0.00011617,-0.000766762,-0.00156372,-0.00228081,-0.00205869,8.34088e-05,0.00148865
ENG,-1.92799,-0.00720717,-0.000938338,-0.0589684,-0.00433878,-0.00927635,-0.0068658,1.07209e-07,-9.29967e-05,-8.58558e-05,-0.00613546,-0.0105364,-0.1216,-0.000352008,-0.000184441,-0.000236164,-0.000360751,-0.0135998,-0.000397452,-0.000595295,-0.000155483,-0.000144086,-0.00231983,-0.000601086,-0.000118078,-3.50893e-05,-0.000117655,0.0,-0.000125623,0.000122233,-0.000378101,-0.000164038,-0.00576634,-0.0140009,-8.92236e-05,0.00537375,-0.000422181,-0.000427556,-0.000398632,-0.000338853,-9.00126e-05,-9.44319e-05,4.83312e-05,1.38786e-05,-0.000271871,-0.000303526,-0.00024207,-0.000231864,-0.000163483,-6.54853e-06,-0.00352678,-6.05879e-05,0.002773,3.47801e-05,0.0017954,0.00549245,0.00132516,0.000183428,-0.000212058,0.000649307,0.00374661,0.0012449,0.000294473,0.00041204,0.000389856,-0.00445343,-0.0032909,-0.00518755,-0.00160153,-0.00221801,-0.000168202,-0.00714403,-0.000810872,-0.00502335,-0.000827748,-0.0136473,-0.00226365,-0.00236464,-0.000275609,-0.0149298,-0.00157123,-0.000708236,-0.00158591,-0.000575721,-0.00204245,-0.00524896,-0.00132315,0.000392819,-5.45395e-05
SAR,-1.12793,-0.00307025,-0.000999521,-0.0282972,-0.00383577,-0.0249138,-0.004585,0.000163228,5.90634e-05,8.34128e-05,-0.00209532,-0.00523689,-0.039131,-0.00017392,4.21508e-05,-2.84443e-05,-0.000102656,-0.00404816,-0.0001844,-6.16032e-05,7.75138e-06,3.73483e-05,-0.00274733,-9.92453e-05,9.5008e-05,0.000191091,7.0442e-05,0.000125623,0.0,0.000289362,-0.000114751,9.61046e-05,-0.0107195,-0.00226465,0.000101638,-0.000154762,-0.000230681,-0.000229092,-0.00016279,-6.03708e-05,0.00547287,-0.000139914,0.000151247,0.000266436,0.00064712,-2.26887e-05,-0.000356127,-3.74693e-05,4.23854e-05,0.000235997,-0.00327309,0.000355457,0.000279067,0.000229926,0.00207746,0.000896739,0.000151454,-0.000127872,0.00117604,0.000682527,0.000598917,0.000843356,0.00263625,0.00123947,0.00190212,-0.00376742,-0.00284127,-0.00634531,-0.00102031,-0.00235252,1.02388e-06,-0.0121419,-0.00424301,-0.00640484,-0.00311613,-0.0120718,-0.0282346,-0.00710348,-0.000181689,-0.0201648,-0.00428597,-0.000826443,-0.00256936,-0.000378618,-0.00227759,-0.0221327,0.000324676,0.000141676,0.00133734
EPI,-0.154085,-0.00225293,-0.000822768,-0.00079397,-0.000118715,-0.000797779,-0.000217607,-2.2946e-05,-7.36373e-05,-0.00233356,-0.000663276,-0.000824742,-0.0084801,-0.000391143,-0.000282016,-0.000272025,-0.000644803,-0.000645846,-0.000508679,-0.000307566,0.00121157,-0.000128199,-0.00131878,-0.000733299,-0.000157448,-0.00247094,-0.000155872,-0.000122233,-0.000289362,0.0,-0.000444298,-0.000189273,-0.000442288,-0.000913378,-0.000653605,-0.000333302,-0.000541738,-0.000457576,-0.000574929,-0.000787454,0.000261897,-0.000402314,-6.78172e-05,1.13141e-05,-0.000302806,-0.000347519,-0.000600699,-0.000309213,-0.000190228,9.84834e-06,-0.00465825,-0.00010727,0.000473535,-0.000299549,-0.00280101,0.00186632,0.000425607,-7.01808e-05,-0.000180382,0.00080037,0.00110776,0.000949629,0.000479526,0.000821626,0.000992574,-0.002789,-0.00389243,-0.00797236,-0.00128804,-0.00325151,-0.00033617,-0.00611872,-0.00402108,-0.00584361,-0.000613616,-0.0147921,-0.00221306,-0.000432333,-0.000276155,-0.0176315,-0.0034475,-0.0010629,-0.000473184,-0.000672825,-0.00244578,-0.03678,-0.00160321,0.000398611,0.000435147
CEBH,-0.0236604,-0.00569382,-0.000714083,-0.0184125,-0.00114462,-0.00128274,-0.00155434,0.000251187,8.99659e-05,-0.00010104,-0.00334215,-0.00260214,-0.044592,-0.00024106,0.000135685,-1.65691e-05,-7.21021e-05,-0.00147518,-0.0247733,-0.00660615,5.84171e-05,0.00156581,-0.000570441,0.00512711,-8.93049e-05,0.000342968,-5.12261e-05,0.000378101,0.000114751,0.000444298,0.0,0.00050645,0.00971082,-0.00898603,0.00044833,0.00454615,-0.000438101,0.00963763,-0.000428388,-0.000186012,0.00385219,0.00268369,0.00147554,0.000943585,0.0016847,0.000284072,0.00471852,0.000510378,0.000207034,0.000446314,-0.00265614,0.00986465,0.000470632,0.000237216,8.38662e-05,0.000269832,7.60264e-05,-0.000169996,0.000916489,0.0006502,0.000490594,0.000715049,0.00315418,0.0015232,0.00207055,-0.0217196,-0.00499408,-0.0490398,-0.0467903,-0.0133648,-0.00209052,-0.384875,-0.0533405,-0.0126259,-0.00239449,-0.132941,-0.00476125,-0.00253405,-0.000645494,-0.0629296,-0.0903728,-0.019361,-0.0185683,-0.047186,-0.137103,-0.403177,0.000436294,5.39841e-05,0.00159591
CEBS,-0.0226332,-0.00656831,-0.000959643,-0.00755263,-0.000275362,-0.00629725,-0.0033285,0.000301072,1.78413e-05,0.000184743,-0.000143625,-0.000338771,-0.0104163,-0.00041022,9.43971e-05,5.7386e-05,2.80356e-05,-4.52844e-05,-0.0210837,-0.00339598,0.00040632,0.020258,-0.000730664,1.92347e-05,0.00448678,0.000393657,0.00142886,0.000164038,-9.61046e-05,0.000189273,-0.00050645,0.0,-4.28684e-05,-0.00502953,0.00254233,-3.36854e-05,0.0287313,-0.000652249,-0.000568359,-0.000345306,0.0034665,0.00159091,0.00085875,0.00104827,0.00134668,-2.60352e-05,0.00163214,0.000187187,9.02355e-05,0.000484863,-0.00419309,0.00228647,0.00160152,0.000135659,0.000423313,0.000420003,6.87739e-05,-0.000266558,0.000674103,0.00065287,0.00123949,0.000754946,0.00254424,0.0013941,0.00187836,-0.00393869,-0.006607,-0.967076,-0.00401571,-0.865671,-0.0715014,-0.0047761,-0.000183872,-0.0100306,-0.000811085,-0.030929,-0.00345267,-0.000484314,-0.000142788,-0.0295471,-0.00068421,-0.135522,-2.27419e-05,-0.0334308,-0.00210302,-0.00334589,0.000989994,-2.68749e-05,0.00125453
CEPH,-0.0247723,-0.139118,-0.0480401,-0.1439,-0.00263682,-0.00947414,-0.0395848,0.000547816,0.000163878,0.000151399,-0.0134945,-0.0100577,-0.0882502,5.29261e-05,0.000448403,0.00152103,0.00106356,0.00129288,0.000649654,0.0087935,0.00977511,0.0203921,0.00352592,0.0271893,0.000263548,0.000255378,0.000187716,0.00576634,0.0107195,0.000442288,-0.00971082,4.28684e-05,0.0,-0.020652,0.000254881,0.00084156,-0.000513458,0.000772712,-0.000508372,-1.30049e-05,0.00178719,0.0016526,0.000790135,0.00184389,0.000993542,0.000675944,0.0245045,0.00212183,0.00044702,0.000577125,0.00010282,0.00120124,0.00312366,0.000191307,0.000370975,0.000853065,0.000389235,-8.45996e-05,0.000338066,0.000598742,0.00226121,0.000709163,0.00193192,0.00124431,0.00214963,-0.00606011,-0.00504718,-0.0739216,-0.00375483,-0.0214686,-0.00444228,-0.114795,-0.00796652,-0.00801953,-0.00097442,-0.0250872,-0.00309897,-0.010316,-0.000217746,-0.0244924,-0.0485322,-0.0162261,-0.215267,-0.0079582,-0.0175678,-0.0349794,-0.000218523,0.000136287,0.00106574
CEPS,-0.0181094,-0.192616,-0.000877606,-0.25443,-0.0507633,-0.0141096,-0.00976227,0.00262472,0.000603927,0.000518813,-0.00498499,-0.0138798,-0.130997,0.00108272,0.00114011,0.00383119,0.00511818,-0.0112492,-0.000951673,0.0317729,0.00440107,0.00231007,0.0103139,0.00205016,0.0164874,0.000189459,0.015892,0.0140009,0.00226465,0.000913378,0.00898603,0.00502953,0.020652,0.0,0.00595954,0.00112479,0.00291446,0.000264248,-0.000341602,-0.000275192,0.00161449,0.000713717,0.000426105,0.000576279,0.00030732,-0.000177283,0.000669798,2.6538e-05,-4.33397e-05,0.000384257,-0.00343767,0.0011352,0.00156173,0.000360434,0.00332276,0.00151981,0.000357279,-7.57103e-05,0.000299573,0.000639294,0.00158943,0.000826643,0.001506,0.00118953,0.00132698,-0.00638358,-0.005474,0.00746918,-0.00852072,0.0312555,0.0307431,-0.0160641,-0.00135603,-0.00846169,-0.00114078,-0.0378781,-0.00342974,-0.024061,-0.000314726,-0.0251055,-0.00292462,0.01263,-0.000102981,0.0169736,-0.00480229,-0.0148521,-0.00115344,0.000178134,0.00109333
DNS,-0.0183255,-0.00354579,-0.000870745,-0.00290754,-0.000878985,-0.00112817,-0.000421339,3.74209e-05,4.54209e-05,-0.00492077,-0.0179267,-0.0203122,-0.0243701,-0.000316603,-0.000149281,-0.000886424,-0.0273728,-0.00193835,-0.00478538,-0.00403082,-0.000450484,-0.000116681,-0.000829389,-0.000479432,-0.000332447,-3.22044e-05,-0.000294752,8.92236e-05,-0.000101638,0.000653605,-0.00044833,-0.00254233,-0.000254881,-0.00595954,0.0,7.29316e-05,-0.00383982,-0.000126242,-0.00259724,-0.00505931,0.000625705,-0.000529071,0.000270845,0.00053878,-5.39974e-05,-0.000387321,-0.000718215,-0.000154025,-0.000125419,0.00115112,-0.00353595,0.00248467,0.000231466,0.000427108,0.00755628,0.000350286,0.000216496,-7.34308e-05,0.000381118,0.000675272,0.000385425,0.000739517,0.00121795,0.00119797,0.00108236,-0.00418134,-0.00525248,-0.0780196,-0.0113656,-0.0377268,-0.012162,-0.00498882,-0.000683179,-0.00829615,-0.00100128,-0.0439257,-0.003112,-0.00469588,-0.00042342,-0.0250614,-0.00145145,-0.00987982,-0.00434471,-0.00235593,-0.00247767,-0.00951888,-0.00210663,0.00023113,0.00114262
DNH,-0.109133,-0.00103405,-0.000326554,-0.0035133,-0.00012458,-0.00236241,-0.00411519,0.00049832,0.000102348,4.45535e-05,-0.00293122,-0.0047997,-0.060423,-0.000165083,0.000493905,-0.0948596,-0.0153129,-0.00566953,-0.00555956,-0.00279428,-0.00224461,-0.00147914,-0.00258289,-0.00522559,0.000336456,0.000718185,0.000294079,-0.00537375,0.000154762,0.000333302,-0.00454615,3.36854e-05,-0.00084156,-0.00112479,-7.29316e-05,0.0,-0.00062059,-0.000128495,-3.44936e-05,-8.87128e-06,0.00170565,0.00144048,0.000929766,0.000878259,0.000915457,0.000450043,0.00988338,0.00113276,0.000485159,0.000722704,-0.00118669,0.00319346,0.000424671,0.000278892,0.000142161,0.000283289,0.000164588,-9.47106e-05,0.000454515,0.000712373,0.000456011,0.000783564,0.00169941,0.00130008,0.00258931,-0.0820512,-0.00359268,-0.0151962,-0.0323447,-0.00582975,-7.76267e-05,-0.11945,-0.0129518,-0.126489,-0.0465192,-0.0948073,-0.0776857,-0.0273212,-0.0304226,-2.87326,-0.0175066,-0.0024949,-0.00565234,-0.00233513,-0.0224801,-0.0211155,0.00461889,0.000356844,0.00125427
DRS,-0.0168805,-0.00136797,-6.6914e-05,-0.00196799,0.000488756,-0.000498151,0.000292031,0.000806997,5.17283e-05,0.000632068,-5.55761e-07,-0.000724677,-0.0107698,-0.000229692,0.000845233,0.000547828,0.0005755,0.000122993,-0.00223911,-0.000588957,1.206e-05,0.000680712,0.000355179,0.000728882,0.000816209,0.00110336,0.000709715,0.000422181,0.000230681,0.000541738,0.000438101,-0.0287313,0.000513458,-0.00291446,0.00383982,0.00062059,0.0,9.06992e-05,-0.000288111,-0.00536628,0.00135107,0.00259638,0.00243053,0.00286923,0.00291959,0.000749899,-0.000153995,0.000608239,0.000620805,0.00107611,-0.00260476,0.00513085,0.00294711,0.000361073,0.00123956,0.000512937,0.000216909,-0.000111142,0.000291846,0.000633344,0.00202221,0.000756701,0.00249202,0.00135846,0.00167886,-0.00189668,-0.00345864,-0.242945,-0.0055392,-0.119084,-0.0101814,-0.00217316,-0.00191116,-0.00570312,0.000333148,-0.0294299,-0.00130392,-0.000839513,0.000988669,-0.0210946,0.000339804,-0.0246461,0.000765965,-0.00638617,-0.000483815,-0.00174172,0.00939619,9.03901e-05,0.00115056
DRH,-0.033694,-0.00115378,-0.119463,-0.00100012,0.000433576,0.000227421,-0.000182787,0.000675807,8.25941e-05,0.000448836,-6.43513e-05,-0.011375,-0.00682882,-0.000206757,0.000783569,0.000551355,0.000432927,0.000535623,-0.0038006,0.000111214,-0.000713547,0.000630155,-0.000299917,-0.0297827,0.000335475,0.00104514,0.00030562,0.000427556,0.000229092,0.000457576,-0.00963763,0.000652249,-0.000772712,-0.000264248,0.000126242,0.000128495,-9.06992e-05,0.0,0.000137291,0.000145875,0.00199547,0.00191879,0.00600809,0.00101483,0.000804154,0.000380215,-0.000281654,0.000511585,0.000464812,0.000921478,-0.0027161,0.0012401,0.000429136,0.000333158,0.000149959,0.000292966,9.61308e-05,-0.000142519,0.000361903,0.000704232,0.000468098,0.000793374,0.00210508,0.00132899,0.00227454,-0.0911952,-0.00373325,-0.021572,-0.0184376,-0.00688292,-0.000180667,-0.0446656,-0.0524547,-0.144414,-0.0586684,-0.0621227,-0.822103,-0.0237069,-0.0670871,-0.532184,-0.00685693,-0.00379894,-0.000954202,-0.00256328,-0.00737864,-0.0220012,0.00820618,0.000253868,0.00126026
ARF,-0.018627,0.000173027,-0.000326797,-0.00010077,0.000719627,0.000366403,0.000618101,0.000605048,4.16051e-05,0.000598284,-0.00332645,0.00021642,-0.00499797,-0.000324746,0.000713789,0.000466678,0.000464462,0.000594789,0.000209345,0.000505923,0.000475711,0.000589455,0.000570623,0.000654984,2.4812e-06,0.00102525,2.25745e-05,0.000398632,0.00016279,0.000574929,0.000428388,0.000568359,0.000508372,0.000341602,0.00259724,3.44936e-05,0.000288111,-0.000137291,0.0,8.58544e-05,0.00214842,0.0108543,0.00231148,0.00187276,0.0018062,0.000855825,-0.000461307,0.00047428,0.000469371,0.000971436,-0.00346522,0.00418319,0.00238803,0.000378947,0.00202693,0.000656061,0.00015474,-0.000173446,0.000398893,0.000627077,0.00176779,0.000734841,0.00313165,0.0016196,0.0021891,-0.00385622,-0.00475888,-0.00796824,-0.0117217,-0.00354646,0.000739,-0.00243878,0.000639543,-0.00773093,-1.42661e-06,-0.0481804,-0.00209792,0.00046027,0.000770733,-0.0248634,0.000280463,-0.000217172,0.000861248,0.000376338,-0.000843537,-0.0017374,0.00804573,4.34072e-05,0.00135799
PWL,-0.0139754,-0.000382334,-0.000508286,-0.000216167,0.00018486,-0.00297617,-0.000367651,0.000505985,0.000137108,0.000405523,-0.0157665,-0.0231633,-0.182852,-0.000337886,0.000337584,0.000209193,0.000181042,-0.0080546,-1.86192e-05,4.37251e-05,0.000286023,0.000314217,0.000292607,0.000338876,0.000359285,0.000680998,0.000308685,0.000338853,6.03708e-05,0.000787454,0.000186012,0.000345306,1.30049e-05,0.000275192,0.00505931,8.87128e-06,0.00536628,-0.000145875,-8.58544e-05,0.0,0.000944421,0.00849474,0.00606726,0.00385175,0.007217,0.00137877,-0.000388263,0.000263521,0.000552935,0.00093196,-0.00240202,0.00217308,0.00234254,0.000500876,0.00606199,0.000836034,0.000341855,8.83442e-05,5.6512e-05,0.000613895,0.00176247,0.000724967,0.00326051,0.00163361,0.00211839,-0.00373822,-0.00418526,-0.00658967,-0.00132671,-0.00254447,0.000508317,-0.0111044,-0.00246528,-0.00638904,-0.000280011,-0.0186504,-0.00202329,-0.0113934,0.000412788,-0.0194084,-0.00153119,-0.000435575,0.00021748,-4.54541e-05,-0.00185061,-0.00837551,0.00450838,0.000314549,0.00112439
SUP,-0.0615047,-0.00133306,-0.00286905,-0.00242966,-0.000324151,-0.00156908,-0.00109822,-0.000224466,0.000118444,-0.00132561,-0.00125277,-0.00114526,-0.0121523,-0.00202773,-0.00223653,-0.00104385,-0.000958951,-0.00065437,-0.00156134,-0.00200683,-0.00214407,-0.0019814,-0.00174062,-0.00181684,-0.00182826,0.000127053,-0.00188977,9.00126e-05,-0.00547287,-0.000261897,-0.00385219,-0.0034665,-0.00178719,-0.00161449,-0.000625705,-0.00170565,-0.00135107,-0.00199547,-0.00214842,-0.000944421,0.0,-0.000567116,0.000161588,0.000176892,0.000415816,-0.000336097,-0.000905351,-0.000320811,-0.000153349,0.000275853,-0.00338447,0.000260912,0.000311239,4.48694e-05,-2.52055e-05,0.000234351,0.000117605,-6.7197e-05,0.00119086,0.000686963,0.000367403,0.000775219,0.00301591,0.00136793,0.00217228,-0.0123917,-0.00568503,-0.0519235,-0.0064376,-0.0214313,-0.00253853,-0.0148969,-0.00241023,-0.0128314,-0.00245955,-0.034079,-0.00871053,-0.00170208,-0.00229909,-0.0626389,-0.00443069,-0.00792559,-0.00228737,-0.00778489,-0.0114385,-0.0143118,-0.000919594,0.000187986,0.00130994
MbO,-0.0247007,-0.000812048,-0.0123337,-0.00136195,0.000325684,-0.000764474,-0.000798144,0.000229184,0.000108911,0.000395042,-0.00232713,-0.000820558,-0.0155034,-0.00263365,-0.00212543,-0.00286292,-0.00618381,-0.000402054,-0.00599874,-0.000935877,5.54153e-05,-0.000348009,-0.000632377,-0.0026067,-0.00160787,0.000373664,-0.00132364,9.44319e-05,0.000139914,0.000402314,-0.00268369,-0.00159091,-0.0016526,-0.000713717,0.000529071,-0.00144048,-0.00259638,-0.00191879,-0.0108543,-0.00849474,0.000567116,0.0,0.00369208,0.00348251,0.00169216,-0.00211286,-0.0046682,0.000558059,-0.00404191,0.00097267,-0.00296568,-0.00248185,0.000415139,0.000332897,0.000100325,0.000275827,7.53903e-05,-0.000169459,2.48296e-05,0.000565919,0.000460707,0.000586279,0.00406744,0.00226047,0.00312109,-0.0257462,-0.182321,-0.0266074,-0.0306437,-0.0144953,-0.000697678,-0.0328785,-0.00212798,-0.187569,-0.0110041,-0.559059,-0.0168082,-0.00530784,-0.00869653,-0.172787,-0.00453203,-0.0031337,-0.00200093,-0.0019017,-0.00804512,-0.0106955,0.00731183,-4.63803e-05,0.00184242
MbFF,-0.0211881,-0.000469859,-0.0285953,-0.000787257,-5.6813e-05,-0.000512993,-0.00287418,-0.000927493,2.40033e-05,-0.00013392,-0.000734169,-0.000801112,-0.00729985,-0.0010377,-0.00921453,-0.00301978,-0.0230098,-0.00039489,-0.00311957,-0.000600031,-0.000399428,-0.000256348,-0.000740707,-0.00313774,-0.000408005,-0.000446671,-0.000363105,-4.83312e-05,-0.000151247,6.78172e-05,-0.00147554,-0.00085875,-0.000790135,-0.000426105,-0.000270845,-0.000929766,-0.00243053,-0.00600809,-0.00231148,-0.00606726,-0.000161588,-0.00369208,0.0,4.24899e-05,-0.00416696,-0.00231967,-0.00652373,-0.000239161,-0.0061648,8.06126e-05,-0.00363543,-0.000395857,0.000133468,7.03437e-05,1.99612e-05,0.000205923,6.83306e-05,-0.000166735,-0.000212326,0.000737967,0.00027042,0.000826044,0.0048418,0.000957352,0.000721618,-0.0104208,-0.0241938,-0.0126279,-0.00511596,-0.00607633,-0.000569465,-0.0208045,-0.00234359,-0.0561361,-0.00451412,-0.0774559,-0.0189516,-0.00241212,-0.00292947,-0.0667328,-0.00323022,-0.00169515,-0.00117254,-0.00129465,-0.00442105,-0.0097076,-0.00306868,0.000514423,0.00070124
MbDF,-0.0219074,-0.000720974,-0.0067871,-0.000886258,-5.80795e-05,-0.000453881,-0.000396795,-7.31793e-05,2.04466e-05,-0.000244779,-0.00080798,-0.000759048,-0.00738779,-0.00141621,-0.00307602,-0.00808426,-0.0116508,-0.000454973,-0.0147214,-0.000722692,-0.000684067,-0.000323667,-0.000738597,-0.00197429,-0.00054411,-8.93423e-05,-0.000484225,-1.38786e-05,-0.000266436,-1.13141e-05,-0.000943585,-0.00104827,-0.00184389,-0.000576279,-0.00053878,-0.000878259,-0.00286923,-0.00101483,-0.00187276,-0.00385175,-0.000176892,-0.00348251,-4.24899e-05,0.0,-0.00704557,-0.00794731,-0.00621181,-0.000302162,-0.00575603,3.70804e-05,-0.00396616,-0.000361591,0.000126218,4.34653e-05,-8.53828e-05,0.000129543,-1.05498e-05,-0.000235527,1.37123e-05,0.000435434,0.000242258,0.000432879,0.00650418,0.00278663,0.0042597,-0.00659466,-0.0228107,-0.0143736,-0.00534107,-0.00695366,-0.000747961,-0.0171166,-0.0016493,-0.0266864,-0.00235756,-0.0742297,-0.00586979,-0.00139861,-0.0016273,-0.0437411,-0.00275369,-0.0020266,-0.00151511,-0.00185471,-0.00368727,-0.00629943,-0.00329082,-0.000120065,0.00139428
