"","H","AMI","Hr","CAP","ASC","OH","ASC.CAP","OH.CAP","robustness","ELD","TD","A.input","A.internal","A.export","A.respiration","OH.input","OH.internal","OH.export","OH.respiration","CAP.input","CAP.internal","CAP.export","CAP.respiration"
"1",5.58030362862744,1.8912578011944,3.68904582743304,27233.4494398388,9229.86940034963,18003.5800394892,0.33891664809995,0.66108335190005,0.366708178476132,3.5913416707332,3.70958500773674,2402.60518022666,4997.7472061887,436.25162479199,1393.26538914229,1907.86858801181,11196.5617284353,1346.58539056247,3552.56433247965,4310.47376823847,16194.308934624,1782.83701535446,4945.82972162193
