This file is automatically generated by EcoNet
(http://eco.engr.uga.edu).

Environmental inputs:
,SB,0
,MM,0
,TUR,0
,XIP,0.025
,THU,0.172446
,LPL,0
,MPL,0
,SPL,0
,HAK,0
,HAK1,0
,HAK2,0
,HAK3,0
,HAK4,0
,MUL,0
,MUL1,0
,MUL2,0
,MUL3,0
,TRA,0
,PAG,0
,DFS,0
,DFH,0
,DSM,0
,DSP,0
,DSR,0
,MSC,0
,MSG,0
,MSP,0
,ENG,0
,SAR,0
,EPI,0
,CEBH,0
,CEBS,0
,CEPH,0
,CEPS,0
,DNS,0
,DNH,0
,DRS,0
,DRH,0
,ARF,0
,PWL,0
,SUP,0
,MbO,0
,MbFF,0
,MbDF,0
,MbC,0
,MbPAR,0
,MbSCA,0
,MbH,0
,MbGRA,0
,MbSF,0
,MbPF,0
,BO,0
,EUP,0
,ZG,0
,ZL,0
,ZM,0
,ZS,0
,PB,0
,BB,0
,PS,594.971
,DF,10.6015
,PL,397.098
,MB,22.2693
,SG,97.7243
,MA,34.3355
,Bathyrajabrachyurops,0
,Chimaeramonstrosa,0
,Dalatiaslicha,0
,Dipturusoxyrinchus,0
,Etmopterusspinax,0
,Galeusmelastomus,0
,Mustelusasterias,0
,Mustelusmustelus,0
,Myliobatisaquila,0
,RSH,0
,RSS,0
,Rajaasterias,0
,Rajaclavata,0
,Rajamiraletus,0
,Rajapolystigma,0
,SSH,0
,SSS,0
,Scyliorhinuscanicula,0
,Squalusblainville,0
,Torpedomarmorata,0
,Torpedotorpedo,0
,DC,0
,SPOM,0
,BD,0

Environmental Outputs:
,SB,3.71757e-05
,MM,0.334857
,TUR,0.0212968
,XIP,0.0186166
,THU,0.166603
,LPL,0.900915
,MPL,0.303182
,SPL,0.656133
,HAK,0.0314004
,HAK1,0.0620465
,HAK2,0.13034
,HAK3,0.118355
,HAK4,0.000718842
,MUL,0.0446474
,MUL1,0.112752
,MUL2,0.159368
,MUL3,0.0243669
,TRA,1.4109
,PAG,0.0478826
,DFS,0.523502
,DFH,6.1693
,DSM,3.59833
,DSP,0.252906
,DSR,0.566367
,MSC,11.2137
,MSG,1.26208
,MSP,0.82202
,ENG,5.05248
,SAR,3.78966
,EPI,18.1237
,CEBH,2.39153
,CEBS,2.3095
,CEPH,0.466889
,CEPS,0.785825
,DNS,7.67317
,DNH,3.25087
,DRS,4.45092
,DRH,1.36984
,ARF,0.758024
,PWL,0.87806
,SUP,93.2082
,MbO,19.2806
,MbFF,7.48589
,MbDF,25.5295
,MbC,4.44233
,MbPAR,0.215888
,MbSCA,1.14884
,MbH,0.00612184
,MbGRA,0.158964
,MbSF,0.631515
,MbPF,0.000352652
,BO,3.65548
,EUP,18.6059
,ZG,1.74952
,ZL,12.6088
,ZM,49.2279
,ZS,176.404
,PB,325.953
,BB,114.413
,PS,141.15
,DF,0.0310582
,PL,79.4336
,MB,0
,SG,0
,MA,0
,Bathyrajabrachyurops,0.00189484
,Chimaeramonstrosa,0.00132876
,Dalatiaslicha,0.000595834
,Dipturusoxyrinchus,0.0115684
,Etmopterusspinax,0.00143701
,Galeusmelastomus,0.0529586
,Mustelusasterias,0.00167786
,Mustelusmustelus,0.110812
,Myliobatisaquila,0.000522416
,RSH,0.0567765
,RSS,0.000127302
,Rajaasterias,0.0040398
,Rajaclavata,0.154808
,Rajamiraletus,0.170416
,Rajapolystigma,5.60194e-05
,SSH,0.0251195
,SSS,0.0226997
,Scyliorhinuscanicula,0.0861456
,Squalusblainville,0.0284873
,Torpedomarmorata,0.00289628
,Torpedotorpedo,0.00182335
,DC,0
,SPOM,0
,BD,0

Initial storage values:
,SB,2.83e-05
,MM,0.03747
,TUR,0.025
,XIP,0.00588
,THU,0.0492683
,LPL,0.243426
,MPL,0.0638651
,SPL,0.158227
,HAK,0.00111758
,HAK1,0.00408742
,HAK2,0.0135811
,HAK3,0.0220615
,HAK4,0.00210165
,MUL,0.00262568
,MUL1,0.0143413
,MUL2,0.04
,MUL3,0.0199162
,TRA,0.824
,PAG,0.0237372
,DFS,0.3
,DFH,1.34
,DSM,1.39
,DSP,0.134361
,DSR,0.196036
,MSC,1.93965
,MSG,0.483671
,MSP,0.333415
,ENG,0.561667
,SAR,0.659464
,EPI,4.46326
,CEBH,0.323492
,CEBS,0.346742
,CEPH,0.0415018
,CEPS,0.125056
,DNS,1.15319
,DNH,0.460376
,DRS,1.03774
,DRH,0.25
,ARF,0.16338
,PWL,0.15
,SUP,4.34277
,MbO,1.79054
,MbFF,0.73998
,MbDF,4.56379
,MbC,0.567575
,MbPAR,0.0131198
,MbSCA,0.0630267
,MbH,0.0014333
,MbGRA,0.006974
,MbSF,0.0348992
,MbPF,0.0007268
,BO,0.210151
,EUP,1.03378
,ZG,0.085
,ZL,0.24442
,ZM,0.872826
,ZS,3.70031
,PB,6.01635
,BB,2.11
,PS,2.8936
,DF,0.0481716
,PL,3.02008
,MB,0.742309
,SG,17.868
,MA,6.86867
,Bathyrajabrachyurops,0.00860952
,Chimaeramonstrosa,0.0101399
,Dalatiaslicha,0.00328875
,Dipturusoxyrinchus,0.0117788
,Etmopterusspinax,0.00337906
,Galeusmelastomus,0.0272867
,Mustelusasterias,0.00524913
,Mustelusmustelus,0.0675286
,Myliobatisaquila,0.00694391
,RSH,0.061746
,RSS,0.00108127
,Rajaasterias,0.00906695
,Rajaclavata,0.115782
,Rajamiraletus,0.106862
,Rajapolystigma,0.000989364
,SSH,0.0259563
,SSS,0.017927
,Scyliorhinuscanicula,0.0512903
,Squalusblainville,0.0171186
,Torpedomarmorata,0.00560062
,Torpedotorpedo,0.00437494
,DC,0.189694
,SPOM,3.89232
,BD,84.0663

Final storage values - assumed Steady-state:
,SB,0.0223194
,MM,0.979469
,TUR,0.443683
,XIP,0.420827
,THU,0.914712
,LPL,1.00057
,MPL,0.990669
,SPL,0.999864
,HAK,0.546706
,HAK1,0.714022
,HAK2,0.878951
,HAK3,0.856707
,HAK4,0.0946192
,MUL,0.649139
,MUL1,0.903138
,MUL2,0.943544
,MUL3,0.585295
,TRA,1.00071
,PAG,0.669989
,DFS,0.989351
,DFH,0.999269
,DSM,0.999668
,DSP,0.982558
,DSR,1.00015
,MSC,0.999524
,MSG,0.999759
,MSP,0.999519
,ENG,1.0003
,SAR,0.999554
,EPI,0.999746
,CEBH,0.999324
,CEBS,0.998488
,CEPH,0.998767
,CEPS,0.995402
,DNS,0.999455
,DNH,0.997749
,DRS,0.996317
,DRH,0.996986
,ARF,0.999499
,PWL,1.01455
,SUP,0.999334
,MbO,0.999693
,MbFF,1.00391
,MbDF,0.999846
,MbC,0.99765
,MbPAR,0.979813
,MbSCA,0.994371
,MbH,0.29905
,MbGRA,0.967564
,MbSF,1.0037
,MbPF,0.0806586
,BO,0.999686
,EUP,0.999889
,ZG,0.999756
,ZL,0.999741
,ZM,0.999904
,ZS,0.999799
,PB,0.999665
,BB,0.999594
,PS,1
,DF,1
,PL,1
,MB,1
,SG,1
,MA,1
,Bathyrajabrachyurops,0.173465
,Chimaeramonstrosa,0.160859
,Dalatiaslicha,0.0716188
,Dipturusoxyrinchus,0.372011
,Etmopterusspinax,0.162021
,Galeusmelastomus,0.742818
,Mustelusasterias,0.160592
,Mustelusmustelus,0.86931
,Myliobatisaquila,0.107806
,RSH,0.733476
,RSS,0.0432788
,Rajaasterias,0.258153
,Rajaclavata,0.92528
,Rajamiraletus,0.963971
,Rajapolystigma,0.0338279
,SSH,0.537554
,SSS,0.489843
,Scyliorhinuscanicula,0.839222
,Squalusblainville,0.561886
,Torpedomarmorata,0.213233
,Torpedotorpedo,0.17158
,DC,0.984723
,SPOM,0.99967
,BD,0.999589

Output throughflow:
,SB,5.00068e-05
,MM,0.421324
,TUR,0.0288394
,XIP,0.0221441
,THU,0.225019
,LPL,1.21636
,MPL,0.472133
,SPL,1.06891
,HAK,0.0430692
,HAK1,0.0882721
,HAK2,0.183473
,HAK3,0.16222
,HAK4,0.000922944
,MUL,0.066462
,MUL1,0.205702
,MUL2,0.263981
,MUL3,0.0489962
,TRA,2.98325
,PAG,0.0715349
,DFS,1.06704
,DFH,10.7553
,DSM,6.56349
,DSP,0.428409
,DSR,0.965983
,MSC,19.7992
,MSG,2.176
,MSP,1.44409
,ENG,7.5809
,SAR,5.53617
,EPI,32.127
,CEBH,3.96484
,CEBS,4.24132
,CEPH,1.03137
,CEPS,1.62615
,DNS,14.4518
,DNH,5.36123
,DRS,7.64944
,DRH,2.24295
,ARF,1.19254
,PWL,1.19853
,SUP,158.405
,MbO,35.0061
,MbFF,13.4261
,MbDF,48.3454
,MbC,9.87458
,MbPAR,0.39841
,MbSCA,1.94523
,MbH,0.0103732
,MbGRA,0.260846
,MbSF,1.06332
,MbPF,0.000618113
,BO,6.9328
,EUP,31.0099
,ZG,4.14666
,ZL,24.9244
,ZM,93.7819
,ZS,298.673
,PB,539.954
,BB,189.354
,PS,594.971
,DF,10.6015
,PL,397.098
,MB,22.2693
,SG,97.7243
,MA,34.3355
,Bathyrajabrachyurops,0.0031296
,Chimaeramonstrosa,0.00258979
,Dalatiaslicha,0.000920205
,Dipturusoxyrinchus,0.0168944
,Etmopterusspinax,0.00284154
,Galeusmelastomus,0.101912
,Mustelusasterias,0.00277422
,Mustelusmustelus,0.179517
