"","Boundary","TST","TSTp","APL","FCI","BFI","DFI","IFI","ID.F","ID.F.I","ID.F.O","HMG.I","HMG.O","AMP.I","AMP.O","mode0.F","mode1.F","mode2.F","mode3.F","mode4.F"
"1",1157.19610556228,3723.08903037919,4880.28094029309,3.21733629458609,0.0711835007592054,0.310816125029495,0.251520261863885,0.437663613090548,1.74007298595847,2.6469737838331,1.7158864646141,1.70113225377249,1.19859993934328,3,0,1157.19610556228,2300.87041393839,265.022510818691,2300.87041393839,1157.19610556228
