"","Boundary","TST","TSTp","APL","FCI","BFI","DFI","IFI","ID.F","ID.F.I","ID.F.O","HMG.I","HMG.O","AMP.I","AMP.O","mode0.F","mode1.F","mode2.F","mode3.F","mode4.F"
"1",1157.19610556228,3723.08901204161,4880.28092198589,3.21733627873952,0.0711835104769728,0.310816126560379,0.251520263102711,0.437663610317923,1.74007296636454,2.60353403034614,1.70087389763227,1.69058434446088,1.19936879210291,2,0,1157.19610556228,2300.87036071252,265.022545696114,2300.87036071252,1157.19610556228
