"","namelist","betw"
"1","SB",0.352043917395202
"2","MM",0.185586718679939
"3","TUR",0.126376761969982
"4","XIP",0.277134337727558
"5","THU",0.158730158730159
"6","LPL",0.123086718679939
"7","MPL",7.07190937181202
"8","SPL",8.37842878569884
"9","HAK0",1.14288914490527
"10","HAK1",1.46168448955769
"11","HAK2",9.34205013877377
"12","HAK3",7.46969847083387
"13","HAK4",1.3790404040404
"14","MUL0",5.81036094072129
"15","MUL1",6.13648341969007
"16","MUL2",2.35974107591755
"17","MUL3",4.63207136001254
"18","TRA",49.767414534243
"19","PAG",6.50835735525097
"20","DFS",119.360129154665
"21","DFH",82.3292390718114
"22","DSM",46.8182399715975
"23","DSP",48.3634260231349
"24","DSR",50.5603144799625
"25","MSC",89.3525983258756
"26","MSG",2.22320821406696
"27","MSP",0.563347303069755
"28","ENG",4.83396497010184
"29","SAR",11.4587033909772
"30","EPI",42.7882304729518
"31","CEBH",46.098111458615
"32","CEBS",13.7594711826854
"33","CEPH",42.1829262891773
"34","CEPS",55.030816647829
"35","DNS",99.3664605763779
"36","DNH",46.3260884973546
"37","DRS",20.0464278272759
"38","DRH",20.0319045816707
"39","ARF",3.92907708725631
"40","PWL",10.7296650833892
"41","SUP",137.117464550291
"42","Mb_O",81.7479968487622
"43","Mb_FF",30.0707607947414
"44","Mb_DF",38.0900290629026
"45","Mb_C",30.6911358882334
"46","Mb_PAR",13.2981952449266
"47","Mb_SCA",32.2796503112683
"48","Mb_H",2.5907318317828
"49","Mb_GRA",6.49326767407671
"50","Mb_SF",4.62605223292791
"51","Mb_PF",0.782877250728536
"52","BO",9.21942317650673
"53","EUP",72.0338782802626
"54","ZG",5.58169921707457
"55","ZL",28.6967761784671
"56","ZM",57.1863836961586
"57","ZS",38.1994465337708
"58","PB",2.19876733436055
"59","BB",0.780691842600852
"60","PS",0
"61","DF",0
"62","PL",0
"63","MB",0
"64","SG",0
"65","MA",0
"66","Bathyraja_brachyurops",0.151059068910354
"67","Dalatias_licha",1.18248912786496
"68","Dipturus_oxyrinchus",0.123086718679939
"69","Etmopterus_spinax",0.946378016753846
"70","Galeus_melastomus",0.946378016753846
"71","Myliobatis_aquila",0.151059068910354
"72","RSH_C1",9.48096527381656
"73","RSS_C1",0.123086718679939
"74","Raja_asterias",0.151059068910354
"75","Raja_miraletus",0.151059068910354
"76","Raja_polystigma",0.151059068910354
"77","SSH_C1",14.8182742067137
"78","SSS_C1",1.01780658818242
"79","Scyliorhinus_canicula",13.5960519844915
"80","Torpedo_marmorata",11.7349408733804
"81","Torpedo_torpedo",11.7349408733804
"82","DC",654.173437483208
"83","SPOM",1338.22794686022
"84","BD",1821.61825524899
