"","H","AMI","Hr","CAP","ASC","OH","ASC.CAP","OH.CAP","robustness","ELD","TD","A.input","A.internal","A.export","A.respiration","OH.input","OH.internal","OH.export","OH.respiration","CAP.input","CAP.internal","CAP.export","CAP.respiration"
"1",5.57997263525633,1.89123088019363,3.6887417550627,27231.8339970448,9229.73798367954,18002.0960133652,0.338931927415582,0.661068072584418,0.366709431052067,3.59096322268812,3.70951578672587,2402.60517396536,4997.61622260531,436.251585954774,1393.2650011541,1907.86858801046,11195.607814974,1346.58366604165,3552.03594433911,4310.47376197581,16193.2240375793,1782.83525199643,4945.30094549321
