CUT1,SB,MM,TUR,XIP,THU,LPL,MPL,SPL,HAK,HAK1,HAK2,HAK3,HAK4,MUL,MUL1,MUL2,MUL3,TRA,PAG,DFS,DFH,DSM,DSP,DSR,MSC,MSG,MSP,ENG,SAR,EPI,CEBH,CEBS,CEPH,CEPS,DNS,DNH,DRS,DRH,ARF,PWL,SUP,MbO,MbFF,MbDF,MbC,MbPAR,MbSCA,MbH,MbGRA,MbSF,MbPF,BO,EUP,ZG,ZL,ZM,ZS,PB,BB,PS,DF,PL,MB,SG,MA,Dipturusoxyrinchus,Myliobatisaquila,RSHC1,RSSC1,SSHC1,SSSC1,SSSC2,Torpedomarmorata,DC,SPOM,BD
MbPF,-4.09853e-06,4.5433e-05,0.00188563,-4.02719e-05,0.000158687,-7.71941e-05,0.000205521,0.00136064,6.34554e-05,0.000143794,8.44551e-06,3.76122e-06,-2.71336e-06,0.00025652,0.00135064,0.00158035,0.000649965,0.000525262,0.00118999,0.00111635,0.0141348,0.0157019,-2.38285e-05,0.00320647,0.0361073,0.00267873,-0.00043925,0.00860491,0.0302836,-0.0214532,0.0229614,0.0124172,0.00492929,-0.000215253,0.0197926,0.0112432,0.0270233,0.00541072,0.00558682,0.00616942,-0.801982,-0.139278,-0.199428,-0.82711,0.047548,-0.0400545,-0.123835,-0.000551099,-0.0179646,-0.0261712,0.9997780000000001,-0.135637,-0.010777,-0.00363233,-0.0578536,-0.0888168,0.504955,-2.38083,-1.03742,1.74357,-0.00441661,0.985222,2.45287,0.280415,-0.0373508,0.000111707,3.09911e-05,0.00140781,8.52082e-05,-0.000176426,4.47005e-05,0.00029617,-4.91547e-05,-0.0117612,3.32959,1.44854
BO,-5.45876e-07,-2.81718e-05,2.8139e-05,-5.71558e-06,-7.08126e-06,-0.00038538,0.000445269,0.000121635,1.30892e-05,5.82499e-05,0.000267538,0.000105033,-1.1912e-06,-0.00116973,-0.000482962,0.000574018,0.000110695,0.000739068,0.000130264,0.000881588,0.00242649,-0.0421708,9.7146e-05,0.000220242,0.00265281,0.000200346,5.16541e-06,0.00133165,0.0066397,-0.00042133,-0.0330634,0.00999961,0.000733059,0.000926713,-0.0342435,-0.0155124,-0.0307038,-0.00225093,-0.00472818,-0.00143832,-0.209898,0.0736308,-0.0115614,-0.0678887,-0.0181902,-0.00026012,-0.00142763,-4.3599e-05,-0.000247892,-0.00184599,-1.44725e-05,0.976758,-0.00823373,-0.000269109,-0.0137084,0.00329035,0.00298854,0.0020185,0.222643,0.0200954,-0.00149945,0.00236387,0.177702,0.0277894,-0.00522004,1.97231e-05,-7.33604e-06,0.000763318,-3.93135e-05,0.00124648,-2.14651e-05,0.000175901,0.000139679,0.00320312,-0.0174594,0.193759
EUP,1.71866e-06,8.09252e-06,1.0143e-06,1.85581e-05,-1.87393e-05,0.000689908,-0.00137211,0.000165844,-0.0011175,-0.00221849,-0.00028353,0.000143754,-1.35613e-06,1.69729e-06,4.40412e-05,-5.10938e-05,-8.22201e-06,-0.00320669,1.30323e-05,-0.00338413,-0.0345597,-0.0252917,0.000855175,-0.000904418,-0.0195708,0.000134066,-0.000898811,-0.018903,0.00122059,-0.00969257,0.000721421,0.00441601,-0.000419682,0.00133529,-0.00144235,-0.00122047,-0.0156119,0.000185237,-0.0019177,-0.00183517,-0.0435808,-0.00186774,-0.000527949,0.000768424,-0.000320941,2.14531e-06,1.54704e-05,3.1958e-06,1.02796e-05,-2.76852e-05,1.02375e-06,-0.00182517,0.874058,-0.000375439,-0.00536634,-0.0209907,0.174921,0.141364,0.00496044,0.0940745,0.174294,0.141959,-0.00310849,-0.0109024,-0.00433475,-9.37965e-05,3.51563e-06,0.000510194,-1.82751e-06,0.000596731,-0.00103629,0.00012026,6.9874e-05,-0.00773983,-0.0765127,-0.0411776
ZG,-1.14852e-07,-5.56951e-05,2.38053e-06,1.46737e-07,-2.29847e-05,0.0100045,-3.92061e-05,-0.001218,-9.44591e-06,2.46771e-05,-8.19759e-05,-0.000135977,-8.90957e-06,-8.17046e-06,1.33798e-05,3.45218e-05,7.96888e-06,0.00332541,8.89405e-06,0.000110744,5.57602e-05,0.000431279,6.91797e-05,3.31016e-05,5.54667e-05,-0.135301,0.00153027,-0.00196745,0.00142903,-0.00200457,0.000179018,0.000499754,3.79085e-05,0.000259428,0.00115386,-0.000307851,-0.000424699,-0.000189426,8.83523e-05,0.000231685,-0.000238297,-0.00703128,-0.00162227,-0.00351695,-0.000755308,-7.17324e-06,-0.000146875,-1.13974e-06,6.99938e-06,4.67806e-06,-2.09022e-07,0.000574221,-0.00832126,0.962598,-0.0147256,0.0521653,0.142085,0.0787718,-0.0283715,0.101518,0.000682844,0.0904305,-0.000827792,0.00861933,0.00142907,4.03622e-06,1.35661e-06,5.69843e-05,4.18959e-06,1.48937e-06,1.08605e-05,-9.05858e-06,-1.04809e-06,0.0102129,-0.0183815,0.0559568
ZL,1.39258e-06,-0.00190968,3.56096e-06,4.08318e-05,8.36154e-05,0.00234746,0.00018781,-7.99827e-05,-3.37032e-06,5.59549e-05,0.000578835,0.000692588,2.40375e-05,2.33417e-08,-0.000156736,5.14205e-05,0.000146053,-0.00847644,3.59501e-05,-0.0010545,0.0016508,0.000997804,-2.89837e-05,5.41586e-05,-0.00803595,-0.0180968,0.0007104,-0.0162838,-0.0102053,0.0804028,0.000442688,0.00157842,-6.37681e-05,-0.00261215,-0.105374,-0.000994097,-0.00268551,-7.69353e-05,-0.0015599,-0.00553258,-0.0235742,-0.00636928,-0.00310884,-0.0110123,-0.000541595,2.49817e-05,1.48663e-05,-3.92638e-06,1.06896e-05,-0.000389717,-1.93371e-06,-0.00257622,-0.00798355,-0.00900467,0.961719,0.0343785,0.112905,0.18951,-0.0362756,0.106468,-1.05272e-05,0.0833679,0.0191323,0.00708286,0.000403544,2.27688e-05,1.7235e-06,0.000275447,4.283e-06,2.16242e-05,0.00013505,3.37482e-05,-3.00188e-06,0.00449922,0.0361116,0.0405572
ZM,2.62732e-06,-0.00025848,8.58554e-07,3.37244e-05,9.31705e-06,0.000288564,0.000937868,-0.00705197,-0.000155706,0.000163004,2.23452e-05,-3.32765e-05,-1.11102e-06,-7.39895e-05,3.32061e-05,2.39696e-06,-5.96594e-06,0.000754441,-8.27668e-06,-3.44869e-05,-0.00179317,0.00250043,0.000349931,-0.000360849,-0.0248659,-0.00230147,0.000966468,-0.0339935,-0.00230428,-0.0483318,0.000460522,0.000509063,0.000179235,0.00138695,0.00137471,-0.000852755,-0.000414475,-4.6315e-05,-0.000183897,-0.000218422,-0.0286843,-0.000345512,-0.000101125,0.00733152,-0.000167729,-7.38134e-06,-0.000155569,4.24097e-06,1.73555e-05,-2.21884e-05,1.323e-06,-0.000202869,-0.0555236,-0.00460935,-0.014036,0.88417,0.0223544,0.118752,0.037272,-0.0296765,0.0242914,0.456729,-0.0015294,-0.0193667,-0.00551024,-3.96622e-06,4.50728e-07,6.72732e-05,-6.0549e-08,8.05301e-05,0.000106588,7.99766e-06,-7.13471e-06,0.00407455,-0.0838558,-0.0913162
ZS,1.11358e-07,2.98001e-06,5.54669e-07,4.00596e-06,7.19001e-06,0.000264128,1.13582e-05,0.000411727,-2.35958e-06,6.15732e-05,5.29946e-05,7.02612e-05,5.0337e-06,-1.63434e-05,1.65496e-05,3.86104e-06,-3.2297e-06,-0.00178735,-7.57605e-06,0.000183858,0.00120004,0.000843681,-3.36107e-05,9.1087e-05,0.0019019,0.000214585,4.43615e-05,-0.00386002,0.000537307,-0.00974226,0.000246008,5.13377e-05,-7.23914e-05,5.31637e-05,0.00126957,-0.000385473,0.000120008,2.21134e-05,9.01676e-05,8.44946e-05,-0.0116193,0.00308197,-0.000533793,0.0056065,0.000409019,-7.22966e-07,2.054e-05,1.98563e-06,1.17486e-05,-7.56637e-05,-1.16045e-07,-0.000307093,-0.0232673,-0.00200924,-0.0142963,-0.0506029,0.847035,0.331423,0.0299814,0.27829,-0.00513219,0.0354297,-0.000611452,-0.00667841,-0.00154528,2.39294e-06,-6.44845e-07,-6.29922e-06,-1.55803e-06,-1.31176e-05,2.50843e-05,-4.67748e-07,-2.40773e-06,0.000356889,0.0932725,-0.0640364
PB,-2.22311e-07,3.08543e-05,2.35482e-06,-2.66639e-06,1.47925e-05,-3.13513e-05,9.68343e-06,0.000119438,7.25954e-06,-5.1937e-06,-6.83254e-06,-1.01801e-05,-1.53313e-06,9.29188e-06,2.7434e-05,3.06486e-05,6.38961e-06,0.000544838,-1.24577e-06,7.92099e-05,-0.000551187,-0.000315892,4.75379e-05,8.96174e-05,0.00299539,0.000205348,-6.26855e-05,0.00216691,0.000906227,-0.00154277,0.000545594,0.000636858,9.75275e-05,1.37843e-06,0.00032188,-0.000329272,0.00034639,-3.53823e-06,9.6654e-05,1.07246e-05,-0.0117161,0.0032665,-0.00284548,0.00249449,0.000814179,4.43286e-06,0.000137822,-7.7853e-07,1.72321e-05,-0.000202434,-2.75027e-06,-0.000125545,0.00548467,0.000486549,-0.000826747,-0.00770953,-0.161693,0.595668,0.00420305,0.112112,0.000530497,0.0929898,-0.000577796,0.0177338,0.00394096,-1.09858e-07,-3.75243e-07,0.000107146,-1.19182e-06,5.35558e-05,-9.95178e-07,1.14879e-05,1.15066e-06,0.000681509,0.430822,-0.00931632
BB,-7.74662e-07,1.01631e-05,9.68116e-06,-5.82967e-06,1.25336e-05,-0.000136404,3.93886e-05,8.96322e-05,8.73066e-06,2.67347e-05,3.00958e-05,1.59038e-05,-4.26002e-07,-5.1309e-05,6.37444e-05,0.000134723,4.67961e-05,8.623e-05,5.06384e-05,0.000129383,0.00293953,0.00105174,-4.56311e-05,0.000226011,-0.00204544,0.000232906,0.000329919,0.000879865,0.00600746,-0.00252276,0.00302334,0.00260519,0.000135391,0.000194077,-0.00397074,0.000182004,0.00218579,0.000339374,0.000739706,0.000770594,-0.182541,-0.0179136,-0.00400104,-0.0443966,-0.00473452,-1.85653e-05,-6.60458e-05,-2.92109e-05,-4.4786e-05,-8.22478e-06,-1.91295e-06,-0.00976159,-0.00161205,-0.000874343,-0.00558877,0.00239821,0.00322988,0.0274475,0.689276,0.0919414,-0.000196352,0.0499752,-0.0157225,0.0803777,0.00745279,1.94867e-05,3.76619e-06,0.000242132,1.09368e-05,-9.56538e-06,1.84752e-05,6.1387e-05,-4.01556e-06,0.00502843,-0.0708689,0.496066
PS,-1.02088e-07,-2.46115e-06,-1.64551e-07,-8.75439e-07,-1.20144e-05,-9.37191e-05,-2.38873e-05,-0.000150108,2.88455e-06,-5.69801e-06,-1.7158e-05,-1.79276e-05,-7.3617e-07,5.47592e-06,2.96045e-06,-3.19123e-05,-5.95625e-06,0.000252863,-7.50779e-06,-2.73495e-05,0.000771017,0.000453113,-3.62803e-05,-2.50542e-05,0.000486858,-2.76658e-05,-0.00012521,0.000445297,0.000190308,-0.00196048,4.89238e-05,-0.000166419,-3.31735e-05,-7.78775e-05,-0.000613599,0.000209494,-0.000582009,-2.01957e-05,-6.78844e-05,-6.61549e-05,-0.0180008,0.00140525,0.000280556,0.00467117,-0.000205035,-4.10389e-06,-4.61559e-05,3.21003e-06,3.05124e-06,-1.9424e-05,1.94414e-06,-0.000279313,0.000484155,0.000264862,0.000633908,0.00848665,-0.164434,0.0874219,0.0272756,0.845387,0.000114757,-0.074674,-0.000709728,-0.0208232,-0.0050906,-8.96372e-07,-4.65925e-07,-8.79585e-05,-1.17063e-06,-4.93179e-05,-7.74751e-06,-8.70123e-07,-1.67127e-06,-0.000500764,-0.213149,-0.0665696
DF,-1.93923e-06,8.64726e-05,-9.50563e-07,-2.29887e-05,7.16904e-06,-0.000519609,0.000470048,0.00237606,0.000708988,0.00123703,0.000155135,-7.60299e-05,9.29767e-07,2.602e-05,-3.84692e-05,2.83704e-05,6.96847e-06,0.00170023,-4.39665e-06,0.0019822,0.020797,0.0138709,-0.000622783,0.000651515,0.0201477,0.000723906,0.000180703,0.0232807,6.83486e-05,0.0232902,-0.000600665,-0.0027716,0.000185226,-0.00127542,0.000296445,0.00104043,0.00927211,-9.23231e-05,0.00118115,0.00114545,0.0362837,0.00107393,0.00040026,-0.00327432,0.000226074,1.35643e-06,4.42532e-05,-3.44031e-06,-1.27653e-05,2.9547e-05,-1.0389e-06,0.00114995,-0.490534,0.00195656,0.008838,-0.297935,-0.154053,-0.139973,-0.0171789,-0.0601179,0.889697,-0.24726,0.00239802,0.0133109,0.00451137,5.61317e-05,-2.18963e-06,-0.00032315,1.15591e-06,-0.000377452,0.000567206,-7.32435e-05,-3.82404e-05,0.00305849,0.0671873,0.058794
PL,-5.8018e-07,3.28541e-05,7.99943e-07,-5.32137e-06,-1.23169e-05,-0.00012155,-0.000132136,0.000816607,3.44471e-05,3.23276e-06,-1.1265e-05,-6.94059e-06,-8.09918e-08,1.47251e-05,6.56788e-06,-2.61804e-05,-3.50004e-06,5.09917e-06,-7.5794e-06,4.39124e-05,0.00174395,0.000646023,-0.000100921,5.55756e-05,0.00447933,0.000339086,-0.000253161,0.0046638,0.000872285,0.00472389,0.000168568,-0.000124398,-5.92162e-05,-0.000266215,-0.00100954,0.000151783,-0.000563409,-5.74092e-05,1.04044e-05,1.58834e-05,-0.0264949,0.00186778,-0.000875772,0.00433915,-0.000224959,-3.60055e-06,-1.59401e-05,3.12686e-06,4.07993e-06,-0.000108386,1.77136e-06,-0.000178462,-0.00386107,0.000488042,-0.000142271,-0.111187,-0.0788839,0.104812,0.020564,-0.121955,-0.00538339,0.868052,-0.00125835,-0.0182272,-0.0047603,1.5247e-06,-6.00995e-07,-9.53467e-05,-1.32079e-06,-7.36178e-05,-8.40803e-06,-9.74973e-08,-2.26636e-06,-0.000840421,-0.190539,-0.0576586
MB,-6.19378e-07,3.72777e-05,5.16483e-05,-6.23268e-06,9.13772e-07,-0.00013175,-3.6622e-05,-0.000185569,-8.52651e-06,-2.72653e-06,-6.49438e-05,-4.34194e-05,-3.00122e-07,9.90852e-05,0.000347194,0.000351537,0.000125245,-0.000136978,0.000155153,0.000249357,0.0076829,0.00721863,-0.000179588,0.000720052,0.0153219,0.000551874,-0.000802246,-0.000285909,0.00881218,0.00420034,0.00665368,0.00175476,0.000237062,-0.000409679,0.0110093,0.00404997,0.00690241,0.00200649,0.00114983,0.00131302,-0.295241,-0.0327092,-0.0535361,-0.242786,0.016951,0.000809323,0.00307766,-0.000150325,-1.56758e-05,-0.00867957,-6.73746e-05,-0.0556432,0.00307358,0.000552835,-0.0195177,0.00644849,0.00799521,-0.0205631,-0.0218562,-0.0680344,0.000879332,-0.0524235,0.929933,-0.0707954,-0.048053,2.56983e-05,6.10309e-06,-4.03376e-05,1.87158e-05,-0.000257663,-2.88925e-05,8.01014e-05,-2.3241e-05,0.0155155,0.0420508,-0.18862
SG,3.13917e-07,-1.83049e-05,3.85162e-07,1.46914e-06,-1.43459e-05,9.6584e-06,-5.15099e-05,-0.000192068,-9.96487e-06,-1.78344e-05,-2.33998e-05,-1.20455e-05,4.0704e-07,9.56768e-07,3.60434e-05,5.00301e-07,-6.93285e-06,-0.00019229,1.33232e-05,7.25123e-06,0.00134556,0.000417491,-5.24742e-05,4.33687e-05,0.00458964,-0.000181514,-0.000411416,-0.00104409,-0.000405473,0.00432988,3.68835e-05,-0.000771891,-7.69431e-06,-0.000235896,0.00171935,0.00103783,0.000413755,0.000295991,-0.000192694,-0.000245546,-0.0077783,0.00421844,0.00549592,-0.0404894,0.00566122,0.000192313,0.000604542,-2.00933e-07,5.09217e-06,0.000301664,3.90964e-06,-0.00152349,0.00216587,0.000725128,0.00402913,0.00522029,-0.0192581,0.0807052,0.186049,-0.144718,0.000576232,-0.0861408,-0.00776264,0.92088,-0.0215991,-3.91892e-06,-1.49747e-06,-0.000190942,-2.97997e-06,-8.32848e-05,-1.96694e-05,-5.48971e-06,-1.6898e-06,0.000547448,-0.0898612,-0.377548
MA,-3.96299e-08,1.43218e-05,-1.24022e-05,-6.07769e-07,-1.02277e-05,-4.92402e-05,-4.51601e-05,-0.000226099,-8.98466e-06,-7.34329e-06,-2.59864e-05,-1.24293e-05,2.54358e-07,1.65214e-05,0.000127866,0.000298331,3.49531e-05,-0.000218174,7.98086e-05,0.000120969,0.0044108,0.00246345,-0.000101713,0.000176467,0.00993824,-0.000123671,-0.00062769,-0.000651797,0.00396928,-0.00393542,0.00242374,0.000692048,-0.000474345,-0.000314242,0.00354366,-0.00396203,0.00253283,-0.000802822,0.000367304,0.00027042,-0.151795,-0.0179023,0.0050174,-0.124222,0.00866693,0.000436895,0.00135432,-0.000426616,-0.000146331,0.000456874,4.47827e-06,0.0011916,0.00228624,0.000556792,0.00517891,0.00540279,-0.00820234,0.0446828,0.102199,-0.115973,0.000636662,-0.0741428,-0.0268085,-0.076297,0.96519,1.69024e-05,3.57827e-06,0.000122264,9.89457e-06,-7.66735e-05,-2.68186e-05,3.6857e-05,-7.922e-06,0.00360648,-0.0413585,-0.29919
Dipturusoxyrinchus,8.61254e-07,-0.00102755,-0.000203672,-2.36471e-05,-0.000609365,-0.00438604,-0.0015394,0.0030277,-0.000217295,-0.000512752,0.00573147,0.00516086,0.000623989,-6.03797e-05,2.25864e-05,-0.00326517,-0.00028385,0.0237768,-0.000719204,0.0507831,0.0346201,-0.0135036,0.0323113,-0.00515168,-0.0488584,-0.00194024,0.00333047,-0.0113792,-0.0173776,-0.0125738,0.155647,-0.00142903,-0.00148879,0.0029448,0.127934,0.148925,0.00310409,0.0305844,-0.00137082,-0.0110299,0.611103,0.953824,0.0342767,0.0834033,0.00828077,-0.00128646,-0.00605805,-7.28089e-05,-0.00160572,-0.000455136,-7.65082e-06,-0.00860227,0.194322,-0.00152395,0.0168735,0.0528925,0.00909436,0.184067,0.0198829,0.0967009,0.040998,0.142161,0.0900364,0.104364,0.0927308,0.99915,-0.000218041,0.0148179,-0.000542299,-0.00449936,-0.000317526,-0.00109522,-9.01619e-05,0.0519649,-0.25389,0.328295
Myliobatisaquila,-4.14943e-06,0.00138256,-0.00143482,0.000126113,0.000777022,0.00444285,-0.00668861,-0.00197627,-4.48296e-05,-9.98676e-05,-0.00349545,-8.35252e-05,2.96787e-05,0.00544082,0.107607,0.00109197,0.00912949,-0.00796245,0.00557514,-0.0109486,-0.0525745,0.505471,-0.00479588,-0.0127859,0.154673,0.00244636,-0.00507089,-0.0262914,0.0065888,0.0222915,-0.0607036,-0.0417368,-0.0181664,0.00180969,0.00334518,0.557353,-0.189105,0.249226,-0.07707,-0.0599866,0.366216,5.67105,0.585449,0.477497,-0.00679755,-0.00800891,-0.0637816,-0.000299504,-0.00959523,-0.000804585,-3.64765e-05,-0.0957468,0.0463879,-0.00184893,-0.0430896,-0.000211939,-0.0835135,0.412484,-0.616415,0.241294,0.00914784,0.203858,0.382689,0.56568,0.40251,-0.00289748,0.998587,-0.0644714,-0.00315114,-0.0127459,0.000783146,-0.000115777,-0.00153704,0.994372,-0.709976,1.48378
RSHC1,-4.54707e-07,-0.00118516,-0.000389638,-6.18679e-05,-0.000189394,-0.00390926,-0.00221815,0.0013342,-1.61154e-05,0.00281156,0.00765049,0.00546906,-7.69765e-05,0.000997823,0.0189443,-0.000999339,0.00150892,0.0261229,0.000923697,0.00380398,0.00520634,0.0864478,-0.000933802,-0.00319469,0.0661959,-0.00109017,-0.00473876,-0.00355391,0.0103086,-0.00414903,-0.00896676,-0.0115428,-0.000157607,0.0100588,0.0132494,0.146172,-0.00503584,0.111175,-0.00332823,0.00180559,0.179855,0.233825,0.0256609,0.0117271,0.00539292,-0.000168846,0.0012626,-2.15061e-05,-0.000721608,-9.01065e-05,-1.48592e-06,0.00180673,0.0162098,-0.000483765,0.0043576,0.00894616,-0.0109734,0.103207,0.0197895,-0.00121146,0.00357274,0.0185454,0.0250274,0.0215565,0.0292025,-0.00076284,-0.000107607,0.987202,-0.000148584,-0.00327782,4.63064e-06,-0.000147909,-0.000268452,-0.0116078,-0.147735,0.0861603
RSSC1,-3.03081e-06,0.000354763,-0.000308486,2.2136e-05,0.000242548,-0.000825945,-0.000319926,0.00332421,7.59117e-06,0.00011956,-0.000116212,0.000975853,8.85576e-05,-0.000428813,-0.00258254,-0.0024205,-0.00150538,-0.00068499,-0.00146105,0.00266679,-0.000426268,-0.0119894,0.0030789,-0.0110066,-0.166706,-0.000976548,0.0124688,-0.001073,0.00547642,0.0120678,-0.0174715,0.00296909,-0.00524408,0.00655067,0.0217626,-0.0281204,-0.112012,-0.0285657,-0.0580974,-0.0459963,-0.0630501,4.51284,0.159352,0.381577,0.00223158,-0.0063202,-0.0539783,-0.000205387,-0.0065104,-0.000842449,-2.33094e-05,-0.10408,0.00722123,-0.00157478,-0.0275721,-0.00409401,-0.0700416,0.346742,-0.50408,0.00981408,0.00115954,0.00561649,0.248081,0.399059,0.270755,-0.00207947,-0.000906796,-0.0163692,0.997493,0.000203264,0.000552247,0.000172135,1.36558e-05,0.505182,-0.570863,0.902847
SSHC1,-5.10592e-06,-0.003686,-0.000243381,-0.000206815,-0.000241042,-0.00308141,-0.000233925,0.0164529,-5.60747e-05,0.00114773,0.00320552,0.00533018,-4.55792e-05,0.001894,0.0147459,0.00264844,-3.28215e-05,0.0137062,-0.000426451,-0.00318265,0.150133,0.166206,0.00092787,0.0837335,-0.00797187,-0.00137093,-0.000925962,-0.00143162,0.00762225,0.0431993,0.129481,-0.0266844,0.0653526,-0.00511919,0.0106576,0.0427128,0.00144784,0.0442102,-0.0013041,0.000138115,0.198191,0.0839054,0.0128146,0.0198162,0.00883528,0.000205044,0.00765317,-1.22201e-05,-0.000435111,-0.000361558,-1.09321e-06,0.0157913,0.0386615,-0.000378287,-0.00307247,0.027146,-0.00145542,0.0910425,0.0397267,0.0073115,0.00881007,0.0324304,0.0216476,0.0145039,0.0205308,-0.000204534,-5.7268e-05,-0.00795262,-5.31501e-05,0.98466,-0.0127694,-0.0185688,-0.000602106,-0.0873787,-0.121975,0.0713154
SSSC1,2.29808e-06,0.00355516,-2.94035e-05,0.00026938,0.000538195,0.000518646,-0.0015447,-0.00297257,-0.000358629,-0.000818995,-0.000785164,-4.22661e-05,6.89994e-06,1.54797e-05,0.000379859,-0.00020314,-0.000285963,-0.00251692,-0.000544582,-0.00716303,-0.0143915,0.0316387,0.000547477,0.00234585,0.247163,-0.00156304,-0.0167326,-0.0144406,-0.00870847,-0.0101157,-0.0037029,0.301131,0.00106981,-0.0561088,0.136544,0.000914582,0.0766335,0.00257735,-0.00170537,-0.00280399,0.250943,0.0635636,0.000437172,-0.00763452,0.00953063,8.69001e-05,0.00376485,-1.38063e-05,-0.000190216,-0.000348516,-4.62482e-07,0.00324675,0.272578,-0.000907802,0.0211299,0.0222141,0.0365082,0.169309,0.0503352,0.0196919,0.0554622,0.0685388,0.0167287,0.00739182,0.0128149,-0.000114039,-2.1342e-05,-0.00181782,-4.02583e-05,0.0445435,0.992824,-0.0524789,0.000375733,-0.115377,-0.200268,0.0785124
SSSC2,1.60748e-06,0.00244297,-4.23956e-05,0.000184409,0.000343785,-0.00118596,-0.00164011,-0.000351299,-7.051e-06,-3.21199e-05,-8.04584e-05,0.000139382,-5.85704e-05,0.000198949,0.000889301,0.0021221,0.000384463,0.00135995,-0.000499751,0.0881243,6.63057e-06,0.123533,-0.00286037,0.00430851,0.0465127,-0.00126898,-0.00427909,-0.00604408,-0.0181408,-0.0093349,0.0728692,0.182393,0.00114768,-0.0387861,0.0337816,0.00293115,0.0694044,0.00348017,-0.00171794,-0.00168337,0.595918,0.0591267,0.000756522,-0.00527056,0.0112645,6.9057e-05,0.00301265,-2.74736e-05,-0.000221914,-0.000531938,-2.52831e-06,0.00958982,0.0443473,-0.000257971,0.00486685,0.00131785,-0.0207462,0.108447,0.119847,0.0347187,0.00887897,0.0536262,0.0363647,0.0187641,0.0287188,-0.00021619,-2.69265e-05,-0.0030125,-4.0175e-05,0.0698852,0.0430947,0.993554,0.000355774,-0.0961526,-0.164677,0.13038
Torpedomarmorata,-4.10483e-06,-4.82004e-05,1.47773e-05,0.000175659,-0.000167842,0.00120859,-0.0255882,-0.00503052,-0.000517112,0.00290742,-0.00178866,0.0158747,-9.48913e-05,0.00125475,0.0408515,0.00971756,-0.00174942,0.0213171,-0.00109829,-0.0349217,-0.123621,3.50738,-0.0109431,-0.00994721,-0.108947,-0.00101403,0.0035356,-0.0131951,-0.0281861,-0.0066442,0.481878,-0.309013,-0.0619123,-0.00116201,-0.0368122,0.086239,-0.0831706,0.00209173,-0.00499865,-0.002115,0.940707,0.18751,0.00769493,-0.0567553,0.0158609,0.000151898,0.00377722,-7.16781e-05,-0.000495369,-0.00167131,-1.08473e-05,0.193228,0.404845,-0.00155049,-0.0207668,-0.0528542,0.0687632,0.025568,0.254618,0.297444,0.0790179,0.238081,0.0929136,0.105304,0.0639543,-0.000518046,-0.000413728,-0.0482381,-0.000119343,-0.0548864,-0.0103399,-0.0234726,0.989929,-0.178539,-0.0406213,0.582467
DC,-6.42394e-06,0.000536216,9.43036e-05,1.4159e-06,0.000561611,0.00212284,0.000909589,0.00170848,-2.57399e-05,0.000147609,0.000250289,0.00027201,-4.77205e-06,4.84656e-05,0.00089066,0.00132185,0.000251091,0.00173074,0.000331934,0.00183939,0.0143171,0.015241,0.000221258,0.00364593,0.0702438,0.008286,-0.000247127,0.00856916,0.00320125,0.0449207,0.0100427,0.0168478,0.00193916,0.000967412,0.0263046,-0.0139747,-0.0517432,-0.0134266,-0.00102101,0.00204972,0.111338,-0.229105,0.0168181,0.0728131,-0.0411644,-0.00106898,-0.0159095,1.50939e-05,0.000707214,0.00295509,3.3871e-07,0.00581106,0.0156985,0.00218806,0.00461977,0.0213164,0.0105429,0.0115845,0.0725052,0.00425817,0.00400812,0.018768,0.00875994,-0.0105638,-0.000482021,0.000154907,3.53023e-05,0.00349527,0.000147402,0.00129004,0.000177161,0.000176962,-3.41709e-05,0.928006,0.00118192,-0.0620606
SPOM,-1.91989e-07,1.54329e-05,2.72718e-06,-1.06332e-06,1.97194e-05,6.96227e-05,2.35615e-05,0.000182295,5.55077e-06,1.35483e-05,1.2359e-05,1.50543e-05,-1.05779e-08,5.37214e-06,3.7693e-05,3.08186e-05,5.83718e-06,5.82607e-06,-6.05146e-06,0.000142033,-0.000169754,-5.42475e-05,4.3877e-05,0.000125862,0.00406071,0.000113031,-6.77769e-05,0.000784733,0.0011104,-0.000929596,0.000728958,0.00074847,8.76814e-05,-6.90387e-06,-6.28745e-05,-0.000471968,0.000409013,2.03877e-05,0.000109858,-4.11299e-05,-0.0187658,0.00566084,-0.00328699,0.00643289,0.00119922,5.01007e-06,0.000171149,3.81793e-07,2.65373e-05,-0.00025772,-3.12081e-06,-0.000421886,-0.00130865,-0.000140813,0.00312551,-0.0148894,0.0739651,-0.369404,0.0261079,0.213233,-0.000680296,0.122516,-0.000635736,0.0146735,0.00336323,2.21001e-07,-8.34188e-07,0.000114131,-2.39746e-06,5.16475e-05,7.83734e-06,1.3499e-05,3.98826e-07,0.000763231,0.536625,-0.0551134
