ORI,SB,MM,TUR,XIP,THU,LPL,MPL,SPL,HAK,HAK1,HAK2,HAK3,HAK4,MUL,MUL1,MUL2,MUL3,TRA,PAG,DFS,DFH,DSM,DSP,DSR,MSC,MSG,MSP,RSH,RSS,SSH,SSS,ENG,SAR,EPI,CEBH,CEBS,CEPH,CEPS,DNS,DNH,DRS,DRH,ARF,PWL,SUP,MbO,MbFF,MbDF,MbC,MbPAR,MbSCA,MbH,MbGRA,MbSF,MbPF,BO,EUP,ZG,ZL,ZM,ZS,PB,BB,PS,DF,PL,MB,SG,MA,DC,SPOM,BD
SB,0.998222,0.0322121,0.000177453,-0.0166668,-0.00589482,-0.105218,-0.0282996,-0.0615089,-0.00389681,-0.00737296,0.0176874,0.0243922,0.00178548,-0.00187966,-0.00323339,-0.010155,-0.000342433,-0.682063,-0.000999624,-0.0659222,3.26193,0.270234,-0.0379599,0.401645,-0.619548,-0.034367,0.005932,-0.0202987,-0.000214804,-0.041468,-0.000675723,13.9534,5.92981,3.59295,-0.0951334,-0.0499079,-0.202002,-0.333498,-0.107003,0.378702,-0.163324,-0.0117545,-0.0181807,-0.0129082,5.43103,-0.315809,0.00658483,-0.0417536,-0.0163122,0.000285078,-0.0199877,-0.000177999,0.000641565,-0.00366124,-8.44853e-06,0.00536241,1.13286,-0.0731759,0.257308,8.55456,5.52996,5.29645,1.07321,4.56188,0.578675,7.99201,0.281802,0.036129,0.250579,1.3658,-2.71237,0.945385
MM,-4.82438e-06,0.967058,-0.000186744,-0.00206732,-0.0041251,-0.0159641,-0.00558525,-0.00254524,-5.02392e-05,-0.000208018,-0.00154048,-0.00172788,-9.30229e-05,-1.49863e-05,-6.6003e-05,4.94749e-05,-2.73153e-05,0.0315431,0.00268352,0.0107836,0.0376088,0.0350914,0.0169083,0.00213929,0.175362,-0.00607798,0.0528329,-0.00395377,-0.000137391,-0.006184,0.00125295,0.0366917,0.00649918,0.0447454,0.00334634,0.0144716,0.133949,0.286894,0.0225638,0.00289382,0.0110947,0.00252019,-0.000737225,-0.00150285,0.1075,0.0420817,-0.000569393,0.00158856,0.00586193,6.29581e-05,0.0086402,-6.94755e-06,-0.00027357,-0.000151458,-1.89952e-07,0.00105838,0.0186749,-0.00302623,0.148328,0.100831,0.0835555,0.150932,0.0182323,0.0261414,0.00791406,0.0691186,0.0116802,0.00504631,0.0101742,-0.0788367,-0.107264,0.0414883
TUR,3.39996e-07,-0.00235747,0.921836,-0.000111431,2.4989e-05,-0.000279306,-0.00122054,-0.000314295,1.15151e-05,-2.8335e-05,-0.000197184,-0.00049505,2.54274e-06,-4.32866e-05,-0.00106673,-0.000387687,-0.000428779,-0.000593431,-0.000161207,-0.000120961,-0.00637992,-0.000807995,0.000103431,-0.00816492,-0.0306604,-0.00076043,0.00146827,-0.0113839,-0.000363226,-0.00291961,0.000109087,0.00165049,-0.00263081,-0.0088742,-0.0178603,-0.00211518,0.0436975,-0.0014609,-0.00840943,-0.0067018,-0.00877696,0.238903,-0.00410016,-0.00461424,0.171055,0.302655,0.321208,0.118971,-0.0303317,-0.00159394,-0.00804328,0.000249825,0.800636,0.0007365,2.61812e-05,-0.00987964,-0.00257703,-0.000767735,-0.0107389,-0.00977053,-0.0293265,0.0922631,-0.127694,0.0849324,-0.000951627,0.0711318,0.113988,0.134235,0.146025,-0.0381724,-0.169835,0.367433
XIP,-4.85445e-05,-0.038348,-0.000189702,0.996847,-0.00484086,-0.00827412,0.0268046,0.00787772,-5.61324e-05,-0.000173491,0.000131104,0.000483231,5.62926e-05,-6.47257e-05,-0.0003912,-0.000196429,0.000332676,-0.024272,-0.000321915,0.0121913,0.0203327,0.0189338,-7.20615e-05,0.00325241,0.184172,-0.00338138,-0.00711269,-0.00470613,-0.000179907,-0.00693669,0.00169118,0.420216,0.142467,-0.0134437,0.048218,0.0173138,0.134944,0.377212,0.021364,0.0130493,0.0128715,0.00101316,-0.000913633,-0.00155411,0.22938,0.0501422,0.00152765,0.00017712,0.00714344,6.15903e-05,0.00894307,-1.02585e-05,-0.000292889,-0.00046367,-1.49913e-07,0.00263489,0.034816,-0.0023678,0.0379099,0.22259,0.113252,0.186083,0.0564072,0.0237082,0.0160626,0.136205,0.0161147,0.00197005,0.0140709,-0.0824892,-0.154369,0.0349355
THU,-3.80248e-06,-0.00764728,-1.14051e-05,-0.000487549,0.998112,-0.0119911,0.00941793,0.0123356,-2.59087e-05,-0.000111462,-0.000877143,-0.00121611,-7.50841e-05,2.56716e-05,0.000317852,6.16171e-06,4.40078e-06,0.0258918,-5.61801e-05,0.00757918,0.0156259,0.00471072,0.0290755,0.00647652,0.0932301,-0.00244663,0.0398367,-0.00162955,-0.000106235,-0.00114711,0.000167603,0.0269333,0.0177349,-0.0025254,0.000744017,-0.00305851,-0.000566702,0.0739603,0.00853499,0.00324052,0.00436798,0.00129496,-0.000180696,-0.000279239,0.0468312,0.0280698,0.0002735,-0.00447819,0.00401937,8.97827e-05,0.00156627,-2.84057e-06,-8.05375e-05,-9.20102e-05,3.61417e-07,-0.000375042,0.0135321,-0.000549553,0.00877355,0.0395585,0.00862406,0.0789951,0.0165417,-0.0253831,0.00429653,0.00757935,0.00325528,-0.00374977,0.00167596,-0.0750813,-0.0941908,-0.00113324
LPL,-1.12227e-05,-0.00621032,-1.69968e-05,-0.000242532,-0.00227575,0.917937,0.0122751,0.0206556,-7.39761e-05,-0.000168258,-0.00890586,-0.0134618,-0.000876235,-3.84132e-05,-0.000249117,-0.000291816,-1.45971e-05,0.323411,-0.000100028,0.00447018,0.0075823,-0.00151639,-8.6469e-06,-0.000835281,0.146921,0.121891,0.127875,-0.00315597,-9.70263e-05,-0.00110989,-0.000733385,0.0498813,0.118357,-0.00615071,-0.000824425,0.0160996,0.00122582,0.00707988,-0.00871494,0.0106828,0.00805507,0.000315041,-0.000730253,0.00156412,0.150532,0.0502031,0.000719027,-0.0082273,0.00546706,0.000162983,0.00199369,-8.24064e-06,-0.000128402,0.00117573,-1.60354e-07,-0.00186517,0.0202389,0.0320309,0.0792256,0.103347,0.116204,0.168172,0.0338248,0.0205303,0.00838409,0.064019,0.0110482,-0.000486594,0.00703422,-0.0877523,-0.126328,0.0218132
MPL,-3.57562e-06,-0.00275648,-7.08051e-05,-0.00176877,-0.00622081,-0.0682371,0.972879,0.214666,-0.000212744,-0.000413179,-0.00244672,-0.0025444,-0.000160494,-8.07585e-05,-0.000572932,-0.000725136,-0.00014261,0.0583173,-8.14658e-05,-0.000196219,-0.0117758,0.132252,-0.00903628,-0.000570353,0.139303,-0.0113286,-0.0203769,-0.00387833,-8.79474e-05,-0.0105207,-0.000414871,0.0299853,0.0105165,-0.0167539,-0.00141401,-0.00396082,0.0333413,0.00563529,-0.00416252,0.0204705,-0.000418804,0.00109145,-0.000839335,-0.000674256,0.0887936,0.0536734,0.0326829,-0.00645564,0.00331341,2.53137e-05,0.00312334,-6.90344e-06,-0.000220084,-7.98839e-05,-8.76198e-08,0.00457718,0.125781,-9.54936e-06,0.00668572,0.176916,0.0680272,0.131542,0.0299529,0.0124498,0.0323492,0.116398,0.0106356,-0.000925978,0.00580496,-0.0820688,-0.119622,0.0156801
SPL,3.13147e-06,0.0014446,-2.14297e-06,0.000111442,-0.00050124,-0.0143673,-0.0970299,0.96601,-0.000100318,9.75603e-05,0.000254232,0.000567929,4.32879e-05,-0.000123401,-0.000792568,-8.61917e-05,-4.72817e-05,-0.0147769,-1.96192e-05,-0.00303804,-0.0221845,-0.017569,-0.0388656,-0.00137302,0.151451,-0.00457202,-0.0140622,-0.0023404,3.56171e-05,-0.00638105,-4.6456e-05,-0.0325837,-0.00783541,-0.0397808,-0.00164927,-0.00407194,-0.00338123,-0.00603917,-0.000911323,-0.00377274,0.00101518,-0.000190432,-1.94858e-05,-0.000452596,-0.00250345,0.016228,0.00788521,0.000230983,0.00144805,2.13179e-05,0.000668293,1.02278e-06,-4.39988e-05,-0.000232736,1.05266e-06,-0.00187326,-0.0551004,-0.000539085,-0.0133301,0.663836,0.00589371,0.122525,0.0241381,-0.031602,0.0155318,0.331898,0.000362502,-0.0129411,-0.00315609,-0.0412913,-0.116143,-0.0468401
HAK,3.16112e-06,-0.000166133,4.21199e-07,1.16082e-05,-8.04424e-06,0.00149757,-0.000666752,-0.00354793,0.998879,-0.00193335,-0.00298017,0.000267216,-0.00027263,-6.98479e-05,2.98231e-05,-0.000386632,-9.69713e-05,-0.00663439,5.29482e-07,-0.0167254,-0.0333372,-0.0223458,0.00139177,-0.00095613,-0.0294386,-0.00100054,-0.0002732,0.000655806,-7.50782e-05,0.000712634,-0.000642097,-0.0377712,4.63773e-05,-0.0379273,0.000569174,0.00421451,-0.000169744,0.00253031,-0.000963007,-0.00175682,-0.0145128,0.000232788,-0.00187358,-0.00193467,-0.0639678,0.000639972,0.000448594,0.0117201,-0.00012361,-4.65559e-06,-8.40984e-05,8.33643e-06,2.96911e-05,-2.94986e-05,2.49595e-06,-0.00240061,0.758616,-0.00341545,-0.0182705,0.449087,0.471389,0.357804,0.0698816,0.126191,0.170531,0.366089,-0.00383812,-0.0376202,-0.0106233,-0.00450529,-0.138963,-0.18136
HAK1,2.77398e-08,0.000189362,2.12669e-06,1.92318e-05,2.38815e-05,0.00200378,-0.00119337,-0.00115307,-0.00104589,0.997612,-0.00247946,-0.000194961,-0.000165993,-0.000102617,-0.000829354,-0.000495219,-0.000236865,-0.00847536,-0.000113006,-0.0171126,0.0993414,-0.0311413,-0.00127767,-0.00313045,0.0323733,-0.000478684,-0.00423159,-0.025562,-0.000101682,-0.00884784,-0.000723318,-0.0196203,-0.00493242,0.0482791,-0.00403616,8.85456e-05,-0.0023174,-0.000985799,0.0625702,-0.00414841,-0.013414,-0.00238061,-0.00208261,-0.00248477,0.122644,0.00989315,-0.00280128,-0.00836438,0.00386658,0.000129027,0.00145706,-4.54232e-06,-4.14556e-05,-0.000273502,5.43425e-07,-0.00210752,0.806017,-0.000682746,0.000575646,-0.00302299,0.154353,0.180695,0.0391597,0.09339,0.161361,0.150544,0.00504022,-0.00769785,0.00272942,-0.0757879,-0.137544,-0.00484286
HAK2,-2.84618e-06,-0.0037604,-3.32985e-07,-0.00010144,-0.00102947,-0.0559288,-0.00852888,-0.00518444,0.000460958,0.000220723,0.987893,-0.0167234,-0.00111647,-0.000175155,-0.00129904,-0.00122707,-0.000650235,0.377934,-0.000176473,-0.0309962,0.000845684,0.11158,0.000319941,-0.00243239,0.103179,-0.00982749,-0.0155442,-0.0418855,-0.000744306,-0.0153348,6.64239e-05,0.0291383,-0.00249294,-0.000597895,0.0048403,-0.015884,0.00408365,0.000358738,0.229882,0.00562022,-0.00876712,-0.00493765,0.00238731,0.0149573,0.0672606,0.0753495,0.000178095,-0.00157324,0.00367097,-3.71288e-05,0.000910916,-8.88156e-06,-0.000145703,0.00173333,-6.97232e-07,0.00731104,0.107639,-0.00360396,0.0754219,0.0339108,0.127382,0.136942,0.016635,0.0570497,0.0231137,0.0597333,0.0106973,0.010467,0.00754828,-0.0566195,-0.0859746,0.0604707
HAK3,-6.71483e-06,-0.00631835,-6.71191e-05,-0.000160012,-0.00185978,-0.100148,-0.0121169,-0.00633811,-9.49504e-05,-0.000475037,-0.0190769,0.971288,-0.00191254,-0.000113809,-0.00119743,-0.000715066,-0.000446437,0.662509,-0.000203934,-0.00103399,0.0688533,-0.0147336,-0.00163226,-0.00358712,0.0139597,-0.016439,-0.0165965,-0.0378049,-0.000793568,-0.0211567,0.000295818,0.056369,0.00770222,-0.00127444,0.000928348,-0.00492537,-0.00292098,0.00933787,0.25608,0.0153445,9.93571e-05,0.0204033,-0.00119413,0.0232524,0.0532677,0.0225159,0.00114866,-0.000421364,0.00390965,3.54562e-05,0.00105434,-5.61113e-06,-0.000128912,0.00318399,-2.42631e-07,0.00317216,0.0316456,-0.00564956,0.10881300000000001,0.046167,0.19015,0.168271,0.0238616,0.065829,0.00851699,0.0551046,0.0078564,0.00127742,0.00406357,-0.0524721,-0.076848,0.0201489
HAK4,-7.25774e-05,-0.0649065,7.26969e-05,-0.00145431,-0.020681,-1.16801,-0.14259,-0.0694403,0.0120761,0.0144945,-0.18523,-0.300145,0.978735,0.000813474,-0.000129171,0.00747553,0.00308272,7.72882,-0.000941871,0.586694,0.576536,0.0137677,-0.0319738,-0.0118952,0.217998,-0.175344,-0.196642,-0.0479612,-0.014971,-0.0144481,-0.00736654,0.651352,-0.0168766,-0.0145576,0.113951,-0.0371253,-0.0526668,0.0558857,0.00563261,0.23893,0.00133849,-0.0133722,-0.00806322,0.182354,0.464636,0.221216,0.00936213,0.0292079,0.0183078,-0.000189624,0.00320929,-3.30703e-05,-0.000351306,0.0362741,-2.5898e-06,0.00709288,0.881288,-0.0594841,0.720335,0.536229,2.35743,1.52355,0.143961,0.817896,0.201981,0.658212,0.0651191,0.00149495,0.0357078,-0.0349071,-0.334136,0.00952772
MUL,4.10458e-07,3.04468e-05,6.4425e-06,-1.10348e-06,0.000130159,0.000556821,0.000402796,-0.00139778,-1.92829e-05,-1.44151e-05,-0.000184986,-5.62738e-05,2.05605e-05,0.999584,-0.00108578,-0.00090946,-0.000347229,-0.000366254,-0.000152744,-0.0317321,-0.012207,-0.0131769,-0.00575661,-0.00160486,-0.0125956,0.00012871,0.000640092,-0.0123535,2.02348e-05,-0.0142863,0.000891254,-0.00316423,-0.0036344,-0.0123497,-0.00933155,0.00103017,-0.000410759,0.00230598,-0.0101456,-0.00804484,-0.00846299,-0.0036737,-0.00113361,-0.00119194,0.118919,0.0342582,0.00070363,-0.00348471,0.118833,0.000214167,-0.00224591,-2.62024e-05,-0.00011267,3.56916e-06,-4.58349e-06,0.11966,-0.0183827,-0.00140034,-0.0123533,0.100365,0.0978294,0.101938,0.141634,0.108586,0.000530972,0.110713,0.0335163,0.0658348,0.0200382,0.0178779,-0.096625,0.376211
MUL1,1.46417e-06,0.000596469,-1.00858e-05,7.5575e-06,0.000499508,0.00107545,0.000479217,-0.00364352,9.15064e-06,-0.000240616,-0.000721222,-0.000551787,1.92909e-05,-0.0003612,0.996784,-0.00089938,-0.000525409,-0.00207575,-0.000346502,-0.0206359,-0.0298097,-0.022393,-0.0303782,-0.00404942,-0.0242758,-0.000697154,-7.96287e-05,-0.0753813,6.91136e-05,-0.036887,0.00136774,0.000355023,-0.00893469,-0.00768311,-0.0108012,-0.00085823,-0.0024303,0.00163623,-0.0122373,-0.0172324,-0.00334218,-0.0120201,-0.000760491,-0.00214881,0.224585,0.0372247,0.108473,0.0755291,0.0915875,0.00496657,0.0168835,-1.5256e-05,-0.000374037,-0.0002832,-3.25525e-06,0.0180862,-0.0108293,-0.000653676,0.0151003,-0.0114562,-0.0154081,0.0421782,-0.0523548,0.0627027,-0.00264384,0.0442746,0.0401472,0.0555128,0.0274878,-0.0543366,-0.0811539,0.250772
MUL2,2.71855e-06,-0.000268297,2.75138e-05,4.66061e-06,5.10381e-06,0.00188541,-0.000474251,4.06277e-05,-2.33893e-05,-8.67189e-05,-0.000368028,0.000261815,7.6145e-05,-0.00029383,-0.00117884,0.984444,-0.0012216,-0.00745974,-0.000554898,-0.0940373,-0.0272614,-0.0099088,0.00247334,-0.0037821,-0.00346438,0.00014558,0.000590767,-0.0193501,-0.000212999,-0.00854655,0.00140606,-0.0206801,-0.00103745,-0.00182622,-0.0148996,-0.000526959,-0.000595755,0.00471761,-0.00481069,0.495894,-0.00660126,-0.00352225,-0.000618016,-0.00189398,0.0267472,0.0551348,0.0257026,0.306173,0.0668477,-0.000654701,0.00624656,-3.77809e-05,-0.000523013,-0.000401551,-3.56193e-06,0.00476513,-0.0170936,1.8235e-05,-0.00829073,-0.0163089,-0.0231295,0.0481542,-0.0141211,0.0118634,-0.00411501,0.00861343,0.0490334,0.0622702,0.0613746,-0.026856,-0.0878965,0.0967842
MUL3,1.09526e-06,-0.000514294,-6.64012e-05,-0.000168564,-2.50607e-05,0.00182973,-0.000604847,-0.000357813,-4.32184e-05,-0.000313578,-0.00197036,-0.000912731,9.34569e-05,-0.000500203,-0.00235185,-0.0066666,0.997804,-0.00611896,-0.000949485,-0.130059,-0.0227609,0.0379959,0.00201724,-0.00266224,-0.0112039,-0.00201681,0.000738647,-0.0313167,-8.5798e-05,-0.00235543,0.00106356,-0.00450547,0.000254005,0.000464646,-0.00919898,-0.00649186,-0.000924444,0.00244802,0.364903,0.0732167,-0.0198702,-0.00607982,-0.00211377,-0.00757276,-0.0608848,0.115308,0.282362,0.428239,0.224606,0.00410114,0.0151296,-3.91357e-05,-0.00118334,-6.53792e-05,-6.5647e-06,0.00548368,-0.0182462,-0.00104445,0.0560378,-0.00975794,-0.0201062,0.087805,-0.0609532,0.0413217,-0.0040754,0.0355805,0.0915657,0.100048,0.0615472,-0.0881048,-0.130896,0.198894
TRA,-7.98006e-06,-0.00775858,9.46366e-06,-0.000191076,-0.00238553,-0.132648,-0.0159861,-0.00761181,-0.000118382,-0.000204244,-0.0237811,-0.0364619,-0.00237577,-4.04021e-05,-0.000171328,-0.000863922,-7.12806e-05,0.881298,-5.68022e-05,-0.00769836,0.0291723,-0.00891414,-0.000651581,-0.000678253,0.0341132,-0.0197252,-0.0224973,-0.00460392,-5.32348e-05,-0.000809508,0.00014101,0.0766351,-0.000782408,0.00155069,0.00290765,-0.00389348,-0.0046483,0.00991363,-0.00388194,0.0259705,0.000649625,-0.00173142,-0.000619448,0.0067601,0.0268353,0.0179,7.27101e-05,0.00209115,0.000380796,-3.91601e-05,0.000151958,-2.09182e-06,-1.82207e-05,0.00414206,-1.78785e-07,-0.000392345,0.0294236,-0.00662991,0.0777171,0.0596341,0.2557,0.154307,0.011161,0.0837286,0.00873378,0.0591638,0.00505839,-0.000893908,0.00249594,0.00624606,-0.0211148,-0.00593497
PAG,-2.53671e-07,-0.0161837,2.20641e-05,3.76842e-05,0.00014225,2.10613e-05,-0.000243304,-0.000578852,-6.88013e-06,-0.000167399,-0.000362298,-0.000220684,6.46718e-06,-0.000206588,-0.0013748,-0.00217144,-0.000720725,-0.00294388,0.998331,-0.003005,0.0623439,0.0206008,-0.00479747,-0.00297997,-0.0190905,-0.000690305,-0.000336553,-0.0141687,-0.000221042,-0.00243933,-0.00159389,-0.00305297,-0.00277769,-0.008505,0.0890877,0.0803195,-0.00853675,-0.0070813,0.0506256,0.0187448,0.00720916,0.00687994,-0.0015919,-0.00438127,0.0483105,0.120883,0.018548,0.580338,0.171872,-0.00098264,0.11238,-1.11181e-05,-0.000898853,-0.000117406,-2.26795e-06,0.00365888,0.00628766,-0.00043846,0.000960991,-0.00121906,-0.0208037,0.0939831,-0.0362935,-0.00485031,0.001169,0.00183673,0.0899751,0.118406,0.0802306,-0.057586,-0.149999,0.177459
DFS,1.97601e-07,0.00433668,4.5604e-06,0.000301654,0.000228646,-0.00877085,-0.0011654,-0.00266961,0.000373524,0.00046976,0.00379123,-0.00161824,-0.000601136,0.00185854,0.00268023,0.0231509,0.00576843,0.00805574,-0.000161636,0.988881,0.0912143,0.0327387,-0.0314939,-0.00306492,-0.0842161,-0.00234233,0.00147112,-0.00546971,-0.000898277,-0.00347458,-0.0118499,-0.0097915,-0.00912987,-0.0101176,0.0205266,0.00744243,-0.0115692,-0.0444461,0.039857,0.0123967,0.000727524,-0.000468031,-0.00114535,-0.00117073,0.193161,0.0356183,0.00159898,0.000181566,0.00696973,7.27205e-05,0.000384741,-1.17065e-05,-9.64619e-05,0.000370488,-1.2061e-06,0.00287149,0.128538,-0.00107808,0.0361156,0.0160891,0.0184827,0.0637799,0.0176862,0.0381627,0.0263854,0.0561612,0.0140556,0.0139675,0.0119042,-0.0391978,-0.0701001,0.0836974
DFH,-1.41644e-05,0.000860667,2.97238e-07,5.14924e-05,0.000386931,0.00225696,0.000369122,-0.00174938,-0.00013205,-0.00139769,0.000116445,-0.000375392,1.19014e-05,-0.000100338,-0.000580216,-0.000639491,-0.00010653,-0.0107349,-0.000511145,-0.0141118,0.975345,0.00120816,-0.0179052,-0.008757,-0.0224325,6.19558e-05,0.000330101,-0.00121713,-6.23179e-05,-0.00584369,0.000194313,-0.00545533,-0.00836646,-0.052996,-0.00407342,-0.0041801,-0.00935796,-0.00302606,-0.00126385,0.00944596,0.000819181,0.000939812,-0.000649133,-0.000516115,0.248987,0.00505103,-0.00137358,0.000306948,0.00271193,0.000327019,0.00218755,-1.17119e-05,-5.17207e-05,-0.000328218,-1.79497e-06,0.00165348,0.0949548,-0.000213377,-0.00123404,0.018737,0.0165147,-0.0181302,0.0257849,0.0708087,0.0197796,0.0761094,0.0141746,0.0185161,0.0135467,-0.022423,0.0250811,0.0929025
DSM,-1.14939e-06,0.000172367,2.8329e-05,9.20065e-05,-1.86067e-05,0.00179242,-0.00937834,-0.00228672,-0.000142693,-0.000313964,-0.0036459,-1.12934e-05,-1.7847e-06,-0.000141018,-0.000619871,-0.000556791,-0.000418523,-0.00224793,-7.72705e-06,-0.00702473,-0.0372732,0.971064,-0.00260654,-0.00638477,-0.0217951,0.000125795,0.000890231,-0.0111614,-1.09787e-05,-0.0135141,-0.000169664,-0.00336045,-0.00662752,-0.00603513,-0.0100457,-0.0823429,-0.0208571,0.00115241,-0.0095338,0.00399978,-0.0215297,-0.00284161,-0.000817446,-0.000346598,0.174232,0.0176393,-0.00472272,-0.0227377,0.000717372,9.24969e-06,-0.00115878,-1.40472e-05,-3.14161e-05,-0.000370425,-2.45432e-06,0.0448391,0.111258,-0.00028471,-0.00505256,-0.0148903,0.0241675,-0.0233953,0.056368,0.0826322,0.0217123,0.0619943,0.0161158,0.0232049,0.0103115,-0.0307003,0.0340527,0.132242
DSP,-1.32256e-05,-0.0153538,5.15665e-06,0.000182875,-0.0160723,-0.0165574,-0.0110129,0.0954561,-6.30718e-05,-0.000689385,0.000220494,-4.89651e-05,-1.76231e-05,0.00112814,0.0147636,0.00146306,0.000548128,-0.0122179,0.000232267,0.0643281,0.461053,0.0510188,0.982939,0.00357235,0.0402782,-0.00298917,0.0422282,-0.00417846,-0.00153903,-0.0120096,-0.000845784,0.00241649,0.00474572,-6.43358e-05,-0.00700044,-0.0084246,-0.0148231,-0.031594,0.000192285,0.0114709,-0.000551051,0.000470168,-0.00070988,-0.000720624,0.166996,0.0359219,0.00246498,-0.00100155,0.00533562,0.000261453,0.00157078,-9.07978e-06,-9.35696e-05,-0.0002864,-6.31328e-07,0.00248034,0.0584861,-0.00096717,-0.00622246,0.0961764,0.0026695,0.0702769,0.0243936,0.00948688,0.0155458,0.0713899,0.0112247,0.0081053,0.00954425,-0.05225,-0.0900318,0.0574698
DSR,-2.35987e-05,0.00179673,-0.00018841,8.15497e-05,-0.00150595,0.000610051,-0.000314699,-0.00174219,-7.09519e-05,-0.000289373,-0.000222586,-0.000383608,4.65649e-06,-0.000155661,-0.00115759,-0.00105754,-0.000159692,-0.00204349,-0.000124838,-0.00130544,0.0600417,0.0122171,-0.00570104,0.991879,-0.0178753,-0.000415821,0.000555822,-0.00591585,-0.000106897,-0.0439964,0.00131466,-0.00350595,-0.00817165,0.00218556,-0.0309029,-0.00313704,-0.0322932,0.000635278,-0.00133742,0.0236062,-0.00341655,0.0638627,-0.00142582,-0.00149868,0.176493,0.0867891,0.0323209,0.0426995,0.0202288,0.00129209,0.00361029,2.06529e-05,-0.000401695,-0.000274666,-1.87373e-06,-0.00126738,0.0463219,-0.000582951,-0.00500927,0.0504596,-0.00190027,0.0506327,-0.00862946,0.0361465,0.0112811,0.0652672,0.0225722,0.0295422,0.0295817,-0.0352688,-0.0742796,0.122452
MSC,1.24973e-06,0.00147133,-1.41746e-05,2.97332e-05,0.000191158,0.00719196,-0.00139042,-0.0116644,-4.608e-05,-0.000355462,-0.000803317,0.000282967,1.86453e-05,-4.99794e-05,-0.000246848,2.08155e-05,-1.27896e-05,-0.00722027,7.85467e-07,0.00169356,-0.00457148,-0.00757023,0.000848994,-0.000807596,0.92068,0.000136761,-0.0557068,-0.00348195,-0.000106024,-0.000298738,-0.00203611,-0.00789321,-0.00624042,-0.0135782,-0.00332836,-0.0189816,-0.000530278,-0.0206973,-0.00422474,-0.00219952,-0.00457192,1.70434e-06,-0.000299072,-0.000794157,0.206481,0.0707638,-0.0012352,-0.0147562,0.00283775,-2.3694e-05,0.00273726,-1.58136e-05,-0.000172882,-0.000362847,-1.74946e-06,-0.00261084,0.0161944,-0.0010216,0.00129903,0.109722,0.0209609,0.0874018,-0.032729,0.0495752,0.00767041,0.0972486,0.012852,0.0368181,0.0173233,-0.0468096,-0.111207,0.221718
MSG,2.16378e-06,-5.68886e-05,-8.53807e-06,3.47494e-05,0.000123714,-0.0692033,-0.000865194,-0.00321071,-2.04518e-05,5.20019e-05,0.000793908,0.00116036,7.30883e-05,-1.97338e-05,-0.000107326,-7.65796e-05,1.34205e-06,-0.0267919,-1.57075e-05,-0.000747013,-0.0017551,-0.0004838,4.48396e-05,-0.000338221,-0.024557,0.948458,-0.00924067,-4.79645e-05,-3.27123e-05,3.35743e-08,7.98659e-05,-0.0148642,-0.0121369,0.00610771,-0.00083727,-0.00220061,-0.000269617,-0.000931142,-0.0236721,-0.000369022,0.00234165,0.000817626,-0.000480113,-0.0017679,-0.0254481,0.0302833,0.00349358,-0.00735834,0.00251201,5.2491e-05,0.000849567,-2.47714e-06,-8.13067e-05,-0.000441339,-3.32772e-07,-0.00124687,-0.0183545,0.254925,0.209865,0.149789,0.137559,0.130733,-0.0235647,0.0624261,0.00256999,0.108305,0.0041468,0.00353492,0.000339321,-0.0655919,-0.0314544,0.0255193
MSP,3.74516e-06,-0.0130071,-1.28685e-05,0.000239505,-0.00600766,-0.109298,-0.00244837,-0.0142203,-9.61495e-05,-0.000380774,0.000439959,0.00193945,0.00012631,-6.73445e-05,-0.00046214,-7.38903e-05,-3.66146e-05,-0.0464427,-3.80529e-05,-0.0019029,-0.0169793,-0.0111133,-0.0145945,-0.0010334,0.729839,-0.0156728,0.935601,-0.00235566,-7.21594e-05,0.000215385,-0.00175568,-0.0194873,-0.0222346,-0.0174487,-0.00455372,-0.0249099,-0.00307083,-0.0478906,-0.00671879,-0.00304712,-0.00506005,0.000547892,-0.000271256,-0.00103706,0.180298,0.0630628,-0.00171196,-0.0147784,0.0040612,1.81165e-05,0.00265452,-1.27731e-05,-0.000158479,-0.000591074,-9.35921e-07,-0.00300385,0.0534894,-0.00512388,-0.0145637,0.120448,0.00148389,0.0999539,-0.0120383,0.0143886,0.015517,0.0869942,0.0101362,0.0230431,0.0127693,-0.0782775,-0.138222,0.155061
RSH,-4.40039e-07,-0.0011629,-0.000387639,-6.05201e-05,-0.000185962,-0.00382759,-0.00220129,0.00127673,-1.60987e-05,0.00270163,0.00732737,0.00523793,-7.51226e-05,0.00099467,0.0188981,-0.000988461,0.00150445,0.0256059,0.000920852,0.00369259,0.00483902,0.0869872,-0.000917201,-0.00319425,0.0654614,-0.00107735,-0.00468028,0.98714,-0.000910737,-0.00352758,-0.000118602,-0.00360016,0.0101632,-0.00412668,-0.00882335,-0.0115524,-0.000237567,0.00990359,0.0128721,0.145422,-0.00528334,0.110358,-0.00340677,0.000876691,0.178537,0.240313,0.0262074,0.0121797,0.00533607,-0.000177947,0.00116967,-2.1731e-05,-0.000729127,-9.46481e-05,-1.51394e-06,0.00165778,0.0160527,-0.000478442,0.00406557,0.00876681,-0.0112817,0.103486,0.018895,-0.00155932,0.00353347,0.0181596,0.0253266,0.0220415,0.0294655,-0.0111548,-0.148433,0.0870359
