ORI,SB,MM,TUR,XIP,THU,LPL,MPL,SPL,HAK,HAK1,HAK2,HAK3,HAK4,MUL,MUL1,MUL2,MUL3,TRA,PAG,DFS,DFH,DSM,DSP,DSR,MSC,MSG,MSP,RSH,RSS,SSH,SSS,ENG,SAR,EPI,CEBH,CEBS,CEPH,CEPS,DNS,DNH,DRS,DRH,ARF,PWL,SUP,MbO,MbFF,MbDF,MbC,MbPAR,MbSCA,MbH,MbGRA,MbSF,MbPF,BO,EUP,ZG,ZL,ZM,ZS,PB,BB,PS,DF,PL,MB,SG,MA,DC,SPOM,BD
ZM,2.62732e-06,-0.0002585,8.62074e-07,3.37237e-05,9.30469e-06,0.000288526,0.000937714,-0.00705204,-0.000155686,0.000163053,2.23148e-05,-3.32233e-05,-1.11278e-06,-7.39964e-05,3.33244e-05,2.52898e-06,-5.95193e-06,0.000754704,-8.26986e-06,-3.10109e-05,-0.00179499,0.00252868,0.000349742,-0.000361838,-0.0248816,-0.00230144,0.000967395,6.69693e-05,-4.4217e-06,7.23431e-05,0.000117737,-0.0339933,-0.00230478,-0.0483323,0.000466009,0.000494814,0.000177968,0.00138813,0.00136686,-0.000852599,-0.000417201,-4.68931e-05,-0.000183825,-0.000218457,-0.0286733,-0.000349516,-0.00010153,0.00733061,-0.000167864,-7.38063e-06,-0.000155702,4.24044e-06,1.73635e-05,-2.22055e-05,1.32289e-06,-0.000201326,-0.0555292,-0.00460937,-0.0140375,0.884169,0.0223541,0.118748,0.0372762,-0.0296716,0.0242898,0.456726,-0.00152879,-0.0193657,-0.00550979,0.00407541,-0.0838485,-0.0913154
ZS,1.11333e-07,2.97712e-06,5.54088e-07,4.00577e-06,7.18965e-06,0.000264124,1.13062e-05,0.000411732,-2.35431e-06,6.15945e-05,5.299e-05,7.0288e-05,5.03179e-06,-1.63387e-05,1.66842e-05,3.90782e-06,-3.22173e-06,-0.00178731,-7.57209e-06,0.000184727,0.00119966,0.000852586,-3.37352e-05,9.09312e-05,0.00189818,0.000214594,4.45932e-05,-6.762e-06,9.77374e-07,-1.53493e-05,2.57835e-05,-0.0038599,0.000537225,-0.00974224,0.000247378,4.79298e-05,-7.2654e-05,5.34336e-05,0.0012675,-0.000385329,0.000119087,2.2085e-05,9.00256e-05,8.43728e-05,-0.0116164,0.00309141,-0.000533255,0.0056071,0.000409017,-7.36064e-07,2.03996e-05,1.98497e-06,1.17347e-05,-7.56699e-05,-1.16157e-07,-0.000306851,-0.0232675,-0.00200924,-0.0142968,-0.0506035,0.847034,0.331426,0.0299813,0.278285,-0.00513218,0.0354297,-0.000610663,-0.00667685,-0.00154444,0.000358406,0.0932768,-0.0640335
PB,-2.22309e-07,3.0863e-05,2.35338e-06,-2.66644e-06,1.47945e-05,-3.13507e-05,9.68845e-06,0.000119444,7.25731e-06,-5.18645e-06,-6.79386e-06,-1.01519e-05,-1.53267e-06,9.29465e-06,2.7472e-05,3.06336e-05,6.3895e-06,0.000544851,-1.24521e-06,7.88696e-05,-0.000551018,-0.000317858,4.75709e-05,8.9695e-05,0.00299705,0.000205329,-6.27846e-05,0.000108552,2.93569e-07,5.73982e-05,1.37013e-05,0.00216682,0.00090627,-0.00154278,0.00054514,0.00063859,9.76356e-05,1.35267e-06,0.000322943,-0.000329,0.000346614,-3.40355e-06,9.65493e-05,1.06197e-05,-0.0117168,0.00327578,-0.00284498,0.00249515,0.000814254,4.42321e-06,0.000137764,-7.78902e-07,1.72177e-05,-0.000202437,-2.75032e-06,-0.000125838,0.00548536,0.000486568,-0.00082665,-0.00770916,-0.161692,0.595669,0.00420148,0.112107,0.000530956,0.0929866,-0.000577304,0.017734,0.00394136,0.000682065,0.43082,-0.00931362
BB,-7.74606e-07,1.01748e-05,9.68799e-06,-5.82885e-06,1.25291e-05,-0.000136378,3.93255e-05,8.95292e-05,8.72459e-06,2.67471e-05,3.01063e-05,1.59599e-05,-4.27482e-07,-5.13235e-05,6.35786e-05,0.000134713,4.67585e-05,8.62766e-05,5.06364e-05,0.000126738,0.00293868,0.00106127,-4.56953e-05,0.000225926,-0.00204291,0.00023284,0.000329697,0.000248759,3.2131999999999997e-05,-1.21689e-05,8.01607e-05,0.000879756,0.00600766,-0.00252328,0.00302299,0.00260402,0.000135172,0.00019401,-0.00397033,0.000180628,0.00218664,0.000338967,0.000740384,0.000771541,-0.182551,-0.0179653,-0.0040043,-0.0444018,-0.00473448,-1.8485e-05,-6.53437e-05,-2.92082e-05,-4.47085e-05,-8.24293e-06,-1.9127e-06,-0.00976003,-0.00160851,-0.000874281,-0.00558841,0.00239802,0.0032322,0.0274436,0.689279,0.0919369,-0.000195437,0.0499726,-0.0157254,0.0803693,0.00744875,0.00501663,-0.0708619,0.496056
PS,-1.02095e-07,-2.45683e-06,-1.64606e-07,-8.7455e-07,-1.20133e-05,-9.37003e-05,-2.39142e-05,-0.000150137,2.88291e-06,-5.70673e-06,-1.71963e-05,-1.79368e-05,-7.36198e-07,5.476e-06,3.01947e-06,-3.19134e-05,-5.95938e-06,0.000252807,-7.50784e-06,-2.78807e-05,0.000770623,0.000456727,-3.6301e-05,-2.51654e-05,0.000487137,-2.76536e-05,-0.000125224,-8.97838e-05,-3.10994e-06,-5.29436e-05,-1.15307e-05,0.000445277,0.000190345,-0.00196045,4.88643e-05,-0.000166818,-3.33245e-05,-7.797e-05,-0.000613542,0.000209541,-0.000582443,-2.0251e-05,-6.79634e-05,-6.62628e-05,-0.0180026,0.00140982,0.000280843,0.00467145,-0.000205104,-4.11195e-06,-4.62343e-05,3.20978e-06,3.04473e-06,-1.94233e-05,1.94413e-06,-0.000279249,0.000485236,0.000264838,0.000633875,0.00848647,-0.164435,0.0874219,0.0272751,0.845392,0.000114777,-0.0746717,-0.000709496,-0.0208221,-0.00509021,-0.000499985,-0.213151,-0.066569
DF,-1.93972e-06,8.61543e-05,-9.47136e-07,-2.30108e-05,7.10864e-06,-0.000519948,0.000469336,0.00237656,0.000709119,0.00123749,0.00015526,-7.55623e-05,8.92317e-07,2.60889e-05,-3.69909e-05,2.93651e-05,7.1373e-06,0.00170172,-4.32811e-06,0.00200628,0.0207949,0.0140126,-0.000625013,0.000649941,0.0200633,0.000724128,0.000185978,-0.000325524,5.78622e-05,-0.000413709,0.000514874,0.0232842,6.61016e-05,0.0232907,-0.000569591,-0.00284675,0.000181786,-0.00126807,0.000249125,0.00104072,0.00925819,-9.31739e-05,0.00118073,0.00114626,0.0363628,0.0010853,0.000401688,-0.00327386,0.000225937,1.33009e-06,4.34525e-05,-3.44422e-06,-1.27827e-05,2.94864e-05,-1.03947e-06,0.00115706,-0.490554,0.00195683,0.00882966,-0.297947,-0.154063,-0.139984,-0.0171565,-0.0601149,0.889694,-0.247263,0.00240409,0.0133133,0.00451518,0.00307012,0.0671894,0.0588063
PL,-5.80198e-07,3.28574e-05,7.99595e-07,-5.32057e-06,-1.23151e-05,-0.000121528,-0.000132173,0.000816585,3.44453e-05,3.22819e-06,-1.1303e-05,-6.94144e-06,-8.17757e-08,1.47275e-05,6.66579e-06,-2.61747e-05,-3.50328e-06,5.03425e-06,-7.57883e-06,4.32605e-05,0.00174358,0.00065106,-0.00010098,5.55149e-05,0.00447983,0.000339097,-0.000253184,-9.71659e-05,-7.45484e-07,-7.77238e-05,-1.1511e-05,0.00466381,0.000872348,0.00472399,0.000168535,-0.000124807,-5.9344e-05,-0.000266311,-0.00100951,0.000151802,-0.000563913,-5.74368e-05,1.02893e-05,1.5778e-05,-0.026497,0.00187419,-0.000875364,0.00433955,-0.000225016,-3.61034e-06,-1.60298e-05,3.12653e-06,4.07052e-06,-0.000108386,1.77134e-06,-0.000178368,-0.00385926,0.000488026,-0.000142317,-0.111187,-0.0788845,0.104813,0.0205632,-0.121951,-0.00538315,0.868055,-0.00125799,-0.0182259,-0.00475982,-0.000839616,-0.190541,-0.0576575
MB,-6.19295e-07,3.73389e-05,5.16623e-05,-6.22492e-06,9.06499e-07,-0.00013166,-3.71114e-05,-0.000186017,-8.5534e-06,-2.68963e-06,-6.49591e-05,-4.31218e-05,-3.01278e-07,9.90628e-05,0.00034737,0.000351595,0.000125147,-0.000136705,0.000155135,0.000243094,0.00767828,0.00728164,-0.000179736,0.000719046,0.0153307,0.000551754,-0.000802937,-3.3378e-05,4.48647e-05,-0.000283288,4.47831e-05,-0.000286416,0.00881222,0.00419903,0.00665803,0.00175279,0.000235287,-0.000410414,0.0110124,0.00404896,0.00690326,0.00200571,0.00115097,0.00131386,-0.295252,-0.0328013,-0.0535421,-0.242798,0.0169511,0.000809474,0.00307892,-0.000150322,-1.55418e-05,-0.00867963,-6.73743e-05,-0.0556379,0.00309141,0.000552809,-0.0195168,0.00644777,0.00800006,-0.0205668,-0.0218449,-0.068031,0.000882798,-0.0524199,0.92993,-0.0708014,-0.0480578,0.015494,0.0420602,-0.188637
SG,3.13896e-07,-1.8296e-05,3.83578e-07,1.47059e-06,-1.43428e-05,9.68314e-06,-5.15374e-05,-0.000192093,-9.9683e-06,-1.78479e-05,-2.34409e-05,-1.20541e-05,4.07547e-07,9.61812e-07,3.61842e-05,4.89813e-07,-6.93201e-06,-0.000192371,1.33251e-05,6.43187e-06,0.00134524,0.000420287,-5.24721e-05,4.33002e-05,0.00459102,-0.000181495,-0.000411488,-0.000194676,-8.47114e-06,-8.7782e-05,-2.95578e-05,-0.00104415,-0.000405364,0.00433003,3.65072e-05,-0.000771469,-7.79448e-06,-0.000236144,0.00172001,0.0010383,0.000413085,0.000296105,-0.000192914,-0.000246017,-0.00778174,0.00423315,0.00549687,-0.0404885,0.00566112,0.000192292,0.000604342,-2.01946e-07,5.06965e-06,0.000301663,3.90958e-06,-0.00152372,0.00216806,0.000725068,0.00402912,0.00522026,-0.0192587,0.0807071,0.186048,-0.144713,0.000576398,-0.0861376,-0.00776175,0.920884,-0.0215976,0.000550275,-0.0898643,-0.377547
MA,-3.95624e-08,1.43619e-05,-1.23937e-05,-6.0348e-07,-1.02285e-05,-4.91648e-05,-4.53083e-05,-0.000226345,-8.99771e-06,-7.37009e-06,-2.60999e-05,-1.24175e-05,2.53429e-07,1.65008e-05,0.000127743,0.000298321,3.4901e-05,-0.000218298,7.97984e-05,0.000117281,0.00440863,0.00248274,-0.000101801,0.000175966,0.00994377,-0.000123708,-0.000628092,0.000125385,2.58974e-05,-8.75334e-05,3.62667e-06,-0.000651993,0.00396946,-0.003936,0.00242355,0.000692399,-0.00047507,-0.000314794,0.00354534,-0.00396359,0.00253357,-0.000803557,0.000367933,0.000270484,-0.151808,-0.0179536,0.00501409,-0.124228,0.00866694,0.000436978,0.00135498,-0.000426614,-0.000146254,0.000456855,4.47855e-06,0.00119361,0.00229447,0.000556741,0.00517942,0.00540248,-0.00820054,0.0446813,0.102204,-0.11597,0.000638104,-0.0741407,-0.0268112,-0.0762993,0.965188,0.00359447,-0.0413542,-0.299203
DC,-6.42278e-06,0.000536252,9.43542e-05,1.41877e-06,0.000561327,0.00212179,0.000907923,0.00170682,-2.57645e-05,0.000148147,0.000251911,0.000273862,-4.7722e-06,4.84722e-05,0.000889936,0.00132233,0.000250941,0.00173185,0.00033187,0.00184592,0.0143046,0.015398,0.000220824,0.00364473,0.0702466,0.00828203,-0.000249721,0.0035897,0.000352415,0.00134021,0.000487588,0.00856459,0.00319869,0.0448973,0.0100741,0.016854,0.00193601,0.000966326,0.0262989,-0.0139775,-0.0517242,-0.0134271,-0.00101383,0.00205828,0.111306,-0.229715,0.0167737,0.0727133,-0.0411688,-0.00106828,-0.0159019,1.51156e-05,0.000707971,0.00295371,3.42356e-07,0.00583359,0.0157186,0.00218692,0.00462394,0.0213108,0.0105487,0.0115638,0.0725794,0.00422944,0.00401184,0.018747,0.00871738,-0.0106282,-0.00052645,0.927861,0.00122202,-0.0622
SPOM,-1.91999e-07,1.54424e-05,2.72506e-06,-1.06339e-06,1.97219e-05,6.96239e-05,2.35482e-05,0.000182306,5.55002e-06,1.35637e-05,1.23994e-05,1.50957e-05,-1.06756e-08,5.37771e-06,3.77998e-05,3.08174e-05,5.84042e-06,5.85205e-06,-6.04902e-06,0.000141915,-0.000169689,-5.3246e-05,4.38714e-05,0.000125898,0.00406127,0.000113013,-6.78032e-05,0.000115278,-3.43552e-07,5.50931e-05,2.52412e-05,0.000784671,0.00111043,-0.000929578,0.000728901,0.000749186,8.77144e-05,-6.84478e-06,-6.23879e-05,-0.000471551,0.000408844,2.05438e-05,0.000109655,-4.13383e-05,-0.0187658,0.00567727,-0.00328607,0.00643408,0.0011993,4.99082e-06,0.000171002,3.81022e-07,2.65123e-05,-0.000257726,-3.12093e-06,-0.000422188,-0.00130801,-0.000140792,0.00312545,-0.0148892,0.0739663,-0.369403,0.0261059,0.213227,-0.000679789,0.122512,-0.000634768,0.0146747,0.00336416,0.000764842,0.536625,-0.055109
BD,-4.27532e-07,1.7614e-05,5.9146e-06,-1.90993e-06,1.67153e-05,-1.96276e-05,7.46979e-05,0.000221806,1.26376e-05,2.0971e-05,3.32915e-05,1.14729e-05,-6.50555e-07,-9.2241e-06,-4.23521e-05,0.000167137,4.62366e-05,0.000295079,6.08382e-05,-7.84496e-05,-0.00166593,-0.00063123,6.18904e-05,2.32142e-05,-0.00782193,0.00027536,0.000620481,0.000320492,2.86083e-05,0.000131143,3.8114e-05,0.00132318,-1.52513e-05,-0.00595274,-0.00028714,0.000758374,8.99047e-05,0.000345123,-0.00196873,-0.00129245,0.000270629,-0.000460079,0.000392682,0.000725923,0.0268311,-0.0229042,-0.0062298,-0.0453974,-0.00295761,6.81358e-06,-7.15036e-05,-1.73742e-05,-6.27829e-05,-0.000183441,-3.61491e-06,0.00384384,-0.00255146,-0.00103938,-0.00683981,-0.00189296,-0.000158981,0.024644,-0.29599,0.136279,-0.000556203,0.0833587,-0.00187246,0.0982913,0.0192168,0.00303491,-0.0773019,0.596819
