CUT3,SB,MM,TUR,XIP,THU,LPL,MPL,SPL,HAK,HAK1,HAK2,HAK3,HAK4,MUL,MUL1,MUL2,MUL3,TRA,PAG,DFS,DFH,DSM,DSP,DSR,MSC,MSG,MSP,ENG,SAR,EPI,CEBH,CEBS,CEPH,CEPS,DNS,DNH,DRS,DRH,ARF,PWL,SUP,MbO,MbFF,MbDF,MbC,MbPAR,MbSCA,MbH,MbGRA,MbSF,MbPF,BO,EUP,ZG,ZL,ZM,ZS,PB,BB,PS,DF,PL,MB,SG,MA,Bathyrajabrachyurops,Dalatiaslicha,Dipturusoxyrinchus,Etmopterusspinax,Galeusmelastomus,Myliobatisaquila,RSHC1,RSSC1,Rajaasterias,Rajamiraletus,Rajapolystigma,SSHC1,SSSC1,Scyliorhinuscanicula,Torpedomarmorata,Torpedotorpedo,DC,SPOM,BD
MbC,-6.55414e-07,8.62463e-05,-8.32911e-06,-1.44047e-06,2.73377e-05,-3.91085e-05,2.41678e-05,-1.22429e-05,4.12122e-06,2.87041e-05,7.01705e-05,4.47011e-05,-1.09825e-06,-0.000809134,-0.00201761,-0.0025127,-0.00133748,0.000503396,-0.00154432,0.000815192,0.00126432,0.00239221,9.07087e-05,-0.00191726,0.00788263,0.000563351,-0.000209584,0.000939072,0.004346,0.00114876,-0.00111545,0.00280832,-0.00027576,-3.16356e-05,-0.00557965,-0.00232726,-0.0190344,-0.000463357,0.00139124,-0.00639778,-0.129951,-0.101927,0.0366652,0.247669,0.974418,0.00255433,-0.00870868,2.90251e-06,0.000147703,0.00328218,-3.35209e-06,0.0132679,-0.00127348,-0.000237408,-0.00557831,0.00444413,-0.00708719,0.0567619,-0.111898,0.0124801,-8.42928e-05,0.00552822,0.0303492,0.0696442,0.0273776,4.40259e-06,3.65937e-06,5.98912e-05,-4.11339e-06,1.85622e-05,2.13624e-05,0.000413148,5.81965e-05,3.97544e-05,0.000490959,2.3818e-06,0.000208913,3.85603e-05,7.84524e-05,-1.59983e-06,1.53288e-05,0.0413108,-0.096184,0.225099
MbPAR,-1.51924e-07,2.28462e-05,-1.37656e-05,-8.43529e-07,2.65937e-05,-0.000256172,3.06252e-05,0.000159175,4.16804e-06,2.98433e-05,1.64817e-05,3.40682e-05,-5.63572e-08,7.89509e-05,-0.00243125,-0.000172052,-0.000556657,8.86712e-05,-4.16541e-05,0.000292293,-0.00965487,0.000346162,0.000278103,-0.00340491,-0.00163976,0.00031097,0.000272788,0.000635232,0.000628481,0.000568593,0.00038138,0.0013806,8.48454e-05,0.00024081,-0.000791588,-0.00142373,-0.00475578,-0.00122448,-0.000683403,-0.000298468,-0.00681236,0.0451251,0.00805402,0.259567,-0.101574,0.998819,-0.00553115,0.000594837,2.46199e-05,0.00322079,6.18944e-05,0.000212819,-0.0014189,-0.000190431,-0.00333063,0.000508367,-0.00475973,0.0296254,-0.0537525,0.0213485,-0.000267062,0.0131967,0.0395585,0.0677551,0.0384283,1.58592e-06,2.63011e-07,-1.98368e-05,-2.84544e-06,1.59684e-05,-7.6352e-06,9.32499e-05,-2.42609e-05,3.69855e-05,3.01562e-05,2.65627e-07,0.000209012,-5.72384e-06,8.47519e-05,1.28822e-06,1.79918e-05,0.0388087,-0.0540099,0.158404
MbSCA,-1.28923e-06,0.00142444,-5.60067e-06,6.66786e-05,8.38119e-05,0.000147108,0.00073298,0.000871264,3.99294e-06,8.40796e-05,0.000132207,7.1814e-05,-3.54071e-06,4.32731e-06,-0.00203601,0.0011952,-0.00061958,0.00162615,-0.00436326,0.000493726,-0.0115166,-1.50547e-05,0.000387254,-0.00305628,-0.0187735,0.00158685,0.00212316,0.00386603,0.00104968,0.00874293,-0.0157684,-0.0054231,-0.0248902,0.00272684,0.00154355,-0.0581213,-0.017157,-0.004344,-0.0013558,-0.00124591,-0.0320379,0.0502051,0.069636,0.209007,0.00390775,-0.000409445,0.990022,0.000392232,0.000176919,0.0028457,3.95399e-05,-0.00179379,-0.00154785,0.000175159,-0.00310837,0.00213699,-0.0102652,0.0556128,-0.0688709,0.00580754,-0.000240985,0.00445619,0.0371585,0.058409,0.0283726,1.85407e-05,-4.542e-06,3.02575e-05,1.42668e-05,0.000148195,-3.38286e-06,0.000953068,-2.27145e-05,8.54999e-05,0.000857632,1.79502e-05,0.000579209,0.000132242,0.00109476,1.67087e-05,3.79155e-05,0.190885,-0.090875,0.156595
MbH,-3.33997e-07,-0.000101017,0.000991681,-1.25782e-05,-3.41273e-05,-0.000325861,-0.000127652,-0.00042284,-5.2211e-06,-6.04686e-06,-6.25702e-05,-5.03555e-05,2.23383e-07,5.29756e-05,0.000553756,0.000685818,0.000241676,-0.00039404,0.000619138,0.00010416,0.0101374,0.0058365,-0.000242523,-0.00287945,0.0124916,-0.000278291,-0.000890725,-0.000796939,0.0115695,-0.0119716,0.00819022,0.00264029,0.00149504,-0.000618557,0.00573654,0.000377305,0.0125597,0.000606975,0.00174714,0.00196526,-0.406579,-0.056845,-0.0278027,-0.383534,-0.0037482,-0.0230611,-0.0724707,0.99922,-0.0105848,-0.00355508,-2.87734e-05,-0.023314,0.0018538,-5.5045e-05,-0.00732502,0.0116273,-0.0202343,0.143701,0.24331,-0.115991,0.000784603,-0.0824843,0.333139,0.106777,1.44111,-5.43884e-06,6.16813e-06,4.26376e-05,-2.66596e-06,-3.39819e-05,1.17435e-05,-5.72865e-05,3.1023e-05,-1.08659e-05,0.000193512,4.15845e-07,-1.46765e-05,9.1865e-05,-0.000161611,-2.06464e-05,-1.768e-05,-0.0496236,-0.207373,0.0525147
MbGRA,8.2749e-08,0.000218976,-0.0886722,1.00734e-05,-2.36933e-05,-0.000138958,7.49783e-06,-3.89443e-05,4.52294e-06,5.61537e-06,-1.04964e-05,4.4563e-05,2.61916e-07,2.3106e-05,-5.52115e-05,-0.000311747,-8.90735e-05,-5.57405e-05,-9.41163e-05,-0.000134011,-0.000507144,-0.000539001,-3.08744e-05,7.96759e-06,-0.0068368,-0.000360709,0.000323637,-0.000342161,0.00135376,-0.00339689,0.000675652,0.00021143,-0.00446212,0.000330821,-0.00158884,3.34194e-05,-0.000978908,-0.0236513,-0.000899664,-0.00111188,-0.0565463,0.0914543,0.0345525,0.154521,-0.0274991,-0.00139028,-0.0060994,0.000350108,0.92234,0.00153111,3.5534e-05,-0.00341716,-0.00174793,-0.000367983,-0.00464837,0.000534492,-0.00988712,0.0528149,-0.0874889,0.00625149,-0.000343271,0.0025974,0.075577,0.104493,0.0726288,5.02886e-06,4.36178e-07,-3.7819e-05,8.23907e-07,9.9594e-07,-1.50495e-05,8.77282e-05,-5.15019e-05,0.000147553,0.000256657,4.24438e-07,0.0001193,-1.47633e-06,0.000106069,-3.81791e-07,-1.02464e-06,-0.0351943,-0.0893909,0.173318
MbSF,2.79167e-07,7.35664e-05,6.48403e-05,-1.11015e-06,-3.80381e-06,0.0015804,0.000135289,7.48923e-05,7.39493e-06,1.46877e-06,0.000325841,0.000497934,3.18676e-05,4.55212e-05,9.48022e-05,8.00097e-05,7.77634e-05,-0.0117719,8.83571e-05,-0.000472509,0.000292468,0.000527052,-2.89105e-05,1.61916e-05,-0.00134269,-7.29069e-05,0.000146882,-0.000822234,0.00182736,-0.0029719,0.000915748,-0.000516993,0.000137241,-0.000145103,-0.013668,0.0015268,0.00594114,0.00130343,0.000364441,0.00040223,-0.0694468,0.0111129,-0.0148273,-0.0652052,-0.026095,-0.00129953,-0.00264027,-3.49346e-05,-0.000671552,0.99778,-1.43692e-05,-0.0119191,-0.00164989,2.84864e-05,-0.00747661,-0.0149678,-0.00964933,-0.0737282,-0.0237874,0.118251,-0.000939384,0.102008,0.183401,-0.0073824,-0.00918813,1.95229e-06,1.57845e-07,-2.93324e-06,2.67196e-06,9.22408e-07,-1.49241e-06,-4.13583e-05,-7.22684e-06,-9.768e-06,-0.000111072,-3.63156e-07,-6.7903e-05,1.42635e-05,-3.79994e-05,-2.84685e-06,-4.8565e-06,-0.0609869,0.0889868,-0.010551
MbPF,-4.09633e-06,4.66298e-05,0.0018859,-4.01879e-05,0.000158816,-7.26487e-05,0.000207273,0.00135994,6.34759e-05,0.000140305,-1.32333e-06,-6.92567e-06,-2.63147e-06,0.000253924,0.00131109,0.00158021,0.000649461,0.000497511,0.00118993,0.00111809,0.0140786,0.0155891,-2.09709e-05,0.00320256,0.0360226,0.00267987,-0.000433156,0.00860623,0.0302675,-0.0214917,0.0228984,0.0123655,0.00492396,-0.000220246,0.0197795,0.0111751,0.0270157,0.00533374,0.00558724,0.00616717,-0.802157,-0.139311,-0.199459,-0.827182,0.0475447,-0.0400546,-0.123839,-0.000551144,-0.0179642,-0.0261735,0.9997780000000001,-0.135663,-0.0107909,-0.00363133,-0.0578616,-0.0888397,0.504948,-2.38092,-1.03745,1.74366,-0.0044204,0.985255,2.45308,0.280413,-0.0373759,-1.87764e-05,1.08055e-05,0.000112164,-2.31589e-05,7.40616e-05,3.10578e-05,0.000411127,8.52376e-05,-4.37695e-05,0.000978742,-3.07863e-06,-0.000130636,0.00028501,-8.19132e-05,-4.87273e-05,-4.05309e-05,-0.0117278,3.32971,1.44845
BO,-5.47563e-07,-2.66752e-05,2.79014e-05,-5.64712e-06,-7.16839e-06,-0.000387424,0.000444785,0.00012722,1.30531e-05,6.07033e-05,0.000274242,0.000114894,-1.24487e-06,-0.00116765,-0.000445621,0.000572714,0.000111245,0.000756972,0.000130474,0.000879141,0.00242283,-0.0420244,9.72996e-05,0.000250918,0.00270268,0.000200405,1.80983e-06,0.00132516,0.00664739,-0.00034876,-0.0329521,0.00994011,0.000702802,0.000925754,-0.0342515,-0.0153671,-0.0307175,-0.00216866,-0.00472934,-0.00143809,-0.20973,0.0736841,-0.0115441,-0.067887,-0.0181857,-0.000260004,-0.00142543,-4.36147e-05,-0.000248219,-0.00184609,-1.44752e-05,0.976773,-0.00820564,-0.000269334,-0.0137148,0.00330581,0.00299891,0.0020357,0.222657,0.0201603,-0.00149322,0.00242422,0.177731,0.0278129,-0.00519848,3.96827e-05,6.05217e-06,1.95131e-05,-1.7619e-05,7.52747e-06,-7.42068e-06,0.000384275,-3.93474e-05,3.77272e-05,0.000277221,7.60469e-06,0.000920909,0.000176921,0.000253331,0.000139154,6.08664e-05,0.00324185,-0.0174785,0.193863
EUP,1.71733e-06,6.78532e-06,9.73449e-07,1.84935e-05,-1.86564e-05,0.000688225,-0.00137368,0.000163138,-0.00111748,-0.00221704,-0.00027965,0.000148603,-1.38947e-06,2.94351e-06,5.67791e-05,-5.11799e-05,-7.95776e-06,-0.00319565,1.30328e-05,-0.00338593,-0.0344925,-0.0251983,0.000852589,-0.000911645,-0.019501,0.000133659,-0.00090348,-0.0189035,0.00122161,-0.00968155,0.000744531,0.00448867,-0.000395215,0.00133032,-0.00143482,-0.00117193,-0.0155817,0.00018532,-0.00191847,-0.00183497,-0.0434194,-0.00183142,-0.000523153,0.000770143,-0.000317768,2.15999e-06,1.80844e-05,3.18596e-06,1.01648e-05,-2.77374e-05,1.0226e-06,-0.00181792,0.874046,-0.000374829,-0.00536516,-0.0209821,0.174917,0.141378,0.00498217,0.0941048,0.174295,0.14199,-0.0030959,-0.010889,-0.00432181,2.94306e-05,2.33843e-05,-9.39704e-05,4.99783e-06,-0.000972791,3.48244e-06,0.000356115,-1.85182e-06,7.31772e-06,0.000115403,2.50334e-06,0.000278397,8.4822e-05,0.000307962,6.96637e-05,2.36197e-05,-0.00772878,-0.0765394,-0.0411049
ZG,-1.14869e-07,-5.55219e-05,2.37678e-06,1.53368e-07,-2.29993e-05,0.0100047,-3.89728e-05,-0.00121746,-9.43614e-06,2.46308e-05,-8.2152e-05,-0.000136108,-8.90763e-06,-8.21633e-06,1.35054e-05,3.44468e-05,7.97287e-06,0.00332482,8.93149e-06,0.000110811,4.94422e-05,0.000425966,6.9433e-05,3.46912e-05,4.04508e-05,-0.135301,0.00153135,-0.00196722,0.00142977,-0.00200172,0.000181309,0.000472956,3.39919e-05,0.000260933,0.00114694,-0.000305918,-0.000436352,-0.000186202,8.84659e-05,0.000231746,-0.000270774,-0.00703323,-0.00162181,-0.00351553,-0.000755941,-7.17433e-06,-0.00014723,-1.13805e-06,7.00739e-06,4.72954e-06,-2.08836e-07,0.000573844,-0.00832911,0.962598,-0.0147271,0.0521654,0.142084,0.0787652,-0.0283753,0.101517,0.000681291,0.090428,-0.000829627,0.00861785,0.0014276,-7.16144e-07,-7.1917e-06,4.05805e-06,-5.09365e-06,-7.19289e-06,1.35698e-06,1.17645e-05,4.19143e-06,1.00929e-06,4.10436e-05,1.03092e-07,1.23946e-05,-4.33508e-06,-1.86082e-05,-1.08303e-06,4.30729e-07,0.0102182,-0.0183747,0.0559435
ZL,1.39256e-06,-0.00191047,3.54405e-06,4.07931e-05,8.36274e-05,0.00234745,0.000187287,-8.13695e-05,-3.3763e-06,5.56924e-05,0.000578049,0.000690891,2.40354e-05,-6.29918e-08,-0.000159537,5.12869e-05,0.000146156,-0.00847602,3.60488e-05,-0.00105228,0.00166154,0.00100229,-2.96242e-05,4.75665e-05,-0.00801775,-0.0180967,0.000709219,-0.0162838,-0.0102041,0.0803853,0.000418022,0.00158232,-5.16144e-05,-0.00261078,-0.105367,-0.000986947,-0.00268708,-7.61488e-05,-0.00155991,-0.00553224,-0.0235853,-0.00637006,-0.00310893,-0.0110119,-0.000542346,2.49546e-05,1.52049e-05,-3.92612e-06,1.06809e-05,-0.000389678,-1.93365e-06,-0.00257744,-0.00797854,-0.00900474,0.961721,0.0343792,0.112907,0.18951,-0.0362771,0.10647,-9.49454e-06,0.0833704,0.0191323,0.00708286,0.000403345,3.78021e-06,-2.59476e-06,2.27224e-05,3.77674e-06,0.000122067,1.72366e-06,0.000200726,4.28231e-06,6.88973e-06,6.07063e-05,4.17715e-07,-3.39603e-05,3.74875e-05,6.50603e-05,-2.99361e-06,-1.27729e-05,0.00450628,0.0361078,0.0405553
ZM,2.62715e-06,-0.00025832,8.50532e-07,3.37303e-05,9.29551e-06,0.000288263,0.000937789,-0.00705125,-0.000155711,0.000163247,2.29892e-05,-3.24306e-05,-1.11809e-06,-7.38821e-05,3.56921e-05,2.40901e-06,-5.90968e-06,0.00075681,-8.25982e-06,-3.43685e-05,-0.00179668,0.00251556,0.000350076,-0.000356906,-0.0248546,-0.00230146,0.000965788,-0.0339937,-0.00230353,-0.0483253,0.000470632,0.000508014,0.000174865,0.00138747,0.00137533,-0.000845176,-0.000416249,-4.23834e-05,-0.000183977,-0.00021829,-0.0286724,-0.000340399,-9.97327e-05,0.00733234,-0.000167345,-7.37252e-06,-0.000155493,4.24025e-06,1.73389e-05,-2.21714e-05,1.32289e-06,-0.000201412,-0.0555195,-0.00460948,-0.014036,0.884171,0.0223539,0.118756,0.0372721,-0.0296774,0.0242927,0.456739,-0.00152806,-0.0193661,-0.00550909,5.36999e-06,-2.17101e-06,-3.99334e-06,2.18187e-06,9.67555e-05,4.44549e-07,4.5007e-05,-6.39242e-08,1.51224e-06,1.65366e-05,2.68527e-07,7.15073e-05,1.12104e-05,5.0346e-06,-7.18982e-06,4.39788e-06,0.00407736,-0.0838636,-0.0913057
ZS,1.114e-07,3.0244e-06,5.57316e-07,4.00827e-06,7.18783e-06,0.000264179,1.14081e-05,0.000411817,-2.36007e-06,6.15406e-05,5.29123e-05,7.01632e-05,5.03467e-06,-1.63785e-05,1.61845e-05,3.83758e-06,-3.23781e-06,-0.00178768,-7.57595e-06,0.000183905,0.00119815,0.000840909,-3.35371e-05,9.13061e-05,0.00189934,0.000214602,4.45313e-05,-0.00386006,0.000537219,-0.0097423,0.000245673,4.86639e-05,-7.31785e-05,5.32906e-05,0.00126935,-0.000385726,0.000119203,2.16574e-05,9.01814e-05,8.44894e-05,-0.011623,0.00308098,-0.000533883,0.00560662,0.000408906,-7.24844e-07,2.04684e-05,1.98597e-06,1.1753e-05,-7.56594e-05,-1.15958e-07,-0.000307265,-0.0232669,-0.00200924,-0.0142964,-0.0506033,0.847034,0.331419,0.029981,0.278297,-0.0051322,0.0354291,-0.000611777,-0.00667963,-0.00154576,-1.03852e-06,-2.97613e-07,2.39719e-06,-5.35849e-07,2.45554e-05,-6.43979e-07,-6.13127e-06,-1.5574e-06,-4.36028e-07,5.32908e-07,1.47539e-08,-5.59348e-06,2.22288e-07,-8.01513e-06,-2.40064e-06,-4.27138e-07,0.000356991,0.0932651,-0.0640386
PB,-2.22285e-07,3.08477e-05,2.35575e-06,-2.66596e-06,1.47997e-05,-3.12163e-05,9.72513e-06,0.000119309,7.26026e-06,-5.26194e-06,-7.01202e-06,-1.03468e-05,-1.53098e-06,9.27696e-06,2.70355e-05,3.06045e-05,6.3771e-06,0.000544096,-1.24342e-06,7.91614e-05,-0.000550619,-0.000318874,4.75172e-05,8.88672e-05,0.00299154,0.000205392,-6.24352e-05,0.00216693,0.000905973,-0.00154332,0.00054431,0.000631847,9.81755e-05,1.22164e-06,0.000321134,-0.000329008,0.00034511,-4.04059e-06,9.66455e-05,1.06528e-05,-0.0117199,0.00326549,-0.00284564,0.00249467,0.000813922,4.42433e-06,0.000137746,-7.78388e-07,1.7235e-05,-0.000202428,-2.75023e-06,-0.000125796,0.00548431,0.000486588,-0.000826908,-0.00771045,-0.161694,0.595669,0.0042029,0.112119,0.000530387,0.0929947,-0.000578129,0.0177344,0.00394094,-4.32311e-07,3.31537e-07,-9.87958e-08,-1.63225e-06,-3.03407e-07,-3.74396e-07,4.51446e-05,-1.19109e-06,6.58775e-07,5.26609e-05,8.14082e-08,2.56692e-05,1.03859e-05,1.97481e-05,1.15795e-06,4.51294e-08,0.000682899,0.430822,-0.00931908
BB,-7.74328e-07,1.02726e-05,9.68584e-06,-5.81914e-06,1.25677e-05,-0.000135656,3.94985e-05,8.9189e-05,8.72983e-06,2.61858e-05,2.85451e-05,1.43305e-05,-4.14023e-07,-5.15421e-05,6.00478e-05,0.000134524,4.67577e-05,8.20776e-05,5.0643e-05,0.000129766,0.00293436,0.00104519,-4.54005e-05,0.000224553,-0.00205062,0.000233092,0.000330364,0.00087947,0.0060048,-0.00252837,0.00301411,0.00259929,0.00013645,0.000192762,-0.00397217,0.000183281,0.00218472,0.000337441,0.000739599,0.000769994,-0.182538,-0.0179089,-0.00400164,-0.0443962,-0.00473508,-1.86013e-05,-6.63851e-05,-2.9211e-05,-4.47825e-05,-8.20463e-06,-1.91285e-06,-0.00976271,-0.00161123,-0.000874181,-0.00558925,0.00239572,0.00322766,0.0274465,0.689278,0.0919447,-0.000196298,0.0499758,-0.0157234,0.0803825,0.00745338,6.11796e-07,2.19304e-06,1.95509e-05,-2.81555e-06,2.38864e-05,3.76851e-06,6.84285e-05,1.0936e-05,-1.66365e-06,0.000165786,1.31422e-07,-1.49846e-05,6.0219e-05,3.09708e-06,-3.97701e-06,-5.18921e-06,0.00503438,-0.0708693,0.496061
PS,-1.02059e-07,-2.41381e-06,-1.62891e-07,-8.73131e-07,-1.20167e-05,-9.37386e-05,-2.38628e-05,-0.00014998,2.88452e-06,-5.70186e-06,-1.71693e-05,-1.79448e-05,-7.36055e-07,5.45215e-06,2.77773e-06,-3.18839e-05,-5.96225e-06,0.000252833,-7.51744e-06,-2.73151e-05,0.000769374,0.000452201,-3.62034e-05,-2.44771e-05,0.000486762,-2.76856e-05,-0.000125202,0.000445285,0.000190182,-0.00196032,4.93273e-05,-0.00016289,-3.39949e-05,-7.79351e-05,-0.00061332,0.000207883,-0.000580681,-2.03944e-05,-6.78714e-05,-6.61575e-05,-0.0179982,0.00140531,0.000280489,0.00467115,-0.000204892,-4.10029e-06,-4.61698e-05,3.21011e-06,3.05275e-06,-1.94291e-05,1.94411e-06,-0.000279338,0.000484075,0.000264863,0.000633915,0.0084869,-0.164433,0.0874227,0.0272758,0.84538,0.000114749,-0.0746778,-0.00070966,-0.0208244,-0.00509087,-9.03859e-07,4.08135e-07,-8.95694e-07,6.59427e-07,-6.04915e-06,-4.6545e-07,-4.4765e-05,-1.17057e-06,-1.10149e-06,-3.50706e-05,-1.15282e-07,-2.39349e-05,-5.21753e-07,-1.93796e-05,-1.66451e-06,-4.45412e-07,-0.000501755,-0.213148,-0.0665686
DF,-1.93839e-06,8.71788e-05,-9.23901e-07,-2.29531e-05,7.12825e-06,-0.000518523,0.000470994,0.00237739,0.000708981,0.0012361,0.000152643,-7.916e-05,9.51715e-07,2.52546e-05,-4.67838e-05,2.84185e-05,6.79437e-06,0.00169295,-4.40305e-06,0.00198321,0.0207591,0.013811,-0.000621325,0.000654344,0.020103,0.000724138,0.000183666,0.0232811,6.74888e-05,0.0232814,-0.000617738,-0.00281356,0.000172492,-0.0012727,0.000291836,0.00100933,0.00925513,-9.37546e-05,0.00118163,0.00114529,0.0361854,0.00105092,0.000396962,-0.00327563,0.00022409,1.34489e-06,4.27011e-05,-3.43432e-06,-1.26925e-05,2.95711e-05,-1.03819e-06,0.00114521,-0.490529,0.00195625,0.00883733,-0.29794,-0.15405,-0.139982,-0.0171916,-0.0601358,0.889695,-0.247282,0.00239021,0.013303,0.00450342,-1.90706e-05,-1.28975e-05,5.62429e-05,-3.65698e-06,0.000533569,-2.16806e-06,-0.00022448,1.1713e-06,-4.81082e-06,-7.39546e-05,-1.56234e-06,-0.000188144,-5.3677e-05,-0.000181735,-3.80983e-05,-1.53553e-05,0.00305101,0.0672063,0.058748
PL,-5.80083e-07,3.29095e-05,8.017e-07,-5.318e-06,-1.23155e-05,-0.000121458,-0.000132071,0.000816667,3.44475e-05,3.1376e-06,-1.15261e-05,-7.25903e-06,-7.8616e-08,1.4656e-05,5.7059e-06,-2.61798e-05,-3.51826e-06,4.30699e-06,-7.59007e-06,4.39814e-05,0.00174121,0.000641193,-0.000100806,5.56656e-05,0.00447622,0.000339081,-0.000252956,0.00466376,0.000871912,0.00472258,0.000166521,-0.000121919,-5.98054e-05,-0.000266353,-0.00100953,0.00014919,-0.000562212,-5.76576e-05,1.04309e-05,1.58242e-05,-0.0264957,0.00186699,-0.000876063,0.00433905,-0.000224947,-3.60066e-06,-1.60169e-05,3.12717e-06,4.08378e-06,-0.000108391,1.77137e-06,-0.000178858,-0.00386154,0.000488066,-0.000142302,-0.111187,-0.0788833,0.104812,0.020564,-0.121962,-0.0053836,0.868046,-0.00125866,-0.0182286,-0.00476089,-2.21997e-06,6.18377e-07,1.53491e-06,9.37266e-08,-5.4811e-06,-5.9929e-07,-5.44891e-05,-1.32002e-06,-1.23e-06,-3.16419e-05,-1.37453e-07,-4.05194e-05,2.03832e-07,-2.59746e-05,-2.24578e-06,-1.85424e-06,-0.000841398,-0.190536,-0.0576603
MB,-6.1853e-07,3.7562e-05,5.17497e-05,-6.21112e-06,9.56989e-07,-0.000130429,-3.60674e-05,-0.000185825,-8.51982e-06,-3.82006e-06,-6.79762e-05,-4.68605e-05,-2.7432e-07,9.81771e-05,0.000333029,0.000351633,0.000125028,-0.000145763,0.000155059,0.000250272,0.00766686,0.00717703,-0.000178663,0.000718459,0.0152955,0.00055213,-0.000800357,-0.000285247,0.00880571,0.00418616,0.00663141,0.00175988,0.00023698,-0.000411398,0.0110078,0.00401822,0.00690692,0.00197547,0.00115,0.00131225,-0.295259,-0.0327159,-0.0535411,-0.242784,0.0169498,0.000809257,0.00307656,-0.00015032,-1.55541e-05,-0.00867951,-6.7374e-05,-0.0556472,0.00306839,0.000553144,-0.019518,0.00644304,0.00799125,-0.0205684,-0.0218566,-0.0680517,0.000878085,-0.0524401,0.929927,-0.070803,-0.0480595,-1.11939e-05,4.67135e-06,2.58337e-05,-2.36271e-06,-1.53516e-05,6.12773e-06,-0.000104093,1.87232e-05,-2.10731e-05,9.96372e-05,-1.57016e-06,-0.000158444,7.78423e-05,-8.18808e-05,-2.30675e-05,-1.54846e-05,0.0155121,0.0420554,-0.18864
SG,3.1397e-07,-1.8246e-05,4.05876e-07,1.47145e-06,-1.43547e-05,9.58621e-06,-5.14354e-05,-0.000191783,-9.9635e-06,-1.78329e-05,-2.33929e-05,-1.21219e-05,4.06973e-07,8.43107e-07,3.4507e-05,6.32531e-07,-6.96165e-06,-0.000192234,1.32963e-05,7.36435e-06,0.00134265,0.000412406,-5.22991e-05,4.4467e-05,0.00458759,-0.000181557,-0.000411288,-0.00104382,-0.0004058,0.00432946,3.6709e-05,-0.000765526,-9.02102e-06,-0.000235745,0.00171988,0.00102966,0.000416261,0.000290185,-0.000192606,-0.000245444,-0.00777997,0.00421528,0.00549512,-0.040489,0.00566133,0.000192317,0.000604447,-1.99789e-07,5.11659e-06,0.000301662,3.90968e-06,-0.00152381,0.00216462,0.00072512,0.00402928,0.00522062,-0.0192574,0.0807048,0.186049,-0.144728,0.000576008,-0.0861473,-0.00776332,0.920875,-0.0216011,-2.62454e-06,4.57726e-07,-3.91867e-06,1.20805e-06,-1.75872e-05,-1.4932e-06,-9.05721e-05,-2.97817e-06,-4.72432e-06,-8.30273e-05,-4.73266e-07,-4.03891e-05,-5.09613e-06,-3.29162e-05,-1.66821e-06,-1.47416e-06,0.000543553,-0.0898601,-0.377548
MA,-3.92481e-08,1.45528e-05,-1.24443e-05,-5.90524e-07,-1.01968e-05,-4.85414e-05,-4.50274e-05,-0.000225975,-8.98363e-06,-7.87419e-06,-2.75065e-05,-1.39677e-05,2.67351e-07,1.64015e-05,0.000126912,0.000297751,3.4957e-05,-0.000222596,7.98225e-05,0.000121039,0.00440038,0.00245907,-0.000101327,0.000176864,0.00993032,-0.00012347,-0.000627047,-0.000653162,0.00396738,-0.0039395,0.00241592,0.000695405,-0.000475707,-0.000315508,0.00354193,-0.00394088,0.00253423,-0.000789541,0.000367108,0.000269781,-0.151777,-0.017891,0.00501886,-0.12422,0.00866668,0.000436861,0.00135426,-0.000426616,-0.000146379,0.000456893,4.47822e-06,0.00119116,0.00228545,0.000556933,0.00517812,0.00539996,-0.00820438,0.0446814,0.1022,-0.115976,0.000636401,-0.0741452,-0.0268081,-0.0762995,0.965191,-3.56301e-06,2.67654e-06,1.69513e-05,-9.20782e-07,-1.78947e-05,3.57225e-06,6.74445e-06,9.89009e-06,4.39703e-06,0.000118112,1.30843e-06,-3.57679e-05,3.61888e-05,-2.92843e-05,-7.88828e-06,-5.59637e-06,0.00361695,-0.041359,-0.299182
Bathyrajabrachyurops,-2.01472e-06,0.00205847,-0.000616748,0.000210717,4.54083e-05,-0.003903,-0.0230239,-0.0277989,-0.000366033,-0.00137806,-0.0125343,-0.00605468,-0.000349571,0.00327871,0.0661978,0.0010333,0.00616488,0.124659,0.00424679,-0.0143017,-0.0861317,1.75821,-0.00545615,0.0454739,1.72247,-0.00134139,-0.107565,-0.023439,-0.024019,-0.0308303,0.0177168,-0.185467,-0.0416288,-0.0355341,-0.0265602,0.383061,-0.0745272,0.17567,-0.0097653,-0.0066519,0.967016,0.656355,0.0685432,-0.0120108,0.0116968,-0.000513334,0.00358554,-9.34052e-05,-0.00169506,-0.000448257,-1.17284e-05,0.0777537,0.239657,-0.00344159,0.000701308,0.185286,0.0959237,0.249857,0.0274726,0.298773,0.0555476,0.353334,0.10663,0.171108,0.116418,0.997634,4.18326e-05,-0.000601572,0.000195417,-0.00137496,-0.000470876,-0.0262282,-0.000372385,-0.00290668,-0.0192407,-0.000303606,-0.0213251,-0.00270531,-0.00662067,-0.00495255,-0.000969463,0.0732962,-0.319881,0.857417
