CUT2,SB,MM,TUR,XIP,THU,LPL,MPL,SPL,HAK,HAK1,HAK2,HAK3,HAK4,MUL,MUL1,MUL2,MUL3,TRA,PAG,DFS,DFH,DSM,DSP,DSR,MSC,MSG,MSP,ENG,SAR,EPI,CEBH,CEBS,CEPH,CEPS,DNS,DNH,DRS,DRH,ARF,PWL,SUP,MbO,MbFF,MbDF,MbC,MbPAR,MbSCA,MbH,MbGRA,MbSF,MbPF,BO,EUP,ZG,ZL,ZM,ZS,PB,BB,PS,DF,PL,MB,SG,MA,Bathyrajabrachyurops,Dalatiaslicha,Dipturusoxyrinchus,Myliobatisaquila,RSHC1,RSSC1,Rajaasterias,Rajapolystigma,SSHC1,SSSC1,SSSC2,Scyliorhinuscanicula,Torpedomarmorata,DC,SPOM,BD
DFH,-1.41531e-05,0.000898387,5.81327e-07,5.33851e-05,0.000384647,0.00224729,0.000382085,-0.00165979,-0.000131849,-0.00139478,0.000118953,-0.000372013,1.17738e-05,-0.000110997,-0.000568042,-0.000641708,-0.000105599,-0.0106811,-0.000511051,-0.0141279,0.973967,0.0013214,-0.0178574,-0.00836503,-0.0225897,6.21845e-05,0.000344246,-0.00547057,-0.00835995,-0.0526729,-0.00367958,-0.00417445,-0.010122,-0.00298176,-0.00146228,0.00946639,0.000858662,0.00115268,-0.00064755,-0.000509095,0.248875,0.00495151,-0.00134464,0.000283872,0.00271523,0.000327228,0.00215651,-1.16964e-05,-5.13295e-05,-0.000328104,-1.79515e-06,0.0016823,0.0947959,-0.000216327,-0.00127991,0.0187728,0.0164667,-0.0181436,0.0258018,0.0707854,0.0197496,0.0760934,0.0141694,0.0184911,0.0135292,7.82906e-06,1.56451e-08,-5.70538e-05,-1.28966e-06,-0.00123088,-4.58137e-06,-1.40206e-06,-2.87555e-06,-0.000450914,1.55257e-05,0.000219961,-0.00536614,-8.97918e-06,-0.0223886,0.0250894,0.0927983
DSM,-1.14601e-06,0.000155867,2.94368e-05,9.05716e-05,-1.82254e-05,0.00178849,-0.00929506,-0.00226329,-0.000141475,-0.000320121,-0.00362731,-4.18649e-05,-1.26185e-06,-0.000145802,-0.000836798,-0.000559549,-0.000422558,-0.00238702,-1.07726e-05,-0.00702059,-0.0363007,0.960517,-0.00258161,-0.00642006,-0.0227734,0.000122983,0.000954081,-0.00326733,-0.00652917,-0.00606521,-0.0113167,-0.0813465,-0.0203721,0.00115802,-0.00925789,0.00241249,-0.0212086,-0.003287,-0.000787387,-0.000338822,0.170516,0.016098,-0.00489294,-0.0226261,0.000683147,1.0655e-05,-0.00115923,-1.37246e-05,-2.75666e-05,-0.000366829,-2.40677e-06,0.0442663,0.110296,-0.000281147,-0.0049657,-0.0148389,0.02396,-0.0233598,0.055745,0.081301,0.021522,0.0609135,0.0157214,0.0226721,0.00993937,-0.000841359,-5.8009e-06,2.52019e-06,-9.40533e-05,-0.00967686,-9.14378e-06,-0.00023793,-7.27564e-05,-0.00809088,0.000792947,-0.00104809,-0.00262205,-0.00263578,-0.0309711,0.0340842,0.129609
DSP,-1.32193e-05,-0.0153606,6.65433e-06,0.000182551,-0.0160709,-0.0165464,-0.0110139,0.0954087,-6.29414e-05,-0.000692417,0.000210728,-6.2257e-05,-1.78647e-05,0.00112515,0.0146654,0.00146363,0.000545977,-0.0122871,0.000231913,0.0642674,0.461327,0.0503913,0.982901,0.00330596,0.0402397,-0.00298938,0.0422315,0.00243331,0.00472691,-0.000252664,-0.00749089,-0.00835046,-0.0146488,-0.0316056,0.000178413,0.0110207,-0.000543337,-4.31593e-05,-0.000710533,-0.000723227,0.165845,0.0355676,0.00237236,-0.00106834,0.00532056,0.000261511,0.00156935,-9.00519e-06,-9.15379e-05,-0.000286518,-6.20646e-07,0.00241563,0.0583719,-0.0009671,-0.00621808,0.0960939,0.0026497,0.0701884,0.0242485,0.00917754,0.01552,0.0710789,0.0111148,0.00798977,0.00942623,-7.63903e-05,1.15395e-05,-0.00147431,-2.43702e-05,-0.00379868,-6.05237e-05,-0.000220584,-1.12539e-05,-0.00904252,-4.71438e-05,-0.000731064,-0.00276384,-0.000156477,-0.0524898,-0.0899077,0.0569477
DSR,-2.35966e-05,0.00166133,-0.000185227,7.49952e-05,-0.00149503,0.000677349,-0.000377579,-0.00227776,-7.13157e-05,-0.000310893,-0.000262517,-0.00043654,5.51931e-06,-0.000132518,-0.00146338,-0.00105513,-0.00016804,-0.00241571,-0.000126124,-0.00115181,0.0647449,0.0117482,-0.00592574,0.989442,-0.0176949,-0.000415022,0.000529603,-0.00341576,-0.00833612,0.000344602,-0.0334202,-0.00305436,-0.0295396,0.000504655,-0.000650004,0.0225223,-0.00353338,0.0618321,-0.00141319,-0.0015346,0.175363,0.0860534,0.0319505,0.0424841,0.0201787,0.00129085,0.00369302,2.07196e-05,-0.000397351,-0.000276206,-1.854e-06,-0.00145333,0.0467473,-0.0005808,-0.00480379,0.0500203,-0.00181421,0.0504091,-0.00868881,0.0356728,0.011349,0.0647069,0.0223792,0.0293698,0.0293847,-0.000246715,4.4635e-06,-5.27482e-05,-4.99738e-05,-0.00497796,-4.90558e-05,-0.000458029,-1.85764e-05,-0.0439059,0.000481805,0.000741629,0.000102955,-7.62316e-05,-0.0360402,-0.0739883,0.121782
MSC,1.25158e-06,0.00147464,-1.38273e-05,2.9874e-05,0.000190789,0.00719027,-0.00138285,-0.0116451,-4.57737e-05,-0.000354032,-0.000798571,0.000285899,1.86786e-05,-5.24091e-05,-0.00027278,2.30563e-05,-1.43521e-05,-0.00723988,-4.24727e-07,0.00172682,-0.00468095,-0.0079489,0.000854166,-0.000771279,0.92007,0.000136268,-0.0556699,-0.00788492,-0.00624075,-0.0135391,-0.00324848,-0.0190157,-0.000598055,-0.0206823,-0.00430294,-0.00238204,-0.00451474,-6.40792e-05,-0.000292528,-0.000790038,0.20638,0.0702808,-0.00127676,-0.0147865,0.00283725,-2.30911e-05,0.00273492,-1.578e-05,-0.00017187,-0.000363055,-1.74545e-06,-0.00261868,0.0159827,-0.00101924,0.0012834,0.10967,0.020898,0.0873019,-0.0326547,0.0494696,0.00762604,0.0971254,0.0128149,0.0367447,0.0172754,-0.000275189,5.14279e-05,-6.24955e-05,-3.37738e-05,-0.00307294,-4.08686e-05,-5.77813e-05,-6.30503e-06,0.000181648,-0.00134416,-0.000425165,-0.000456735,2.27952e-05,-0.0469154,-0.111098,0.221414
MSG,2.16398e-06,-5.70587e-05,-8.55179e-06,3.47387e-05,0.000123638,-0.0692034,-0.000865597,-0.00321115,-2.04675e-05,5.20294e-05,0.000793976,0.00116049,7.30858e-05,-1.96635e-05,-0.00010595,-7.66847e-05,1.40904e-06,-0.0267899,-1.56587e-05,-0.000747856,-0.00175848,-0.000457909,4.50208e-05,-0.000335965,-0.0245302,0.948456,-0.00924322,-0.0148662,-0.0121371,0.00610515,-0.000834025,-0.00219935,-0.000270995,-0.000929159,-0.023671,-0.000358735,0.00234117,0.0008242,-0.000479188,-0.00176681,-0.0254573,0.0302059,0.0034887,-0.00737185,0.00251142,5.25872e-05,0.000850813,-2.47476e-06,-8.1233e-05,-0.000441545,-3.32315e-07,-0.00124356,-0.0183469,0.254926,0.209866,0.149797,0.137562,0.130733,-0.0235575,0.0624268,0.0025719,0.108312,0.00414161,0.00352753,0.000334253,1.24964e-05,-4.05706e-06,-1.10216e-05,-4.71246e-06,-4.03662e-05,-1.80781e-05,1.35788e-06,3.25573e-07,1.28701e-05,5.71692e-05,1.75162e-05,-4.10668e-06,8.28167e-07,-0.0656077,-0.0314549,0.0255058
MSP,3.74694e-06,-0.0130053,-1.26523e-05,0.00023957,-0.00600804,-0.109299,-0.00244318,-0.0142053,-9.59073e-05,-0.000379429,0.000444148,0.00194246,0.000126332,-6.89296e-05,-0.000478457,-7.20484e-05,-3.7703e-05,-0.0464551,-3.89864e-05,-0.00187113,-0.0170566,-0.0113317,-0.0145909,-0.00100189,0.729358,-0.0156747,0.935628,-0.0194874,-0.022237,-0.0174205,-0.00447529,-0.0249361,-0.00312054,-0.0478719,-0.00678262,-0.0031645,-0.00501124,0.000511146,-0.000266249,-0.00103317,0.180296,0.0626851,-0.00174342,-0.0148067,0.00406139,1.85978e-05,0.00265362,-1.27514e-05,-0.000157763,-0.000591428,-9.33239e-07,-0.00300477,0.0533311,-0.00512225,-0.0145811,0.120406,0.00143001,0.0998804,-0.0119636,0.0143145,0.015484,0.086908,0.010112,0.0229886,0.0127366,-0.000205442,4.47118e-05,-3.10387e-05,-2.67775e-05,-0.00204521,-3.66083e-05,-3.69043e-05,-3.98434e-06,0.000427648,-0.0011439,-0.000323499,-0.000192797,3.32718e-05,-0.0783627,-0.138149,0.154847
ENG,-9.30305e-05,0.00171162,4.35893e-06,-0.00096848,-0.000209011,0.00189103,-0.00128052,-0.00372361,-0.000165769,-7.57322e-05,0.000994568,0.00152116,9.77074e-05,-4.40414e-05,-3.03011e-05,-0.000772386,-3.29153e-05,-0.036144,-1.79377e-05,-0.000765997,-0.00755416,-0.00228302,-0.000613822,-0.000991371,-0.0242494,-0.00176716,0.000784792,0.970847,-0.00339181,-0.0248014,-0.00123172,0.000163683,-0.00550505,-0.0213253,-0.00598104,0.0282009,-0.00140674,0.000123112,-0.000399612,-0.000909837,-0.0230901,0.013393,0.0013313,0.00556425,0.000859775,8.0182e-06,0.000407269,2.96187e-06,-4.96026e-06,-0.000241816,1.19808e-06,-0.00063728,0.0365618,-0.00311278,0.0275548,0.415447,0.263149,0.211762,0.0427622,0.0439107,0.0243986,0.227214,7.94495e-05,-0.0201517,-0.00387479,9.40268e-06,3.40141e-06,-2.33601e-05,-5.33973e-06,-0.000383049,-8.49783e-06,-1.16513e-05,-8.68064e-06,0.00010195,-7.56741e-05,-2.44029e-05,0.000220104,5.87263e-06,-0.0171338,-0.0746673,-0.0996935
SAR,-5.33077e-05,0.000786714,-3.35246e-06,-0.000484105,-0.000646537,-0.0236068,-0.00151442,-0.000996316,3.9413e-06,-5.72331e-06,0.000606253,0.000528703,5.37107e-05,-0.000103586,-0.000439772,0.000129195,1.78768e-05,-0.0193324,4.55008e-05,-0.00106191,-0.0176118,-0.0120964,-0.000775641,-0.0011062,-0.035061,-0.00434289,-0.00197663,-0.00617698,0.973347,-0.00936758,-0.00967255,-0.00720261,-0.0109562,-0.00271716,-0.0141959,-0.00652511,-0.0034822,-0.00278831,-0.0011755,-0.000646086,0.720445,-0.0074162,-0.00424134,-0.0256854,0.0070606,8.75272e-05,-0.000344812,-2.54639e-05,-2.77404e-05,-0.000524913,-2.69204e-06,-0.00461825,-0.00891126,-0.00168032,0.0404879,0.037901,-0.0174827,0.0590925,0.154827,0.0590365,-0.000299645,0.0860339,0.0345337,0.00938923,0.0265907,2.36983e-05,-1.08799e-05,-2.15603e-05,2.38077e-06,-0.00173116,2.86074e-06,-0.000171288,2.64383e-06,-0.000531956,2.68183e-05,-0.000174817,0.000504468,3.57936e-05,-0.0245182,-0.0847332,0.0927121
EPI,-6.3401e-06,-0.000342349,-2.94882e-06,1.06351e-05,-7.98025e-06,-4.18745e-05,0.000125688,-0.00109496,-3.18351e-05,-0.000212521,-3.64799e-05,-5.02937e-05,-2.86241e-07,-2.27403e-05,-5.96798e-05,-3.39076e-05,-1.62798e-05,7.492e-05,-1.45784e-05,-0.000318677,0.0121054,-0.00124423,-0.000660819,-0.000981345,-0.0079628,0.000787992,0.000170514,-0.004729,-0.00116718,0.982269,-0.00208187,-0.000921196,-0.000517743,-0.000532498,0.00578904,-0.000168771,0.00135818,0.000121351,4.56667e-05,0.000294052,0.0416508,0.00691327,-0.00148012,-0.00530431,0.00177242,4.44043e-05,0.000498251,-6.5142e-06,-2.67447e-05,-0.000153765,-1.59512e-07,-0.000218345,-0.00131843,-0.00096324,-0.070508,0.121802,0.0553965,0.0681525,0.00249816,0.126943,0.00471077,0.127399,2.40183e-05,0.0029667,0.0118743,4.06891e-06,-3.28147e-07,-7.78451e-06,-6.73767e-07,-7.05326e-05,-4.56712e-06,1.04082e-06,2.83102e-07,-0.000798857,4.10389e-06,3.78945e-06,-8.75205e-05,1.40175e-06,-0.0305076,0.00102466,0.0184965
CEBH,1.2356e-06,0.000390822,-9.84338e-05,-0.000195863,0.000155671,0.000514333,-0.000631468,-0.000124328,6.61996e-06,-4.65561e-05,-0.000474253,-0.000168479,-3.82023e-06,-0.00020664,-0.000840544,-0.000827764,-0.000117069,-0.00354848,-0.0017987,-0.00810233,-0.0157905,-0.00883411,0.000637711,0.00106469,-0.0351617,-0.000113654,0.00167921,-0.00173458,-0.0135564,-0.000825746,0.983594,-0.00307581,0.00848462,-0.0127118,-0.00814113,0.0172344,-0.00602964,0.0186378,-0.00213204,-0.00128678,0.460074,0.0882662,0.0100552,-0.0095089,0.0124352,-5.64416e-05,0.00910496,-2.25783e-05,-0.000278358,-0.00045577,-3.02668e-06,0.0588344,-0.00465376,-0.00018869,-0.00718624,-0.0112215,-0.0242968,0.0536273,0.0806427,0.0410867,-0.00142351,0.0386043,0.0404822,0.0249556,0.0268005,-4.76685e-05,7.02635e-06,-0.000816973,-2.65304e-05,-0.00195114,-7.08177e-05,-0.000134383,-1.1128e-05,-0.0156217,0.000213595,-0.00213947,-0.00293427,-0.000638786,-0.0242953,-0.0986472,0.144983
CEBS,1.07515e-06,-0.00115519,-1.16094e-05,-3.41202e-05,7.96608e-05,-0.00558146,-0.00282345,-0.00151417,-3.45511e-05,-0.000128632,-0.000536983,5.10649e-05,1.16636e-05,-0.000103317,-0.000406431,-0.000235231,-0.000160779,-0.00337517,-0.00148063,-0.00618137,-0.0135631,0.114696,-0.0001077,-0.00160491,0.0493695,-0.00120316,-0.00265541,-0.00257951,-0.0135898,-0.00702261,-0.0106937,0.952488,-0.00336484,-0.00898863,0.0215191,-0.00311439,0.210992,-0.00187802,-0.00169755,-0.00264204,0.40974,0.0618301,0.00368907,0.00503298,0.0120203,-4.04807e-05,0.00396688,-1.81373e-05,-0.000154603,-0.000289105,-1.6055e-06,0.00861004,0.024935,-0.000470935,0.00362896,0.00131116,-0.0187066,0.0886929,0.0907423,0.0189714,0.00499925,0.0365308,0.0277886,0.0123565,0.0205909,-0.000116709,0.000198879,-9.51111e-05,-2.37381e-05,-0.00166816,-3.70044e-05,-1.83782e-05,-8.62975e-06,-0.00133373,-0.00863641,-0.00593099,-0.00056604,-0.000317501,-0.0279513,-0.133843,0.0793731
CEPH,-7.51246e-06,-0.0502034,-0.0012336,-0.00261277,0.000605218,-0.0043879,-0.0186391,-0.0044518,-8.19782e-05,-0.000292479,-0.00212922,-0.000525492,3.22981e-06,-0.000166474,-0.000821815,7.08799e-05,-7.24208e-05,-0.00345066,-0.000230139,0.00572346,0.0712446,0.110502,-0.00137582,0.0230422,-0.0415275,-0.000671316,-0.0027238,0.0282491,0.0505974,-0.00566866,-0.0472849,-0.0128657,0.977194,-0.0493816,-0.00943319,-0.00364056,-0.00599372,-0.000957402,-0.00096184,-0.000787573,0.152779,0.0469352,0.00194282,0.0475692,0.00484465,-7.58081e-05,0.0463773,-2.35977e-06,-0.00121361,-0.000120155,6.55494e-07,0.000307346,0.0605812,-0.000573382,-0.0110716,0.0192951,0.0429829,0.0646177,0.0211915,0.0255769,0.0129656,0.0339638,0.0169133,0.0174467,0.0351472,-8.76734e-05,9.05821e-06,6.05804e-07,-1.83667e-05,-0.00308281,-2.59769e-05,-2.39545e-05,-7.21795e-06,-0.00359997,0.000486155,0.000541514,-0.0331029,-0.000318568,-0.0181139,-0.0639214,0.0600777
CEPS,-8.86432e-06,-0.0780086,-2.07021e-05,-0.00552393,-0.010921,-0.00371843,-0.00462951,-0.00291743,-2.12226e-05,-0.000208253,0.000737236,0.00105068,0.000105732,9.18661e-06,-0.000190814,0.000536758,4.41208e-05,-0.046208,-0.000371761,0.030187,0.0302494,0.00265444,0.00102868,3.01204e-05,0.260608,-0.00229999,-4.89053e-05,0.0865487,0.0027759,0.00631251,0.0291282,0.00688179,0.00733826,0.959435,0.067123,0.00255856,0.02187,0.000312693,-0.000640787,-0.00181283,0.150077,0.0360731,-0.000328203,-0.00378136,0.00523303,4.11925e-05,0.00220627,-9.43043e-06,-0.000115178,-0.00040767,-7.06102e-07,0.00242695,0.0165246,-0.00138675,0.0533735,0.0719438,0.0156616,0.0892296,0.0170377,0.0156325,0.00620806,0.056574,0.0111733,0.0106809,0.00940793,-7.72437e-05,-0.000102606,-0.000177202,-1.3431e-05,-0.00702227,-2.56458e-05,-1.93674e-05,-3.32784e-06,-0.000438229,0.00242451,0.00126953,-0.000714006,-2.62023e-05,-0.0555798,-0.0962607,0.0752692
DNS,7.79917e-07,-0.000183902,-4.72612e-06,5.71706e-05,1.47067e-05,0.00141881,0.000200947,0.000194461,7.62524e-06,-0.00040809,-0.0027568,-0.00256313,2.61016e-05,-4.32746e-05,-0.000138344,-0.00030249,-0.00131264,-0.00827223,-0.000277738,-0.00384272,-0.00652834,-0.00356361,0.000132139,-0.000476743,-0.0166967,-0.0037719,0.00086083,-0.00417204,-0.00381181,0.0107327,-0.00307399,-0.00443482,-0.000237811,-0.00859841,0.972225,0.00154711,-0.0240043,0.0013244,-0.0025451,-0.00635934,0.0522564,-0.00259873,-0.00237486,-0.0056688,0.00188367,2.24929e-05,0.000853427,-1.04344e-05,-6.57965e-05,0.000680308,-1.56824e-06,0.0143083,-0.00695312,-0.00200957,0.174908,-0.00321168,0.0100354,0.0571005,0.0106666,0.0907745,-0.00149511,0.0748255,0.00979311,0.0253189,0.00748248,1.1034e-05,3.7211e-05,-0.000142726,1.93508e-06,-0.000379676,-3.20602e-06,-1.98836e-06,2.61111e-07,0.000117433,-0.000964408,-0.000168161,-0.000505579,1.36218e-05,-0.0442402,-0.0411486,0.152998
DNH,4.23056e-06,0.000163764,1.57028e-05,5.51642e-05,0.000120654,0.002294,-0.000916785,0.000297018,1.94523e-05,3.50735e-06,0.000284757,0.000439062,3.238e-05,-6.96036e-05,-0.000726809,-0.0243353,-0.000737409,-0.0121615,-0.000366094,0.00298897,-0.0283106,-0.0178649,0.000124744,-0.00491745,-0.00560414,0.00122338,0.00106543,-0.0406489,-0.00364198,0.00268441,-0.0206275,0.00233345,0.000325757,0.000922906,-0.00828781,0.971915,-0.00898115,-0.00640886,-0.000674464,-0.000172074,0.14156,0.007774,0.0016327,-0.0126427,-0.00177349,-0.000110476,0.0173684,-1.74474e-05,1.73212e-05,8.36078e-05,-7.78364e-07,0.0161299,-0.00579078,0.000257397,-0.00560706,-0.0291815,-0.011429,-0.0316635,0.0132956,0.0941374,-0.00233813,0.0668842,0.010083,0.0182024,0.0476195,-0.000196488,-2.98674e-06,-0.000457199,-0.000127205,-0.019806,-1.48777e-05,-0.000507158,-0.000309693,-0.0015091,5.47964e-05,5.64473e-05,-0.000154795,2.13285e-05,0.0826401,0.0242846,0.101518
DRS,-7.83122e-07,0.000565191,1.45894e-05,3.65111e-05,0.000139645,0.00137181,0.000471781,0.000546369,-8.36442e-05,-0.000135257,1.76558e-05,-4.67185e-05,2.74121e-06,-4.86651e-05,1.27828e-05,1.10503e-05,-7.80424e-05,-0.000853101,0.000148599,8.82426e-06,-0.00680394,-0.0167123,0.000274533,0.00033447,-0.00466079,0.0011004,0.000700916,-0.000782737,-0.000102605,0.0077772,-0.000153989,-0.116588,0.000613724,-0.00317836,0.0403636,-0.00200561,0.957665,-0.00307332,-0.00192596,-0.0075395,0.0368819,0.0143726,0.0206314,0.0842272,0.00592078,-0.000419905,-0.00487074,-9.97884e-06,-9.08439e-05,0.00037501,-1.5898e-06,0.0293652,0.0641608,8.70479e-06,0.0211576,0.00739346,0.0101523,0.0618582,0.0012574,0.0535176,0.0131445,0.0651264,0.0228151,0.019732,0.0130954,1.38457e-05,-8.91961e-05,-8.33485e-05,-2.94439e-06,0.00025605,-6.90432e-06,2.3132e-05,9.76963e-07,-0.000108096,0.00044158,0.000336649,0.000169411,4.83702e-05,0.163786,-0.0732442,0.0526545
DRH,1.74097e-07,-0.0003075,-0.00312802,1.2016e-05,0.000137597,0.000512146,-5.59491e-05,0.000284935,8.15508e-06,-5.46582e-05,-0.00017365,-0.00191445,5.69281e-06,-0.000167173,-0.00285346,0.000335565,-9.22575e-05,-0.00156845,-0.000120321,0.000531468,-0.0154339,-0.00692914,0.000524379,-0.0293699,-0.00735294,0.00135393,0.00109164,0.00250619,-0.00492396,0.00379139,-0.0399156,0.00238917,0.000741333,0.000724065,-0.00670742,-0.0147669,-0.00978811,0.977171,-0.000754506,-0.000393005,0.155553,-0.00801496,0.0651723,-0.00476718,-0.00837216,-0.000265587,-0.00422917,-1.99476e-05,-0.00276735,0.000240099,-1.65654e-06,0.00188648,-0.00276206,0.000263759,-0.00299699,-0.0102769,-0.0136508,-0.00549231,0.00733482,0.0818104,-0.000984672,0.0727592,0.0144402,0.0116834,0.0315692,-0.000240884,-3.80901e-06,-0.000181199,-0.000150227,-0.0322819,2.36588e-06,-0.0062734,-5.07529e-05,-0.00555352,0.000117803,0.000185702,0.000344451,5.09663e-05,0.144575,-0.00756773,0.0718096
ARF,-7.45086e-08,-3.27743e-05,-2.2092e-05,1.10222e-05,6.81213e-05,0.000342705,8.49472e-05,0.000467135,-6.97942e-05,-0.000116127,-0.000719483,2.60827e-05,2.60187e-06,-8.91792e-05,-0.000243802,-2.56642e-05,-0.000129097,-0.000809752,-7.33964e-05,-0.000717085,-0.00562801,-0.00517724,0.000111068,-0.000797986,-0.0311424,-0.000336679,0.00214755,-0.00190418,-0.00572486,0.00435994,-0.0057379,-0.000141688,-0.000284556,0.000832857,0.022542,-0.00673935,-0.0130606,-0.00435972,0.994575,-0.00409431,0.198779,0.329022,0.0188405,0.0283305,-0.00191404,-0.000563287,-0.00564115,-2.21128e-05,-0.000469324,5.35926e-05,-2.45098e-06,0.0165131,0.0502115,-0.000463693,0.0415097,0.0213745,-0.00370507,0.095157,0.0305716,0.000457846,0.0108852,0.0265607,0.0355594,0.0261392,0.0266195,-6.73324e-07,-2.63319e-06,-0.000345273,-6.55364e-05,-0.0010323,-0.000186753,1.4168e-05,-1.96312e-06,0.000255329,2.02757e-06,-6.19071e-06,7.48062e-05,1.70436e-05,0.110142,-0.121771,0.0680397
PWL,5.65008e-07,1.51298e-05,-2.73827e-05,2.17108e-05,0.000108172,0.00440363,0.000436945,0.00014746,-7.13502e-05,-0.000143992,-0.00172127,-0.00173218,-2.05715e-05,-9.30682e-05,-0.000469867,-0.000416408,-0.000320439,-0.0277207,-0.000235834,-0.00060814,-0.0052941,-0.00429182,9.73189e-05,-0.00104056,-0.0168077,-0.00215484,0.00163993,-0.00688982,-0.00285866,0.0101726,-0.0036473,-0.00452614,-0.000272274,-0.000800185,0.0487723,-0.00491357,0.0278793,-0.00316775,-0.00407013,0.994577,0.0441282,0.249922,0.0691778,0.13044,0.0505224,-0.000508794,-0.00517884,-2.31179e-05,-0.000582258,-0.000189564,-3.19556e-06,0.00485829,0.0483505,-0.00132547,0.135749,0.0304176,0.00997432,0.0717551,0.00823613,0.0177747,0.0109029,0.0402215,0.042277,0.0341256,0.0282042,3.59148e-06,-1.34273e-06,-0.000122319,-5.05268e-05,-0.00333036,-0.000138909,1.55597e-05,-1.22966e-06,-0.00026655,-4.02547e-05,1.88609e-05,2.66227e-05,1.4525e-05,0.03853,-0.0582395,0.0325022
SUP,1.61123e-06,8.61417e-06,-1.99426e-05,1.49283e-05,8.87007e-06,0.000390356,0.000179656,0.000585197,1.12206e-05,-2.14475e-05,8.08511e-05,2.27719e-05,-1.41986e-06,-0.000110403,-0.000347717,0.000189373,2.83728e-05,0.00100369,6.11999e-05,-0.00078553,-0.0179135,-0.0120403,0.000421438,-0.000731678,-0.0306006,0.000139344,0.00154113,0.00147817,-0.0252962,-0.0115702,-0.0114354,-0.00771227,-3.54304e-05,0.000838436,-0.00995952,-0.00689042,-0.00511898,-0.00298694,-0.00132838,-0.000154476,0.869138,-0.0128086,-0.00509223,-0.0309061,0.00739744,7.65736e-05,-0.000148455,-3.18004e-05,-4.08955e-05,-0.000466634,-3.94397e-06,-0.00483715,-0.00310953,-0.000174947,-0.00543793,-0.0170373,-0.0204805,0.00452879,0.163609,0.108039,-0.0013338,0.0921473,0.0407166,0.023199,0.0350203,2.23598e-05,-1.27253e-05,-2.92341e-05,5.28051e-06,0.000213463,6.10798e-06,3.70042e-05,3.2973e-06,0.00035197,1.45953e-05,-0.000219686,0.000188256,4.02054e-05,-0.00510036,-0.033431,0.160947
MbO,-8.16528e-07,0.000113173,-5.76497e-05,5.19331e-06,7.90086e-05,-1.885e-05,-6.27343e-06,0.000677555,6.79571e-06,4.12218e-05,-0.000159153,8.46108e-05,3.2846e-06,-8.75964e-05,-0.00052045,-0.000394083,-0.000303358,-0.00068345,-0.000281871,-0.000621964,-0.000668083,-0.00193657,-0.000122726,-0.00209206,-0.0323426,3.2169e-05,0.00254697,0.000300829,0.00172256,0.00366907,-0.00715286,0.00108238,-0.00103805,0.00133331,0.00201613,-0.00998753,-0.0247004,-0.0070102,-0.0121815,-0.0093415,-0.0269972,0.920091,0.0327543,0.0790946,-0.000642106,-0.00131987,-0.011538,-4.13952e-05,-0.00131422,-0.000116599,-4.9153e-06,-0.0214714,-0.00295481,-0.000275216,-0.00610956,-0.00234008,-0.0114823,0.0531651,-0.110357,0.0118772,-0.000701727,0.00514749,0.05003,0.0838559,0.055164,-2.9421e-05,-3.61561e-06,-0.000412576,-0.000184428,-0.00368861,-0.000510423,-7.94434e-06,-8.66598e-06,0.00020091,0.000110142,6.52359e-05,-4.22079e-05,4.50634e-06,0.125071,-0.0921491,0.190794
MbFF,2.70759e-07,-4.49797e-05,-0.000370879,-9.97606e-07,-2.60134e-05,-3.202e-05,-0.00104309,-0.00118592,9.61433e-06,5.89453e-07,2.21755e-05,1.36858e-05,-4.92782e-07,4.97787e-05,-0.00152044,-0.000331178,-0.000909687,0.000258229,0.000110731,0.000248635,-0.000856279,0.00010184,0.000108065,-0.00139046,0.000993949,-0.00110514,-0.000233061,-1.3358e-05,0.000969565,-0.00369732,-0.000774286,0.000778406,0.000299807,-0.000114074,-0.00430775,0.00127459,-0.00302825,-0.0098737,0.00102545,-0.00377703,-0.036514,-0.088374,0.983996,-0.0565273,-0.0300461,-0.000239236,-0.00691144,-1.88612e-05,-0.00161061,-0.00127456,-7.82646e-06,-0.00399887,-0.0025414,-0.000427903,-0.00358468,-0.0165672,-0.00252517,-0.0894558,-0.0448664,0.150386,-0.00116271,0.121597,0.0840567,0.00299267,-0.00855903,1.99943e-06,1.63369e-06,4.49809e-05,-7.94724e-06,0.000358854,4.84002e-05,7.67364e-05,5.64529e-07,7.71081e-05,-1.96243e-05,-1.31678e-05,-3.62378e-05,-2.04432e-06,-0.0630494,0.109948,0.058281
