CUT2,SB,MM,TUR,XIP,THU,LPL,MPL,SPL,HAK,HAK1,HAK2,HAK3,HAK4,MUL,MUL1,MUL2,MUL3,TRA,PAG,DFS,DFH,DSM,DSP,DSR,MSC,MSG,MSP,ENG,SAR,EPI,CEBH,CEBS,CEPH,CEPS,DNS,DNH,DRS,DRH,ARF,PWL,SUP,MbO,MbFF,MbDF,MbC,MbPAR,MbSCA,MbH,MbGRA,MbSF,MbPF,BO,EUP,ZG,ZL,ZM,ZS,PB,BB,PS,DF,PL,MB,SG,MA,Bathyrajabrachyurops,Dalatiaslicha,Dipturusoxyrinchus,Myliobatisaquila,RSHC1,RSSC1,Rajaasterias,Rajapolystigma,SSHC1,SSSC1,SSSC2,Scyliorhinuscanicula,Torpedomarmorata,DC,SPOM,BD
MbDF,3.03597e-07,1.37071e-05,0.000117001,-8.10098e-07,-3.96112e-05,-0.000217075,-3.26469e-05,-0.000135184,3.9989e-06,2.04923e-06,1.8461e-05,-1.01401e-05,-5.70385e-07,6.61526e-05,-0.000149534,-0.00146857,-0.000259255,0.000179375,-0.000618578,0.000204844,-0.00291437,0.000450771,3.80108e-05,-0.00078878,-0.00245793,-0.000338268,-9.03095e-05,-0.00023446,0.00135667,-0.00457994,0.000929382,0.000978183,-0.000751527,-4.85878e-05,-0.00641222,0.00101895,-0.00400401,0.00146306,0.00147505,-0.000735479,-0.0578084,-0.0804038,-0.0156834,0.89397,-0.0551943,-0.00237466,-0.0056339,-8.01173e-05,-0.00111397,-0.00151791,-9.18385e-06,-0.00617897,-0.00186115,-0.000279876,-0.00575391,0.00124668,-0.00822576,0.0468655,-0.042652,-0.0054188,-0.000336052,-0.00606855,0.111566,0.150866,0.10118,5.64001e-06,2.00109e-06,2.82607e-05,1.74982e-05,0.000284256,4.34321e-05,-7.78385e-07,1.14782e-06,-0.000151828,-1.33165e-05,-3.52654e-05,-1.95094e-05,-3.68665e-06,-0.0631563,-0.0776776,0.129939
MbC,-6.5544e-07,8.60669e-05,-8.2967e-06,-1.45035e-06,2.7311e-05,-3.9476e-05,2.39564e-05,-1.18249e-05,4.12316e-06,2.85951e-05,6.97454e-05,4.32649e-05,-1.10344e-06,-0.0008095,-0.0020222,-0.00251268,-0.00133742,0.000505324,-0.00154426,0.000816424,0.00125474,0.00238895,9.09515e-05,-0.00191626,0.00789569,0.000563357,-0.000210316,0.000939778,0.00434758,0.00113679,-0.0011334,0.00282242,-0.000275407,-2.99508e-05,-0.00557588,-0.00233129,-0.0190322,-0.000472456,0.00139141,-0.00639699,-0.129976,-0.101944,0.0366625,0.247659,0.974417,0.00255447,-0.00870897,2.90531e-06,0.000147768,0.00328213,-3.35164e-06,0.0132666,-0.00127525,-0.000237432,-0.0055758,0.00444524,-0.00708622,0.0567606,-0.111897,0.0124718,-8.46015e-05,0.00552244,0.030345,0.0696375,0.0273733,4.41066e-06,2.63969e-06,5.98293e-05,2.13706e-05,0.000909203,5.82044e-05,3.98764e-05,2.38491e-06,0.000229173,1.75553e-05,3.74561e-05,7.86616e-05,-1.57116e-06,0.0413305,-0.0961805,0.22508
MbPAR,-1.51523e-07,2.29075e-05,-1.37616e-05,-8.35578e-07,2.66027e-05,-0.000255551,3.06419e-05,0.000159288,4.17319e-06,2.90364e-05,1.40711e-05,3.09771e-05,-4.37195e-08,7.84706e-05,-0.00243742,-0.000172245,-0.000556647,8.46056e-05,-4.16048e-05,0.000292722,-0.00967133,0.000338402,0.000278724,-0.00340406,-0.00163687,0.000311127,0.000272806,0.000635063,0.000626756,0.000554057,0.000358645,0.00139075,8.47844e-05,0.000240606,-0.00079274,-0.00142434,-0.0047546,-0.00122241,-0.000683418,-0.000298699,-0.0068261,0.0451212,0.00805269,0.259549,-0.101576,0.998819,-0.0055314,0.0005948,2.45442e-05,0.00322059,6.18924e-05,0.00021084,-0.00142363,-0.000190345,-0.00332993,0.000506359,-0.00476266,0.0296232,-0.0537491,0.0213383,-0.000268093,0.0131887,0.0395536,0.067747,0.0384237,1.59983e-06,-4.01232e-07,-1.97862e-05,-7.63011e-06,0.000128026,-2.42572e-05,3.70563e-05,2.67619e-07,0.000231568,1.31481e-05,-6.15163e-06,8.50911e-05,1.33614e-06,0.038827,-0.0540083,0.158383
MbSCA,-1.28877e-06,0.00142441,-5.56222e-06,6.66809e-05,8.37734e-05,0.000147743,0.000733028,0.000872036,4.00534e-06,8.29595e-05,0.000128804,6.65954e-05,-3.52965e-06,3.39111e-06,-0.00204804,0.00119497,-0.000619509,0.00162281,-0.00436306,0.000495624,-0.0115459,-3.65485e-05,0.00038822,-0.00305434,-0.0187837,0.0015869,0.00212389,0.00386651,0.00105008,0.0087132,-0.0158126,-0.00545889,-0.0248901,0.00272931,0.0015368,-0.0581273,-0.0171666,-0.0043507,-0.00135548,-0.00124528,-0.0321242,0.050172,0.0696271,0.208988,0.0039025,-0.000409551,0.99002,0.000392208,0.00017694,0.00284554,3.95387e-05,-0.00179771,-0.00155803,0.000175336,-0.00310699,0.00213244,-0.0102675,0.0556,-0.0688736,0.0057831,-0.000243207,0.00443386,0.0371472,0.0583941,0.0283623,1.85824e-05,-5.23589e-06,3.02782e-05,-3.36439e-06,0.00182955,-2.26955e-05,8.57133e-05,1.79572e-05,0.000634426,0.00016645,0.000132686,0.00109436,1.67891e-05,0.190925,-0.0908577,0.15654
MbH,-3.34737e-07,-0.000101321,0.000991723,-1.2603e-05,-3.41594e-05,-0.000327415,-0.00012796,-0.00042305,-5.22987e-06,-4.59054e-06,-5.83137e-05,-4.58049e-05,1.94237e-07,5.35408e-05,0.000561163,0.00068621,0.000241737,-0.000384383,0.000619116,0.000104502,0.0101594,0.00584809,-0.000243559,-0.00288189,0.0125046,-0.000278532,-0.000891788,-0.000795926,0.0115739,-0.0119558,0.00821402,0.00264661,0.00149553,-0.000616686,0.00574435,0.000375309,0.0125618,0.000594125,0.00174728,0.0019665,-0.406562,-0.0568534,-0.0278016,-0.383526,-0.003747,-0.0230611,-0.07247,0.99922,-0.0105848,-0.00355496,-2.8773e-05,-0.023311,0.00186177,-5.52535e-05,-0.00732331,0.0116324,-0.0202283,0.143706,0.243307,-0.115977,0.000786405,-0.0824716,0.333134,0.106779,1.44108,-5.45916e-06,6.17325e-06,4.24794e-05,1.17413e-05,0.000130356,3.10231e-05,-1.08839e-05,4.14754e-07,-3.76864e-05,-3.2197e-05,9.09431e-05,-0.000161877,-2.07034e-05,-0.0496358,-0.207376,0.0525379
MbGRA,8.24049e-08,0.00021874,-0.0886724,1.00566e-05,-2.37201e-05,-0.000139809,7.29046e-06,-3.88871e-05,4.52092e-06,6.25804e-06,-8.66656e-06,4.60446e-05,2.45562e-07,2.32023e-05,-5.3854e-05,-0.000311555,-8.90125e-05,-5.02157e-05,-9.4078e-05,-0.000133107,-0.000501004,-0.000537093,-3.12811e-05,6.68955e-06,-0.00682966,-0.000360771,0.000323109,-0.00034125,0.00135669,-0.00339495,0.000678074,0.000208526,-0.00446156,0.000332865,-0.00158487,3.05429e-05,-0.000978846,-0.0236616,-0.000899525,-0.00111093,-0.0565541,0.0914458,0.0345524,0.154518,-0.0274984,-0.00139011,-0.00609873,0.000350102,0.922343,0.00153115,3.55344e-05,-0.00341649,-0.00174579,-0.000368022,-0.00464664,0.000536831,-0.00988369,0.0528148,-0.087489,0.00625209,-0.000342742,0.00259858,0.0755731,0.104488,0.0726247,5.02653e-06,5.40317e-07,-3.79225e-05,-1.5047e-05,0.000341837,-5.14999e-05,0.000147602,4.25565e-07,0.000115608,1.22563e-06,-1.49759e-06,0.000105925,-3.92803e-07,-0.0351932,-0.0893878,0.173315
MbSF,2.79183e-07,7.369e-05,6.48296e-05,-1.10279e-06,-3.77565e-06,0.00158074,0.000135433,7.46578e-05,7.39464e-06,1.39375e-06,0.000325667,0.000498152,3.18721e-05,4.56199e-05,9.59751e-05,7.99861e-05,7.77246e-05,-0.0117735,8.83361e-05,-0.000473043,0.000295043,0.000525988,-2.89503e-05,1.54457e-05,-0.00134915,-7.27236e-05,0.000147347,-0.000822339,0.00182636,-0.00296752,0.000920808,-0.000525356,0.00013708,-0.000146071,-0.0136699,0.00152707,0.00593898,0.0013067,0.000364411,0.000401848,-0.0694365,0.0111175,-0.0148264,-0.0652025,-0.0260947,-0.00129953,-0.00264029,-3.49345e-05,-0.000671566,0.99778,-1.43691e-05,-0.0119188,-0.00164976,2.85405e-05,-0.00747756,-0.0149685,-0.00964918,-0.0737303,-0.0237868,0.118253,-0.000939376,0.102008,0.183399,-0.00738077,-0.00918676,1.95311e-06,5.40864e-07,-2.895e-06,-1.49436e-06,-0.00015738,-7.22815e-06,-9.80357e-06,-3.63619e-07,-7.77109e-05,2.27775e-06,1.45479e-05,-3.8161e-05,-2.85236e-06,-0.060987,0.0889893,-0.0105464
MbPF,-4.09821e-06,4.56537e-05,0.00188599,-4.02647e-05,0.00015868,-7.71701e-05,0.000206281,0.00136063,6.34635e-05,0.000144032,9.42186e-06,4.30974e-06,-2.70875e-06,0.000255262,0.00132903,0.00158126,0.000649648,0.000523308,0.0011898,0.00111876,0.0141309,0.0156329,-2.31877e-05,0.00320316,0.0360704,0.00267883,-0.000436852,0.00860825,0.0302782,-0.0214541,0.0229588,0.0124341,0.00492511,-0.000214146,0.0198002,0.011174,0.0270311,0.00530407,0.00558735,0.00617033,-0.802076,-0.139322,-0.199449,-0.827147,0.0475472,-0.0400545,-0.123837,-0.000551121,-0.0179642,-0.0261723,0.9997780000000001,-0.135649,-0.0107806,-0.003632,-0.0578541,-0.0888206,0.504952,-2.38085,-1.03742,1.74361,-0.00441754,0.985237,2.45297,0.280408,-0.0373697,-1.88484e-05,5.94726e-06,0.000111734,3.10477e-05,0.00141476,8.52319e-05,-4.38306e-05,-3.08405e-06,-0.000145207,6.08903e-05,0.000279834,-8.24301e-05,-4.89062e-05,-0.0117563,3.32962,1.44847
BO,-5.45981e-07,-2.66212e-05,2.79084e-05,-5.62858e-06,-7.15893e-06,-0.000385961,0.000444598,0.000126936,1.30712e-05,5.83578e-05,0.000267191,0.000105369,-1.21093e-06,-0.00116922,-0.000465814,0.000571957,0.000111248,0.0007462,0.000130554,0.000880868,0.00237042,-0.0420511,9.90144e-05,0.000250243,0.00272156,0.000200601,1.13747e-06,0.00132489,0.00664278,-0.000399647,-0.0330302,0.00999557,0.000702688,0.000925541,-0.0342516,-0.0153727,-0.030706,-0.00216983,-0.00472917,-0.00143864,-0.209779,0.0736799,-0.0115475,-0.0678875,-0.0181885,-0.000260123,-0.00142649,-4.36109e-05,-0.00024819,-0.00184604,-1.44744e-05,0.976767,-0.00822117,-0.000269279,-0.0137117,0.00329958,0.00299074,0.00202882,0.222651,0.0201401,-0.00149658,0.00240615,0.177722,0.0278075,-0.0052024,3.97308e-05,3.53356e-06,1.96084e-05,-7.40326e-06,0.000665276,-3.93425e-05,3.80125e-05,7.6131e-06,0.000986645,-1.26428e-05,0.000174495,0.00025472,0.000139325,0.00324425,-0.017476,0.193839
EUP,1.71861e-06,7.48303e-06,9.48883e-07,1.85497e-05,-1.85667e-05,0.000690163,-0.00137362,0.000162521,-0.00111758,-0.00221873,-0.000284057,0.000143696,-1.36194e-06,2.28047e-06,4.79635e-05,-5.15956e-05,-8.06941e-06,-0.00320521,1.30536e-05,-0.0033854,-0.0345197,-0.0252167,0.000853626,-0.000911245,-0.0194729,0.000133656,-0.000905285,-0.018907,0.00121617,-0.00970359,0.000714083,0.00447708,-0.000394874,0.00132252,-0.00141136,-0.00117397,-0.0155778,0.00019235,-0.00191878,-0.00183646,-0.0434003,-0.00182209,-0.000524689,0.000767843,-0.000317993,2.12124e-06,1.78273e-05,3.18483e-06,1.01273e-05,-2.78081e-05,1.02268e-06,-0.00182092,0.874117,-0.000374553,-0.00536138,-0.0209845,0.174926,0.141402,0.00498648,0.0941064,0.174308,0.141999,-0.00309538,-0.0108895,-0.00432114,2.94497e-05,3.75259e-05,-9.3862e-05,3.48691e-06,0.000471029,-1.85434e-06,7.394e-06,2.50673e-06,0.000306392,-0.000870272,9.06793e-05,0.000312389,6.98623e-05,-0.0077458,-0.0765654,-0.0411033
ZG,-1.1491e-07,-5.56247e-05,2.38116e-06,1.46668e-07,-2.30117e-05,0.0100045,-3.9055e-05,-0.00121743,-9.43239e-06,2.47248e-05,-8.19146e-05,-0.000135953,-8.91011e-06,-8.21686e-06,1.35362e-05,3.44778e-05,7.98553e-06,0.00332565,8.91934e-06,0.000111048,4.98242e-05,0.000428434,6.9395e-05,3.48441e-05,4.47455e-05,-0.135301,0.00153105,-0.00196704,0.00142994,-0.00200218,0.000181112,0.000486212,3.408e-05,0.000261683,0.00114783,-0.000306142,-0.000432324,-0.000187673,8.84629e-05,0.000231878,-0.000262989,-0.00703424,-0.00162191,-0.00351587,-0.0007558,-7.17403e-06,-0.000147154,-1.1384e-06,7.01052e-06,4.72121e-06,-2.08894e-07,0.000574079,-0.00833181,0.962598,-0.0147267,0.0521656,0.142084,0.0787654,-0.0283746,0.101517,0.000680753,0.090428,-0.000829207,0.00861828,0.00142791,-7.19406e-07,-7.35381e-06,4.03951e-06,1.35707e-06,5.38668e-05,4.19146e-06,1.01744e-06,1.03027e-07,1.41388e-05,-2.22806e-05,-3.7064e-06,-1.83109e-05,-1.08108e-06,0.0102184,-0.0183746,0.0559473
ZL,1.39238e-06,-0.00191035,3.53142e-06,4.07973e-05,8.36495e-05,0.00234764,0.000187491,-8.18045e-05,-3.367e-06,5.5911e-05,0.000578729,0.000692443,2.40381e-05,2.78145e-07,-0.000155335,5.13417e-05,0.000146097,-0.00847703,3.59962e-05,-0.00105339,0.00167196,0.00100402,-2.99488e-05,4.60559e-05,-0.0080321,-0.0180967,0.000710124,-0.0162837,-0.0102047,0.0803971,0.000434721,0.00157084,-5.18801e-05,-0.00261166,-0.105373,-0.000986916,-0.00269101,-7.23824e-05,-0.00155996,-0.00553269,-0.023577,-0.00636501,-0.00310824,-0.0110117,-0.000541898,2.49716e-05,1.52906e-05,-3.92685e-06,1.06604e-05,-0.000389702,-1.93375e-06,-0.00257644,-0.00798562,-0.00900475,0.961719,0.0343782,0.112905,0.189508,-0.0362768,0.106471,-1.0952e-05,0.0833699,0.019133,0.00708384,0.000404307,3.77685e-06,-3.84178e-06,2.27665e-05,1.71948e-06,0.000261798,4.28075e-06,6.81053e-06,4.16464e-07,-4.69819e-05,0.000115809,3.70314e-05,6.42295e-05,-3.03446e-06,0.00450559,0.036112,0.0405592
ZM,2.62727e-06,-0.000258315,8.49755e-07,3.37314e-05,9.29423e-06,0.000288458,0.00093785,-0.00705127,-0.000155701,0.00016304,2.23409e-05,-3.32316e-05,-1.11416e-06,-7.40008e-05,3.41379e-05,2.33562e-06,-5.91236e-06,0.000755578,-8.2415e-06,-3.4357e-05,-0.0018006,0.00251173,0.000350207,-0.000357179,-0.0248613,-0.00230141,0.000966249,-0.0339936,-0.00230386,-0.0483289,0.000464755,0.000502078,0.000174749,0.0013879,0.00137124,-0.00084574,-0.00041824,-4.18663e-05,-0.000183921,-0.000218346,-0.0286857,-0.000342091,-0.000100084,0.00733218,-0.000167812,-7.38316e-06,-0.000155679,4.24087e-06,1.73435e-05,-2.21707e-05,1.32295e-06,-0.00020209,-0.0555272,-0.00460946,-0.0140367,0.88417,0.0223528,0.118751,0.0372702,-0.0296785,0.0242909,0.456734,-0.00152904,-0.0193665,-0.00550979,5.37782e-06,-3.28056e-06,-3.97284e-06,4.46441e-07,6.11465e-05,-6.24435e-08,1.53148e-06,2.69394e-07,7.49702e-05,9.11601e-05,1.08753e-05,4.62938e-06,-7.18659e-06,0.00407912,-0.0838573,-0.0913115
ZS,1.11371e-07,3.00634e-06,5.58021e-07,4.00687e-06,7.18567e-06,0.000264124,1.1401e-05,0.000411837,-2.35777e-06,6.15804e-05,5.30141e-05,7.02687e-05,5.03397e-06,-1.63659e-05,1.63578e-05,3.84769e-06,-3.23454e-06,-0.00178743,-7.57767e-06,0.000183888,0.00119869,0.000841512,-3.35574e-05,9.13364e-05,0.00189916,0.000214598,4.45437e-05,-0.00385998,0.000537355,-0.0097419,0.00024625,5.02363e-05,-7.3187e-05,5.34612e-05,0.00126891,-0.000385673,0.000119354,2.14531e-05,9.01889e-05,8.45279e-05,-0.0116232,0.00308085,-0.000533867,0.00560662,0.000408931,-7.23619e-07,2.04842e-05,1.98595e-06,1.17539e-05,-7.56588e-05,-1.15981e-07,-0.000307191,-0.0232686,-0.00200926,-0.0142964,-0.0506032,0.847034,0.33142,0.029981,0.278294,-0.00513252,0.0354289,-0.000611763,-0.0066793,-0.00154569,-1.03923e-06,-7.22353e-07,2.39384e-06,-6.44097e-07,-5.37067e-06,-1.5574e-06,-4.37195e-07,1.46653e-08,-5.89356e-06,2.18286e-05,-9.25996e-09,-8.11392e-06,-2.40551e-06,0.000357255,0.0932684,-0.0640384
PB,-2.22314e-07,3.08207e-05,2.35774e-06,-2.66798e-06,1.47962e-05,-3.1325e-05,9.68766e-06,0.000119336,7.25982e-06,-5.19797e-06,-6.8326e-06,-1.01881e-05,-1.53254e-06,9.29e-06,2.72269e-05,3.06246e-05,6.38311e-06,0.000544626,-1.24825e-06,7.91915e-05,-0.000550018,-0.000317569,4.74921e-05,8.90027e-05,0.00299418,0.000205364,-6.26072e-05,0.00216695,0.00090618,-0.00154308,0.000544878,0.000636952,9.82079e-05,1.36916e-06,0.000322077,-0.000328957,0.000346272,-4.68169e-06,9.66501e-05,1.07239e-05,-0.0117176,0.00326552,-0.00284562,0.00249461,0.000814059,4.42869e-06,0.000137816,-7.7846e-07,1.72364e-05,-0.000202429,-2.75024e-06,-0.000125648,0.0054846,0.000486563,-0.000826679,-0.00770988,-0.161693,0.59567,0.00420314,0.112116,0.00053047,0.0929932,-0.000577956,0.0177342,0.00394097,-4.34448e-07,8.02011e-08,-1.0885e-07,-3.74595e-07,0.000100375,-1.19132e-06,6.59906e-07,8.1269e-08,2.83602e-05,-9.06653e-07,1.01366e-05,1.98043e-05,1.15562e-06,0.000682245,0.430821,-0.00931767
BB,-7.74635e-07,1.01123e-05,9.70278e-06,-5.83159e-06,1.25443e-05,-0.000136366,3.93431e-05,8.93162e-05,8.72926e-06,2.67464e-05,3.01496e-05,1.59302e-05,-4.26136e-07,-5.13645e-05,6.24269e-05,0.000134691,4.67937e-05,8.61379e-05,5.06367e-05,0.00012996,0.00294172,0.00105109,-4.5732e-05,0.000224584,-0.00204373,0.000232944,0.000329828,0.000879885,0.0060068,-0.00252367,0.00302195,0.00260775,0.000136643,0.000193862,-0.00396925,0.000182693,0.00218659,0.000332125,0.000739668,0.000770585,-0.182536,-0.0179133,-0.00400161,-0.0443964,-0.00473461,-1.85774e-05,-6.60794e-05,-2.9211e-05,-4.47651e-05,-8.20119e-06,-1.91289e-06,-0.00976169,-0.00161055,-0.000874295,-0.00558842,0.00239812,0.00322981,0.0274485,0.689277,0.0919447,-0.000196057,0.0499771,-0.015723,0.080381,0.00745309,6.02511e-07,1.34178e-06,1.9482e-05,3.76805e-06,0.000236692,1.09365e-05,-1.66264e-06,1.30951e-07,-1.75928e-05,2.20133e-05,5.93313e-05,2.9331e-06,-4.00349e-06,0.0050311,-0.0708701,0.496065
PS,-1.02067e-07,-2.41078e-06,-1.62709e-07,-8.72845e-07,-1.20166e-05,-9.37379e-05,-2.38588e-05,-0.000149979,2.88393e-06,-5.69272e-06,-1.71385e-05,-1.79109e-05,-7.36264e-07,5.45712e-06,2.84151e-06,-3.1882e-05,-5.9616e-06,0.000252897,-7.51435e-06,-2.73002e-05,0.000769556,0.000451994,-3.62135e-05,-2.45231e-05,0.000486304,-2.76831e-05,-0.000125179,0.000445292,0.000190239,-0.00196015,4.95344e-05,-0.00016503,-3.39895e-05,-7.79669e-05,-0.000613333,0.000207887,-0.000581148,-2.0457e-05,-6.78734e-05,-6.61473e-05,-0.0179991,0.00140503,0.000280489,0.00467113,-0.000204931,-4.10101e-06,-4.61826e-05,3.21011e-06,3.05307e-06,-1.94276e-05,1.94412e-06,-0.00027934,0.000484579,0.000264869,0.000633917,0.00848681,-0.164434,0.0874225,0.0272758,0.845382,0.000114846,-0.0746766,-0.000709707,-0.0208241,-0.00509084,-9.0361e-07,5.89323e-07,-8.96581e-07,-4.65414e-07,-8.1525e-05,-1.17049e-06,-1.10195e-06,-1.15272e-07,-2.6054e-05,-5.16228e-06,-4.33484e-07,-1.93952e-05,-1.66457e-06,-0.000501712,-0.213149,-0.0665692
DF,-1.93918e-06,8.67699e-05,-9.09312e-07,-2.29863e-05,7.07635e-06,-0.000519721,0.000470936,0.00237775,0.000709031,0.00123715,0.000155444,-7.6012e-05,9.3426e-07,2.56838e-05,-4.1086e-05,2.86869e-05,6.86041e-06,0.00169896,-4.4216e-06,0.0019829,0.0207763,0.0138231,-0.000621977,0.000654203,0.0200889,0.000724121,0.000184559,0.0232831,7.07845e-05,0.0232956,-0.000597876,-0.00280479,0.000172334,-0.00126829,0.000279574,0.00101072,0.00925351,-9.80334e-05,0.00118178,0.00114618,0.0361789,0.00104607,0.000397987,-0.00327422,0.000224385,1.37123e-06,4.29157e-05,-3.43387e-06,-1.26722e-05,2.96123e-05,-1.03826e-06,0.0011472,-0.490567,0.00195608,0.00883533,-0.297938,-0.154055,-0.139995,-0.0171934,-0.0601362,0.889689,-0.247285,0.00239024,0.0133034,0.00450327,-1.90845e-05,-2.07538e-05,5.61724e-05,-2.17134e-06,-0.000298039,1.17225e-06,-4.86222e-06,-1.56462e-06,-0.000205756,0.00047572,-5.69712e-05,-0.000184177,-3.82153e-05,0.00306033,0.0672188,0.058749
PL,-5.80145e-07,3.28938e-05,8.03278e-07,-5.31932e-06,-1.23175e-05,-0.000121555,-0.000132085,0.00081668,3.44467e-05,3.2365e-06,-1.12348e-05,-6.92858e-06,-8.05036e-08,1.47012e-05,6.30023e-06,-2.61508e-05,-3.51398e-06,4.92484e-06,-7.59088e-06,4.39885e-05,0.00174287,0.000642181,-0.000100873,5.56351e-05,0.00447675,0.000339067,-0.000253007,0.00466382,0.000872208,0.00472395,0.000168618,-0.000122504,-5.97783e-05,-0.000266291,-0.00100909,0.000149268,-0.000562342,-5.81917e-05,1.04277e-05,1.58947e-05,-0.0264948,0.00186661,-0.000875986,0.00433907,-0.000224879,-3.59766e-06,-1.59793e-05,3.12708e-06,4.0848e-06,-0.000108389,1.77137e-06,-0.000178648,-0.0038608,0.000488057,-0.000142222,-0.111187,-0.0788833,0.104812,0.0205642,-0.121959,-0.0053834,0.868048,-0.00125853,-0.0182282,-0.00476074,-2.22176e-06,7.14429e-07,1.52557e-06,-5.99662e-07,-8.7731e-05,-1.32011e-06,-1.23492e-06,-1.37657e-07,-4.39367e-05,-5.27234e-06,1.96471e-07,-2.60046e-05,-2.2509e-06,-0.000841601,-0.190538,-0.0576598
MB,-6.19185e-07,3.73138e-05,5.17756e-05,-6.23157e-06,9.20001e-07,-0.000131729,-3.63166e-05,-0.000185641,-8.52742e-06,-2.6544e-06,-6.45789e-05,-4.32088e-05,-2.97904e-07,9.86388e-05,0.000339137,0.000351981,0.000125089,-0.000137953,0.000155045,0.000250465,0.00768442,0.00718934,-0.000179402,0.000718381,0.0153064,0.000551844,-0.000801282,-0.000284646,0.00880947,0.00419914,0.00665244,0.00176615,0.000237342,-0.000409942,0.0110139,0.00401826,0.0069086,0.00196715,0.00115004,0.00131324,-0.29525,-0.0327218,-0.0535407,-0.242785,0.0169508,0.000809309,0.00307716,-0.000150321,-1.55342e-05,-0.00867952,-6.73742e-05,-0.055645,0.00307493,0.000552971,-0.0195167,0.00644758,0.00799572,-0.0205624,-0.0218547,-0.0680456,0.000879575,-0.052433,0.929929,-0.0708011,-0.0480584,-1.12148e-05,4.39336e-06,2.57091e-05,6.12473e-06,-4.52805e-06,1.87229e-05,-2.11051e-05,-1.572e-06,-0.000173634,-1.24385e-05,7.6982e-05,-8.21217e-05,-2.31236e-05,0.0155063,0.0420513,-0.188635
SG,3.13961e-07,-1.82239e-05,4.04e-07,1.47292e-06,-1.43516e-05,9.62477e-06,-5.14161e-05,-0.000191821,-9.96525e-06,-1.78212e-05,-2.33414e-05,-1.20009e-05,4.0717e-07,8.71547e-07,3.48638e-05,6.33986e-07,-6.96466e-06,-0.000192326,1.32977e-05,7.31356e-06,0.00134342,0.000412241,-5.23264e-05,4.43103e-05,0.00458645,-0.000181551,-0.000411227,-0.00104387,-0.00040585,0.00433041,3.80366e-05,-0.000769464,-9.02965e-06,-0.000235969,0.00171985,0.00102991,0.000415419,0.000290721,-0.000192629,-0.000245493,-0.0077795,0.00421586,0.00549519,-0.0404892,0.00566132,0.000192317,0.000604432,-2.00089e-07,5.11337e-06,0.00030166,3.90968e-06,-0.00152377,0.00216604,0.000725137,0.00402917,0.00522044,-0.0192575,0.0807054,0.186049,-0.144725,0.00057628,-0.0861454,-0.00776317,0.920876,-0.0216006,-2.62472e-06,8.93264e-07,-3.91509e-06,-1.49366e-06,-0.000176185,-2.97845e-06,-4.73272e-06,-4.73447e-07,-4.43846e-05,-1.55515e-05,-4.8486e-06,-3.29154e-05,-1.6688e-06,0.000543721,-0.0898609,-0.377549
MA,-3.9544e-08,1.44136e-05,-1.24259e-05,-6.0123e-07,-1.02174e-05,-4.92085e-05,-4.51725e-05,-0.000225918,-8.98776e-06,-7.31773e-06,-2.58894e-05,-1.23581e-05,2.55172e-07,1.65799e-05,0.000129283,0.000297917,3.49907e-05,-0.000218546,7.98249e-05,0.000121335,0.0044078,0.00246362,-0.000101684,0.000176495,0.00993656,-0.000123614,-0.000627554,-0.000652758,0.00396942,-0.00393485,0.00242357,0.000697642,-0.000475477,-0.000314625,0.00354538,-0.00394189,0.0025351,-0.000795336,0.000367173,0.000270366,-0.151777,-0.0178966,0.00501876,-0.12422,0.00866709,0.000436886,0.00135452,-0.000426616,-0.000146359,0.000456897,4.4782e-06,0.00119208,0.00228904,0.000556857,0.00517907,0.0054021,-0.00820211,0.0446842,0.1022,-0.115972,0.000637201,-0.0741415,-0.0268078,-0.0762982,0.965191,-3.57056e-06,2.74143e-06,1.68814e-05,3.57227e-06,0.000123142,9.89109e-06,4.40173e-06,1.30825e-06,-4.28917e-05,-1.60849e-05,3.5856e-05,-2.93558e-05,-7.9084e-06,0.0036134,-0.0413607,-0.299182
Bathyrajabrachyurops,-2.04351e-06,0.00205511,-0.000617028,0.000210276,4.47921e-05,-0.00393654,-0.0230233,-0.0277749,-0.000366466,-0.0013367,-0.0124108,-0.0059002,-0.000350264,0.00330274,0.0665137,0.00104656,0.00616658,0.124882,0.00424621,-0.0143176,-0.0853198,1.75868,-0.00547984,0.0455526,1.72232,-0.00134604,-0.107564,-0.0234344,-0.0239179,-0.0300548,0.0189336,-0.186081,-0.0416195,-0.0355189,-0.0264447,0.383264,-0.0746589,0.17573,-0.00977164,-0.00663512,0.967988,0.656601,0.0686204,-0.011954,0.0117387,-0.000511869,0.00360316,-9.34663e-05,-0.00169592,-0.000447869,-1.17373e-05,0.0778598,0.240022,-0.0034442,0.000685832,0.185415,0.096085,0.250059,0.0275912,0.299134,0.0556256,0.353691,0.106729,0.171207,0.116505,0.997633,8.39558e-05,-0.000604124,-0.00047122,-0.0455075,-0.000372586,-0.00291153,-0.000303786,-0.0223383,-0.000930413,-0.00268121,-0.00663613,-0.00495519,0.0733798,-0.320024,0.857909
