TOT,SB,MM,TUR,XIP,THU,LPL,MPL,SPL,HAK,HAK1,HAK2,HAK3,HAK4,MUL,MUL1,MUL2,MUL3,TRA,PAG,DFS,DFH,DSM,DSP,DSR,MSC,MSG,MSP,ENG,SAR,EPI,CEBH,CEBS,CEPH,CEPS,DNS,DNH,DRS,DRH,ARF,PWL,SUP,MbO,MbFF,MbDF,MbC,MbPAR,MbSCA,MbH,MbGRA,MbSF,MbPF,BO,EUP,ZG,ZL,ZM,ZS,PB,BB,PS,DF,PL,MB,SG,MA,Bathyrajabrachyurops,Chimaeramonstrosa,Dalatiaslicha,Dipturusoxyrinchus,Etmopterusspinax,Galeusmelastomus,Mustelusasterias,Mustelusmustelus,Myliobatisaquila,RSH,RSS,Rajaasterias,Rajaclavata,Rajamiraletus,Rajapolystigma,SSH,SSS,Scyliorhinuscanicula,Squalusblainville,Torpedomarmorata,Torpedotorpedo,DC,SPOM,BD
MbH,-3.34275e-07,-0.000100852,0.000991651,-1.2571e-05,-3.41468e-05,-0.00032605,-0.000126798,-0.000420766,-5.22394e-06,-6.32311e-06,-6.33781e-05,-5.09806e-05,2.27745e-07,5.29474e-05,0.000554232,0.000685732,0.000241748,-0.000393959,0.0006191,0.000111008,0.0101322,0.00584677,-0.000241997,-0.00286729,0.0124886,-0.000278433,-0.000890588,-0.000798033,0.0115684,-0.0119702,0.00820861,0.00264599,0.00149418,-0.000620248,0.00573718,0.000387433,0.0125574,0.000612737,0.00174541,0.00196367,-0.406541,-0.0567241,-0.0277975,-0.38353,-0.00374825,-0.0230613,-0.0724719,0.99922,-0.010585,-0.00355525,-2.87752e-05,-0.0233153,0.00185806,-5.50582e-05,-0.00732572,0.0116297,-0.0202359,0.143713,0.243308,-0.115999,0.000785559,-0.0824869,0.333153,0.106784,1.44115,-5.46224e-06,2.51907e-05,6.29068e-06,4.24323e-05,-2.52929e-06,-3.32492e-05,1.09755e-05,1.92333e-05,1.17144e-05,2.13965e-05,6.11177e-06,-1.09294e-05,-6.69417e-05,0.000192864,4.09398e-07,-2.98352e-05,2.83574e-05,-0.00016063,6.97063e-05,-2.06599e-05,-1.76819e-05,-0.0495859,-0.207389,0.0525124
MbGRA,8.29266e-08,0.000219116,-0.088672,1.00859e-05,-2.37186e-05,-0.000138555,6.32442e-06,-3.78574e-05,4.52755e-06,5.37114e-06,-1.12317e-05,4.37688e-05,2.58008e-07,2.30775e-05,-5.52518e-05,-0.000311826,-8.88851e-05,-5.84339e-05,-9.39729e-05,-0.000134359,-0.000512599,-0.000546063,-3.01985e-05,1.12142e-05,-0.00682823,-0.000360836,0.000323033,-0.000342744,0.00135432,-0.00339338,0.000664361,0.000212806,-0.00446386,0.000329898,-0.00159276,3.44474e-05,-0.000972876,-0.0236382,-0.000897534,-0.00111023,-0.0565643,0.0912772,0.0345457,0.154505,-0.027502,-0.00139037,-0.00609932,0.000350131,0.922338,0.00153107,3.55354e-05,-0.00341454,-0.00175274,-0.000367937,-0.00464844,0.00053545,-0.0098868,0.0528048,-0.0874718,0.00624418,-0.000344202,0.00259201,0.0755706,0.104482,0.0726219,5.03787e-06,-4.24665e-05,4.1204e-07,-3.7812e-05,8.06981e-07,9.35421e-07,-9.00453e-06,0.000146045,-1.50151e-05,5.32174e-05,-8.76208e-06,0.000147482,4.09842e-05,0.000256816,4.26325e-07,-9.66414e-06,1.50197e-06,0.000106402,1.03211e-06,-3.48273e-07,-9.95546e-07,-0.0352187,-0.0893738,0.173273
MbSF,2.79195e-07,7.3511e-05,6.48406e-05,-1.11382e-06,-3.83453e-06,0.00158017,0.000135393,7.49491e-05,7.39579e-06,1.54844e-06,0.000326062,0.000498115,3.18634e-05,4.55411e-05,9.50272e-05,8.0061e-05,7.77815e-05,-0.0117712,8.83527e-05,-0.000470939,0.000292376,0.000531198,-2.91399e-05,1.73186e-05,-0.00134213,-7.32696e-05,0.00014664,-0.000822653,0.00182743,-0.00297389,0.000919344,-0.000514043,0.000137453,-0.000145057,-0.0136684,0.00152834,0.00594232,0.00130346,0.000364525,0.000402458,-0.0694487,0.0110961,-0.0148291,-0.0652125,-0.0260953,-0.00129952,-0.00263997,-3.49357e-05,-0.000671545,0.99778,-1.43695e-05,-0.0119188,-0.00164975,2.8414e-05,-0.00747658,-0.0149684,-0.00965142,-0.0737232,-0.0237836,0.11825,-0.000939399,0.102008,0.183406,-0.00738636,-0.0091905,1.9476e-06,-5.94157e-06,1.27583e-07,-2.92652e-06,2.63405e-06,7.85544e-07,1.28861e-06,-4.57925e-05,-1.48998e-06,-1.14157e-05,-9.55678e-07,-9.77368e-06,-1.87931e-05,-0.000111127,-3.63828e-07,-8.85475e-06,9.2333e-06,-3.75415e-05,1.26556e-05,-2.84735e-06,-4.85406e-06,-0.0609895,0.0889797,-0.0105599
MbPF,-4.09595e-06,4.70213e-05,0.00188592,-4.01582e-05,0.000158934,-7.15784e-05,0.000206904,0.00135664,6.34824e-05,0.000139595,-3.12686e-06,-8.76292e-06,-2.60107e-06,0.000253725,0.00130829,0.00157976,0.000649499,0.00049123,0.00118994,0.00113251,0.0140697,0.0155644,-2.08711e-05,0.00318486,0.0360118,0.00268048,-0.000432047,0.00860618,0.0302649,-0.0214981,0.022882,0.0123671,0.00492187,-0.000222433,0.0197821,0.0111678,0.0270058,0.00532618,0.00558401,0.00616383,-0.80218,-0.139073,-0.19946,-0.827198,0.0475438,-0.040055,-0.123843,-0.000551188,-0.0179645,-0.0261746,0.9997780000000001,-0.135678,-0.0107878,-0.00363102,-0.0578648,-0.0888441,0.504932,-2.3809,-1.03747,1.74373,-0.00442004,0.985294,2.45322,0.280437,-0.0373705,-1.87519e-05,6.86338e-05,1.15671e-05,0.000112001,-2.24794e-05,7.7039e-05,-2.86156e-06,-0.000139238,3.10155e-05,0.000128319,1.46898e-05,-4.369e-05,0.000220174,0.000978513,-3.07672e-06,-6.92745e-05,5.62934e-05,-8.13922e-05,0.000180756,-4.86361e-05,-4.04584e-05,-0.0116427,3.32966,1.44845
BO,-5.49432e-07,-2.69434e-05,2.78596e-05,-5.68298e-06,-7.26741e-06,-0.000389875,0.000449489,0.000133886,1.30305e-05,6.13662e-05,0.000275585,0.000117603,-1.30149e-06,-0.00116689,-0.000434966,0.000574895,0.000111382,0.000770449,0.000130318,0.00089176,0.00244338,-0.0418842,9.47869e-05,0.00030014,0.00269396,0.000200123,1.5778e-06,0.00132399,0.00664713,-0.000336541,-0.0328308,0.00992058,0.000708596,0.000922295,-0.0342578,-0.0153207,-0.0307232,-0.00215838,-0.00472912,-0.00143726,-0.209556,0.0736261,-0.0115351,-0.0678744,-0.0181829,-0.000259852,-0.00142132,-4.36231e-05,-0.000248252,-0.00184628,-1.44771e-05,0.976789,-0.0081828,-0.000269501,-0.0137171,0.00331138,0.00300469,0.00204362,0.222693,0.0201995,-0.00148845,0.00246074,0.177755,0.0278249,-0.00518771,3.95181e-05,-3.36709e-05,6.78106e-06,1.9322e-05,-1.70493e-05,1.01446e-05,5.24133e-05,0.000578822,-7.43923e-06,0.000140968,-5.73121e-06,3.74521e-05,0.000237818,0.000275816,7.5762e-06,0.000278745,1.08064e-05,0.000251807,0.000158304,0.000138661,6.05533e-05,0.00323704,-0.0174889,0.193922
EUP,1.71656e-06,6.48666e-06,9.64513e-07,1.84688e-05,-1.86974e-05,0.000686935,-0.00137245,0.000164583,-0.00111749,-0.00221634,-0.000277883,0.000150646,-1.41991e-06,3.30623e-06,6.13715e-05,-5.01689e-05,-7.90158e-06,-0.00318813,1.29837e-05,-0.00338049,-0.0344792,-0.0251397,0.000851096,-0.000899999,-0.0195017,0.000133447,-0.000903766,-0.0189033,0.00122256,-0.00967819,0.000785784,0.00448251,-0.000392142,0.0013306,-0.00143506,-0.00115569,-0.0155836,0.000186115,-0.00191866,-0.00183431,-0.0433514,-0.00183643,-0.000519841,0.000775134,-0.000316868,2.18739e-06,1.93118e-05,3.1828e-06,1.01393e-05,-2.77683e-05,1.02212e-06,-0.00181225,0.874053,-0.000374895,-0.00536493,-0.0209817,0.174915,0.14138,0.00499563,0.0941175,0.1743,0.142003,-0.00309043,-0.010885,-0.00431733,2.93635e-05,6.10996e-07,2.35869e-05,-9.39265e-05,5.48478e-06,-0.00097054,1.37295e-05,0.000152063,3.47177e-06,8.31375e-05,-2.36897e-06,7.22384e-06,0.000275511,0.000114873,2.49241e-06,0.000118669,1.10603e-05,0.000307499,6.7371e-05,6.9469e-05,2.34968e-05,-0.00772708,-0.0765473,-0.0410804
ZG,-1.14884e-07,-5.54838e-05,2.37514e-06,1.55838e-07,-2.2992e-05,0.0100047,-3.89739e-05,-0.00121739,-9.43617e-06,2.45921e-05,-8.22587e-05,-0.000136201,-8.90603e-06,-8.22527e-06,1.34373e-05,3.44236e-05,7.97429e-06,0.00332455,8.93321e-06,0.000111056,4.90828e-05,0.000425008,6.95204e-05,3.47827e-05,3.92543e-05,-0.135301,0.00153151,-0.0019672,0.00142976,-0.00200132,0.000181076,0.000471035,3.38309e-05,0.000260714,0.00114672,-0.000305877,-0.00043742,-0.000185914,8.83217e-05,0.000231578,-0.000270907,-0.00702023,-0.00162113,-0.00351352,-0.000755919,-7.19182e-06,-0.000147428,-1.13843e-06,6.99124e-06,4.7552e-06,-2.08862e-07,0.000573465,-0.00832927,0.962598,-0.0147274,0.0521666,0.142084,0.0787662,-0.0283752,0.101519,0.000681321,0.0904306,-0.000828868,0.00861894,0.0014284,-7.15503e-07,3.41742e-06,-7.13737e-06,4.04459e-06,-5.16661e-06,-7.54995e-06,-1.18511e-08,1.00007e-05,1.35445e-06,5.29631e-06,6.94941e-07,1.0079e-06,3.94643e-06,4.10186e-05,1.02974e-07,-4.90939e-07,-4.36528e-06,-1.88011e-05,-3.88444e-08,-1.08588e-06,4.27876e-07,0.0102212,-0.0183783,0.0559428
ZL,1.39249e-06,-0.00191064,3.54561e-06,4.07819e-05,8.3608e-05,0.00234702,0.000187276,-8.12682e-05,-3.37727e-06,5.60043e-05,0.000578956,0.000691511,2.40296e-05,-8.10396e-08,-0.000159753,5.12313e-05,0.000146153,-0.00847354,3.60316e-05,-0.00105105,0.00166301,0.00100184,-2.97064e-05,4.70438e-05,-0.00801281,-0.0180967,0.000708847,-0.0162837,-0.0102035,0.0803844,0.000417938,0.00158955,-5.13348e-05,-0.00260924,-0.105363,-0.000985919,-0.00268515,-7.739e-05,-0.00156016,-0.00553198,-0.0235719,-0.00635051,-0.00310814,-0.0110098,-0.000542176,2.49239e-05,1.50244e-05,-3.92756e-06,1.06552e-05,-0.000389666,-1.93382e-06,-0.00257787,-0.00797722,-0.00900479,0.961722,0.0343811,0.112908,0.189513,-0.0362757,0.106474,-9.15194e-06,0.0833752,0.019135,0.00708505,0.000405087,3.77808e-06,3.06559e-06,-2.67024e-06,2.28227e-05,3.6759e-06,0.000121629,1.12108e-06,-2.77338e-05,1.71976e-06,2.73901e-05,1.15389e-06,6.89802e-06,0.000171175,6.06732e-05,4.1721e-07,-9.8322e-06,2.51542e-05,6.5917e-05,1.36338e-05,-2.96817e-06,-1.27568e-05,0.00451064,0.0360986,0.0405607
ZM,2.62699e-06,-0.000258328,8.39612e-07,3.37291e-05,9.27784e-06,0.000288134,0.00093771,-0.0070501,-0.000155711,0.000163275,2.30563e-05,-3.2427e-05,-1.11982e-06,-7.39078e-05,3.56427e-05,2.34264e-06,-5.88475e-06,0.000757383,-8.25992e-06,-3.43106e-05,-0.00179765,0.00251528,0.000350491,-0.000352221,-0.0248516,-0.00230145,0.000965648,-0.0339936,-0.00230314,-0.0483229,0.000472406,0.000511039,0.000174471,0.00138761,0.00137644,-0.000843187,-0.000414831,-3.89356e-05,-0.000184006,-0.000218181,-0.0286641,-0.000338567,-9.91163e-05,0.00733315,-0.00016714,-7.36894e-06,-0.000155402,4.2401e-06,1.7326e-05,-2.21597e-05,1.32286e-06,-0.000201238,-0.0555194,-0.00460949,-0.0140359,0.884171,0.022352,0.118758,0.0372725,-0.0296809,0.0242931,0.456746,-0.00152742,-0.0193666,-0.00550862,5.36667e-06,4.50407e-08,-2.21206e-06,-3.98914e-06,2.11538e-06,9.64486e-05,9.3755e-07,7.32269e-05,4.43235e-07,1.1399e-05,-6.72058e-08,1.48886e-06,3.5042e-05,1.6435e-05,2.67625e-07,-1.24534e-06,9.75026e-06,5.40589e-06,2.37397e-06,-7.1805e-06,4.40373e-06,0.00407862,-0.0838704,-0.0913014
ZS,1.11428e-07,3.03106e-06,5.58083e-07,4.00898e-06,7.18879e-06,0.000264223,1.134e-05,0.000411753,-2.35969e-06,6.15227e-05,5.28677e-05,7.01024e-05,5.03524e-06,-1.63903e-05,1.602e-05,3.81107e-06,-3.23729e-06,-0.00178794,-7.5724e-06,0.000183864,0.00119778,0.000838991,-3.35026e-05,9.07915e-05,0.00189953,0.000214613,4.45302e-05,-0.00386006,0.000537186,-0.00974238,0.000244105,4.88282e-05,-7.32839e-05,5.33093e-05,0.0012693,-0.000386425,0.000119385,2.16351e-05,9.02515e-05,8.45346e-05,-0.0116252,0.00307551,-0.000534175,0.00560604,0.00040885,-7.18802e-07,2.04757e-05,1.98643e-06,1.17621e-05,-7.56545e-05,-1.15858e-07,-0.000307341,-0.0232673,-0.00200924,-0.0142963,-0.0506035,0.847034,0.331414,0.0299814,0.278304,-0.00513235,0.0354287,-0.000612303,-0.00668108,-0.00154645,-1.03601e-06,-1.37259e-06,-2.96788e-07,2.40128e-06,-5.39593e-07,2.45358e-05,-6.79912e-07,-2.38601e-06,-6.42456e-07,-1.96656e-06,-1.98152e-07,-4.32314e-07,-4.71423e-06,5.66175e-07,1.52445e-08,-3.31349e-06,1.48599e-07,-7.99825e-06,-2.5594e-07,-2.39404e-06,-4.22774e-07,0.000356533,0.0932586,-0.064041
PB,-2.22265e-07,3.08529e-05,2.35794e-06,-2.66514e-06,1.48037e-05,-3.11694e-05,9.65791e-06,0.000119141,7.2609e-06,-5.26999e-06,-7.03091e-06,-1.03745e-05,-1.53093e-06,9.27395e-06,2.6938e-05,3.06108e-05,6.37813e-06,0.000543869,-1.23837e-06,7.9415e-05,-0.000550642,-0.000319835,4.74761e-05,8.78833e-05,0.00299114,0.000205417,-6.24036e-05,0.00216701,0.000905952,-0.00154345,0.000543076,0.000630791,9.81346e-05,1.19088e-06,0.000320797,-0.000329906,0.000344795,-4.45028e-06,9.67244e-05,1.07208e-05,-0.0117226,0.00325759,-0.00284607,0.00249398,0.000813767,4.42952e-06,0.000137732,-7.77955e-07,1.7249e-05,-0.000202421,-2.75016e-06,-0.000125775,0.00548409,0.000486608,-0.000826863,-0.00771089,-0.161695,0.59567,0.00420366,0.112125,0.000530332,0.0929996,-0.000578794,0.0177345,0.00394046,-4.30219e-07,-1.04961e-06,3.79973e-07,-8.45617e-08,-1.5887e-06,-1.26842e-07,-5.29381e-07,1.44146e-05,-3.72433e-07,9.61709e-06,-3.09539e-07,6.64057e-07,2.94914e-05,5.27037e-05,8.19317e-08,3.92986e-06,1.78032e-07,1.9628e-05,5.86924e-06,1.15805e-06,4.50401e-08,0.00068304,0.430823,-0.00932244
BB,-7.74259e-07,1.03394e-05,9.68354e-06,-5.81377e-06,1.2588e-05,-0.000135488,3.93144e-05,8.87595e-05,8.73069e-06,2.60794e-05,2.82727e-05,1.40646e-05,-4.10266e-07,-5.15596e-05,5.98186e-05,0.000134497,4.67821e-05,8.11441e-05,5.06465e-05,0.000132977,0.00293311,0.001044,-4.53569e-05,0.000222011,-0.00205121,0.000233195,0.000330479,0.000879421,0.0060041,-0.00252892,0.00301209,0.00260142,0.000136104,0.000192314,-0.00397156,0.000182858,0.00218401,0.000337296,0.000739123,0.000769468,-0.182525,-0.0178741,-0.00400045,-0.0443934,-0.00473517,-1.86638e-05,-6.70466e-05,-2.9213e-05,-4.4829e-05,-8.17708e-06,-1.913e-06,-0.00976365,-0.00161021,-0.000874149,-0.00558932,0.00239525,0.00322646,0.0274491,0.689277,0.0919512,-0.000196116,0.0499799,-0.0157218,0.0803904,0.00745634,6.12363e-07,8.68934e-06,2.30838e-06,1.95146e-05,-2.71333e-06,2.43525e-05,-1.48328e-06,-1.32448e-05,3.76172e-06,2.50277e-05,2.04871e-06,-1.66145e-06,3.70703e-05,0.000165714,1.31204e-07,-8.37281e-06,1.60945e-05,3.46297e-06,3.86763e-05,-3.96232e-06,-5.17425e-06,0.00504535,-0.0708741,0.496068
PS,-1.02043e-07,-2.40808e-06,-1.63027e-07,-8.72807e-07,-1.20171e-05,-9.37285e-05,-2.39013e-05,-0.000149963,2.88458e-06,-5.70775e-06,-1.71836e-05,-1.79674e-05,-7.36048e-07,5.44613e-06,2.69464e-06,-3.18902e-05,-5.96162e-06,0.000252746,-7.51895e-06,-2.7107e-05,0.000769181,0.0004517,-3.61765e-05,-2.44771e-05,0.000487164,-2.76938e-05,-0.000125228,0.000445254,0.000190116,-0.00196035,4.89338e-05,-0.000161771,-3.40377e-05,-7.79548e-05,-0.000613143,0.00020756,-0.00058013,-2.02792e-05,-6.7831e-05,-6.61348e-05,-0.0179965,0.00140304,0.000280323,0.0046708,-0.000204801,-4.09457e-06,-4.61279e-05,3.21028e-06,3.056e-06,-1.94323e-05,1.9441e-06,-0.000279328,0.000483984,0.000264857,0.000633932,0.0084871,-0.164433,0.0874229,0.0272759,0.845373,0.000114736,-0.0746811,-0.000709787,-0.0208256,-0.00509122,-9.03231e-07,-9.36759e-07,3.8562e-07,-8.99767e-07,6.4478e-07,-6.09742e-06,-5.11889e-07,-1.33067e-05,-4.64843e-07,-1.11564e-05,-1.20814e-07,-1.10054e-06,-2.96574e-05,-3.50577e-05,-1.15097e-07,-4.94127e-06,1.67874e-06,-1.92347e-05,4.4299e-07,-1.65883e-06,-4.40757e-07,-0.000502507,-0.213145,-0.0665681
DF,-1.93789e-06,8.73559e-05,-9.14847e-07,-2.29382e-05,7.15843e-06,-0.000517725,0.000470308,0.00237614,0.000708984,0.00123568,0.000151588,-8.03532e-05,9.70101e-07,2.50521e-05,-4.9445e-05,2.78519e-05,6.75262e-06,0.00168836,-4.37452e-06,0.00198001,0.0207516,0.0137769,-0.0006206,0.000645901,0.0201024,0.000724258,0.000183883,0.0232809,6.68035e-05,0.0232786,-0.000642419,-0.00281103,0.00017084,-0.00127291,0.000291589,0.000999165,0.00925572,-9.54383e-05,0.00118174,0.00114486,0.0361428,0.00105345,0.00039482,-0.00327881,0.000223494,1.32736e-06,4.19511e-05,-3.43244e-06,-1.26734e-05,2.95847e-05,-1.0379e-06,0.00114183,-0.490533,0.00195629,0.00883713,-0.29794,-0.154048,-0.139984,-0.0171996,-0.0601424,0.889693,-0.247292,0.0023868,0.0133008,0.00450067,-1.90303e-05,-3.14359e-07,-1.30019e-05,5.62155e-05,-3.91844e-06,0.000532361,-8.33139e-06,-0.000114902,-2.16142e-06,-5.27101e-05,1.41804e-06,-4.7478e-06,-0.000173683,-7.36098e-05,-1.55564e-06,-6.88556e-05,-9.9288e-06,-0.000181596,-4.0282e-05,-3.7988e-05,-1.52856e-05,0.00304958,0.0672137,0.0587323
PL,-5.80026e-07,3.29245e-05,8.03201e-07,-5.31683e-06,-1.23119e-05,-0.000121399,-0.000132138,0.00081648,3.44478e-05,3.11174e-06,-1.15908e-05,-7.33127e-06,-7.78466e-08,1.46459e-05,5.53111e-06,-2.61949e-05,-3.51944e-06,3.96182e-06,-7.58965e-06,4.42937e-05,0.00174083,0.000639615,-0.000100811,5.46841e-05,0.00447632,0.00033908,-0.00025296,0.00466371,0.000871742,0.00472213,0.000164982,-0.000120914,-5.98702e-05,-0.000266415,-0.00100948,0.000148256,-0.00056176,-5.80006e-05,1.04836e-05,1.58224e-05,-0.0264956,0.00186389,-0.000876401,0.00433845,-0.000224904,-3.59571e-06,-1.60155e-05,3.12745e-06,4.09036e-06,-0.000108394,1.77138e-06,-0.000178972,-0.00386177,0.000488063,-0.000142299,-0.111187,-0.0788825,0.104811,0.0205641,-0.121967,-0.00538373,0.868042,-0.00125902,-0.0182299,-0.00476143,-2.21757e-06,-1.12215e-06,6.03433e-07,1.52919e-06,8.73878e-08,-5.49031e-06,-1.0329e-06,-2.71051e-05,-5.98162e-07,-1.32028e-05,-9.47248e-08,-1.22403e-06,-3.76741e-05,-3.16034e-05,-1.36918e-07,-7.61455e-06,1.23636e-06,-2.58413e-05,1.3988e-06,-2.23675e-06,-1.84704e-06,-0.000842063,-0.190534,-0.0576608
MB,-6.18296e-07,3.76835e-05,5.17541e-05,-6.20207e-06,9.94759e-07,-0.000130072,-3.63016e-05,-0.000186826,-8.51723e-06,-4.02519e-06,-6.84847e-05,-4.74382e-05,-2.66009e-07,9.80807e-05,0.000331668,0.000351452,0.000125016,-0.000147796,0.00015504,0.000255035,0.00766355,0.00716624,-0.000178565,0.000712609,0.0152937,0.000552317,-0.000800093,-0.000285225,0.00880426,0.00418377,0.00662401,0.00176563,0.000236305,-0.000411905,0.0110093,0.00401351,0.0069068,0.0019727,0.0011493,0.00131141,-0.295244,-0.0326584,-0.0535395,-0.242777,0.0169496,0.000809153,0.00307539,-0.000150321,-1.56165e-05,-0.00867943,-6.73741e-05,-0.0556493,0.00306857,0.000553174,-0.0195179,0.00644216,0.00799043,-0.0205663,-0.0218622,-0.0680523,0.000878099,-0.052441,0.929927,-0.0708001,-0.0480577,-1.11813e-05,1.51309e-05,4.77727e-06,2.5784e-05,-2.24381e-06,-1.47642e-05,-3.02664e-06,-0.000113448,6.11914e-06,-2.40972e-05,3.52091e-06,-2.10345e-05,-8.12249e-05,9.96891e-05,-1.56814e-06,-4.31289e-05,2.40993e-05,-8.10684e-05,5.12559e-05,-2.30108e-05,-1.54402e-05,0.0155269,0.0420506,-0.188624
SG,3.13991e-07,-1.82508e-05,4.08112e-07,1.47078e-06,-1.43563e-05,9.57142e-06,-5.14071e-05,-0.000191785,-9.96344e-06,-1.7821e-05,-2.33592e-05,-1.21006e-05,4.06231e-07,8.3524e-07,3.43546e-05,6.36468e-07,-6.97373e-06,-0.000192191,1.32869e-05,7.45825e-06,0.00134271,0.00041195,-5.23315e-05,4.4547e-05,0.00458782,-0.000181573,-0.000411316,-0.00104382,-0.000405895,0.0043292,3.68803e-05,-0.000764211,-8.95318e-06,-0.000235701,0.00172009,0.0010288,0.000417099,0.000289658,-0.000192479,-0.000245333,-0.00777822,0.00420717,0.00549475,-0.0404891,0.00566144,0.000192332,0.000604588,-1.98891e-07,5.1303e-06,0.000301662,3.90971e-06,-0.0015236,0.00216439,0.000725103,0.00402935,0.00522079,-0.0192565,0.0807037,0.186049,-0.144735,0.000575981,-0.0861515,-0.00776392,0.92087,-0.0216025,-2.62326e-06,-2.37269e-06,4.20734e-07,-3.91539e-06,1.18273e-06,-1.7676e-05,-1.19174e-07,-2.62789e-05,-1.49116e-06,-2.60815e-05,-4.33193e-07,-4.71747e-06,-5.85404e-05,-8.2976e-05,-4.72771e-07,-6.20515e-06,8.94274e-07,-3.27568e-05,-1.89504e-06,-1.66241e-06,-1.46974e-06,0.000540857,-0.0898579,-0.377547
MA,-3.92632e-08,1.46227e-05,-1.24527e-05,-5.86492e-07,-1.01866e-05,-4.84809e-05,-4.49177e-05,-0.000225799,-8.98408e-06,-7.98996e-06,-2.78355e-05,-1.42366e-05,2.69939e-07,1.63975e-05,0.000127071,0.000297722,3.49909e-05,-0.000222989,7.98222e-05,0.000123555,0.00439879,0.00246144,-0.000101218,0.000178075,0.00993009,-0.000123398,-0.000626982,-0.000653427,0.00396676,-0.00393941,0.00241866,0.000697953,-0.000475994,-0.000316056,0.00354239,-0.00393806,0.00253377,-0.000788052,0.000366594,0.000269226,-0.151759,-0.0178512,0.00502097,-0.124215,0.00866671,0.000436797,0.00135378,-0.000426617,-0.00014644,0.000456914,4.47796e-06,0.0011907,0.00228671,0.000556921,0.00517783,0.00540035,-0.00820424,0.0446838,0.102197,-0.115978,0.00063668,-0.0741454,-0.0268058,-0.0762983,0.965193,-3.56875e-06,7.94814e-06,2.72065e-06,1.68789e-05,-8.65315e-07,-1.75999e-05,1.3979e-06,-2.00653e-05,3.56305e-06,1.71908e-05,2.02108e-06,4.38017e-06,-6.99964e-06,0.000117939,1.30662e-06,-1.24996e-05,1.14587e-05,-2.8881e-05,2.63368e-05,-7.88555e-06,-5.59004e-06,0.00362782,-0.0413632,-0.299166
Bathyrajabrachyurops,-1.97143e-06,0.00206139,-0.00061453,0.000211215,4.60695e-05,-0.00386058,-0.0231132,-0.0279104,-0.000365379,-0.00138456,-0.0125401,-0.0061043,-0.000348767,0.00325499,0.0658525,0.000982642,0.00615604,0.124406,0.00424629,-0.0144724,-0.086619,1.75464,-0.00540526,0.0445441,1.72261,-0.00134039,-0.107563,-0.023382,-0.0240155,-0.0311406,0.0151438,-0.185047,-0.0417577,-0.0354289,-0.0264326,0.381519,-0.0742223,0.17518,-0.0097087,-0.00660406,0.962842,0.652869,0.0681066,-0.0127243,0.0116536,-0.00050948,0.0035526,-9.30262e-05,-0.00168683,-0.000446465,-1.16745e-05,0.0774747,0.239066,-0.00343663,0.000786234,0.185196,0.0958506,0.249418,0.0271796,0.297703,0.0554266,0.352361,0.106055,0.170422,0.115848,0.997638,-0.000298891,3.00485e-05,-0.000589104,0.000188203,-0.00140777,-0.000990771,-0.0130303,-0.000469257,-0.0103534,-7.18708e-05,-0.00289667,-0.0158184,-0.0191823,-0.000302668,-0.00717541,-0.000150891,-0.00658495,-0.00249603,-0.00494031,-0.000961913,0.0722795,-0.319176,0.854871
Chimaeramonstrosa,-4.19533e-06,0.000622621,-0.000368998,3.19633e-05,0.000414252,-0.000415121,-0.000193228,0.00393689,4.26715e-05,0.000258629,-0.00095466,0.00053757,1.98958e-05,-0.000552323,-0.00339512,-0.00262967,-0.00192483,-0.0043517,-0.00179851,-0.0041088,-0.00546651,-0.0142175,-0.000837352,-0.0135686,-0.20927,-0.000877364,0.0157729,0.000533045,0.0101567,0.0183335,-0.0461508,0.00449045,-0.00670996,0.00821537,0.00963978,-0.060801,-0.147055,-0.0423652,-0.0755773,-0.0582783,-0.181361,5.74118,0.20278,0.486105,0.00113059,-0.00806439,-0.0697265,-0.000256778,-0.00824205,-0.0009985,-2.93535e-05,-0.134424,-0.0197985,-0.00181582,-0.0383784,-0.0132422,-0.0904869,0.41555,-0.66465,0.00449647,-0.00464455,-0.0105393,0.309865,0.506373,0.339314,-0.00017779,0.997368,-1.31874e-05,-0.00257893,1.98707e-05,0.000651289,-0.000228129,0.00122542,-0.00114938,-0.00463157,-0.000559851,-5.54801e-05,-0.00540927,-0.0134782,-5.37222e-05,-0.000136075,0.000151788,-0.00031258,0.000142206,3.33532e-05,6.58792e-05,0.66199,-0.693339,1.13258
