TOT,SB,MM,TUR,XIP,THU,LPL,MPL,SPL,HAK,HAK1,HAK2,HAK3,HAK4,MUL,MUL1,MUL2,MUL3,TRA,PAG,DFS,DFH,DSM,DSP,DSR,MSC,MSG,MSP,ENG,SAR,EPI,CEBH,CEBS,CEPH,CEPS,DNS,DNH,DRS,DRH,ARF,PWL,SUP,MbO,MbFF,MbDF,MbC,MbPAR,MbSCA,MbH,MbGRA,MbSF,MbPF,BO,EUP,ZG,ZL,ZM,ZS,PB,BB,PS,DF,PL,MB,SG,MA,Bathyrajabrachyurops,Chimaeramonstrosa,Dalatiaslicha,Dipturusoxyrinchus,Etmopterusspinax,Galeusmelastomus,Mustelusasterias,Mustelusmustelus,Myliobatisaquila,RSH,RSS,Rajaasterias,Rajaclavata,Rajamiraletus,Rajapolystigma,SSH,SSS,Scyliorhinuscanicula,Squalusblainville,Torpedomarmorata,Torpedotorpedo,DC,SPOM,BD
Dalatiaslicha,1.29683e-05,0.009491,-0.000314924,0.000879716,0.00227188,-0.00578118,-0.0125603,-0.0122549,-0.00119352,-0.00259757,-0.00303248,0.00238391,4.84437e-06,0.000571792,0.00672355,0.00199204,-0.00135775,-0.0128056,-0.00538995,0.018733,-0.047604,0.480649,0.00114934,0.036504,1.41353,-0.0132917,-0.0924416,-0.0566506,-0.141173,-0.0697818,0.0343809,3.07846,0.0341017,-0.240932,0.727032,-0.00664945,1.40351,0.0120197,-0.0173391,-0.0239734,4.76059,0.502693,0.01604,-0.044698,0.095437,0.000152153,0.0240896,-0.000220231,-0.00170182,-0.00343226,-2.14068e-05,0.0512674,0.92954,0.0258163,0.116168,0.116455,0.0124095,0.972537,0.855208,0.52268,0.190574,0.722272,0.291026,0.193329,0.239303,-0.000901515,-0.000238671,0.848793,-0.00103826,0.476385,2.29717,0.0030733,0.202343,-0.000187341,-0.00303881,-7.1234e-05,-0.000415397,-0.00507852,-0.0073076,-5.41791e-05,0.0476012,0.378953,0.235914,-0.0105354,0.0053636,0.00528011,-0.47423,-1.33619,1.27771
Dipturusoxyrinchus,8.87124e-07,-0.00100236,-0.000200206,-2.17366e-05,-0.000605551,-0.0043128,-0.00155463,0.00291324,-0.000218113,-0.000598428,0.00550837,0.00497887,0.000627839,-6.44775e-05,-2.77091e-05,-0.00324859,-0.000266226,0.023394,-0.000706812,0.0507601,0.0342179,-0.0137535,0.0324392,-0.00543803,-0.0485342,-0.00192055,0.00332821,-0.0114595,-0.0175532,-0.012879,0.155375,-0.00136045,-0.00150283,0.00267472,0.128057,0.148832,0.0030382,0.0294942,-0.00134303,-0.0111556,0.610559,0.954893,0.0343028,0.0835672,0.00822221,-0.00129015,-0.0061026,-7.28568e-05,-0.0016038,-0.000454141,-7.66498e-06,-0.00865995,0.194878,-0.00152051,0.0168441,0.0529707,0.00923448,0.183486,0.0194185,0.0971457,0.0411143,0.142521,0.0900933,0.104602,0.0927958,-7.46811e-05,-0.000438588,-1.50305e-06,0.999101,-1.58619e-06,-0.000278912,-0.00025263,-0.00217463,-0.000218036,0.0170819,-0.000105927,-0.000343746,-0.00315529,-0.00498907,-6.19398e-05,-0.000748632,-0.000197232,-0.00104774,-0.000915193,-8.92151e-05,-0.000254914,0.0531278,-0.253101,0.328883
Etmopterusspinax,3.82037e-06,-0.000971285,-6.84933e-05,2.22459e-05,0.000618803,-0.0101452,-0.00953818,-0.0141282,2.13859e-05,-0.000357641,-0.00268231,0.000292755,5.18389e-05,-0.000159248,-0.00010716,-0.000495433,-0.000800442,-0.0163272,-0.0045526,-0.0169102,-0.0234019,0.360682,0.000237287,0.0013362,1.00547,-0.00368167,-0.0600049,-0.0151827,-0.0437724,-0.0254047,-0.0226303,2.83862,-0.00379341,-0.0682952,0.285734,-0.00663871,0.55672,-0.00141265,-0.00551624,-0.00929068,1.34177,0.260461,0.00969365,-0.000668335,0.03823,-0.000110622,0.0155694,-6.87547e-05,-0.000670052,-0.00103069,-6.57491e-06,0.0271236,-0.0420228,-0.0086491,0.0515218,0.110975,-0.0586759,0.337972,0.21848,0.0982107,-0.00408604,0.185052,0.0931805,0.0785851,0.0772679,-0.000633683,-0.000122191,-0.155597,-0.000368596,0.903825,-0.451209,0.000350103,0.026725,-0.000108891,-0.00187208,-3.22406e-05,-0.000165561,-0.00318008,-0.00349487,-3.57184e-05,0.00564546,-0.0882977,0.0312304,-0.00553823,-5.57333e-05,0.000686218,-0.150131,-0.499666,0.482254
Galeusmelastomus,2.19034e-06,0.00345361,-2.45759e-05,0.000257645,0.000495787,0.00102876,-0.00134098,-0.00295174,-0.000397187,-0.000896705,-0.000757024,-9.57076e-05,4.18147e-06,2.79976e-05,0.000305925,-0.000137852,-0.000255553,-0.00254307,-0.000390277,-0.0031393,-0.0136093,0.0202039,0.000401649,0.00135895,0.231667,-0.00136047,-0.0158702,-0.0146693,-0.00596873,-0.00968828,-0.000593004,0.19882,0.00114654,-0.0521268,0.13726,0.00113535,0.03757,0.00236895,-0.00147923,-0.00246986,0.157531,0.0542026,-0.000234418,-0.00773233,0.00766334,9.43717e-05,0.00337199,-9.7079e-06,-0.000162364,-0.000293362,5.8347e-09,0.0022339,0.304436,-0.00162754,0.0212989,0.020478,0.0462531,0.162871,0.0335741,0.0144935,0.0617851,0.0634061,0.0109447,0.00344066,0.00803167,-9.08415e-05,-2.68093e-05,-0.0209099,-0.000106588,-0.0125292,0.939682,0.000176011,0.0111858,-1.78402e-05,-0.000294966,-7.4046e-06,-4.36538e-05,-0.000355932,-0.000701102,-3.99967e-06,0.00265909,-0.0113432,0.0129155,-0.000603576,0.000313567,0.000303806,-0.114697,-0.184078,0.0556501
Mustelusasterias,-2.21251e-05,-0.0036992,-0.000424487,-0.000598225,-0.0022988,-0.0370606,0.0973533,0.121551,-0.000226983,0.00520265,0.00821819,0.016177,-0.000533931,0.00190127,0.0584136,0.00354922,-0.0017087,0.186525,-0.00360322,-0.0265716,0.00975317,0.867474,-0.0142551,0.828004,-0.0974792,-0.00698609,-0.00254403,-0.0112635,0.00539051,0.057183,1.40676,-0.0967944,0.048054,-0.0162277,-0.0255513,0.570499,-0.0592009,0.06665,-0.0140852,-0.0020685,1.26288,0.865237,0.194525,0.417761,0.0210729,-0.000622238,0.0363249,-0.000107249,-0.00258173,-0.00136724,-1.67001e-05,0.117171,0.149901,-0.00313684,-0.0154761,0.108248,0.0215566,0.278125,0.117243,0.255417,0.0343641,0.295305,0.208703,0.219342,0.193789,-0.00129035,-0.000398798,-0.000147849,-0.00182827,-0.000914046,-0.00920893,0.995697,-0.0538217,-0.000411285,-0.00768371,-0.00012349,-0.00192103,-0.0140302,-0.0154196,-0.000287685,-0.0133153,-0.0108047,-0.0118309,-0.00948833,-0.00356383,-0.00277905,-0.0595769,-0.397986,0.73627
Mustelusmustelus,-6.17799e-06,-0.000235044,-0.000375354,-3.32091e-05,-0.00070777,-0.00482347,-0.000625579,0.0429062,-4.63924e-05,0.00094661,0.00200402,0.00345369,-6.02338e-05,0.00036818,0.0110937,0.00188264,0.000285466,0.0205665,-0.000431102,-0.00508526,0.0116202,0.162877,0.0125448,0.194948,-0.0231678,-0.0014179,0.000642095,-0.00398033,0.0138025,0.105316,0.186764,-0.0326003,-0.00636309,-0.00164608,-0.00691864,0.0625697,0.0114896,0.113319,-0.00133802,0.00190664,0.220358,0.0815408,0.0201259,0.0234205,0.0100854,0.000275418,0.00570915,-1.0711e-05,-0.000557595,-0.000334541,-1.35622e-06,0.0196759,0.0250404,-0.000621621,-0.00960595,0.0499203,-0.00442759,0.0989828,0.043423,0.0171548,0.00699111,0.0511538,0.024595,0.0154905,0.0243643,-0.000255169,-3.87034e-05,-0.00011791,-0.000273266,-0.00105629,-0.00948145,-0.000804369,0.987352,-7.0178e-05,-0.00174059,-1.43155e-05,-0.000985048,-0.00312767,-0.00456988,-4.40658e-05,-0.00251422,-0.0103855,-0.0024434,-0.00598828,-0.000640975,-0.000456368,-0.0740535,-0.130498,0.0763322
Myliobatisaquila,-4.09395e-06,0.00135593,-0.00140996,0.000124531,0.000773377,0.00444988,-0.00671676,-0.00204797,-4.36432e-05,-9.75581e-05,-0.00347252,-0.000156821,2.94044e-05,0.00534047,0.105841,0.0011749,0.0090972,-0.0081196,0.00555965,-0.0108718,-0.0524609,0.499517,-0.00476456,-0.0134515,0.15322,0.00242291,-0.0049878,-0.0259226,0.00628193,0.0211938,-0.0632125,-0.0409477,-0.0179074,0.00202179,0.00366783,0.549473,-0.188134,0.24187,-0.076851,-0.0597751,0.357649,5.65635,0.584037,0.476127,-0.00683216,-0.0079912,-0.0637398,-0.000298327,-0.00955182,-0.000804357,-3.63377e-05,-0.0960715,0.0454454,-0.00184041,-0.042827,-0.000358399,-0.083388,0.411237,-0.616046,0.238366,0.0089538,0.201219,0.381259,0.563747,0.400707,-0.00109005,-0.00258747,-1.30482e-05,-0.00287586,8.21186e-05,0.000595966,-0.000669791,-0.00540217,0.998594,-0.0123803,-0.00056113,-0.00386175,-0.0164446,-0.0301228,-0.000333002,-0.00314655,0.000213947,-0.00296636,-0.000494378,-0.00151626,-0.000793044,0.988424,-0.707771,1.47671
RSH,-1.29893e-07,0.000111278,-0.000429818,2.59275e-05,4.57532e-05,-0.00126073,-0.00252328,-0.00220189,-2.76313e-05,-0.000127615,-0.00138542,-0.000981199,-4.15742e-05,0.00187266,0.0353913,-0.000364786,0.00324119,0.0145761,0.00206483,-0.00276873,-0.0182067,0.1643,-0.00151456,-0.00226831,0.116555,-3.83457e-05,-0.00730896,-0.00979082,0.00964229,-0.00137633,-0.0112879,-0.0168444,-0.00444472,-0.00184146,-0.0047509,0.23284,-0.0173115,0.12233,-0.00479623,-0.0035127,0.183543,0.324274,0.041924,0.0235026,0.00404638,-0.000313933,0.000771394,-2.78531e-05,-0.000883217,-1.1469e-05,-2.46597e-06,0.00514029,0.0191598,-0.000305166,-0.00202003,0.00775661,-0.0122341,0.0952337,0.000519672,0.0214807,0.00411691,0.034605,0.0333508,0.0379993,0.0408444,-0.000327029,-0.00014823,-8.35784e-07,-0.00363979,2.46847e-05,-1.82944e-05,-0.000160887,-0.00239118,-0.000160353,0.996781,-0.000126497,-0.0014763,-0.00449998,-0.00744407,-0.00010754,-0.000988346,2.75855e-05,-0.000918927,-0.000200903,-0.000497286,-0.000267419,0.0672841,-0.143389,0.143074
RSS,-1.17079e-05,-0.000622483,-0.00142105,3.00895e-05,-0.000159262,-0.0109026,-0.00392261,0.0186431,-0.000432476,-0.000738502,0.0115842,0.014142,0.00163707,-0.00159751,-0.00858765,-0.0142806,-0.00555539,0.0486329,-0.00629113,0.117091,0.0742391,-0.0668448,0.0790763,-0.0474409,-0.641162,-0.00322695,0.0498259,-0.0219698,-0.0183437,0.0304675,0.270947,0.0155903,-0.0203339,0.0288235,0.35453,0.204957,-0.39964,-0.0434402,-0.201224,-0.179006,1.2124,17.2824,0.616748,1.4928,0.006206,-0.0247497,-0.204347,-0.000858003,-0.0252462,-0.0028126,-0.000100562,-0.369732,0.439456,-0.0081895,-0.0570918,0.0909776,-0.14656,1.23705,-1.74121,0.517556,0.0913457,0.493152,1.04284,1.63904,1.13446,-0.000663016,-0.00791738,-3.77622e-05,-0.00891714,2.75754e-05,0.0011066,-0.00122814,-0.00198153,-0.00353076,0.0307081,0.998283,-0.000960134,-0.0216125,-0.0467024,-0.000293805,-0.00220903,-0.000114553,-0.0032048,-0.00191363,-0.000143809,-0.000472944,2.27104,-2.01151,3.98863
Rajaasterias,-5.93772e-06,-0.000197529,-0.00574722,-5.70417e-06,0.000341046,-0.00395439,-0.00350392,-0.00341349,-1.86258e-05,-0.000310963,-0.00217478,-0.00475498,-3.60735e-05,0.0178391,0.327178,-0.00155234,0.00422765,0.0159717,0.00261588,-0.00856255,-0.0625798,0.189225,-0.00984376,-0.0536585,0.110003,0.00158755,-0.00688957,-0.0119219,0.12547,-0.000299851,-0.0889735,-0.0177243,-0.00624764,-0.000168695,-0.0218765,0.3518,-0.0385205,1.77794,-0.0064433,-0.00470456,0.659063,0.306388,0.191905,0.0327067,0.0196114,0.000717026,0.00115744,-7.32718e-05,-0.00569033,0.000327327,-6.79823e-06,0.0199632,0.0160353,-0.000308777,0.00274078,-0.00815105,-0.0415214,0.121269,0.0320673,0.199411,0.00281066,0.195878,0.0784375,0.0784178,0.114036,-0.00112489,-0.000136093,-6.38627e-06,-0.00062674,5.01322e-05,0.000330024,-0.000260584,-0.016323,-0.000626693,-0.0179081,-4.35572e-05,0.983905,-0.0227527,-0.0514268,-0.000304359,-0.00334367,0.000283041,-0.0033628,2.79692e-05,-0.000830463,-0.00209293,0.317135,-0.212781,0.377149
Rajaclavata,-2.94534e-06,-0.00360277,-0.000195256,-0.000224872,-0.000577421,-0.0117457,-0.00405888,0.00581082,-2.70842e-05,0.00852093,0.0239572,0.01711,-0.000216798,0.000924068,0.0173112,-0.000218814,0.0017589,0.0732729,0.00104183,0.0141632,0.0434957,0.093148,-0.00250482,-0.00162773,0.113403,-0.00257147,-0.00863703,0.003491,0.0315368,-0.00559864,-0.00378138,-0.0134802,0.00454144,0.0313186,0.0509777,0.139071,0.00313304,0.0501914,-0.00264648,0.0110458,0.145738,0.185348,0.0213262,0.0105719,0.00608649,-9.0578e-05,0.00233445,-1.77255e-05,-0.000489102,0.000173844,-1.12017e-06,0.00415343,0.0316883,-0.00105614,0.0196316,0.0270882,0.0115348,0.118822,0.0177528,0.00163158,0.00743517,0.0279763,0.0213442,0.0181199,0.0236754,-0.000204204,-8.57559e-05,2.20219e-07,-0.000231623,1.45117e-05,-7.00487e-05,-0.000121758,-0.00144568,-8.80863e-05,-0.00175531,-2.20773e-05,-0.000695441,0.994798,-0.00396064,-6.17161e-05,-0.000773803,-1.70413e-05,-0.00120269,-0.000249997,-0.000299708,-0.000305125,-0.0252681,-0.149319,0.0805383
Rajamiraletus,1.28337e-06,1.69484e-05,-0.000503821,2.27701e-05,6.57808e-06,0.000639579,-0.00100869,-0.000489112,-4.75442e-06,-5.63705e-05,-0.000365998,-0.0002471,5.93663e-06,0.000612406,0.012172,-0.0019379,0.00113248,-0.00200083,0.000700445,-0.00104814,-0.0146233,0.0624937,0.000550583,-0.00513112,0.0171604,-0.000308964,-0.00112295,-0.00746179,-0.00633293,-0.00433368,-0.0142086,-0.00898032,-0.0019887,-0.000136074,-0.00621161,0.15462,-0.00940882,0.145236,-0.00426551,-0.00330152,0.239948,0.300128,0.0271002,0.0134319,0.00503076,-0.000291231,0.000278483,-2.67721e-05,-0.000910386,-0.000291902,-1.96662e-06,-0.00178542,0.00529457,-0.000157705,-0.00465689,-0.00444863,-0.0274592,0.0989133,0.0269269,-0.00192741,0.000823624,0.0137137,0.0306158,0.0261989,0.0360765,-0.000161635,-0.000138311,-4.62618e-06,-0.000251216,1.71137e-05,2.73518e-05,-6.70764e-05,-0.00159876,-0.000119507,-0.00214719,-3.24128e-05,-0.00123044,-0.00290993,0.993757,-6.94316e-05,-0.000357637,1.4788e-05,-0.00034593,-0.000100156,-0.000186649,-7.93402e-05,-0.00815414,-0.155992,0.095792
Rajapolystigma,5.06786e-05,0.00543491,-0.00342414,0.00127248,0.00307572,0.0510795,-0.0567479,-0.0181441,-0.000364511,-0.00175212,-0.0143456,0.00355395,0.000471648,0.0176769,0.347679,-0.309513,0.0255095,-0.183301,0.0181845,-0.00506483,-0.631456,3.88845,-0.0183185,-0.0953648,0.914111,0.0280782,-0.0406869,-0.62851,-0.0823995,0.0415679,-0.308917,-0.324373,-0.0887385,-0.000251781,-0.145016,14.7397,-0.406049,0.942564,-0.0672696,-0.0434923,4.31014,3.78759,0.456815,0.111562,-0.0157809,-0.00636205,0.205008,-0.00056854,-0.0084696,0.00124122,-5.31035e-05,0.36894,0.407051,0.00177551,-0.125711,-0.379066,-0.134021,-0.120886,0.133458,2.11945,0.0662098,1.64792,0.551303,0.832421,1.10512,-0.00787742,-0.00170066,-0.000110078,-0.00881019,0.000680466,0.0024073,-0.00538228,-0.0478192,-0.00353448,-0.0883367,-0.000565428,-0.0206796,-0.134897,-0.198689,0.994784,-0.0217084,0.0010177,-0.0177163,-0.00497905,-0.0115477,-0.00311098,2.60887,-0.23034,3.57074
SSH,-6.24362e-06,-0.00212402,-9.95629e-05,-0.00015327,-0.0002361,-0.00642752,0.00435076,0.0108678,-0.000112806,0.00385487,0.00981864,0.0163661,-0.000116388,0.00380527,0.0439276,0.0105377,-0.000506165,0.0379894,-0.000858747,-0.014206,0.148454,0.535923,-0.00689255,0.0879418,-0.0455579,-0.00172233,0.000316151,-0.00253369,0.00647002,0.066853,0.327037,-0.0632812,0.0287263,-0.00434515,-0.00755443,0.0800352,-0.0187662,0.00930656,-0.00254153,-0.000393438,0.40391,0.138414,0.0233688,0.035334,0.0131192,0.000232109,0.0087201,-2.75652e-05,-0.000459864,-0.000520178,-3.50477e-06,0.0448757,0.0841257,-0.000910822,-0.00842138,0.0172908,0.00996376,0.0969032,0.0735701,0.0656646,0.0175371,0.0752793,0.0445495,0.0402744,0.0375283,-0.000581854,-6.4946e-05,-0.000133205,-0.000388998,-0.00102916,-0.00971555,-0.000890425,-0.011158,-0.000123453,-0.0028109,-2.23292e-05,-0.00085987,-0.00596554,-0.00470841,-7.94657e-05,0.995481,-0.0108016,-0.00666912,-0.00696515,-0.0018109,-0.00110852,-0.0855514,-0.131098,0.187512
SSS,1.59179e-06,0.000943458,-6.91087e-05,9.68436e-05,0.000277326,-0.00174666,-0.00238843,-0.00114459,-1.22202e-05,3.3511e-06,-0.000176116,0.000650482,-3.33661e-05,0.00029916,0.00201727,0.00162237,8.10661e-05,-0.000516048,-0.000945586,0.0536836,0.0101051,0.14078,-0.0016791,0.00998341,0.201749,-0.00164331,-0.0133275,-0.00620302,-0.0245303,-0.00969517,0.0524778,0.470498,0.00896596,-0.0343809,0.096504,0.00301053,0.15245,0.00501554,-0.00257276,-0.00299522,0.84602,0.0881883,0.00198526,-0.00986026,0.0163089,6.82777e-05,0.00496242,-3.95112e-05,-0.000320199,-0.000673901,-3.96718e-06,0.0114036,0.0312024,-0.00139406,0.0155719,0.0194423,-0.0263872,0.142818,0.150274,0.0731269,0.00696654,0.0982553,0.0516795,0.0358155,0.0430258,-0.00020039,-4.21593e-05,-0.010681,-0.000232057,-0.00747716,-0.0349233,0.000724277,0.0508935,-3.90908e-05,-0.000712168,-1.38344e-05,-0.000119771,-0.00144664,-0.00162373,-1.52952e-05,0.0118323,0.990782,0.0596123,-0.00263388,0.00127973,0.00126136,-0.104049,-0.217262,0.232028
Scyliorhinuscanicula,-6.943e-06,-0.0107309,-0.000287663,-0.000557726,0.000204287,-0.000979022,-0.00294276,-0.00200067,-8.71227e-05,0.000457761,0.002194,0.00420421,-2.22103e-05,0.00385125,0.0119422,0.0032247,-0.000233323,0.00230939,-0.000447607,0.00147668,0.405013,0.167005,-0.0086606,0.0028977,0.0168125,-0.00141796,-0.00334899,0.00175757,0.00563385,-0.0228217,0.0499148,-0.0375866,0.2081,-0.0132036,0.0436137,0.0267921,-0.00851341,0.00193083,-0.0015083,-0.0014371,0.208552,0.0952504,0.00591435,0.0209154,0.00802603,0.00016598,0.0131228,-1.47008e-05,-0.000490106,-0.000425932,-9.89047e-07,0.010828,0.0665951,-1.21476e-05,0.00500151,0.0177038,0.0064294,0.0896864,0.0367806,0.00942336,0.0140355,0.0319498,0.0214399,0.0179482,0.0221232,-0.000180987,-4.5423e-05,-0.000148007,-0.000146054,-0.00144157,-0.0129652,-0.0002204,-0.00304401,-4.74142e-05,-0.000902624,-1.20014e-05,-0.000249376,-0.00292685,-0.00171159,-2.51833e-05,-0.00191819,-0.01394,0.988118,-0.00765,-0.000570906,-0.000410922,-0.102686,-0.119477,0.0858042
Squalusblainville,1.96928e-06,0.00324398,-4.80979e-05,0.000232571,0.000408121,-0.00187202,-0.00263447,-0.000184092,4.69918e-05,2.59659e-05,3.0379e-05,-0.000118694,-0.000136118,0.000353112,0.000696684,0.00487388,0.00108505,0.00288872,-0.000557242,0.208837,0.00113846,0.23184,-0.00699055,0.00163874,-0.0443345,-0.00119274,0.000574469,-0.00635902,-0.0285016,-0.0147627,0.164325,0.0980805,-0.00148112,-0.0453235,0.00426638,0.00326156,0.0397826,0.00292887,-0.00243871,-0.00162058,0.931543,0.0646236,0.000245386,-0.00291753,0.0132135,4.08946e-05,0.00284289,-4.22788e-05,-0.000273885,-0.000706004,-4.49498e-06,0.0178169,0.057541,-0.000612473,0.00057179,-0.012802,-0.0278537,0.104859,0.186355,0.0799827,0.0109443,0.0883209,0.0566553,0.0321962,0.0448245,-0.000209001,-3.11473e-05,3.1035e-05,-0.000391171,-0.000294871,-0.00146424,7.06987e-05,0.0180661,-3.75359e-05,-0.000756379,-1.61741e-05,-9.97445e-05,-0.00181121,-0.00168635,-2.04414e-05,0.00354035,-0.00168044,0.0225181,0.996596,-7.54475e-05,0.000252841,-0.0941472,-0.171718,0.20127
Torpedomarmorata,-3.96433e-06,-6.6595e-05,2.65999e-05,0.000175645,-0.000162844,0.00142461,-0.0256735,-0.00534829,-0.000513608,0.00278455,-0.00209088,0.0153804,-8.99113e-05,0.00112919,0.0388272,0.00964229,-0.00178851,0.0198293,-0.00109694,-0.0356514,-0.12484,3.49091,-0.0107901,-0.0128282,-0.116258,-0.000989404,0.00402938,-0.0128175,-0.0282349,-0.0094408,0.47256,-0.312426,-0.0612937,-0.000849002,-0.0375487,0.0778244,-0.0838934,-0.00131535,-0.0048411,-0.00205562,0.91715,0.179647,0.00627514,-0.0580104,0.0154464,0.000152489,0.00354293,-7.00627e-05,-0.000468093,-0.00166298,-1.06311e-05,0.1918,0.401829,-0.00150917,-0.0206932,-0.0541905,0.068062,0.0228221,0.251935,0.29156,0.0783625,0.232243,0.0906586,0.102712,0.0616421,-0.00315423,-8.48967e-05,-0.000239716,-0.000490265,-0.000580266,-0.00942536,-0.00187923,-0.0226891,-0.000407208,-0.0102908,-2.8598e-05,-0.00153901,-0.0164895,-0.0155787,-0.000299729,-0.0146781,-0.0116194,-0.0133622,-0.0119026,0.98997,-0.00209757,-0.180549,-0.0368339,0.570334
Torpedotorpedo,-2.74066e-05,-0.000994795,-0.000164971,-0.00033078,7.25896e-05,-0.0285238,0.00152533,-0.0039795,-0.000252768,0.0435671,0.130771,0.183079,-0.000561847,0.0306211,0.392299,0.0137769,-0.00113875,0.17804,-0.00366386,-0.0520782,1.01236,0.589433,-0.0332134,-0.00181189,-0.115322,-0.00557932,-0.00181145,-0.00161619,0.0616444,0.992212,1.51378,-0.084913,-0.00207539,-0.0191904,0.0560552,0.065119,-0.0281616,0.0212981,-0.00554567,0.00248282,1.36935,0.249733,0.0689167,0.0245799,0.0689636,0.00224199,0.025346,-8.20994e-05,-0.000921777,-0.000927102,-1.02289e-05,0.131282,0.210848,-0.0040639,-0.0514966,0.144502,0.0987735,0.287583,0.208151,0.347336,0.0481442,0.352251,0.122438,0.106252,0.0999754,-0.00106201,-0.000117952,-0.000178652,-0.00159164,-0.00135832,-0.0130459,-0.00241061,-0.025715,-0.000376914,-0.00929309,-6.45308e-05,-0.00554511,-0.0282805,-0.0134302,-0.000157721,-0.0140876,-0.0146334,-0.0197382,-0.0110584,-0.00329554,0.993479,-0.215839,-0.293613,0.565668
DC,-6.4232e-06,0.000538592,9.39662e-05,1.56642e-06,0.000562729,0.00213366,0.000912031,0.00170798,-2.57309e-05,0.000142119,0.000235062,0.00025638,-4.60128e-06,4.70206e-05,0.000875691,0.00131889,0.000250311,0.00168588,0.000331991,0.00183277,0.0142653,0.0150098,0.000227379,0.0036138,0.0701007,0.00830004,-0.000230694,0.0085797,0.00318744,0.044943,0.00992048,0.0166884,0.00193384,0.000964864,0.0263087,-0.0139958,-0.0517956,-0.0133176,-0.00102313,0.00204163,0.111543,-0.228702,0.016867,0.0729815,-0.0411556,-0.00106932,-0.01592,1.50895e-05,0.000706833,0.00295947,3.34826e-07,0.00578359,0.0156888,0.00219187,0.00461201,0.0212973,0.0105351,0.0115167,0.0724801,0.00434668,0.00400558,0.0188242,0.00881042,-0.0104982,-0.000432332,-3.60331e-05,0.000119161,5.68582e-06,0.00015583,-4.42176e-05,0.000187564,-8.34467e-06,0.000443394,3.52461e-05,0.000209432,2.27227e-05,8.03691e-05,0.000744022,0.00203009,1.15125e-06,-2.50741e-06,-1.96169e-05,0.000388743,3.76054e-05,-3.36108e-05,-2.59889e-05,0.928236,0.00125502,-0.0619327
SPOM,-1.91898e-07,1.54349e-05,2.73352e-06,-1.06149e-06,1.97317e-05,6.98686e-05,2.35114e-05,0.000181924,5.55245e-06,1.34313e-05,1.20521e-05,1.47029e-05,-7.5284e-09,5.31914e-06,3.66733e-05,3.07596e-05,5.82077e-06,4.47182e-06,-6.04079e-06,0.000142346,-0.000170023,-6.09792e-05,4.3838e-05,0.000123545,0.00405534,0.000113116,-6.74165e-05,0.000784865,0.00111002,-0.000931084,0.000724372,0.000741162,8.82665e-05,-7.02606e-06,-6.40696e-05,-0.00047362,0.000407189,1.86778e-05,0.000109997,-4.10871e-05,-0.0187761,0.00564634,-0.00328798,0.00643195,0.00119867,5.00922e-06,0.000171035,3.82899e-07,2.65658e-05,-0.000257702,-3.12062e-06,-0.000422298,-0.00130942,-0.000140746,0.00312546,-0.0148912,0.0739623,-0.369406,0.0261086,0.213253,-0.00068055,0.122526,-0.000637353,0.0146728,0.00336199,-9.04467e-07,-2.08029e-06,3.41896e-07,2.55659e-07,-1.92205e-06,8.61006e-06,-9.46479e-07,1.30559e-05,-8.29328e-07,9.19116e-06,-5.07596e-07,4.30479e-07,3.13833e-05,5.67796e-05,7.67462e-08,2.64718e-06,6.81534e-07,1.90359e-05,6.85934e-06,4.15576e-07,-6.31212e-07,0.000764432,0.536624,-0.0551226
BD,-4.27809e-07,1.75932e-05,5.8624e-06,-1.90893e-06,1.67416e-05,-1.95231e-05,7.47824e-05,0.00022181,1.26289e-05,2.09221e-05,3.30963e-05,1.15959e-05,-6.47748e-07,-8.99899e-06,-3.87121e-05,0.000166899,4.63173e-05,0.000295261,6.08868e-05,-8.00201e-05,-0.00166303,-0.000610041,6.17332e-05,2.42497e-05,-0.00781743,0.000275541,0.000620314,0.00132241,-1.46225e-05,-0.00595016,-0.000282021,0.000749235,9.11118e-05,0.000344362,-0.0019685,-0.00127209,0.000262469,-0.000448045,0.00039095,0.000723985,0.02684,-0.0227804,-0.00622146,-0.045387,-0.00295795,6.63523e-06,-7.26835e-05,-1.73821e-05,-6.30035e-05,-0.000183413,-3.61562e-06,0.0038428,-0.00254482,-0.00103947,-0.00684086,-0.00189302,-0.000161772,0.0246541,-0.295999,0.136308,-0.000555165,0.083378,-0.00186448,0.0983199,0.0192293,4.56407e-06,1.10044e-05,-9.38288e-07,1.31492e-05,-1.06599e-06,2.28622e-05,3.243e-06,4.05433e-05,5.28913e-06,4.64717e-05,2.25758e-06,7.43682e-06,9.05296e-05,0.0001427,7.8932e-07,1.20529e-05,-1.85419e-06,4.63878e-05,2.3391e-06,2.69914e-06,2.3948e-06,0.00306244,-0.0773185,0.596847
