SHKRAY,SB,MM,TUR,XIP,THU,LPL,MPL,SPL,HAK,HAK1,HAK2,HAK3,HAK4,MUL,MUL1,MUL2,MUL3,TRA,PAG,DFS,DFH,DSM,DSP,DSR,MSC,MSG,MSP,ENG,SAR,EPI,CEBH,CEBS,CEPH,CEPS,DNS,DNH,DRS,DRH,ARF,PWL,SUP,MbO,MbFF,MbDF,MbC,MbPAR,MbSCA,MbH,MbGRA,MbSF,MbPF,BO,EUP,ZG,ZL,ZM,ZS,PB,BB,PS,DF,PL,MB,SG,MA,RAY,SHK,DC,SPOM,BD
HAK2,-2.88835e-06,-0.00379905,-1.94537e-06,-0.000103956,-0.001033,-0.0559444,-0.00852609,-0.0050867,0.000461472,0.000230626,0.987913,-0.0166938,-0.00111696,-0.000163504,-0.00118727,-0.00121579,-0.000647932,0.378026,-0.000174503,-0.0312359,0.0016872,0.112469,0.000314255,-0.00198799,0.102675,-0.00982309,-0.0155117,0.029184,-0.00236265,-0.000296052,0.00532997,-0.0171529,0.00443473,0.000609399,0.229518,0.00601173,-0.0091282,-0.00454678,0.00238921,0.0149483,0.0664677,0.0748527,0.000256215,-0.00147852,0.00365117,-3.59468e-05,0.000939285,-8.83426e-06,-0.000146481,0.00173467,-6.98166e-07,0.0074004,0.107108,-0.00360539,0.0753427,0.0339903,0.127391,0.136483,0.0164414,0.0572324,0.0230106,0.0597933,0.0106701,0.010499,0.00755524,-0.0436734,-0.0159576,-0.056186,-0.0853243,0.060538
HAK3,-6.7717e-06,-0.00637221,-6.9141e-05,-0.000163514,-0.00186488,-0.100167,-0.0121117,-0.00620085,-9.42522e-05,-0.000462151,-0.0190489,0.97133,-0.00191294,-9.84024e-05,-0.00105779,-0.00069978,-0.000444782,0.662609,-0.000202383,-0.00135751,0.0700354,-0.0135637,-0.00162997,-0.0029643,0.0131595,-0.0164344,-0.0165451,0.0564286,0.00786973,-0.000859226,0.00166453,-0.00669997,-0.00242888,0.00968552,0.255594,0.0158098,-0.000396323,0.0208628,-0.00119295,0.0232479,0.0521488,0.0222573,0.00125593,-0.000256613,0.00389027,3.66953e-05,0.00109121,-5.56147e-06,-0.000130447,0.00318513,-2.44347e-07,0.00328474,0.0309516,-0.00565174,0.108701,0.0462889,0.190131,0.167776,0.0235838,0.0659878,0.00838308,0.0551385,0.0078389,0.00133516,0.00408787,-0.0395145,-0.0218159,-0.0520223,-0.076148,0.0202289
HAK4,-7.25699e-05,-0.0649067,7.45326e-05,-0.00145436,-0.0206827,-1.16793,-0.14257,-0.0694124,0.0120739,0.0144602,-0.185264,-0.300149,0.978742,0.000803774,-0.000309431,0.00746102,0.00306351,7.72826,-0.000958104,0.586931,0.576766,0.012894,-0.031744,-0.011861,0.216679,-0.175332,-0.196532,0.651262,-0.0170704,-0.0145434,0.115094,-0.0371616,-0.0526372,0.0559022,0.00633599,0.238449,0.00120049,-0.014271,-0.00812873,0.182147,0.466674,0.232189,0.00958557,0.0302366,0.0183128,-0.000205999,0.00307808,-3.3648e-05,-0.000365052,0.0362675,-2.65879e-06,0.00686406,0.882273,-0.059489,0.720289,0.53647,2.35685,1.52469,0.143103,0.818267,0.202186,0.658803,0.0658416,0.00256753,0.0364436,-0.0624125,-0.0221076,-0.0337314,-0.335518,0.0122012
MUL,3.70443e-07,-8.86124e-06,4.94389e-06,-3.63963e-06,0.000126256,0.000539264,0.000405789,-0.00129795,-1.87824e-05,-3.99384e-06,-0.0001619,-2.3721e-05,2.02095e-05,0.999596,-0.000984448,-0.000898752,-0.000346152,-0.00027067,-0.000151732,-0.0319677,-0.0113421,-0.0123287,-0.00575494,-0.00115152,-0.0132002,0.000128742,0.000676756,-0.00312072,-0.00351301,-0.012057,-0.00879563,-0.00027063,-5.20056e-05,0.00255492,-0.0104912,-0.00770161,-0.00881086,-0.00333669,-0.00113279,-0.00118399,0.118072,0.0341492,0.000780921,-0.00337568,0.11883,0.000215344,-0.00221503,-2.61668e-05,-0.000114002,3.91076e-06,-4.58258e-06,0.119736,-0.0188863,-0.00140233,-0.0124278,0.100454,0.0977906,0.101739,0.141456,0.108574,0.000433703,0.110658,0.0335013,0.0658512,0.0200506,-0.0123539,-0.0140668,0.0179601,-0.0963438,0.376179
MUL1,1.36142e-06,0.0004961,-1.48939e-05,1.08219e-06,0.000489879,0.00102452,0.000481041,-0.00339535,1.05225e-05,-0.000207935,-0.000652484,-0.000464274,1.7621e-05,-0.000329728,0.997102,-0.000872478,-0.000516805,-0.00177748,-0.000339733,-0.0212546,-0.0276792,-0.0199655,-0.0304058,-0.00292745,-0.0254491,-0.000695864,-1.01286e-05,0.000462317,-0.00858305,-0.00695155,-0.00963184,-0.0041196,-0.00153898,0.00228345,-0.0131674,-0.0159998,-0.00422076,-0.0108195,-0.000757144,-0.00213846,0.222622,0.0359469,0.108689,0.0757021,0.0915786,0.00497107,0.016977,-1.51365e-05,-0.000376902,-0.000281374,-3.2489e-06,0.0183207,-0.0121988,-0.00065851,0.0149135,-0.0112439,-0.0154475,0.041608,-0.0526384,0.0627237,-0.00290929,0.0441645,0.0400722,0.055479,0.0274894,-0.0753561,-0.0372287,-0.0540534,-0.0803936,0.250586
MUL2,2.69015e-06,-0.000295982,2.62602e-05,2.87735e-06,2.39875e-06,0.00187175,-0.000473228,0.000110004,-2.30343e-05,-7.84902e-05,-0.000350193,0.000285492,7.57995e-05,-0.000285415,-0.00109653,0.984452,-0.00121982,-0.00738135,-0.000553446,-0.0942037,-0.0266626,-0.00926375,0.00247085,-0.00346889,-0.00382969,0.000145752,0.000612672,-0.0206507,-0.00094537,-0.00162242,-0.0145476,-0.00143432,-0.00034718,0.0048943,-0.00505522,0.496198,-0.00684717,-0.00322149,-0.00061819,-0.00189353,0.0262256,0.0550028,0.0257651,0.306226,0.066845,-0.000653746,0.00626984,-3.77552e-05,-0.000524023,-0.000401095,-3.56096e-06,0.00482474,-0.0174517,1.7223e-05,-0.00834234,-0.0162434,-0.0231417,0.0480269,-0.0142144,0.0118566,-0.004184,0.00858073,0.0490233,0.0622744,0.0613834,-0.0195702,-0.00758808,-0.0267642,-0.0877367,0.0967648
MUL3,1.08294e-06,-0.000526267,-6.74639e-05,-0.000169334,-2.60776e-05,0.00182044,-0.000607464,-0.00033119,-4.30132e-05,-0.000306815,-0.0019574,-0.000900059,9.29023e-05,-0.000495064,-0.00228469,-0.00666376,0.997808,-0.00605617,-0.000946628,-0.130141,-0.0225413,0.0384106,0.00199955,-0.00254472,-0.0111735,-0.00201645,0.000735581,-0.00449503,0.000315619,0.000543438,-0.0091503,-0.0068573,-0.000829237,0.0025299,0.364751,0.0735398,-0.019969,-0.00576993,-0.00211314,-0.00757805,-0.0610088,0.114746,0.282386,0.428188,0.224602,0.00410243,0.0151484,-3.91078e-05,-0.00118349,-6.47952e-05,-6.5614e-06,0.0055253,-0.0184455,-0.00104436,0.056014,-0.0097421,-0.0201192,0.0877686,-0.0609199,0.041308,-0.00411462,0.0355574,0.0915357,0.100004,0.0615327,-0.0313937,-0.00146136,-0.0880728,-0.130853,0.19883
TRA,-7.98275e-06,-0.00776199,9.264e-06,-0.000191294,-0.00238589,-0.132651,-0.0159865,-0.00760487,-0.000118336,-0.000203009,-0.0237786,-0.0364592,-0.00237585,-3.93547e-05,-0.000159038,-0.000863317,-7.07422e-05,0.881313,-5.64104e-05,-0.0077153,0.0292293,-0.00883098,-0.000653188,-0.000648505,0.0340971,-0.0197248,-0.022496,0.0766358,-0.000770638,0.00157037,0.00293424,-0.00398293,-0.00462411,0.0099388,-0.0039067,0.0260294,0.000625292,-0.00167797,-0.000619716,0.00675921,0.0268069,0.0178682,8.23327e-05,0.00209441,0.000381049,-3.90234e-05,0.000155029,-2.09014e-06,-1.83716e-05,0.00414203,-1.78503e-07,-0.00038494,0.0293853,-0.00662976,0.0777112,0.0596411,0.255648,0.154352,0.0111594,0.0837111,0.00872629,0.0591546,0.00505808,-0.000895578,0.00249816,-0.00460832,-0.000708913,0.0062532,-0.0211337,-0.00593375
PAG,-2.53926e-07,-0.0161837,2.18076e-05,3.76805e-05,0.00014232,1.95165e-05,-0.000244763,-0.000581284,-6.85724e-06,-0.000166075,-0.000360127,-0.000219969,6.30867e-06,-0.00020598,-0.00136006,-0.00217183,-0.00071919,-0.00292922,0.998332,-0.00300769,0.0623131,0.020652,-0.00480361,-0.00299484,-0.0189985,-0.000689379,-0.000341738,-0.003053,-0.00276736,-0.00850909,0.0890311,0.0803254,-0.00854688,-0.00707472,0.0506151,0.0188424,0.00720524,0.00696694,-0.00159235,-0.00438723,0.0483744,0.120725,0.0185572,0.580282,0.171864,-0.000982369,0.112382,-1.11143e-05,-0.000898792,-0.000116993,-2.26747e-06,0.0036638,0.00626937,-0.000439,0.000962882,-0.00122401,-0.0207973,0.0939562,-0.0362778,-0.0048236,0.00116515,0.00185387,0.0899646,0.118393,0.080225,-0.0143824,-0.00418909,-0.0574986,-0.149968,0.177476
DFS,2.38099e-07,0.00437692,5.92347e-06,0.000304242,0.000232642,-0.00875391,-0.00116971,-0.00277467,0.00037297,0.000458893,0.00376748,-0.00165242,-0.000600744,0.00184722,0.00258394,0.0231397,0.00576839,0.00796745,-0.000162451,0.989138,0.0902983,0.0318891,-0.0314934,-0.00354883,-0.0835189,-0.00234035,0.00143022,-0.00983523,-0.00925289,-0.0104231,0.0199661,0.00882442,-0.0119517,-0.0446916,0.0402442,0.0121264,0.00108159,-0.000760785,-0.00114943,-0.00119489,0.194234,0.03598,0.00153765,9.09071e-05,0.00696646,7.09462e-05,0.000347677,-1.17663e-05,-9.55658e-05,0.000370487,-1.2111e-06,0.00278678,0.129094,-0.00108098,0.0361968,0.0159968,0.0185218,0.0639263,0.0178182,0.0383023,0.0264929,0.056313,0.0140964,0.0140066,0.011926,-0.00637386,-0.0149484,-0.0390729,-0.0702876,0.0839416
DFH,-1.418e-05,0.000845619,-1.76136e-07,5.05207e-05,0.000385419,0.00225091,0.000370902,-0.00171027,-0.000131862,-0.00139435,0.000124235,-0.000363396,1.18563e-05,-9.63401e-05,-0.000547547,-0.000635352,-0.000106719,-0.0107035,-0.000511197,-0.0141994,0.975686,0.00150648,-0.0179008,-0.00857967,-0.0227,6.22085e-05,0.00034677,-0.0054378,-0.00832441,-0.0528806,-0.00384514,-0.00468414,-0.00921803,-0.00293183,-0.00138838,0.00954253,0.000682852,0.00103382,-0.000649175,-0.000512711,0.24866,0.00513341,-0.00134455,0.00036588,0.00270999,0.000327252,0.00219722,-1.17027e-05,-5.23026e-05,-0.000328058,-1.79537e-06,0.00168064,0.0947711,-0.000214231,-0.00126284,0.0187766,0.0165067,-0.0182103,0.0257074,0.0708109,0.0197442,0.0760946,0.0141761,0.0185342,0.0135572,-0.00130225,-0.0059207,-0.0223627,0.0251916,0.0929079
DSM,-1.18321e-06,0.000139404,2.70676e-05,8.98783e-05,-2.18541e-05,0.00177773,-0.00937584,-0.00220305,-0.000142264,-0.000305146,-0.00362641,1.60552e-05,-2.08227e-06,-0.000131607,-0.00053443,-0.000547784,-0.000417555,-0.00216708,-6.85366e-06,-0.00722162,-0.0365487,0.971778,-0.00260523,-0.00600547,-0.022294,0.000126311,0.000920732,-0.00332353,-0.00652559,-0.00578837,-0.00959768,-0.0834301,-0.020557,0.00136185,-0.00982125,0.00429101,-0.0218235,-0.00255668,-0.000816862,-0.000339933,0.173542,0.0175422,-0.00465636,-0.0226413,0.000713706,1.01699e-05,-0.00113368,-1.40181e-05,-3.25154e-05,-0.000369987,-2.4539e-06,0.0449063,0.110835,-0.000286722,-0.00511471,-0.0148113,0.0241531,-0.0235836,0.0562315,0.0826429,0.0216307,0.0619632,0.016106,0.0232218,0.0103238,-0.0111934,-0.014277,-0.0305905,0.0343109,0.132219
DSP,-1.32512e-05,-0.0153789,4.6071e-06,0.000181266,-0.016075,-0.0165662,-0.0110079,0.0955192,-6.28859e-05,-0.000687372,0.000228459,-3.14269e-05,-1.7175e-05,0.00113371,0.0147971,0.00146872,0.000545639,-0.0121782,0.000230391,0.0642077,0.461637,0.0514146,0.982971,0.0038738,0.0396849,-0.00298889,0.0422651,0.00244301,0.00479461,0.000130448,-0.00649735,-0.00927314,-0.0145848,-0.031441,5.39548e-05,0.0115633,-0.000793462,0.000519217,-0.000716271,-0.000733161,0.166626,0.0371583,0.00253291,-0.000798039,0.00533245,0.000260164,0.00157323,-9.121e-06,-9.58617e-05,-0.000286484,-6.38964e-07,0.002502,0.0582855,-0.000969834,-0.00626877,0.0962658,0.00266394,0.0702111,0.0241729,0.00954368,0.0155092,0.0714286,0.0112986,0.00824269,0.00963381,-0.00573034,-0.0133593,-0.0520317,-0.089959,0.0577379
DSR,-2.37145e-05,0.00168369,-0.000191997,7.42524e-05,-0.00151732,0.000564386,-0.000301672,-0.00145003,-6.95902e-05,-0.00026381,-0.000163157,-0.000293077,4.22984e-06,-0.000125506,-0.000909827,-0.00102619,-0.0001608,-0.00180731,-0.000124992,-0.00196744,0.0625869,0.0144663,-0.00567196,0.993208,-0.0198668,-0.000414687,0.000678865,-0.00337715,-0.00785339,0.00304531,-0.0292118,-0.00691215,-0.0312442,0.00134401,-0.00228534,0.0243346,-0.00443335,0.0645837,-0.00142503,-0.00146814,0.173977,0.0872236,0.0325312,0.0431138,0.0202165,0.00129413,0.00368549,2.073e-05,-0.000405856,-0.000273757,-1.87545e-06,-0.0010603,0.0449407,-0.00058939,-0.00522646,0.0507483,-0.00193575,0.0499928,-0.00919737,0.0361511,0.0110163,0.0651427,0.0225705,0.0296556,0.0296469,-0.00612536,-0.0446841,-0.0349045,-0.0734291,0.122433
MSC,1.25719e-06,0.00147889,-1.39935e-05,3.022e-05,0.000191943,0.00719468,-0.00139163,-0.0116844,-4.61705e-05,-0.000356933,-0.000806847,0.000277079,1.86502e-05,-5.18701e-05,-0.0002602,1.86072e-05,-1.23928e-05,-0.00723263,9.64791e-07,0.00173915,-0.00474645,-0.00770751,0.000846263,-0.000899582,0.920838,0.000137166,-0.0557163,-0.00790102,-0.00625996,-0.0136356,-0.00344888,-0.0187226,-0.000602724,-0.0207435,-0.00415816,-0.00222475,-0.00450521,-2.73017e-05,-0.000299501,-0.000798532,0.206689,0.0707337,-0.00124544,-0.0147827,0.00283745,-2.38652e-05,0.00273203,-1.58207e-05,-0.000172643,-0.000362753,-1.74973e-06,-0.0026238,0.0162886,-0.00102201,0.00131471,0.109702,0.02096,0.0874423,-0.0326911,0.0495875,0.00768837,0.0972667,0.0128547,0.0368151,0.0173225,-0.00358126,-0.00226331,-0.0467933,-0.111256,0.221747
MSG,2.16344e-06,-5.71424e-05,-8.53667e-06,3.47331e-05,0.000123689,-0.0692034,-0.000865092,-0.00320983,-2.04502e-05,5.20048e-05,0.000794006,0.00116058,7.30995e-05,-1.97048e-05,-0.000107414,-7.65244e-05,1.27148e-06,-0.0267917,-1.57458e-05,-0.000748384,-0.00174774,-0.000482053,4.54637e-05,-0.000334791,-0.0245663,0.948458,-0.00923979,-0.0148635,-0.0121364,0.00611081,-0.000830642,-0.00221199,-0.000266963,-0.000929772,-0.0236731,-0.000370392,0.00233825,0.000815625,-0.000480197,-0.00176784,-0.0254498,0.0303072,0.00349482,-0.00735366,0.00251203,5.2462e-05,0.000849381,-2.47789e-06,-8.13358e-05,-0.000441277,-3.32855e-07,-0.00124693,-0.0183566,0.254925,0.209864,0.149791,0.137531,0.130771,-0.0235702,0.0624168,0.0025696,0.108301,0.00414847,0.00353759,0.000341031,-9.03661e-05,5.90533e-05,-0.0655879,-0.0314688,0.0255288
MSP,3.75266e-06,-0.0129992,-1.26624e-05,0.000240015,-0.00600684,-0.109295,-0.0024495,-0.0142404,-9.62374e-05,-0.000382324,0.000436257,0.0019334,0.000126322,-6.9332e-05,-0.000476934,-7.60954e-05,-3.63172e-05,-0.0464562,-3.79177e-05,-0.00185647,-0.0171558,-0.0112583,-0.014597,-0.00112652,0.729995,-0.015672,0.935593,-0.019494,-0.0222548,-0.0175064,-0.00467448,-0.0246479,-0.00314358,-0.0479412,-0.00665109,-0.00308134,-0.00499182,0.000511403,-0.00027153,-0.00104049,0.180501,0.0630285,-0.00172346,-0.0148048,0.00406113,1.79516e-05,0.00264918,-1.27795e-05,-0.000158211,-0.000590967,-9.3608e-07,-0.00301729,0.0535836,-0.00512403,-0.0145465,0.120429,0.00148649,0.0999947,-0.0120003,0.0143962,0.015535,0.0870089,0.0101383,0.0230389,0.0127674,-0.00242836,-0.00146875,-0.0782687,-0.138277,0.155085
ENG,-9.30288e-05,0.00171443,4.33749e-06,-0.000968315,-0.000208892,0.00189182,-0.00128047,-0.00372443,-0.000165793,-7.60111e-05,0.00099397,0.00152015,9.77291e-05,-4.45382e-05,-2.80597e-05,-0.000775946,-3.26478e-05,-0.0361482,-1.77681e-05,-0.000759646,-0.00763713,-0.00231269,-0.000612047,-0.000999048,-0.0242247,-0.00176668,0.000784613,0.970845,-0.00339397,-0.0247989,-0.00124768,0.00020778,-0.00554428,-0.0213335,-0.00597058,0.0283305,-0.0014013,0.000142199,-0.000400842,-0.0009111,-0.0230405,0.0134811,0.00133936,0.00556774,0.00085932,7.84241e-06,0.000406133,2.95417e-06,-5.08912e-06,-0.000241666,1.1974e-06,-0.000638962,0.0365837,-0.00311282,0.0275595,0.415438,0.263109,0.211824,0.0427564,0.043921,0.0244017,0.22722,8.72738e-05,-0.0201391,-0.00386221,-0.000448001,0.000176948,-0.0170896,-0.0746959,-0.0996513
