SHKRAY,SB,MM,TUR,XIP,THU,LPL,MPL,SPL,HAK,HAK1,HAK2,HAK3,HAK4,MUL,MUL1,MUL2,MUL3,TRA,PAG,DFS,DFH,DSM,DSP,DSR,MSC,MSG,MSP,ENG,SAR,EPI,CEBH,CEBS,CEPH,CEPS,DNS,DNH,DRS,DRH,ARF,PWL,SUP,MbO,MbFF,MbDF,MbC,MbPAR,MbSCA,MbH,MbGRA,MbSF,MbPF,BO,EUP,ZG,ZL,ZM,ZS,PB,BB,PS,DF,PL,MB,SG,MA,RAY,SHK,DC,SPOM,BD
SAR,-5.33075e-05,0.000792317,-4.22006e-06,-0.000483833,-0.000646766,-0.0236097,-0.00151135,-0.000980295,4.00892e-06,-4.91064e-06,0.000608069,0.000529116,5.36685e-05,-0.000102381,-0.000389174,0.000129509,1.87316e-05,-0.0193217,4.58322e-05,-0.00104965,-0.0178061,-0.0122294,-0.000770082,-0.00104867,-0.0351063,-0.00434186,-0.00197271,-0.0061769,0.973368,-0.00931196,-0.00962737,-0.00716384,-0.0110629,-0.00271459,-0.0142215,-0.00650325,-0.00346184,-0.00247525,-0.00117527,-0.00064406,0.720612,-0.00748641,-0.0042099,-0.0256785,0.00706488,8.7777e-05,-0.000349144,-2.54666e-05,-2.84201e-05,-0.000524548,-2.69241e-06,-0.00461707,-0.00895778,-0.00167999,0.0404828,0.0379032,-0.0175013,0.0591069,0.154856,0.0590492,-0.000308895,0.0860476,0.0345394,0.00938733,0.0265993,-0.0019196,-9.15516e-05,-0.0244364,-0.0847647,0.0927277
EPI,-6.3426e-06,-0.000342735,-3.01771e-06,1.05778e-05,-8.34822e-06,-4.37334e-05,0.000127232,-0.00108075,-3.18005e-05,-0.000211711,-3.45605e-05,-4.76377e-05,-3.00171e-07,-2.26252e-05,-5.37082e-05,-3.31323e-05,-1.6289e-05,8.43263e-05,-1.46435e-05,-0.000333083,0.0120964,-0.00122466,-0.000656576,-0.000918202,-0.00801867,0.000788286,0.000174376,-0.00472644,-0.00115941,0.982316,-0.00200993,-0.000993821,-0.000533796,-0.000516827,0.00576349,-0.000152621,0.00134126,0.000148759,4.55022e-05,0.000295083,0.0416228,0.00694623,-0.00147096,-0.00528701,0.00177327,4.44435e-05,0.000498257,-6.51293e-06,-2.68557e-05,-0.000153608,-1.5988e-07,-0.000213517,-0.00135186,-0.000963209,-0.0705149,0.121811,0.05538,0.0681677,0.00248432,0.126936,0.00470427,0.127394,2.79736e-05,0.00297311,0.0118782,-9.45155e-05,-0.000932766,-0.0304882,0.00103105,0.01851
CEBH,1.1893e-06,0.000377365,-0.000100574,-0.000197111,0.000148468,0.000480228,-0.000627739,0.000106484,7.06343e-06,-3.23922e-05,-0.000444546,-0.000113673,-3.78112e-06,-0.000199665,-0.000659293,-0.000810966,-0.000116651,-0.0033653,-0.00180051,-0.0081932,-0.015914,-0.0058634,0.000713174,0.00210709,-0.0362031,-0.000113836,0.00174699,-0.00171554,-0.0134561,-9.84283e-05,0.985319,-0.00459367,0.00823082,-0.0124093,-0.00862406,0.017917,-0.00640092,0.0193545,-0.00214227,-0.00128155,0.461104,0.0896305,0.0102547,-0.00923918,0.0124581,-5.68688e-05,0.00911035,-2.26961e-05,-0.000282643,-0.000456396,-3.04959e-06,0.0590561,-0.00505147,-0.000192637,-0.0073216,-0.0110205,-0.0243214,0.0534899,0.0806842,0.0415704,-0.00149495,0.0390099,0.0406952,0.0252359,0.0270241,-0.00316013,-0.0218589,-0.0238698,-0.0985272,0.145948
CEBS,1.13584e-06,-0.00109598,-9.92234e-06,-3.0241e-05,8.56761e-05,-0.00555594,-0.0028454,-0.00167891,-3.63854e-05,-0.000143195,-0.000571559,7.81777e-06,1.18459e-05,-0.000118254,-0.000508032,-0.000251121,-0.000159795,-0.00348866,-0.00148157,-0.00582805,-0.0150129,0.114901,-0.000124722,-0.00229481,0.0512979,-0.00120223,-0.00277413,-0.00267911,-0.0137737,-0.00747601,-0.0114127,0.955064,-0.00396017,-0.00936967,0.0223612,-0.00326723,0.211524,-0.00219916,-0.001708,-0.00266931,0.411769,0.0620837,0.00361694,0.00482793,0.0120341,-4.22008e-05,0.00393088,-1.82428e-05,-0.000153384,-0.000289556,-1.61304e-06,0.00857672,0.0265246,-0.000482415,0.00379722,0.00123496,-0.0184994,0.0892752,0.0910979,0.0192888,0.0053143,0.036966,0.02787,0.012419,0.0206358,-0.0019565,-0.017046,-0.0280006,-0.13453,0.0799918
CEPH,-7.6782e-06,-0.0505253,-0.00123851,-0.0026302,0.000609756,-0.00436698,-0.0187158,-0.00476304,-8.19405e-05,-0.000289816,-0.00210363,-0.00047318,3.47011e-06,-7.53443e-05,-0.000663415,0.000118343,-7.88389e-05,-0.00357117,-0.000230796,0.00531719,0.0816848,0.112811,-0.00165279,0.0217571,-0.0421389,-0.000673725,-0.00271082,0.0284554,0.0508071,-0.00693807,-0.0481387,-0.0161976,0.982694,-0.0490823,-0.0091198,-0.00331074,-0.00712015,-0.00159766,-0.000974724,-0.000810316,0.151714,0.0480493,0.00194895,0.0480109,0.00482159,-7.55993e-05,0.0466372,-2.42557e-06,-0.00121993,-0.00012159,6.49731e-07,0.000358228,0.060386,-0.000562075,-0.0109854,0.0193188,0.0432313,0.0641249,0.0206605,0.0258599,0.0129276,0.0340618,0.0169817,0.0177528,0.0353323,-0.00330891,-0.0380685,-0.0181863,-0.0632323,0.0609645
CEPS,-8.87071e-06,-0.0780306,-2.16034e-05,-0.00552502,-0.0109222,-0.00373092,-0.00462935,-0.00285085,-2.08669e-05,-0.000199827,0.00075724,0.00107713,0.000105546,1.76154e-05,-0.000130362,0.000544297,4.51117e-05,-0.0461143,-0.000370976,0.0300478,0.0309296,0.00352536,0.00102425,0.00032216,0.259714,-0.00229874,-3.62352e-05,0.0863773,0.00281391,0.00645583,0.0294896,0.00612928,0.00763735,0.959514,0.0668116,0.00286806,0.0217251,0.000461801,-0.000644131,-0.00180399,0.150202,0.036443,-0.000261571,-0.00366396,0.00524315,4.15226e-05,0.00222814,-9.44977e-06,-0.000116668,-0.000407795,-7.08895e-07,0.00248495,0.016212,-0.00138034,0.0532009,0.0718571,0.0155271,0.089199,0.0170902,0.0155639,0.0061416,0.0564562,0.011225,0.01072,0.0094684,-0.007399,0.00441536,-0.0555976,-0.0963346,0.0753241
DNS,7.835e-07,-0.000183472,-4.57621e-06,5.72549e-05,1.54035e-05,0.0014223,0.000199512,0.000171657,7.37405e-06,-0.000410164,-0.00275967,-0.00256739,2.62471e-05,-4.36305e-05,-0.000153818,-0.000304642,-0.00131318,-0.00829044,-0.000278029,-0.00383868,-0.0064809,-0.00377701,0.000131365,-0.000577769,-0.0165225,-0.00377137,0.000850487,-0.0041767,-0.00382326,0.0106626,-0.00319948,-0.00421798,-0.000197012,-0.00863296,0.972353,0.00150536,-0.0239816,0.00126096,-0.00254466,-0.00636322,0.0522504,-0.00252968,-0.00238555,-0.0056679,0.00188301,2.22515e-05,0.000852805,-1.04366e-05,-6.57127e-05,0.000680531,-1.56783e-06,0.0142902,-0.00675468,-0.00201083,0.174929,-0.00320909,0.0100668,0.0571691,0.0106488,0.0907725,-0.00145519,0.0748475,0.00979096,0.0253202,0.00748083,-0.000521423,-0.00169064,-0.0442378,-0.0412027,0.153015
DNH,4.23547e-06,0.000162777,1.18691e-05,5.53488e-05,0.000120824,0.00229846,-0.000938956,0.000318861,1.93203e-05,9.15269e-06,0.000295076,0.000453072,3.23261e-05,-5.53735e-05,-0.000452115,-0.0244305,-0.000723732,-0.0121342,-0.000356944,0.00296117,-0.0285297,-0.0161675,0.000122504,-0.00482864,-0.00502684,0.00123297,0.00103514,-0.0408521,-0.00359501,0.00279179,-0.0206062,0.00203993,0.000266422,0.00096589,-0.00836473,0.976968,-0.00919718,-0.0052709,-0.000707503,-0.000184251,0.1435,0.00968693,0.00194863,-0.0125203,-0.00177832,-0.000113221,0.0174314,-1.77e-05,1.10338e-05,8.4575e-05,-8.05174e-07,0.0162718,-0.00566322,0.000256711,-0.00565213,-0.0292325,-0.0114568,-0.0316272,0.0133025,0.0950331,-0.0023145,0.0676239,0.0103553,0.0185962,0.0480797,-0.0215935,-0.00159506,0.0839663,0.024095,0.103152
DRS,-7.87573e-07,0.000563222,1.45496e-05,3.63638e-05,0.00013921,0.00136882,0.000474074,0.000564484,-8.35725e-05,-0.000134216,2.11507e-05,-4.24987e-05,2.77746e-06,-4.81768e-05,1.46609e-05,1.25226e-05,-7.81257e-05,-0.000841529,0.000148321,-3.65252e-07,-0.00673832,-0.0167801,0.000281334,0.00041586,-0.00475267,0.00109927,0.000706451,-0.000779262,-9.92186e-05,0.00782592,-5.31863e-05,-0.116639,0.000633912,-0.00316699,0.0403376,-0.00199364,0.957698,-0.00307399,-0.00192745,-0.0075397,0.0370269,0.0144785,0.0206358,0.0842291,0.00591504,-0.000420181,-0.00487207,-9.98429e-06,-9.10361e-05,0.000374822,-1.5901e-06,0.0293588,0.0640935,1.14366e-05,0.021145,0.00741464,0.0101267,0.0619017,0.00128824,0.0534781,0.0131313,0.0651041,0.0228245,0.0197322,0.013106,0.000278619,0.00132789,0.163936,-0.0733125,0.0526551
DRH,1.22121e-07,-0.000300375,-0.00316292,1.21813e-05,0.000137702,0.000484176,-6.57928e-05,0.000372703,8.37447e-06,-5.35155e-05,-0.000187502,-0.00193324,5.01926e-06,-5.93296e-05,-0.000812916,0.000320055,-6.44732e-05,-0.00143618,-0.000103015,0.000337185,-0.0162068,-0.00531884,0.000482258,-0.0291584,-0.0067639,0.00137113,0.00106009,0.00242012,-0.00411533,0.00420464,-0.0399614,0.00179988,0.000438747,0.000810067,-0.00714874,-0.0119249,-0.0101728,0.988099,-0.00079101,-0.000407017,0.159044,-0.00706619,0.0663844,-0.00455116,-0.0082891,-0.000260585,-0.00421867,-2.03307e-05,-0.0028003,0.000243862,-1.6993e-06,0.00209089,-0.00300169,0.000262663,-0.0030561,-0.0102641,-0.0138331,-0.00534432,0.00739517,0.0833449,-0.00103226,0.0741176,0.0148703,0.0121716,0.032241,-0.0398178,-0.00514849,0.147294,-0.00803492,0.0741826
ARF,-7.4984e-08,-3.19239e-05,-2.1992e-05,1.10828e-05,6.82442e-05,0.000343518,8.48876e-05,0.00046519,-6.98515e-05,-0.000117412,-0.000720766,2.5364e-05,2.84966e-06,-8.97632e-05,-0.000253843,-2.73123e-05,-0.000129361,-0.000815601,-7.38267e-05,-0.000694167,-0.00562234,-0.00524111,0.000121268,-0.000813726,-0.031175,-0.000336196,0.00215082,-0.00190903,-0.00573584,0.00435452,-0.00571031,-9.66607e-05,-0.000285347,0.00082528,0.0225897,-0.00670358,-0.0130871,-0.00442999,0.99456,-0.00411018,0.198875,0.330348,0.0188979,0.0284455,-0.00192398,-0.000565554,-0.00566019,-2.21727e-05,-0.000471049,5.35728e-05,-2.45769e-06,0.0164762,0.050266,-0.000463904,0.0414963,0.0213808,-0.00372114,0.0952712,0.0304515,0.000472062,0.0108959,0.0265838,0.0356318,0.0262511,0.0266979,-0.0015636,0.000435229,0.110488,-0.121954,0.0683099
PWL,5.63224e-07,1.55687e-05,-2.73054e-05,2.17181e-05,0.000108095,0.00440226,0.000437475,0.000154514,-7.13507e-05,-0.000142968,-0.00171811,-0.0017293,-2.05448e-05,-9.36552e-05,-0.00047611,-0.000417022,-0.00032003,-0.0277124,-0.000235698,-0.000608915,-0.00530663,-0.00432336,0.000101555,-0.00101665,-0.016835,-0.00215403,0.00164252,-0.00689009,-0.00285813,0.0101946,-0.00362203,-0.00452857,-0.000286015,-0.000793819,0.0487796,-0.00485486,0.0278559,-0.00321218,-0.00408174,0.99457,0.0441513,0.250813,0.0692143,0.130503,0.0505185,-0.000510184,-0.005191,-2.31525e-05,-0.000583361,-0.000189345,-3.19962e-06,0.0048378,0.0483501,-0.00132544,0.135721,0.0304208,0.00995764,0.0718258,0.008147,0.0177801,0.0109025,0.0402269,0.0423204,0.0341969,0.0282545,-0.00360954,-0.000230407,0.0387699,-0.0583481,0.0326783
SUP,1.61381e-06,1.07842e-05,-1.96499e-05,1.50578e-05,9.05832e-06,0.000390852,0.000180937,0.000580818,1.12436e-05,-2.19188e-05,8.04912e-05,2.0968e-05,-1.39259e-06,-0.000111814,-0.000368359,0.000189755,2.81599e-05,0.000997351,6.0916e-05,-0.000752995,-0.0179535,-0.0122473,0.000422398,-0.000755458,-0.0306135,0.000139304,0.001542,0.00147915,-0.0253088,-0.0115863,-0.0114635,-0.0076106,-5.38192e-05,0.000825577,-0.00993816,-0.00697283,-0.00507917,-0.0030694,-0.0013272,-0.000154499,0.869231,-0.0128789,-0.00510731,-0.0309104,0.00739797,7.65387e-05,-0.000150892,-3.17945e-05,-4.05129e-05,-0.000466532,-3.943e-06,-0.0048488,-0.00311291,-0.000174487,-0.0054322,-0.0170412,-0.0204864,0.00454171,0.163639,0.108002,-0.00133457,0.0921196,0.0407087,0.0231832,0.0350078,0.000270429,0.000485852,-0.00510911,-0.0334529,0.1609
MbO,-8.19506e-07,0.000112561,-5.78202e-05,5.18434e-06,7.92419e-05,-1.74171e-05,-8.07017e-06,0.000677458,6.72837e-06,3.9916e-05,-0.000161276,8.47705e-05,3.56795e-06,-8.71938e-05,-0.00051622,-0.000397641,-0.000302984,-0.000690011,-0.00028202,-0.000606977,-0.00062471,-0.00183632,-0.000112634,-0.00210404,-0.0324129,3.25392e-05,0.0025537,0.00028957,0.00171288,0.00367358,-0.0071198,0.00106461,-0.00101963,0.00133367,0.00206269,-0.00980443,-0.0248025,-0.00706862,-0.0122239,-0.00937918,-0.0268202,0.923512,0.0329277,0.0793736,-0.000653293,-0.00132505,-0.0115789,-4.15523e-05,-0.0013191,-0.000116997,-4.934e-06,-0.0215377,-0.0028871,-0.000276261,-0.00612668,-0.0023284,-0.0115154,0.0533879,-0.110695,0.0119741,-0.000687723,0.00523713,0.0502236,0.0841562,0.0553741,-0.00479416,0.000429754,0.125718,-0.0925234,0.191555
MbFF,2.71566e-07,-4.52435e-05,-0.000370463,-1.00755e-06,-2.59545e-05,-3.14074e-05,-0.00104319,-0.00118828,9.6157e-06,6.99277e-07,2.23696e-05,1.37766e-05,-5.1854e-07,4.85952e-05,-0.00154367,-0.000330862,-0.000909779,0.000256783,0.000110735,0.000248696,-0.000842661,9.33778e-05,0.000106635,-0.00139791,0.00100718,-0.00110481,-0.000233841,-1.17362e-05,0.000960214,-0.00370435,-0.00078708,0.0007846,0.000306938,-0.000115291,-0.00430504,0.00124872,-0.00302018,-0.0100013,0.00102802,-0.0037747,-0.0365507,-0.088569,0.983982,-0.0565359,-0.0300457,-0.000239002,-0.00690884,-1.88471e-05,-0.00160993,-0.00127434,-7.82479e-06,-0.00399676,-0.00254273,-0.000427773,-0.00358276,-0.0165685,-0.00251851,-0.0894757,-0.0448548,0.150368,-0.00116291,0.121578,0.0840384,0.00297703,-0.00857399,0.000506997,-2.71667e-05,-0.0631199,0.109985,0.0582374
MbDF,3.03606e-07,1.37787e-05,0.000117014,-8.13126e-07,-3.96617e-05,-0.000217326,-3.21876e-05,-0.000133368,4.01286e-06,2.22172e-06,1.87704e-05,-9.92901e-06,-5.92449e-07,6.60629e-05,-0.000149676,-0.00146805,-0.000259352,0.000180804,-0.000618616,0.000203143,-0.00292204,0.000444433,3.7886e-05,-0.000780857,-0.00246753,-0.000337842,-8.96708e-05,-0.000232367,0.00135795,-0.00457326,0.000937151,0.000968322,-0.000757029,-4.60823e-05,-0.00641964,0.000996374,-0.00399746,0.00147047,0.00147907,-0.000731983,-0.0578115,-0.0807046,-0.0156964,0.893958,-0.0551926,-0.0023742,-0.00563043,-8.00977e-05,-0.00111353,-0.00151761,-9.18187e-06,-0.00617184,-0.00187332,-0.000279794,-0.00575344,0.00124691,-0.00822385,0.0468453,-0.0426299,-0.00542322,-0.000338457,-0.00607327,0.111545,0.150835,0.101158,0.000352332,-0.000271722,-0.0632206,-0.0776491,0.1299
MbC,-6.55009e-07,8.64206e-05,-8.03771e-06,-1.43082e-06,2.73795e-05,-3.8986e-05,2.40895e-05,-1.45412e-05,4.12033e-06,2.85907e-05,6.96638e-05,4.28608e-05,-1.13094e-06,-0.000810247,-0.00203573,-0.00251179,-0.00133761,0.000503608,-0.00154428,0.000816976,0.00125068,0.00236694,8.93631e-05,-0.00192581,0.00791488,0.000563607,-0.000211631,0.000942092,0.00434331,0.00113017,-0.0011483,0.00284008,-0.000276158,-3.30952e-05,-0.00557346,-0.00239042,-0.0190232,-0.000536334,0.00139602,-0.00639265,-0.130031,-0.102358,0.0366281,0.247579,0.974415,0.0025553,-0.00870628,2.93078e-06,0.000148548,0.00328174,-3.34781e-06,0.0132707,-0.0012749,-0.000237157,-0.00557123,0.00444397,-0.00708197,0.0567426,-0.111839,0.0124241,-8.45523e-05,0.00548734,0.0303087,0.0695742,0.0273325,0.00112515,0.000389854,0.0413468,-0.0961429,0.224919
MbPAR,-1.50988e-07,2.35785e-05,-1.34991e-05,-7.91499e-07,2.67104e-05,-0.000254898,3.05428e-05,0.000156571,4.16033e-06,2.88e-05,1.36801e-05,3.04944e-05,-2.09383e-08,7.7661e-05,-0.00245087,-0.000172233,-0.000556754,8.1696e-05,-4.1663e-05,0.000300249,-0.00968072,0.000320351,0.00027922,-0.00341622,-0.0016306,0.000311348,0.000272659,0.000634685,0.000619409,0.000547424,0.000349519,0.00141865,8.07916e-05,0.000236081,-0.000780547,-0.0014438,-0.00475425,-0.00129525,-0.000685494,-0.000300502,-0.00681622,0.0452664,0.00805158,0.259497,-0.10158,0.998819,-0.00553285,0.000594645,2.42082e-05,0.0032199,6.1881e-05,0.000205069,-0.00141053,-0.000190227,-0.00332801,0.000506148,-0.0047656,0.0296475,-0.0537438,0.0213123,-0.000265458,0.013173,0.0395488,0.0677341,0.0384169,0.000141227,0.000369633,0.0389145,-0.0540407,0.158361
MbSCA,-1.28502e-06,0.00143328,-4.87909e-06,6.7147e-05,8.3668e-05,0.000147306,0.000736445,0.000878116,4.01891e-06,8.25641e-05,0.000127715,6.45869e-05,-3.51785e-06,-6.61948e-07,-0.0020837,0.00119933,-0.000620152,0.00162202,-0.00436355,0.000510827,-0.0118084,-0.000216536,0.000396099,-0.00302835,-0.0188122,0.00158591,0.00212585,0.00387187,0.00103582,0.00873712,-0.0157932,-0.00534817,-0.0250314,0.00271718,0.00153375,-0.0584396,-0.0171334,-0.00448993,-0.00135602,-0.00124538,-0.0322674,0.0501625,0.069584,0.208904,0.00388993,-0.000410284,0.990005,0.000392076,0.000177138,0.00284455,3.95289e-05,-0.00181299,-0.00156551,0.000175359,-0.00310658,0.00213525,-0.0102784,0.0556321,-0.0688443,0.0056678,-0.000244609,0.00434825,0.0371158,0.0583362,0.028317,0.00206714,0.00226022,0.191033,-0.0908931,0.156334
MbH,-3.35546e-07,-0.000102986,0.000991657,-1.26932e-05,-3.41532e-05,-0.000327184,-0.00012868,-0.000424827,-5.24159e-06,-4.48465e-06,-5.83889e-05,-4.551e-05,1.68111e-07,5.41519e-05,0.000566038,0.000686584,0.000241656,-0.000383805,0.000619181,8.97382e-05,0.0102033,0.00591968,-0.000246111,-0.00288786,0.012516,-0.000278245,-0.000892656,-0.000793961,0.0115778,-0.0119606,0.00820522,0.00260945,0.00151967,-0.000613211,0.00573862,0.000370819,0.0125528,0.000613185,0.00174995,0.00196892,-0.406601,-0.0570677,-0.0278078,-0.383519,-0.00374705,-0.0230607,-0.072466,0.99922,-0.0105845,-0.00355464,-2.87697e-05,-0.0233023,0.00186449,-5.539e-05,-0.0073235,0.0116308,-0.020222,0.143692,0.24331,-0.115964,0.000786796,-0.0824647,0.333106,0.10677,1.44098,0.000169136,-0.000246095,-0.0496989,-0.207368,0.0525668
MbGRA,8.38472e-08,0.000219747,-0.0886721,1.01167e-05,-2.37097e-05,-0.000139038,7.81941e-06,-3.90638e-05,4.51143e-06,6.11385e-06,-8.61996e-06,4.63655e-05,2.88893e-07,2.02847e-05,-0.000102602,-0.000311687,-8.96465e-05,-5.33338e-05,-9.45257e-05,-0.000126877,-0.000519871,-0.000577607,-2.79627e-05,7.72394e-06,-0.00685505,-0.000360696,0.000325135,-0.000340433,0.00133588,-0.00339541,0.000687457,0.000228167,-0.00447501,0.000330924,-0.0015717,-2.21541e-05,-0.000977581,-0.0239271,-0.00090299,-0.00111438,-0.0566068,0.0917824,0.034543,0.154537,-0.0274964,-0.00139011,-0.00610125,0.000350066,0.922349,0.00153111,3.55334e-05,-0.0034281,-0.00173524,-0.000368085,-0.00464759,0.00053818,-0.00988425,0.0528363,-0.0875249,0.00622212,-0.000340555,0.00257394,0.0755741,0.104495,0.0726216,0.000391826,0.000215205,-0.0351907,-0.0894211,0.17334
MbSF,2.78671e-07,7.34055e-05,6.47763e-05,-1.1212e-06,-3.76212e-06,0.00158082,0.000135576,7.57265e-05,7.39803e-06,1.43644e-06,0.000325707,0.000498322,3.18729e-05,4.58199e-05,9.91908e-05,7.99529e-05,7.7713e-05,-0.0117731,8.83457e-05,-0.000476876,0.00030238,0.00053359,-2.88244e-05,1.88506e-05,-0.00135921,-7.20911e-05,0.00014829,-0.000821346,0.00182825,-0.00296164,0.000924267,-0.000540553,0.000139775,-0.000143955,-0.0136722,0.00153434,0.00593356,0.00132156,0.000364113,0.000401602,-0.0694275,0.0111542,-0.01482,-0.0651866,-0.026094,-0.00129956,-0.00264044,-3.49335e-05,-0.000671646,0.997781,-1.43686e-05,-0.011918,-0.00165399,2.86438e-05,-0.00747813,-0.0149671,-0.00964618,-0.073737,-0.0237944,0.11826,-0.000940097,0.102011,0.183392,-0.00737141,-0.00918041,-0.000204663,-0.000144538,-0.0609773,0.088998,-0.0105229
MbPF,-4.10015e-06,4.3544e-05,0.00188558,-4.03952e-05,0.000158492,-7.80546e-05,0.00020456,0.00136494,6.34387e-05,0.000144756,1.01653e-05,6.43978e-06,-2.78607e-06,0.000257084,0.00135669,0.0015812,0.000649845,0.000532781,0.00119004,0.00108814,0.0141696,0.0158952,-2.60777e-05,0.00322964,0.0361086,0.00267831,-0.000439916,0.00860751,0.03029,-0.0214407,0.0229924,0.0123473,0.00494539,-0.000202587,0.0197733,0.0112569,0.0270179,0.00543338,0.00559306,0.00617582,-0.801996,-0.139786,-0.199438,-0.827091,0.0475483,-0.0400537,-0.123826,-0.000551027,-0.0179639,-0.0261694,0.9997780000000001,-0.135602,-0.010772,-0.00363212,-0.0578476,-0.0888174,0.504919,-2.38078,-1.03734,1.74364,-0.00441364,0.985279,2.45264,0.280382,-0.0373669,0.00171127,0.000174483,-0.0118887,3.3298,1.44845
BO,-5.42873e-07,-2.539e-05,2.82131e-05,-5.55596e-06,-6.74653e-06,-0.000384156,0.000448367,0.00011613,1.30912e-05,5.70445e-05,0.000265776,0.000100716,-1.15897e-06,-0.00117057,-0.000493941,0.000571933,0.00011076,0.000728909,0.000130274,0.000890803,0.0023885,-0.0426759,9.82057e-05,0.000194692,0.00271727,0.000200307,1.56301e-06,0.00132912,0.00663673,-0.000437642,-0.0331671,0.0101353,0.000719742,0.000906614,-0.0342086,-0.0155474,-0.0306747,-0.00227376,-0.0047306,-0.00144164,-0.210003,0.0738302,-0.0115565,-0.0678686,-0.018192,-0.000260498,-0.00143227,-4.35983e-05,-0.000248064,-0.00184575,-1.44711e-05,0.976724,-0.00823208,-0.000269083,-0.0137012,0.00329219,0.00297927,0.00206204,0.222594,0.0200487,-0.00149899,0.0023338,0.177689,0.0277898,-0.00521776,0.000747956,0.00159186,0.00322868,-0.0175157,0.193722
EUP,1.72542e-06,1.42643e-05,1.21175e-06,1.89608e-05,-1.80849e-05,0.000692984,-0.0013714,0.000150617,-0.0011179,-0.00222106,-0.000287129,0.000138206,-1.22617e-06,-3.23869e-08,2.7027e-05,-5.45401e-05,-8.66842e-06,-0.00322284,1.2736e-05,-0.00339241,-0.0346824,-0.0256757,0.000859659,-0.000967156,-0.019331,0.000133706,-0.000913755,-0.0189172,0.00120693,-0.00973615,0.000590438,0.00474275,-0.000465238,0.00128693,-0.00130327,-0.00126555,-0.0155381,0.00014043,-0.0019177,-0.00183929,-0.0435856,-0.00182284,-0.000539021,0.000756947,-0.000320346,1.95077e-06,1.1932e-05,3.19536e-06,1.04217e-05,-2.75985e-05,1.02478e-06,-0.00185069,0.874295,-0.000375945,-0.0053407,-0.0209797,0.174933,0.14149,0.00494535,0.0940596,0.174338,0.141984,-0.00311373,-0.0109088,-0.00434047,0.000425829,-0.000216752,-0.00776399,-0.0766232,-0.0411898
ZG,-1.14843e-07,-5.57516e-05,2.38062e-06,1.42655e-07,-2.29968e-05,0.0100045,-3.92476e-05,-0.00121799,-9.44192e-06,2.47081e-05,-8.19243e-05,-0.000135928,-8.9131e-06,-8.15899e-06,1.34627e-05,3.45698e-05,7.97867e-06,0.00332565,8.89871e-06,0.000111554,5.59682e-05,0.000436414,6.90335e-05,3.33517e-05,5.37912e-05,-0.135302,0.00153022,-0.00196732,0.00142892,-0.00200457,0.000180278,0.000498139,3.80491e-05,0.000260036,0.0011522,-0.000307666,-0.000424171,-0.000188845,8.86424e-05,0.00023199,-0.000235523,-0.00705728,-0.00162369,-0.00352029,-0.000755344,-7.1368e-06,-0.000146532,-1.13887e-06,7.03179e-06,4.65544e-06,-2.0888e-07,0.000575112,-0.00832232,0.962599,-0.0147254,0.0521649,0.142061,0.0787937,-0.02837,0.101508,0.00068259,0.0904245,-0.000829143,0.00861679,0.00142753,6.9685e-05,8.34828e-06,0.0102081,-0.0183863,0.0559559
ZL,1.39182e-06,-0.00191032,3.54565e-06,4.0789e-05,8.3548e-05,0.00234715,0.000187875,-7.82533e-05,-3.33471e-06,5.61782e-05,0.000579144,0.000693077,2.40211e-05,2.00258e-07,-0.000155312,5.17566e-05,0.000146073,-0.00847497,3.5985e-05,-0.00105577,0.00166524,0.00102311,-2.94939e-05,6.16389e-05,-0.00806251,-0.0180968,0.000712154,-0.0162816,-0.0102033,0.080408,0.000453897,0.00154019,-5.78088e-05,-0.00260765,-0.10539,-0.000992395,-0.0026939,-7.33534e-05,-0.00155957,-0.00553187,-0.0235946,-0.00640288,-0.00310937,-0.0110136,-0.000541856,2.50457e-05,1.55943e-05,-3.92407e-06,1.07192e-05,-0.000389709,-1.93343e-06,-0.00257376,-0.00800994,-0.0090045,0.961717,0.0343786,0.112866,0.189567,-0.0362776,0.106451,-1.58274e-05,0.0833557,0.0191291,0.00707997,0.000401366,0.000305785,0.000180102,0.00449463,0.0361166,0.0405509
ZM,2.62704e-06,-0.000258811,8.55044e-07,3.37041e-05,9.26953e-06,0.000288407,0.000937763,-0.00705125,-0.000155684,0.0001631,2.24498e-05,-3.29876e-05,-1.11089e-06,-7.39232e-05,3.37956e-05,2.6081e-06,-5.97547e-06,0.000755201,-8.28135e-06,-3.27421e-05,-0.00178791,0.00253383,0.00034995,-0.000358145,-0.0248888,-0.00230149,0.000967814,-0.0339931,-0.00230413,-0.04833,0.0004713,0.000484277,0.000180896,0.00138999,0.00136446,-0.000851677,-0.000419984,-4.60262e-05,-0.000183852,-0.000218312,-0.0286801,-0.000343428,-0.000100882,0.00733173,-0.000167902,-7.38216e-06,-0.000155553,4.24043e-06,1.73452e-05,-2.22034e-05,1.323e-06,-0.000200905,-0.0555349,-0.00460929,-0.0140382,0.884171,0.0223418,0.118771,0.0372732,-0.0296855,0.0242886,0.456714,-0.00152855,-0.0193659,-0.0055096,6.14263e-05,0.000187022,0.00407476,-0.0838693,-0.0913136
