"","Boundary","TST","TSTp","APL","FCI","BFI","DFI","IFI","ID.F","ID.F.I","ID.F.O","HMG.I","HMG.O","AMP.I","AMP.O","mode0.F","mode1.F","mode2.F","mode3.F","mode4.F"
"1",1157.19610556228,3723.08893269062,4880.28081957201,3.21733621016774,0.0711839699543393,0.310816133184869,0.251520263800621,0.437663603031472,1.7400729325666,2.50489668495974,1.67217626669082,1.67620235608599,1.19533370301196,2,0,1157.19610556228,2300.86857646322,265.024250728267,2300.86857646322,1157.19610556228
