"","H","AMI","Hr","CAP","ASC","OH","ASC.CAP","OH.CAP","robustness","ELD","TD","A.input","A.internal","A.export","A.respiration","OH.input","OH.internal","OH.export","OH.respiration","CAP.input","CAP.internal","CAP.export","CAP.respiration"
"1",5.57932235686223,1.89113414184125,3.68818821502097,27228.659884404,9229.26567966564,17999.3942047384,0.338954091712459,0.661045908287541,0.366711246824394,3.59027438990593,3.70926705750441,2402.60513893089,4997.14577639387,436.251530168646,1393.26323417224,1907.86858801046,11193.9236053248,1346.57938346811,3551.02262793503,4310.47372694135,16191.0693817187,1782.83091363676,4944.28586210726
