"","namelist","betw"
"1","SB",0.3654651352232
"2","MM",0.201388888888889
"3","TUR",0.138131313131313
"4","XIP",0.288888888888889
"5","THU",0.161111111111111
"6","LPL",0.138888888888889
"7","MPL",3.20664313478108
"8","SPL",5.20790823346647
"9","HAK0",1.14288914490527
"10","HAK1",0.745834816355076
"11","HAK2",4.76389887826957
"12","HAK3",3.37567419445665
"13","HAK4",0.6754329004329
"14","MUL0",0.834651983947313
"15","MUL1",1.1603586750003
"16","MUL2",0.572254542842778
"17","MUL3",1.73592034900084
"18","TRA",24.5296835743872
"19","PAG",1.95146617860781
"20","DFS",89.0807293785057
"21","DFH",67.1721829992531
"22","DSM",30.5691570570403
"23","DSP",26.9305394177641
"24","DSR",27.1287808474773
"25","MSC",64.0323889529735
"26","MSG",1.70353366587236
"27","MSP",0.568923029373036
"28","ENG",4.25095886459001
"29","SAR",5.2089795099082
"30","EPI",34.3527581117495
"31","CEBH",25.5660030218603
"32","CEBS",8.55114963933299
"33","CEPH",35.2427696864889
"34","CEPS",25.571176439946
"35","DNS",78.0946356796941
"36","DNH",30.1074275191975
"37","DRS",9.92525600564748
"38","DRH",11.6105244233255
"39","ARF",2.4100627401932
"40","PWL",7.74704159160126
"41","SUP",102.223395968269
"42","Mb_O",58.1520152502765
"43","Mb_FF",20.3288096581209
"44","Mb_DF",24.1597237967514
"45","Mb_C",28.5098067270964
"46","Mb_PAR",11.8099497960879
"47","Mb_SCA",25.813666612286
"48","Mb_H",2.60248638294413
"49","Mb_GRA",6.50502222523804
"50","Mb_SF",4.63780678408924
"51","Mb_PF",0.794631801889867
"52","BO",8.2575706895449
"53","EUP",56.8229931743216
"54","ZG",4.11465806893272
"55","ZL",26.1962230605325
"56","ZM",48.9907005157505
"57","ZS",33.3585025315364
"58","PL",0
"59","PB",2.2040404040404
"60","MB",0
"61","BB",0.785964912280702
"62","PS",0
"63","SG",0
"64","DF",0
"65","MA",0
"66","ESH",3.07965367965368
"67","ESS",1.90092144216917
"68","DC",345.472937014276
"69","SPOM",1034.39278582622
"70","BD",1119.86426426332
