"","H","AMI","Hr","CAP","ASC","OH","ASC.CAP","OH.CAP","robustness","ELD","TD","A.input","A.internal","A.export","A.respiration","OH.input","OH.internal","OH.export","OH.respiration","CAP.input","CAP.internal","CAP.export","CAP.respiration"
"1",5.57861704280324,1.89095748924997,3.68765955355327,27225.2191666319,9228.40404433731,17996.8151222946,0.338965280237227,0.661034719762773,0.36671216287478,3.58961663972114,3.70881289948488,2402.60522557162,4996.28761848691,436.250460710994,1393.26073956779,1907.86858801046,11192.5808829948,1346.573445736,3549.79220555336,4310.47381358208,16188.8685014817,1782.82390644699,4943.05294512115
