"","Boundary","TST","TSTp","APL","FCI","BFI","DFI","IFI","ID.F","ID.F.I","ID.F.O","HMG.I","HMG.O","AMP.I","AMP.O","mode0.F","mode1.F","mode2.F","mode3.F","mode4.F"
"1",1157.19610556228,3723.08903491504,4880.28107284297,3.21733629850578,0.0711863207114182,0.310816124650827,0.251520266824584,0.437663608561766,1.74007293363362,2.43443989979083,1.64477104412278,1.61836303898154,1.19218086485544,2,0,1157.19610556228,2300.85991941552,265.033010075657,2300.85991941552,1157.19610556228
