"","Boundary","TST","TSTp","APL","FCI","BFI","DFI","IFI","ID.F","ID.F.I","ID.F.O","HMG.I","HMG.O","AMP.I","AMP.O","mode0.F","mode1.F","mode2.F","mode3.F","mode4.F"
"1",1157.19610556228,3723.08703755731,4880.27801505817,3.21733457247358,0.0711907855574933,0.310816291397128,0.25152028702448,0.437663421557394,1.7400720503901,2.43522675536154,1.64523608131004,1.61811266895143,1.19176377759635,2,0,1157.19610556228,2300.84144102461,265.049490892238,2300.84144102461,1157.19610556228
