"","H","AMI","Hr","CAP","ASC","OH","ASC.CAP","OH.CAP","robustness","ELD","TD","A.input","A.internal","A.export","A.respiration","OH.input","OH.internal","OH.export","OH.respiration","CAP.input","CAP.internal","CAP.export","CAP.respiration"
"1",5.57877360607757,1.89096345542584,3.68781015065173,27225.9661807271,9228.42737879315,17997.538801934,0.338956836923048,0.661043163076952,0.366711471620229,3.58980399738951,3.70882823708231,2402.60417954127,4996.31325529619,436.250381303635,1393.25956265205,1907.86858801181,11193.0886324287,1346.57958649193,3550.00199500152,4310.47276755308,16189.4018877249,1782.82996779556,4943.26155765357
