"","H","AMI","Hr","CAP","ASC","OH","ASC.CAP","OH.CAP","robustness","ELD","TD","A.input","A.internal","A.export","A.respiration","OH.input","OH.internal","OH.export","OH.respiration","CAP.input","CAP.internal","CAP.export","CAP.respiration"
"1",5.57910321879882,1.89110157495626,3.68800164384256,27227.559339888,9229.09620606788,17998.4631338201,0.338961567978198,0.661038432021802,0.366711858977856,3.59004224796011,3.7091833267735,2402.60323266927,4996.98308968071,436.250871712091,1393.25901200581,1907.86858801055,11193.3355542301,1346.58660665237,3550.67238492708,4310.47182067982,16190.3186439109,1782.83747836446,4943.93139693289
