"","Boundary","TST","TSTp","APL","FCI","BFI","DFI","IFI","ID.F","ID.F.I","ID.F.O","HMG.I","HMG.O","AMP.I","AMP.O","mode0.F","mode1.F","mode2.F","mode3.F","mode4.F"
"1",1157.19610556228,3723.08488162034,4880.27524713015,3.2173327094039,0.0711888675727387,0.31081647138237,0.251520365288034,0.437663163293296,1.74007048213411,2.45983927622852,1.65322342881638,1.62277931389663,1.19062193138303,2,0,1157.19610556228,2300.84657932218,265.042196600725,2300.84657932218,1157.19610556228
