"","H","AMI","Hr","CAP","ASC","OH","ASC.CAP","OH.CAP","robustness","ELD","TD","A.input","A.internal","A.export","A.respiration","OH.input","OH.internal","OH.export","OH.respiration","CAP.input","CAP.internal","CAP.export","CAP.respiration"
"1",5.57962746021603,1.89119226220746,3.68843519800857,27230.1494500162,9229.54951846004,18000.5999315561,0.338945973667969,0.661054026332031,0.366710581935616,3.5905817225793,3.7094164919283,2402.60517421889,4997.42892520534,436.25155256245,1393.26386647336,1907.86858801046,11194.6239721228,1346.58127262959,3551.52609879324,4310.47376222935,16192.0528973282,1782.83282519204,4944.7899652666
