"","namelist","betw"
"1","SB",0.354041232328709
"2","MM",0.187584033613445
"3","TUR",0.128374076903489
"4","XIP",0.279131652661064
"5","THU",0.158730158730159
"6","LPL",0.125084033613445
"7","MPL",5.86926161107603
"8","SPL",7.63478453619121
"9","HAK0",1.14288914490527
"10","HAK1",1.26070409740083
"11","HAK2",8.36329196883913
"12","HAK3",6.63379744375637
"13","HAK4",1.3790404040404
"14","MUL0",4.70918125263259
"15","MUL1",5.05908049949579
"16","MUL2",1.97358597285068
"17","MUL3",4.13149318002259
"18","TRA",44.8215849610814
"19","PAG",5.70500139748325
"20","DFS",114.289237978313
"21","DFH",79.3637922277159
"22","DSM",43.3260350443247
"23","DSP",44.1682251785016
"24","DSR",45.5489226730831
"25","MSC",84.2828142249902
"26","MSG",2.13292223090321
"27","MSP",0.565511805234258
"28","ENG",4.76635102095188
"29","SAR",10.1262128376546
"30","EPI",40.5440575057784
"31","CEBH",42.1241177027749
"32","CEBS",12.7935542225966
"33","CEPH",40.5635854898198
"34","CEPS",46.3534489532114
"35","DNS",95.1826806153996
"36","DNH",43.1457421068081
"37","DRS",17.7436982280786
"38","DRH",18.4527235142821
"39","ARF",3.70746080648319
"40","PWL",10.014181793161
"41","SUP",129.709904361173
"42","Mb_O",76.7563465667307
"43","Mb_FF",27.7806823884372
"44","Mb_DF",35.1170141486619
"45","Mb_C",30.2234705916245
"46","Mb_PAR",12.9787639884315
"47","Mb_SCA",30.3858574260638
"48","Mb_H",2.5927291467163
"49","Mb_GRA",6.49526498901021
"50","Mb_SF",4.62804954786141
"51","Mb_PF",0.784874565662042
"52","BO",9.01158416536365
"53","EUP",68.7760088415164
"54","ZG",5.44701855872867
"55","ZL",28.5486877654732
"56","ZM",55.6818366673624
"57","ZS",37.1688652870605
"58","PB",2.19967532467532
"59","BB",0.781599832915622
"60","PS",0
"61","DF",0
"62","PL",0
"63","MB",0
"64","SG",0
"65","MA",0
"66","Bathyraja_brachyurops",0.171947744615087
"67","Dalatias_licha",1.0626066288173
"68","Dipturus_oxyrinchus",0.125084033613445
"69","Myliobatis_aquila",0.171947744615087
"70","RSH_C1",8.50185394952129
"71","RSS_C1",0.125084033613445
"72","Raja_asterias",0.171947744615087
"73","Raja_polystigma",0.171947744615087
"74","SSH_C1",12.5916589974146
"75","SSS_C1",0.826495517706188
"76","SSS_C2",0.903418594629265
"77","Scyliorhinus_canicula",11.7027701085257
"78","Torpedo_marmorata",10.3416589974146
"79","DC",578.585024203156
"80","SPOM",1274.029041891
"81","BD",1656.33736008497
