"","Boundary","TST","TSTp","APL","FCI","BFI","DFI","IFI","ID.F","ID.F.I","ID.F.O","HMG.I","HMG.O","AMP.I","AMP.O","mode0.F","mode1.F","mode2.F","mode3.F","mode4.F"
"1",1157.19610556228,3723.0890358025,4880.28092272703,3.21733629927267,0.0711836201120791,0.310816124576739,0.251520256834704,0.437663618606418,1.74007304268158,2.56683791247816,1.69391225999658,1.69083743151173,1.19957831089491,2,0,1157.19610556228,2300.86997473632,265.022955570398,2300.86997473632,1157.19610556228
